compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C6H28N3O9,775.18,3.82,941.939,Carbohydrate
Dopamine,C15H8N5O3,305.29,4.35,355.183,Organic Compound
Dopamine,C17H6N1O2,102.42,7.24,107.684,Alkaloid
Adenosine triphosphate,C3H27N0O1,302.25,12.96,606.511,Amide
Urea,C8H37N3O4,821.92,8.12,324.366,Organic Compound
Dopamine,C8H11N0O0,539.65,8.49,366.249,Alkaloid
Adenosine triphosphate,C2H15N3O3,96.55,4.47,440.509,Hormone
Aspirin,C6H23N3O10,456.87,12.24,162.181,Lipid
Adrenaline,C20H33N0O4,996.47,5.94,154.132,Amide
Cholesterol,C10H28N5O2,395.57,8.25,691.418,Organic Compound
Dopamine,C7H37N1O1,534.19,4.34,183.247,Hormone
Serotonin,C6H33N5O6,579.13,10.1,342.465,Hormone
Adenosine triphosphate,C2H32N0O9,477.46,N/A,680.967,Lipid
Urea,C14H10N1O3,498.64,4.85,213.728,Lipid
Glucose,C1H5N1O4,597.88,2.82,888.762,Lipid
Glucose,C16H31N5O0,131.37,6.69,468.318,Lipid
Adenosine triphosphate,C18H38N1O4,859.61,11.35,530.599,Hormone
Dopamine,C19H33N4O9,880.42,N/A,465.885,Nucleotide
Adenosine triphosphate,C1H18N0O8,931.92,N/A,116.494,Lipid
Serotonin,C8H37N5O5,876.75,N/A,990.449,Alkaloid
Adrenaline,C2H15N1O3,100.1,4.2,833.779,Alcohol
Aspirin,C15H24N5O0,352.81,13.25,26.43,Hormone
Dopamine,C13H31N0O2,422.54,N/A,625.528,Nucleotide
Aspirin,C8H14N5O9,431.83,13.68,274.102,Hormone
Dopamine,C10H12N4O8,681.37,8.0,610.42,Neurotransmitter
Dopamine,C13H12N3O8,170.72,5.49,941.881,Carbohydrate
Aspirin,C13H35N4O3,470.87,4.52,97.809,Lipid
Adenosine triphosphate,C7H37N4O6,799.07,5.15,847.804,Nucleotide
Adrenaline,C12H23N0O9,70.99,10.53,922.24,Alcohol
Urea,C3H16N1O9,996.94,4.44,159.591,Nucleotide
Ethanol,C18H13N0O6,516.71,13.67,881.063,Amide
Dopamine,C15H15N5O9,962.63,10.93,841.187,Carbohydrate
Aspirin,C6H14N2O2,213.5,N/A,644.894,Hormone
Adrenaline,C18H21N5O1,179.08,6.92,342.04,Amide
Dopamine,C16H29N5O1,626.48,6.37,253.252,Lipid
Urea,C7H27N5O2,825.68,N/A,383.05,Amide
Serotonin,C20H16N5O7,469.41,7.15,412.259,Alkaloid
Serotonin,C19H34N2O9,955.52,11.95,828.949,Alkaloid
Caffeine,C6H5N3O10,110.7,8.03,961.307,Carbohydrate
Glucose,C1H18N2O4,428.34,6.44,63.318,Alkaloid
Cholesterol,C5H14N0O4,853.01,13.5,276.792,Lipid
Glucose,C18H22N0O4,940.98,10.36,587.834,Carbohydrate
Adenosine triphosphate,C15H19N4O8,608.84,2.84,318.937,Nucleotide
Urea,C8H40N5O0,184.12,6.1,512.583,Neurotransmitter
Urea,C15H5N4O3,703.38,N/A,33.265,Alcohol
Dopamine,C16H1N0O5,251.16,13.76,644.284,Alcohol
Dopamine,C17H8N4O0,65.52,11.65,930.018,Nucleotide
Aspirin,C2H16N3O4,167.02,13.14,524.8,Amide
Adrenaline,C9H30N0O4,57.81,7.99,208.982,Organic Compound
Cholesterol,C10H5N0O5,653.98,7.58,824.295,Nucleotide
Glucose,C17H35N0O9,479.41,N/A,28.058,Nucleotide
Adrenaline,C9H28N3O9,64.03,5.9,402.062,Lipid
Urea,C10H38N3O5,600.3,13.61,829.31,Organic Compound
Glucose,C19H29N3O10,877.75,N/A,785.146,Alcohol
Glucose,C3H29N0O0,979.35,9.27,238.642,Alkaloid
Cholesterol,C4H26N4O0,706.64,1.28,128.928,Amide
Caffeine,C10H2N3O5,594.49,N/A,950.688,Lipid
Glucose,C14H15N4O9,357.71,2.0,144.012,Alcohol
Dopamine,C17H18N2O1,101.61,8.46,424.527,Neurotransmitter
Adenosine triphosphate,C7H2N0O4,824.65,13.85,663.093,Alcohol
Adenosine triphosphate,C17H28N5O0,714.26,12.49,141.724,Amide
Aspirin,C8H1N4O7,968.43,13.82,800.979,Neurotransmitter
Ethanol,C11H15N3O8,799.1,5.89,145.167,Neurotransmitter
Serotonin,C20H38N0O2,780.76,N/A,683.899,Organic Compound
Adenosine triphosphate,C7H10N5O4,484.04,2.28,702.219,Hormone
Glucose,C8H20N5O4,656.97,7.47,814.251,Alcohol
Urea,C19H8N5O2,52.68,3.9,477.9,Nucleotide
Serotonin,C19H16N3O7,851.05,11.33,749.811,Alcohol
Caffeine,C15H21N5O8,108.87,2.94,965.29,Neurotransmitter
Dopamine,C17H20N0O9,827.91,10.78,701.182,Carbohydrate
Urea,C17H1N4O2,569.95,1.79,296.354,Carbohydrate
Adenosine triphosphate,C1H2N1O7,904.13,N/A,31.407,Amide
Serotonin,C16H33N3O4,723.11,5.04,159.215,Organic Compound
Dopamine,C2H14N5O6,365.04,2.52,607.447,Nucleotide
Serotonin,C6H37N5O4,347.7,9.96,358.499,Alcohol
Aspirin,C7H36N2O4,582.43,N/A,447.496,Alcohol
Adrenaline,C10H14N3O4,278.72,10.26,618.621,Alkaloid
Ethanol,C15H16N2O2,439.91,6.42,593.204,Organic Compound
Glucose,C17H12N0O7,931.17,9.23,512.386,Alkaloid
Serotonin,C20H13N0O7,662.95,7.07,253.103,Organic Compound
Glucose,C9H23N3O10,401.86,3.83,143.469,Carbohydrate
Serotonin,C19H27N1O4,652.78,7.17,859.961,Lipid
Aspirin,C15H6N5O10,263.02,7.11,828.981,Alcohol
Ethanol,C9H21N1O2,506.42,2.42,196.003,Carbohydrate
Caffeine,C1H13N0O1,850.69,1.03,610.575,Alkaloid
Cholesterol,C7H37N5O9,256.9,9.23,988.795,Lipid
Cholesterol,C12H1N1O2,485.25,4.1,841.07,Amide
Urea,C10H23N3O10,623.79,5.52,461.657,Carbohydrate
Serotonin,C19H40N0O9,970.33,3.86,899.972,Alcohol
Urea,C20H23N0O9,871.78,N/A,280.132,Neurotransmitter
Ethanol,C5H17N3O9,471.76,9.38,402.523,Carbohydrate
Serotonin,C6H2N1O7,413.91,11.89,442.353,Carbohydrate
Aspirin,C7H34N0O5,487.67,3.41,663.667,Alkaloid
Cholesterol,C17H33N5O0,199.9,10.0,986.42,Nucleotide
Caffeine,C14H29N5O7,300.91,10.77,920.624,Organic Compound
Aspirin,C9H27N2O10,403.41,2.04,760.936,Nucleotide
Urea,C7H10N1O1,278.81,12.5,746.841,Neurotransmitter
Adenosine triphosphate,C9H39N0O10,973.22,12.25,814.074,Neurotransmitter
Cholesterol,C13H16N4O7,353.77,1.98,458.355,Organic Compound
Adrenaline,C10H13N2O3,718.09,8.24,996.108,Neurotransmitter
