compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C19H37N4O2,953.45,1.3,459.648,Neurotransmitter
Adenosine triphosphate,C12H36N0O6,894.03,12.02,379.746,Lipid
Dopamine,C13H1N0O5,940.43,5.86,847.237,Amide
Ethanol,C5H3N1O5,876.08,N/A,575.036,Organic Compound
Urea,C4H18N1O6,758.84,3.61,282.671,Lipid
Caffeine,C7H22N1O8,851.7,N/A,910.359,Hormone
Glucose,C12H30N0O9,324.44,7.15,728.928,Hormone
Dopamine,C14H38N3O3,127.67,8.21,284.818,Lipid
Glucose,C19H24N2O8,444.28,N/A,443.746,Amide
Serotonin,C13H14N5O6,871.79,2.68,48.679,Organic Compound
Aspirin,C11H13N5O4,225.32,13.55,396.869,Alcohol
Adrenaline,C15H4N3O4,665.59,13.14,318.045,Nucleotide
Adenosine triphosphate,C5H35N5O4,666.62,13.16,341.254,Alcohol
Caffeine,C6H31N1O6,595.93,3.51,674.126,Nucleotide
Adenosine triphosphate,C9H38N2O9,186.81,8.32,46.08,Amide
Adrenaline,C7H30N2O3,811.17,1.17,841.487,Lipid
Caffeine,C19H9N1O9,973.7,N/A,922.135,Neurotransmitter
Dopamine,C14H21N0O9,606.02,11.77,309.644,Alcohol
Aspirin,C19H17N2O7,584.93,N/A,948.183,Alkaloid
Serotonin,C15H29N1O8,957.11,N/A,653.552,Alkaloid
Serotonin,C14H18N3O0,382.51,6.23,869.72,Alcohol
Aspirin,C9H38N0O1,332.24,1.49,875.625,Neurotransmitter
Adenosine triphosphate,C19H12N4O10,442.57,13.86,753.531,Neurotransmitter
Adrenaline,C14H38N3O6,942.82,8.75,771.743,Alkaloid
Urea,C6H1N2O3,526.44,N/A,792.242,Neurotransmitter
Cholesterol,C15H25N1O0,949.44,6.72,891.891,Amide
Glucose,C3H34N4O0,186.88,N/A,132.684,Nucleotide
Adrenaline,C19H22N0O5,175.57,N/A,687.172,Neurotransmitter
Urea,C18H2N5O9,232.91,3.23,681.833,Nucleotide
Adenosine triphosphate,C12H14N3O10,279.42,3.05,834.25,Amide
Aspirin,C8H21N1O8,853.47,1.39,717.739,Alkaloid
Dopamine,C8H20N5O9,354.85,13.3,612.851,Nucleotide
Adenosine triphosphate,C8H33N3O7,629.36,11.87,891.87,Neurotransmitter
Adrenaline,C18H27N2O10,573.44,7.17,945.344,Amide
Cholesterol,C20H16N3O6,897.42,5.08,62.416,Organic Compound
Dopamine,C15H36N1O2,623.27,12.79,730.898,Alcohol
Cholesterol,C7H28N0O7,432.24,3.35,272.537,Nucleotide
Dopamine,C6H23N4O9,735.29,12.12,589.747,Nucleotide
Serotonin,C9H18N0O5,979.05,13.49,246.309,Organic Compound
Glucose,C14H2N2O1,523.58,1.65,757.49,Amide
Ethanol,C18H4N2O10,588.12,1.42,649.084,Nucleotide
Serotonin,C1H34N0O5,713.14,8.26,633.653,Alkaloid
Glucose,C16H35N0O7,904.35,5.02,517.096,Neurotransmitter
Serotonin,C17H20N0O6,638.4,2.34,306.267,Lipid
Dopamine,C10H10N0O9,145.28,13.35,313.474,Hormone
Serotonin,C2H12N3O0,444.76,N/A,482.227,Organic Compound
Caffeine,C3H37N3O10,634.53,6.56,887.281,Alcohol
Adenosine triphosphate,C19H28N4O0,987.01,11.93,295.317,Neurotransmitter
Adrenaline,C10H28N4O4,280.02,8.0,570.412,Nucleotide
Ethanol,C8H31N0O0,358.92,8.99,429.74,Amide
Adenosine triphosphate,C19H32N5O1,156.95,4.87,970.185,Alkaloid
Cholesterol,C9H20N4O4,520.16,3.24,513.104,Hormone
Urea,C12H14N4O4,556.02,1.06,153.918,Organic Compound
Serotonin,C4H40N1O4,286.53,12.77,355.928,Organic Compound
Adrenaline,C20H12N0O4,57.6,6.86,542.465,Alcohol
Urea,C1H28N4O2,201.52,10.32,155.784,Amide
Caffeine,C8H23N5O2,435.55,9.15,701.965,Alkaloid
Caffeine,C14H24N1O2,765.73,3.61,960.606,Organic Compound
Ethanol,C8H30N2O10,642.47,12.46,280.481,Alkaloid
Adenosine triphosphate,C17H10N3O7,812.97,1.54,533.069,Hormone
Adrenaline,C13H9N2O8,788.14,2.29,956.596,Nucleotide
Aspirin,C1H38N1O7,367.81,N/A,207.63,Alkaloid
Glucose,C18H39N0O9,867.23,12.55,889.94,Amide
Urea,C20H20N3O4,316.44,N/A,407.888,Amide
Caffeine,C15H23N4O6,740.35,10.22,751.211,Nucleotide
Caffeine,C15H17N2O8,941.37,N/A,858.555,Neurotransmitter
Caffeine,C11H15N0O8,206.02,9.93,520.776,Organic Compound
Glucose,C5H32N1O2,985.91,10.19,763.286,Nucleotide
Aspirin,C12H33N5O4,377.13,6.18,456.551,Lipid
Serotonin,C13H19N5O4,800.78,2.66,763.067,Organic Compound
Dopamine,C14H26N1O8,452.4,2.6,124.227,Alcohol
Ethanol,C7H23N0O7,952.59,N/A,37.83,Alkaloid
Caffeine,C3H24N1O1,583.42,N/A,958.495,Lipid
Dopamine,C10H37N0O4,820.78,N/A,863.229,Alcohol
Adenosine triphosphate,C13H6N3O10,877.6,N/A,471.246,Carbohydrate
Glucose,C15H2N0O10,997.8,1.69,443.301,Hormone
