compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C12H29N4O7,340.63,6.01,840.565,Hormone
Glucose,C18H37N2O2,838.3,N/A,488.745,Hormone
Aspirin,C17H14N1O6,733.87,2.76,286.046,Alkaloid
Adrenaline,C8H18N3O8,318.72,3.8,122.845,Neurotransmitter
Glucose,C11H19N4O10,746.54,4.4,646.738,Carbohydrate
Urea,C19H28N2O10,219.57,4.26,647.195,Nucleotide
Glucose,C14H28N1O10,527.92,11.49,601.582,Amide
Caffeine,C3H4N5O3,528.44,N/A,756.99,Hormone
Aspirin,C12H2N2O2,744.11,11.17,622.48,Neurotransmitter
Dopamine,C9H39N2O3,952.7,13.31,112.464,Amide
Aspirin,C8H6N0O6,443.37,4.41,298.606,Carbohydrate
Caffeine,C10H6N5O9,660.77,3.79,648.303,Hormone
Adenosine triphosphate,C7H23N0O3,456.56,4.64,227.968,Amide
Caffeine,C16H28N3O3,437.27,N/A,482.602,Alcohol
Adenosine triphosphate,C15H27N3O1,321.56,12.9,216.408,Amide
Cholesterol,C11H17N5O1,817.04,N/A,179.249,Carbohydrate
Serotonin,C2H14N1O1,374.01,6.14,936.501,Alcohol
Ethanol,C8H24N5O9,87.92,13.36,420.657,Neurotransmitter
Ethanol,C8H2N0O2,931.47,N/A,715.657,Organic Compound
Aspirin,C15H29N3O3,889.13,5.72,357.293,Lipid
Serotonin,C3H27N3O8,678.62,6.95,620.098,Organic Compound
Aspirin,C5H13N3O9,212.39,1.6,378.845,Carbohydrate
Serotonin,C15H33N3O4,919.3,12.13,545.219,Nucleotide
Aspirin,C12H11N0O1,297.59,4.03,335.626,Amide
Adrenaline,C15H18N2O5,141.97,10.92,23.861,Alcohol
Dopamine,C17H9N1O6,625.59,1.34,489.17,Alcohol
Caffeine,C4H34N5O3,877.52,4.39,820.813,Amide
Urea,C9H11N5O10,943.16,N/A,629.364,Alcohol
Ethanol,C14H32N1O5,185.86,11.57,6.475,Amide
Ethanol,C15H24N3O10,430.11,6.09,371.221,Carbohydrate
Serotonin,C6H25N4O9,244.36,12.5,222.352,Alcohol
Dopamine,C14H4N1O6,911.32,6.88,733.281,Alkaloid
Adenosine triphosphate,C2H34N5O4,283.57,10.33,550.082,Organic Compound
Aspirin,C13H24N3O9,566.92,3.77,521.732,Amide
Caffeine,C8H35N2O4,852.06,5.22,87.568,Alcohol
Caffeine,C20H40N5O2,259.24,N/A,991.729,Amide
Adenosine triphosphate,C11H6N1O0,515.94,N/A,814.309,Lipid
Aspirin,C19H37N3O6,588.81,6.43,333.927,Neurotransmitter
Dopamine,C17H4N2O9,351.52,4.9,791.315,Neurotransmitter
