compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C5H15N5O9,892.11,10.95,585.421,Alkaloid
Urea,C16H35N5O7,930.44,N/A,597.379,Neurotransmitter
Adrenaline,C5H20N5O7,986.11,3.83,764.347,Alkaloid
Cholesterol,C10H7N4O2,192.64,10.79,431.916,Alkaloid
Dopamine,C5H16N0O7,692.99,11.14,550.734,Hormone
Aspirin,C17H21N2O7,216.38,8.11,377.743,Alkaloid
Serotonin,C15H4N4O9,439.7,5.85,428.332,Neurotransmitter
Adrenaline,C5H23N4O5,103.14,12.8,317.377,Organic Compound
Urea,C19H18N3O10,288.73,9.99,511.542,Amide
Urea,C15H9N1O2,329.08,N/A,684.051,Organic Compound
Ethanol,C1H22N2O2,925.19,3.78,121.016,Organic Compound
Ethanol,C14H15N1O8,258.11,9.07,102.513,Alkaloid
Glucose,C18H2N3O6,886.64,8.24,655.741,Organic Compound
Glucose,C18H1N3O6,514.16,4.34,473.118,Alkaloid
Cholesterol,C3H12N4O4,373.41,1.71,939.898,Nucleotide
Glucose,C6H28N4O2,626.18,6.66,467.483,Lipid
Ethanol,C14H28N1O4,316.42,10.98,568.842,Alkaloid
Cholesterol,C20H6N1O9,377.06,8.31,797.462,Neurotransmitter
Serotonin,C14H8N5O5,275.85,10.86,327.169,Alkaloid
Aspirin,C10H14N2O6,352.35,10.64,165.926,Nucleotide
Serotonin,C1H14N4O9,786.95,11.03,797.384,Lipid
Caffeine,C16H7N5O8,470.3,1.96,331.044,Alcohol
Serotonin,C13H29N4O4,482.71,N/A,320.962,Alcohol
Dopamine,C1H25N4O2,561.85,10.44,651.182,Alkaloid
Adenosine triphosphate,C15H3N3O5,792.91,12.58,49.057,Alkaloid
Aspirin,C6H14N2O6,987.3,4.71,494.782,Organic Compound
Ethanol,C12H7N5O9,746.67,6.12,446.141,Lipid
Dopamine,C17H15N2O7,426.96,13.55,377.645,Amide
Caffeine,C15H35N3O0,285.79,8.93,6.139,Alkaloid
Ethanol,C5H4N2O10,731.38,5.9,886.504,Lipid
Ethanol,C17H25N5O7,701.77,10.12,787.977,Hormone
Aspirin,C13H20N1O4,704.75,11.25,539.981,Organic Compound
Cholesterol,C10H22N3O4,316.28,4.72,617.745,Organic Compound
Ethanol,C4H24N3O4,334.74,8.52,682.88,Nucleotide
Adenosine triphosphate,C4H18N3O3,888.6,8.64,494.314,Amide
Dopamine,C16H13N4O0,50.79,7.9,208.373,Nucleotide
Aspirin,C19H35N5O4,616.96,11.92,537.082,Nucleotide
Dopamine,C19H29N3O6,140.56,8.08,893.029,Neurotransmitter
Ethanol,C20H19N4O0,56.24,13.37,990.734,Carbohydrate
Adrenaline,C6H22N2O0,579.31,N/A,25.099,Organic Compound
Dopamine,C16H38N4O6,449.99,8.66,16.991,Amide
Cholesterol,C6H30N1O2,339.36,3.1,212.54,Hormone
Serotonin,C1H2N0O5,52.51,7.99,343.501,Neurotransmitter
Glucose,C17H33N5O8,586.64,12.91,97.711,Alkaloid
Ethanol,C11H37N1O7,705.13,11.1,706.235,Hormone
Ethanol,C8H9N1O10,659.09,4.78,453.526,Organic Compound
Serotonin,C11H18N5O5,554.07,9.48,412.542,Organic Compound
Caffeine,C5H31N1O9,924.6,2.42,744.426,Alkaloid
Dopamine,C18H25N5O5,112.54,N/A,289.11,Organic Compound
Glucose,C16H14N2O8,685.09,4.95,61.985,Nucleotide
Glucose,C14H40N3O9,145.12,6.0,780.578,Organic Compound
Adrenaline,C16H34N0O6,572.39,5.74,290.44,Nucleotide
Glucose,C12H2N5O1,762.77,7.99,991.953,Alcohol
Adenosine triphosphate,C8H1N4O6,232.78,2.89,499.613,Neurotransmitter
Cholesterol,C8H34N4O2,380.19,4.18,488.122,Amide
Urea,C9H37N2O6,523.33,N/A,664.213,Nucleotide
Adrenaline,C15H39N1O1,195.0,13.71,174.675,Organic Compound
Aspirin,C13H10N4O8,783.17,N/A,216.411,Alkaloid
Adenosine triphosphate,C19H3N0O8,564.78,1.79,661.403,Hormone
Aspirin,C7H40N1O10,139.66,2.27,864.491,Nucleotide
Glucose,C6H32N3O2,886.61,13.7,891.272,Alcohol
Urea,C15H40N5O9,321.61,N/A,890.684,Lipid
Ethanol,C5H29N0O0,190.17,3.38,484.012,Neurotransmitter
Dopamine,C18H10N3O6,667.59,N/A,645.348,Alcohol
Adrenaline,C8H38N5O1,375.12,10.62,885.796,Nucleotide
Glucose,C8H28N5O0,720.69,4.59,863.962,Organic Compound
Cholesterol,C12H8N0O9,233.47,1.47,610.964,Carbohydrate
Ethanol,C16H37N0O7,584.21,12.46,205.327,Hormone
Dopamine,C7H6N1O3,827.46,12.52,894.799,Amide
Adrenaline,C11H29N3O9,999.63,12.64,86.984,Carbohydrate
Cholesterol,C19H7N1O8,558.57,N/A,86.541,Neurotransmitter
Glucose,C7H14N1O10,158.42,5.45,643.398,Amide
Ethanol,C16H21N3O4,683.37,3.21,473.594,Lipid
Caffeine,C6H14N4O9,750.85,7.75,976.409,Nucleotide
Urea,C2H7N1O2,561.4,N/A,851.813,Amide
Adenosine triphosphate,C8H35N1O3,729.23,8.34,969.39,Organic Compound
Urea,C8H37N2O4,289.84,2.36,555.782,Nucleotide
Serotonin,C14H9N5O10,298.94,N/A,658.572,Amide
Aspirin,C18H14N1O10,267.34,12.03,575.974,Alcohol
Ethanol,C20H21N0O2,792.4,6.72,563.912,Amide
Cholesterol,C10H33N2O10,745.92,4.76,211.49,Amide
Adrenaline,C3H10N3O6,716.39,12.05,631.904,Nucleotide
Urea,C19H15N1O3,924.99,9.28,838.384,Carbohydrate
Ethanol,C18H39N3O9,668.44,3.63,774.066,Alcohol
Adrenaline,C7H27N5O9,76.24,7.24,344.763,Alcohol
Caffeine,C15H7N0O9,188.24,5.85,823.726,Nucleotide
Glucose,C18H15N0O1,153.39,7.36,555.531,Alcohol
Dopamine,C6H10N5O2,964.75,N/A,728.192,Carbohydrate
Glucose,C20H37N2O0,950.86,10.61,601.479,Hormone
Adenosine triphosphate,C20H26N2O8,339.24,N/A,922.539,Neurotransmitter
Serotonin,C11H28N3O9,761.79,11.03,540.434,Lipid
Aspirin,C3H14N4O6,828.46,9.24,636.507,Carbohydrate
Caffeine,C11H21N2O0,439.06,10.91,293.267,Neurotransmitter
Caffeine,C18H12N5O6,486.65,N/A,47.643,Nucleotide
Adrenaline,C7H13N4O3,951.7,9.78,889.136,Alcohol
Cholesterol,C14H33N4O6,993.8,11.86,531.156,Nucleotide
Adenosine triphosphate,C5H38N5O10,878.78,4.01,641.835,Lipid
Ethanol,C11H39N5O3,360.31,10.23,878.744,Alcohol
Adrenaline,C11H17N4O2,729.15,7.8,642.685,Neurotransmitter
Aspirin,C8H9N1O1,887.62,N/A,944.839,Hormone
Dopamine,C1H19N2O4,704.79,6.08,593.884,Nucleotide
Glucose,C2H22N5O6,477.09,13.76,897.084,Carbohydrate
Ethanol,C12H34N2O4,368.05,N/A,310.16,Lipid
Dopamine,C10H37N1O5,447.38,N/A,678.138,Organic Compound
Aspirin,C11H6N3O10,147.24,7.02,475.618,Carbohydrate
Ethanol,C19H19N0O7,515.82,10.56,566.429,Nucleotide
Urea,C13H3N5O6,637.7,1.58,202.697,Organic Compound
Aspirin,C6H10N0O0,343.13,8.33,939.33,Hormone
Ethanol,C17H24N3O4,245.41,5.19,308.242,Alcohol
Ethanol,C12H2N1O2,57.89,5.32,893.628,Hormone
Caffeine,C11H20N4O1,920.88,12.22,925.696,Neurotransmitter
