compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C15H27N1O6,98.55,13.45,669.954,Alkaloid
Urea,C10H31N0O3,409.99,4.72,362.716,Amide
Cholesterol,C11H26N2O3,181.46,N/A,123.501,Neurotransmitter
Serotonin,C14H16N4O5,986.66,12.94,722.058,Organic Compound
Serotonin,C3H33N0O2,860.82,12.89,681.295,Carbohydrate
Ethanol,C17H11N2O10,87.67,4.15,359.118,Alcohol
Adenosine triphosphate,C4H37N3O5,482.92,10.94,376.873,Carbohydrate
Serotonin,C18H27N1O8,193.47,1.54,347.78,Carbohydrate
Dopamine,C3H16N3O4,518.43,N/A,193.599,Alcohol
Glucose,C20H39N2O4,640.44,3.0,425.752,Nucleotide
Cholesterol,C15H8N1O8,271.46,12.58,189.866,Amide
Ethanol,C17H26N3O3,489.16,9.62,68.052,Amide
Aspirin,C12H12N3O9,586.12,3.85,358.169,Lipid
Aspirin,C12H23N4O4,964.37,N/A,287.772,Nucleotide
Cholesterol,C13H17N3O2,897.69,2.4,65.675,Organic Compound
Caffeine,C16H4N3O3,959.32,7.86,590.672,Amide
Cholesterol,C4H9N5O4,287.13,11.27,508.587,Hormone
Adenosine triphosphate,C10H13N2O4,455.82,11.23,698.426,Alcohol
Adenosine triphosphate,C2H39N0O9,404.57,N/A,944.475,Hormone
Adenosine triphosphate,C10H29N2O3,384.25,5.04,110.254,Carbohydrate
Serotonin,C5H9N0O0,226.7,5.97,553.334,Neurotransmitter
Adenosine triphosphate,C20H34N5O2,429.81,11.28,406.431,Carbohydrate
Urea,C4H34N2O10,798.41,7.69,480.228,Carbohydrate
Caffeine,C16H34N5O8,488.55,8.17,673.918,Alcohol
Serotonin,C3H35N4O9,518.39,7.81,32.748,Amide
Cholesterol,C11H28N2O4,241.0,N/A,840.309,Neurotransmitter
Adrenaline,C2H30N0O3,817.11,9.62,3.464,Organic Compound
Caffeine,C9H6N1O2,192.41,3.67,500.512,Nucleotide
Cholesterol,C6H26N3O8,169.73,11.3,937.162,Organic Compound
Aspirin,C3H1N2O4,465.63,7.3,940.002,Alcohol
Aspirin,C13H4N5O0,840.66,1.53,475.209,Organic Compound
Adenosine triphosphate,C16H24N5O6,552.67,1.77,167.666,Carbohydrate
Adenosine triphosphate,C4H7N0O7,316.46,13.67,876.32,Alcohol
Glucose,C3H20N1O6,887.63,8.39,958.675,Neurotransmitter
Caffeine,C2H16N3O10,523.93,4.77,671.746,Amide
Serotonin,C17H21N3O7,615.84,2.64,195.797,Alkaloid
Adenosine triphosphate,C3H12N0O10,729.29,N/A,343.319,Neurotransmitter
Ethanol,C7H27N4O8,387.96,N/A,600.942,Nucleotide
Urea,C13H20N3O6,355.14,2.75,32.978,Organic Compound
Ethanol,C9H9N2O2,895.78,2.99,974.914,Hormone
Caffeine,C5H31N3O0,119.47,2.6,493.962,Alcohol
Aspirin,C16H14N0O8,244.34,11.84,765.722,Hormone
Dopamine,C8H22N3O8,303.96,7.91,582.108,Organic Compound
Serotonin,C20H32N3O9,587.74,10.52,99.481,Organic Compound
Caffeine,C13H8N4O10,295.64,6.74,192.813,Amide
Urea,C19H11N3O10,530.97,8.99,757.193,Carbohydrate
Cholesterol,C3H8N2O0,714.36,N/A,566.067,Neurotransmitter
Ethanol,C13H6N2O4,148.57,6.36,759.963,Alcohol
