compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C16H29N4O1,759.79,N/A,731.131,Neurotransmitter
Caffeine,C15H5N2O2,889.77,4.36,235.523,Organic Compound
Adrenaline,C14H4N5O9,458.46,N/A,683.681,Neurotransmitter
Dopamine,C2H38N3O8,82.95,7.36,49.509,Neurotransmitter
Aspirin,C4H19N2O10,985.92,2.62,68.781,Amide
Serotonin,C19H38N1O1,306.85,9.79,885.021,Alcohol
Ethanol,C10H31N2O5,929.37,6.54,231.926,Nucleotide
Dopamine,C16H30N5O2,924.37,1.26,777.479,Carbohydrate
Dopamine,C8H29N5O4,805.86,5.46,292.953,Alcohol
Adrenaline,C12H11N0O2,914.94,N/A,115.14,Amide
Adrenaline,C19H40N2O6,149.37,6.89,249.306,Alkaloid
Urea,C8H28N0O0,729.78,6.65,532.676,Carbohydrate
Glucose,C20H38N0O8,368.88,5.97,88.18,Nucleotide
Caffeine,C19H1N3O9,714.47,8.26,186.576,Nucleotide
Glucose,C9H23N2O0,689.5,7.04,395.621,Neurotransmitter
Adrenaline,C20H4N0O1,516.21,9.79,155.815,Carbohydrate
Ethanol,C17H2N3O1,289.7,2.36,591.683,Alkaloid
Urea,C12H34N1O6,266.49,12.73,555.039,Alkaloid
Caffeine,C1H7N1O9,624.56,4.27,733.079,Amide
Dopamine,C8H34N4O3,173.19,12.87,732.132,Neurotransmitter
Adrenaline,C18H36N4O0,244.95,5.05,166.65,Hormone
Aspirin,C5H7N4O4,529.82,12.72,104.506,Alkaloid
Urea,C3H5N0O3,117.49,1.87,430.247,Alkaloid
Adenosine triphosphate,C12H33N2O2,60.63,N/A,366.886,Alkaloid
Urea,C15H26N2O8,633.9,N/A,443.099,Nucleotide
Serotonin,C12H5N4O2,833.91,5.75,200.266,Hormone
Ethanol,C6H2N3O5,83.91,N/A,90.718,Neurotransmitter
Serotonin,C8H28N1O2,884.33,12.41,179.472,Lipid
Cholesterol,C12H2N2O0,537.01,1.44,281.585,Nucleotide
Urea,C17H18N5O1,208.12,N/A,383.764,Amide
Urea,C1H23N0O2,704.51,13.74,967.165,Alkaloid
Adrenaline,C6H14N5O6,903.07,10.4,321.226,Neurotransmitter
Serotonin,C1H40N2O9,256.67,4.18,926.121,Nucleotide
Serotonin,C15H40N0O2,107.73,11.9,958.494,Lipid
Caffeine,C6H31N3O10,547.92,5.22,936.58,Lipid
Caffeine,C14H9N5O5,311.04,6.81,798.376,Organic Compound
Serotonin,C12H33N1O5,633.27,1.61,569.401,Lipid
Aspirin,C4H5N4O4,153.24,12.19,671.918,Lipid
Adenosine triphosphate,C1H11N4O10,908.43,9.07,191.486,Carbohydrate
Serotonin,C15H26N3O6,712.0,12.08,919.108,Alkaloid
