compound,formula,mw,pka,solubility_mg_ml,class
Urea,C3H22N4O10,423.12,N/A,210.337,Neurotransmitter
Ethanol,C8H27N1O7,719.38,4.48,607.476,Alkaloid
Aspirin,C7H11N0O10,934.34,10.86,352.71,Organic Compound
Serotonin,C11H29N2O6,452.85,10.63,7.678,Alkaloid
Serotonin,C7H18N1O8,343.72,4.04,11.023,Alkaloid
Cholesterol,C18H8N1O7,200.63,12.78,885.261,Hormone
Cholesterol,C2H5N1O4,840.71,7.08,637.843,Nucleotide
Caffeine,C9H11N3O10,243.35,6.84,955.727,Hormone
Cholesterol,C9H27N2O1,671.82,7.65,554.707,Nucleotide
Dopamine,C20H16N1O9,108.28,2.16,19.864,Carbohydrate
Dopamine,C9H24N2O4,784.08,5.94,777.908,Amide
Aspirin,C14H26N0O5,52.48,11.15,629.107,Hormone
Dopamine,C2H40N0O3,504.16,10.1,870.174,Amide
Aspirin,C18H27N1O4,63.87,2.24,454.809,Lipid
Ethanol,C3H23N0O1,275.17,13.66,571.43,Carbohydrate
Cholesterol,C14H29N5O1,436.86,10.19,348.81,Hormone
Aspirin,C2H24N3O4,748.59,3.93,36.882,Lipid
Serotonin,C7H35N1O8,832.23,13.27,52.649,Hormone
Caffeine,C5H33N3O6,209.6,3.94,89.672,Hormone
Adrenaline,C19H16N0O8,420.45,11.82,566.552,Hormone
Cholesterol,C12H8N2O9,441.75,11.16,110.076,Carbohydrate
Caffeine,C8H34N5O6,862.57,12.92,753.086,Alcohol
Serotonin,C13H18N2O5,135.12,13.52,815.991,Nucleotide
Aspirin,C19H23N0O8,912.29,2.34,636.654,Alkaloid
Adrenaline,C6H39N3O4,309.19,1.81,812.39,Amide
Adenosine triphosphate,C5H36N0O10,52.07,3.98,577.936,Organic Compound
Glucose,C8H4N0O2,436.08,4.8,441.258,Nucleotide
Caffeine,C9H14N4O5,791.97,9.39,73.738,Lipid
Cholesterol,C16H24N3O9,781.59,3.61,322.322,Organic Compound
Cholesterol,C6H33N0O4,59.83,3.21,63.105,Carbohydrate
Serotonin,C4H24N1O6,597.11,10.44,378.532,Neurotransmitter
Caffeine,C9H31N4O6,582.84,2.15,778.974,Neurotransmitter
Ethanol,C4H36N5O3,983.99,4.02,401.691,Amide
Ethanol,C17H3N5O5,781.36,11.47,817.299,Alcohol
Glucose,C2H6N1O2,697.82,9.64,913.586,Lipid
Adenosine triphosphate,C2H35N1O0,939.92,7.39,392.145,Hormone
Urea,C2H21N5O1,809.23,13.98,810.211,Neurotransmitter
Glucose,C8H38N2O1,714.26,4.97,191.006,Hormone
Serotonin,C18H19N2O2,222.34,11.85,268.319,Organic Compound
Serotonin,C5H5N5O6,403.8,4.49,116.914,Amide
Caffeine,C8H15N2O8,210.5,1.35,254.509,Alkaloid
Aspirin,C17H40N2O3,685.2,1.71,555.425,Lipid
Ethanol,C10H25N1O10,831.59,5.7,852.89,Organic Compound
Adenosine triphosphate,C8H25N5O3,500.67,12.59,576.799,Amide
Adrenaline,C11H34N5O3,593.51,10.46,503.483,Carbohydrate
Ethanol,C14H15N0O8,725.81,N/A,72.345,Alcohol
Serotonin,C18H38N3O5,157.47,1.05,441.622,Amide
Adrenaline,C5H7N3O3,135.38,10.2,943.052,Hormone
Adenosine triphosphate,C11H27N5O8,62.44,6.1,732.59,Lipid
Dopamine,C12H7N0O3,93.54,2.19,495.99,Amide
Caffeine,C10H17N3O7,362.05,2.11,74.631,Carbohydrate
Serotonin,C2H25N3O1,162.99,N/A,683.687,Alcohol
Serotonin,C18H25N4O3,417.33,12.24,518.842,Neurotransmitter
Caffeine,C13H32N3O6,909.42,N/A,544.453,Carbohydrate
Ethanol,C4H33N0O3,921.81,11.24,529.349,Hormone
Ethanol,C16H12N0O5,82.12,N/A,174.18,Alcohol
Adrenaline,C20H24N4O9,720.86,N/A,613.884,Alkaloid
Cholesterol,C17H26N0O10,250.16,6.2,616.351,Organic Compound
Cholesterol,C9H23N0O7,156.89,3.78,874.92,Lipid
Adrenaline,C3H29N0O0,974.03,2.17,67.877,Amide
Serotonin,C4H33N3O4,507.75,2.36,940.24,Organic Compound
Serotonin,C6H27N4O7,151.0,2.11,892.338,Alkaloid
Caffeine,C18H18N5O9,558.88,10.35,407.877,Nucleotide
Serotonin,C4H32N3O4,234.95,1.85,862.51,Carbohydrate
Adrenaline,C7H18N2O0,695.13,N/A,870.413,Neurotransmitter
Dopamine,C4H27N3O0,58.75,2.41,441.348,Lipid
Serotonin,C6H35N3O5,163.58,9.43,513.578,Alkaloid
Caffeine,C19H15N5O10,90.0,1.04,691.858,Alkaloid
Dopamine,C14H20N3O2,281.39,8.19,479.115,Amide
Ethanol,C6H24N5O1,976.78,9.78,331.119,Organic Compound
Adrenaline,C18H24N1O9,242.91,N/A,447.288,Hormone
Caffeine,C6H23N3O10,567.56,13.2,353.812,Organic Compound
Urea,C1H23N1O1,367.62,14.0,41.429,Nucleotide
Aspirin,C9H35N5O10,285.85,7.56,877.6,Carbohydrate
Adrenaline,C17H7N5O7,591.64,11.5,284.584,Alcohol
Cholesterol,C19H11N3O10,648.4,11.95,636.358,Neurotransmitter
Glucose,C3H3N5O6,675.6,11.93,101.405,Alcohol
Urea,C18H2N3O10,269.92,N/A,538.98,Carbohydrate
Glucose,C1H10N3O8,231.47,N/A,126.601,Amide
Serotonin,C11H12N3O1,302.68,1.23,40.338,Neurotransmitter
Aspirin,C10H28N3O8,853.62,N/A,669.471,Alcohol
Serotonin,C6H10N0O0,804.95,1.22,838.189,Alkaloid
Ethanol,C18H30N4O4,117.13,12.31,903.914,Nucleotide
Ethanol,C9H35N1O0,482.05,11.15,200.485,Neurotransmitter
Glucose,C6H40N1O6,186.16,N/A,660.356,Carbohydrate
Aspirin,C19H19N0O4,544.34,5.78,472.836,Nucleotide
Adrenaline,C1H4N0O0,347.45,8.07,910.007,Neurotransmitter
Serotonin,C15H7N2O2,712.07,10.21,21.249,Organic Compound
