compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C19H27N4O9,568.1,12.39,876.52,Alcohol
Urea,C12H4N2O8,852.51,10.55,873.703,Neurotransmitter
Ethanol,C18H1N0O10,937.9,N/A,793.804,Carbohydrate
Serotonin,C12H10N3O6,701.91,8.25,463.237,Nucleotide
Adrenaline,C12H23N2O5,837.48,3.09,580.26,Hormone
Aspirin,C6H16N1O0,852.21,N/A,952.999,Hormone
Aspirin,C14H25N2O8,438.5,10.2,363.612,Alcohol
Serotonin,C16H30N5O5,524.36,13.57,849.459,Hormone
Aspirin,C14H34N4O7,296.44,6.88,965.947,Nucleotide
Glucose,C3H25N5O2,894.15,8.34,924.056,Amide
Glucose,C5H19N4O10,499.56,9.96,687.548,Alkaloid
Ethanol,C16H7N1O1,97.3,6.18,604.184,Lipid
Aspirin,C12H13N2O4,267.17,3.62,828.862,Nucleotide
Glucose,C19H13N0O3,678.47,9.35,772.203,Nucleotide
Aspirin,C16H38N1O5,51.1,N/A,505.512,Alcohol
Cholesterol,C14H5N3O4,216.91,N/A,863.586,Neurotransmitter
Dopamine,C1H8N1O10,760.98,10.08,594.541,Nucleotide
Caffeine,C19H33N1O1,981.69,7.99,90.295,Lipid
Caffeine,C10H19N1O2,823.85,13.44,857.69,Hormone
Adrenaline,C13H35N4O9,770.13,13.84,57.626,Organic Compound
Dopamine,C11H17N5O6,551.21,N/A,446.361,Neurotransmitter
Cholesterol,C8H36N2O6,445.77,1.86,465.91,Alkaloid
Glucose,C10H37N4O2,300.51,7.38,143.337,Amide
Aspirin,C7H36N1O1,164.64,13.48,733.181,Alkaloid
Ethanol,C16H29N3O9,182.81,1.15,636.495,Neurotransmitter
Ethanol,C18H12N0O6,947.67,N/A,615.241,Nucleotide
Glucose,C13H18N1O5,511.59,11.4,756.247,Carbohydrate
Serotonin,C11H24N1O9,354.95,9.85,217.513,Neurotransmitter
Adrenaline,C16H36N1O4,905.25,N/A,543.49,Hormone
Dopamine,C16H36N5O3,347.64,11.0,895.967,Alkaloid
Caffeine,C1H38N1O4,488.3,N/A,404.962,Carbohydrate
Adenosine triphosphate,C8H39N1O7,242.34,10.75,610.249,Nucleotide
Serotonin,C3H30N2O8,534.24,10.84,239.768,Hormone
Adrenaline,C19H16N0O2,832.7,N/A,230.287,Hormone
Aspirin,C17H15N3O6,448.89,5.89,485.038,Neurotransmitter
