compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C8H21N0O3,409.43,10.44,999.615,Alcohol
Aspirin,C7H8N3O0,693.28,9.57,830.701,Neurotransmitter
Ethanol,C9H16N2O8,938.8,N/A,363.32,Organic Compound
Ethanol,C11H36N5O5,395.35,N/A,592.997,Alcohol
Caffeine,C4H3N5O4,507.85,7.93,698.439,Carbohydrate
Aspirin,C12H37N2O3,316.9,1.03,361.749,Alcohol
Caffeine,C17H22N2O10,598.3,5.49,133.605,Amide
Glucose,C16H19N2O2,703.53,2.85,442.892,Carbohydrate
Dopamine,C15H35N0O10,785.5,11.82,844.249,Amide
Caffeine,C6H15N4O8,877.06,1.23,427.505,Hormone
Serotonin,C4H3N3O5,118.11,2.92,44.197,Lipid
Adenosine triphosphate,C8H16N1O1,943.26,N/A,578.904,Carbohydrate
Adenosine triphosphate,C20H17N0O10,364.81,12.64,518.557,Amide
Adenosine triphosphate,C5H29N5O9,656.33,6.45,630.246,Alkaloid
Urea,C13H17N4O10,750.36,9.58,743.453,Organic Compound
Dopamine,C18H39N1O3,342.29,8.37,430.793,Carbohydrate
Glucose,C1H11N3O3,128.5,12.66,728.041,Organic Compound
Glucose,C1H24N4O6,83.42,7.87,170.523,Organic Compound
Caffeine,C11H31N2O7,737.87,12.81,626.984,Neurotransmitter
Adrenaline,C10H2N3O7,884.9,9.05,31.878,Carbohydrate
Adenosine triphosphate,C15H14N5O9,596.2,12.53,173.345,Alkaloid
Cholesterol,C18H13N2O1,583.27,13.65,67.639,Organic Compound
Glucose,C15H27N0O4,378.91,8.77,865.057,Nucleotide
Aspirin,C16H40N4O10,323.22,N/A,133.013,Hormone
Dopamine,C19H29N2O10,741.99,9.52,321.471,Organic Compound
Caffeine,C17H39N1O0,386.96,6.25,80.466,Lipid
Serotonin,C11H29N4O1,768.7,11.36,275.144,Lipid
Dopamine,C20H35N3O10,234.05,10.05,374.804,Hormone
Cholesterol,C7H22N2O3,877.62,11.37,965.525,Organic Compound
Urea,C19H12N2O2,674.41,7.06,796.759,Alkaloid
Dopamine,C20H26N3O3,857.84,13.12,283.232,Carbohydrate
Serotonin,C20H31N0O10,497.9,5.24,942.368,Alcohol
Urea,C6H32N2O9,551.31,6.88,539.062,Alcohol
Glucose,C4H25N2O1,437.35,2.84,119.678,Neurotransmitter
Adrenaline,C18H36N1O2,599.79,N/A,750.84,Alcohol
Glucose,C17H20N2O4,201.36,13.7,937.782,Neurotransmitter
Serotonin,C9H3N4O5,442.16,11.71,554.778,Carbohydrate
Urea,C13H21N3O2,738.24,6.24,540.738,Amide
Serotonin,C3H32N3O7,309.32,12.04,846.448,Organic Compound
Caffeine,C3H2N3O9,748.66,4.68,950.965,Alkaloid
Serotonin,C3H36N0O1,954.04,N/A,128.559,Neurotransmitter
Adenosine triphosphate,C11H28N2O10,459.52,8.08,239.499,Lipid
Dopamine,C20H19N3O6,990.91,8.56,428.856,Neurotransmitter
Adenosine triphosphate,C18H7N5O5,645.72,7.46,148.759,Hormone
Glucose,C5H21N0O0,713.35,11.89,248.1,Organic Compound
Ethanol,C2H4N0O1,251.24,7.23,283.763,Alkaloid
Cholesterol,C16H8N1O5,453.14,5.83,96.466,Amide
Ethanol,C4H38N4O1,882.14,9.17,809.389,Alkaloid
Cholesterol,C16H38N0O4,804.29,N/A,565.189,Alkaloid
Ethanol,C17H17N2O4,372.99,N/A,625.98,Alcohol
Ethanol,C19H21N3O6,579.49,1.01,570.476,Organic Compound
Urea,C9H9N3O6,184.99,9.62,758.815,Hormone
Dopamine,C17H9N1O8,582.22,12.86,305.712,Alcohol
Glucose,C20H1N2O9,229.77,10.72,324.733,Hormone
Dopamine,C18H30N3O6,938.4,8.85,367.349,Alkaloid
Caffeine,C14H27N3O2,249.23,11.46,520.75,Organic Compound
Ethanol,C8H35N1O10,693.19,6.04,626.933,Carbohydrate
Adrenaline,C3H2N0O3,352.07,2.44,731.25,Alkaloid
Glucose,C9H19N4O5,567.31,7.56,245.084,Neurotransmitter
Dopamine,C1H18N4O4,577.61,10.63,397.9,Alcohol
Caffeine,C12H9N2O1,890.95,11.82,93.913,Hormone
Adrenaline,C15H19N5O10,189.0,3.38,849.601,Carbohydrate
Cholesterol,C19H22N3O6,891.07,9.8,448.292,Neurotransmitter
Ethanol,C10H11N3O5,979.35,12.71,232.216,Organic Compound
Cholesterol,C18H1N5O5,281.19,N/A,230.22,Organic Compound
Cholesterol,C1H20N3O10,410.95,4.8,571.737,Hormone
Glucose,C11H37N1O1,795.49,11.2,562.871,Carbohydrate
Caffeine,C14H31N4O4,530.82,N/A,894.558,Nucleotide
Urea,C6H16N1O1,699.78,3.74,882.179,Carbohydrate
Cholesterol,C4H32N2O5,417.62,6.21,387.153,Neurotransmitter
Urea,C13H34N0O4,186.49,13.65,305.087,Carbohydrate
Adrenaline,C15H38N2O10,513.21,1.92,400.395,Neurotransmitter
Dopamine,C13H1N4O0,67.25,N/A,234.265,Neurotransmitter
Adenosine triphosphate,C9H27N1O8,463.51,2.86,603.524,Organic Compound
Urea,C18H27N1O9,705.47,N/A,122.16,Alkaloid
Ethanol,C2H33N4O10,873.98,N/A,832.899,Alkaloid
Adrenaline,C7H39N1O4,751.5,N/A,124.387,Hormone
Urea,C3H35N2O8,422.22,13.18,637.138,Amide
Cholesterol,C3H2N4O5,94.05,8.25,694.651,Lipid
Glucose,C2H32N4O9,794.4,N/A,865.836,Nucleotide
Ethanol,C18H12N3O9,366.05,2.79,649.913,Hormone
Aspirin,C2H37N1O0,169.86,12.59,707.746,Lipid
Serotonin,C19H35N4O2,946.17,5.29,21.694,Neurotransmitter
Adenosine triphosphate,C12H32N3O9,387.33,7.39,732.414,Alkaloid
Aspirin,C4H30N0O5,257.4,7.85,723.736,Alcohol
Serotonin,C5H16N2O0,243.72,3.42,134.233,Neurotransmitter
Caffeine,C16H2N3O9,751.32,13.97,999.345,Lipid
Aspirin,C18H19N1O5,559.87,7.36,969.701,Hormone
Adrenaline,C3H31N5O0,171.12,11.18,523.236,Carbohydrate
Urea,C20H25N2O1,624.39,7.25,949.866,Lipid
Serotonin,C3H39N1O7,244.78,1.24,992.285,Lipid
Adenosine triphosphate,C2H14N0O2,112.99,6.77,87.998,Alkaloid
Aspirin,C4H7N5O2,814.98,N/A,516.943,Lipid
Glucose,C1H11N2O9,572.47,1.18,565.861,Neurotransmitter
Adrenaline,C4H15N4O4,259.25,2.74,791.709,Amide
Caffeine,C19H39N1O6,366.25,N/A,360.231,Neurotransmitter
Dopamine,C9H13N5O5,345.1,N/A,310.671,Alkaloid
Adrenaline,C3H34N1O3,364.71,4.3,241.245,Nucleotide
Dopamine,C12H34N4O3,764.98,N/A,53.854,Organic Compound
Adenosine triphosphate,C3H20N4O10,720.88,1.4,778.871,Carbohydrate
Urea,C13H18N2O3,541.44,13.74,361.129,Lipid
Adenosine triphosphate,C20H24N4O8,616.75,8.86,729.211,Organic Compound
Urea,C20H29N5O7,70.27,9.37,730.888,Nucleotide
Adenosine triphosphate,C11H18N5O1,90.86,12.47,154.99,Alkaloid
Ethanol,C7H19N0O7,127.13,10.69,830.162,Nucleotide
Aspirin,C8H27N2O8,983.15,4.98,624.088,Lipid
Dopamine,C2H8N1O10,979.4,5.26,361.604,Lipid
Glucose,C7H29N0O4,911.1,8.93,490.867,Amide
Aspirin,C8H39N2O10,197.7,7.98,112.888,Organic Compound
Aspirin,C8H21N5O1,694.1,N/A,672.108,Alcohol
Adrenaline,C4H21N5O5,250.23,10.47,789.853,Amide
Dopamine,C16H19N2O6,422.76,8.21,953.629,Amide
Serotonin,C4H17N3O8,749.19,11.98,932.109,Hormone
Serotonin,C19H11N5O4,826.71,12.81,898.875,Alcohol
Adrenaline,C13H17N5O1,501.2,N/A,297.813,Neurotransmitter
Adenosine triphosphate,C19H39N5O2,844.33,9.5,76.567,Hormone
Adrenaline,C19H22N5O8,742.72,11.76,407.265,Nucleotide
Caffeine,C6H33N3O8,237.51,5.91,444.47,Lipid
Glucose,C19H1N4O10,903.04,7.41,783.297,Alcohol
Aspirin,C16H40N2O5,299.42,4.74,736.707,Carbohydrate
Serotonin,C10H20N3O0,793.72,8.87,885.475,Carbohydrate
Adrenaline,C13H31N5O9,655.32,6.22,435.226,Amide
Aspirin,C20H40N4O4,754.64,11.26,744.639,Hormone
Ethanol,C4H11N3O6,708.91,6.09,911.162,Amide
Adenosine triphosphate,C19H17N0O5,173.48,N/A,59.056,Neurotransmitter
Serotonin,C4H28N2O2,682.63,11.57,79.716,Alkaloid
Caffeine,C19H25N2O4,284.18,5.15,665.426,Organic Compound
Cholesterol,C10H18N1O10,276.86,4.08,3.925,Carbohydrate
Glucose,C18H2N4O1,498.85,1.34,925.987,Alkaloid
Dopamine,C3H33N0O10,153.35,5.13,784.597,Organic Compound
Ethanol,C16H37N5O0,919.35,6.47,75.383,Amide
Ethanol,C10H32N1O1,606.18,12.55,240.415,Organic Compound
Cholesterol,C4H14N5O4,341.66,5.49,895.401,Alkaloid
Serotonin,C2H37N2O5,347.04,13.71,149.46,Carbohydrate
Glucose,C2H38N1O5,642.27,13.57,391.245,Hormone
Caffeine,C17H19N2O5,326.69,12.86,867.146,Nucleotide
Ethanol,C16H3N3O1,161.52,13.65,371.833,Lipid
Urea,C2H39N1O5,185.49,13.42,806.847,Alcohol
Cholesterol,C14H32N2O9,423.03,10.18,222.068,Alcohol
Dopamine,C12H37N5O5,202.23,11.77,173.985,Nucleotide
Glucose,C2H5N0O1,493.29,10.51,302.458,Neurotransmitter
Glucose,C14H11N4O2,650.08,N/A,1.031,Alkaloid
Adenosine triphosphate,C13H32N1O2,572.49,11.12,527.068,Carbohydrate
