compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C10H5N5O5,194.26,N/A,57.519,Carbohydrate
Cholesterol,C5H40N3O3,891.22,12.63,476.086,Amide
Dopamine,C15H16N3O1,597.49,N/A,807.214,Alcohol
Dopamine,C18H3N3O4,874.25,9.66,885.047,Neurotransmitter
Aspirin,C13H13N1O8,950.0,3.38,320.65,Alkaloid
Adrenaline,C20H36N4O5,191.96,5.44,481.412,Amide
Adrenaline,C15H18N4O1,658.19,4.68,183.103,Alkaloid
Aspirin,C10H20N0O3,609.98,5.49,843.531,Alkaloid
Adenosine triphosphate,C1H14N2O6,676.31,8.68,69.15,Organic Compound
Cholesterol,C15H1N0O3,171.7,11.98,89.793,Alkaloid
Urea,C8H30N3O2,67.4,4.57,710.276,Neurotransmitter
Serotonin,C9H22N0O8,193.44,6.55,878.079,Nucleotide
Glucose,C19H33N0O3,809.89,4.76,798.18,Lipid
Serotonin,C2H27N2O10,228.5,N/A,307.008,Alcohol
Adenosine triphosphate,C20H24N3O2,413.99,9.38,660.068,Hormone
Cholesterol,C2H17N0O1,928.59,9.94,537.495,Hormone
Urea,C9H28N0O5,554.84,7.18,502.901,Lipid
Ethanol,C1H14N5O10,819.16,8.6,470.792,Amide
Adrenaline,C11H8N4O8,340.91,8.26,407.029,Carbohydrate
Cholesterol,C17H17N4O8,767.9,10.41,454.638,Carbohydrate
Adrenaline,C10H5N3O8,996.24,7.02,728.619,Organic Compound
Dopamine,C4H27N3O4,838.87,11.74,957.388,Hormone
Dopamine,C9H32N4O6,173.78,1.81,912.972,Amide
Cholesterol,C16H4N1O2,592.96,11.1,362.854,Lipid
Adrenaline,C14H15N0O1,244.03,4.24,572.852,Alcohol
Adenosine triphosphate,C7H35N3O7,114.18,2.03,38.214,Alkaloid
Serotonin,C11H35N4O7,283.47,N/A,98.911,Alkaloid
Adrenaline,C12H19N4O3,647.53,2.1,480.849,Nucleotide
Ethanol,C2H39N2O9,204.28,6.26,496.118,Organic Compound
Adrenaline,C2H17N1O1,975.71,2.97,68.138,Neurotransmitter
Serotonin,C9H5N5O1,345.77,12.08,197.131,Carbohydrate
Serotonin,C14H4N0O2,279.52,N/A,462.355,Lipid
Serotonin,C19H2N1O0,757.27,5.54,246.326,Alkaloid
Aspirin,C16H23N3O8,69.87,N/A,549.491,Neurotransmitter
Caffeine,C15H32N2O1,351.41,13.05,32.667,Hormone
Dopamine,C7H40N0O0,786.44,10.44,872.452,Lipid
Adrenaline,C17H31N4O5,588.43,4.8,65.309,Organic Compound
Ethanol,C15H25N5O10,816.93,4.71,883.776,Alcohol
Cholesterol,C5H9N1O3,757.9,9.05,401.995,Amide
Glucose,C4H24N3O5,455.64,N/A,7.054,Nucleotide
Glucose,C13H4N4O7,368.12,9.34,364.452,Amide
Cholesterol,C19H24N4O8,174.05,2.88,832.645,Organic Compound
Ethanol,C15H39N0O6,656.74,9.09,103.662,Amide
Adrenaline,C14H26N4O0,414.45,N/A,272.106,Amide
Glucose,C7H27N4O3,736.83,3.09,741.489,Alcohol
Adrenaline,C19H18N2O2,177.15,N/A,861.031,Lipid
Aspirin,C2H23N4O10,663.88,3.1,721.774,Lipid
Serotonin,C18H30N4O8,762.09,13.46,768.927,Alkaloid
Caffeine,C16H16N0O6,125.24,2.71,182.539,Amide
Ethanol,C1H4N5O9,550.01,9.6,252.244,Organic Compound
Cholesterol,C15H29N0O7,519.58,13.84,201.339,Alkaloid
Glucose,C15H2N2O2,205.41,11.64,999.655,Nucleotide
Serotonin,C17H35N5O8,619.37,N/A,934.528,Carbohydrate
Cholesterol,C6H24N4O0,55.98,12.89,161.761,Amide
Glucose,C20H32N0O8,154.01,1.42,237.514,Alkaloid
Adrenaline,C19H1N1O1,388.74,9.02,475.163,Alcohol
Cholesterol,C10H36N0O1,724.2,4.73,3.228,Lipid
Aspirin,C18H13N1O8,152.11,N/A,492.037,Amide
Adrenaline,C20H13N4O8,996.33,9.08,602.576,Alkaloid
Serotonin,C5H8N4O9,617.71,N/A,363.685,Nucleotide
Adenosine triphosphate,C6H16N4O6,499.06,N/A,945.794,Neurotransmitter
Dopamine,C14H10N3O5,496.23,4.92,874.518,Nucleotide
Adenosine triphosphate,C13H10N5O7,331.69,N/A,943.578,Alcohol
Ethanol,C20H14N2O7,779.1,1.46,647.724,Nucleotide
Aspirin,C3H30N2O7,132.56,1.87,910.366,Alcohol
Urea,C8H14N3O2,134.52,9.36,105.093,Hormone
Glucose,C17H33N1O3,382.31,2.0,324.039,Alcohol
Ethanol,C2H20N1O0,286.88,5.81,460.944,Alkaloid
Aspirin,C4H1N2O6,937.08,9.35,622.487,Organic Compound
Dopamine,C6H32N1O8,460.64,N/A,702.591,Alcohol
Adrenaline,C18H20N3O9,981.11,11.54,474.144,Amide
Adenosine triphosphate,C20H28N4O1,105.58,9.51,85.829,Organic Compound
Dopamine,C14H29N1O6,475.97,7.83,696.009,Nucleotide
Ethanol,C7H27N5O7,407.98,2.49,499.557,Amide
Glucose,C17H5N2O0,154.0,2.44,284.953,Nucleotide
Urea,C10H22N1O0,363.0,1.5,639.499,Lipid
Adrenaline,C13H34N0O7,344.64,3.72,125.1,Organic Compound
Caffeine,C19H37N5O10,319.37,11.55,78.681,Lipid
Urea,C19H25N4O2,84.73,5.17,693.011,Organic Compound
Dopamine,C17H33N5O7,701.38,10.98,447.069,Carbohydrate
Adenosine triphosphate,C18H17N5O5,353.14,4.37,520.5,Nucleotide
Ethanol,C1H1N0O2,943.9,N/A,13.405,Lipid
Cholesterol,C12H7N0O9,824.33,2.02,647.794,Carbohydrate
Urea,C15H1N0O6,207.82,4.97,510.473,Organic Compound
Aspirin,C4H6N5O7,561.17,6.51,287.921,Alcohol
Aspirin,C15H28N0O3,800.8,1.08,810.945,Hormone
Adenosine triphosphate,C8H20N5O4,730.14,3.29,439.791,Amide
Aspirin,C20H3N0O3,100.98,N/A,40.056,Alkaloid
Dopamine,C7H8N0O10,363.74,10.43,545.825,Lipid
Glucose,C6H13N5O9,742.11,7.89,851.505,Hormone
Cholesterol,C9H16N3O7,866.14,7.74,918.248,Amide
Adenosine triphosphate,C3H15N0O8,694.19,N/A,667.385,Neurotransmitter
Adrenaline,C15H4N1O9,826.99,7.95,585.012,Carbohydrate
Glucose,C8H40N4O3,925.04,8.47,919.618,Neurotransmitter
Urea,C8H4N0O4,584.62,13.18,85.384,Lipid
Glucose,C13H12N1O0,968.4,11.65,821.608,Amide
Adrenaline,C15H4N2O6,526.4,10.02,334.702,Organic Compound
Glucose,C8H31N0O2,351.75,N/A,471.136,Hormone
Dopamine,C10H5N4O7,221.18,5.12,861.262,Organic Compound
Glucose,C5H19N5O5,55.05,11.11,647.027,Organic Compound
Adenosine triphosphate,C2H14N0O2,267.56,3.39,114.109,Hormone
Dopamine,C4H40N3O9,642.95,10.69,166.953,Nucleotide
Ethanol,C6H22N2O3,273.57,8.61,703.887,Hormone
Serotonin,C20H23N1O9,891.97,N/A,65.87,Amide
Ethanol,C6H8N3O2,528.71,12.36,450.499,Nucleotide
Ethanol,C20H8N5O5,112.32,12.58,656.691,Nucleotide
Serotonin,C7H8N2O7,776.22,11.71,333.273,Lipid
Aspirin,C8H28N3O3,323.05,N/A,80.461,Organic Compound
Aspirin,C9H36N2O10,973.18,N/A,42.935,Amide
