compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C2H20N0O10,517.7,4.84,197.863,Nucleotide
Adenosine triphosphate,C6H27N2O3,354.23,13.46,306.492,Alcohol
Caffeine,C19H3N1O9,373.54,6.29,18.737,Lipid
Urea,C20H19N0O7,617.04,6.24,674.38,Lipid
Serotonin,C18H37N4O10,511.35,3.57,601.412,Lipid
Urea,C3H19N5O3,865.65,N/A,947.057,Alkaloid
Caffeine,C19H15N5O4,827.21,N/A,994.51,Amide
Adenosine triphosphate,C3H21N1O0,991.22,8.16,887.366,Lipid
Caffeine,C6H15N0O2,738.7,1.4,695.114,Alcohol
Glucose,C13H17N3O2,807.38,2.38,329.671,Amide
Caffeine,C8H30N3O10,255.1,12.54,554.812,Lipid
Cholesterol,C11H16N2O9,89.63,3.85,328.526,Nucleotide
Serotonin,C10H20N5O5,511.04,N/A,331.365,Organic Compound
Ethanol,C11H1N4O5,121.97,3.53,987.671,Amide
Adenosine triphosphate,C20H31N0O2,186.81,3.99,513.912,Amide
Ethanol,C17H17N1O1,122.91,N/A,975.235,Alcohol
Cholesterol,C6H12N1O3,61.72,10.11,889.955,Carbohydrate
Dopamine,C8H14N1O0,901.17,3.93,28.491,Hormone
Glucose,C17H34N3O0,857.16,12.1,544.2,Alkaloid
Dopamine,C1H20N2O9,180.93,5.6,944.849,Hormone
Dopamine,C4H5N0O4,391.2,11.16,883.218,Nucleotide
Serotonin,C4H3N5O10,894.21,8.92,486.139,Alkaloid
Ethanol,C13H20N0O8,764.81,12.8,761.855,Hormone
Glucose,C20H34N4O10,701.62,13.6,773.497,Organic Compound
Glucose,C9H9N3O7,99.08,1.51,660.225,Nucleotide
Adrenaline,C16H26N0O6,754.54,11.75,556.768,Lipid
Cholesterol,C13H19N3O10,525.22,9.73,825.871,Hormone
Ethanol,C14H38N2O6,916.91,2.63,538.966,Amide
Aspirin,C5H38N2O1,66.87,N/A,534.727,Alkaloid
Adrenaline,C1H7N0O0,725.57,10.33,339.135,Hormone
Adenosine triphosphate,C15H16N2O10,947.81,N/A,742.146,Amide
Serotonin,C9H25N1O5,357.45,N/A,49.836,Neurotransmitter
Adrenaline,C9H18N3O3,376.7,N/A,721.145,Lipid
Glucose,C12H27N3O2,156.6,9.83,640.951,Organic Compound
Adenosine triphosphate,C12H6N1O0,145.18,N/A,826.605,Neurotransmitter
Serotonin,C14H3N4O9,463.12,4.48,116.832,Neurotransmitter
Cholesterol,C4H39N2O7,170.08,13.95,44.796,Organic Compound
Urea,C14H12N2O0,68.84,2.92,286.592,Organic Compound
Ethanol,C15H3N1O10,783.19,5.49,510.166,Lipid
Urea,C8H23N4O0,330.94,2.03,486.947,Nucleotide
Adenosine triphosphate,C3H16N1O9,323.54,5.29,275.355,Lipid
Adenosine triphosphate,C9H14N1O6,566.89,8.28,1.521,Organic Compound
Adenosine triphosphate,C16H10N4O3,624.08,13.76,259.151,Alcohol
Serotonin,C5H2N3O8,238.44,N/A,484.626,Lipid
Caffeine,C9H32N1O8,315.89,2.37,521.066,Nucleotide
Glucose,C19H37N1O2,769.24,12.33,626.363,Nucleotide
