compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C14H31N0O5,586.35,12.54,917.138,Hormone
Urea,C19H28N2O6,231.82,7.66,918.696,Hormone
Dopamine,C12H15N1O5,213.23,8.62,276.141,Carbohydrate
Urea,C8H30N1O3,520.71,8.36,908.801,Organic Compound
Adrenaline,C7H5N0O4,301.46,3.74,52.09,Hormone
Dopamine,C12H31N2O6,70.01,2.68,251.275,Organic Compound
Glucose,C15H18N2O3,630.16,13.33,413.654,Nucleotide
Adenosine triphosphate,C18H38N0O8,349.47,12.41,700.225,Nucleotide
Serotonin,C12H7N3O5,375.78,11.73,79.018,Organic Compound
Aspirin,C11H17N5O6,950.29,3.72,923.843,Neurotransmitter
Glucose,C12H4N5O1,373.93,4.36,968.393,Organic Compound
Serotonin,C1H39N3O8,427.64,5.67,534.58,Alcohol
Adrenaline,C6H3N0O10,770.11,3.69,15.573,Lipid
Dopamine,C17H5N4O4,628.54,6.53,638.883,Alcohol
Serotonin,C19H1N2O1,209.75,1.83,156.541,Neurotransmitter
Adrenaline,C18H6N4O9,798.73,1.69,723.957,Hormone
Adenosine triphosphate,C13H4N4O7,675.61,9.21,154.133,Nucleotide
Caffeine,C17H22N5O9,873.38,8.07,830.698,Amide
Glucose,C6H7N5O6,556.85,11.2,45.934,Organic Compound
Aspirin,C16H39N0O10,476.67,11.2,267.248,Carbohydrate
Serotonin,C18H26N4O4,664.41,6.79,818.338,Nucleotide
Cholesterol,C12H22N4O5,153.85,12.25,408.076,Carbohydrate
Adrenaline,C10H8N1O5,386.78,N/A,76.496,Nucleotide
Glucose,C7H16N5O0,719.59,N/A,38.612,Carbohydrate
Ethanol,C10H30N5O3,210.69,6.06,283.478,Alcohol
Urea,C15H23N1O5,227.57,4.38,67.86,Organic Compound
Serotonin,C16H9N0O4,844.23,9.88,791.861,Lipid
Cholesterol,C6H26N2O5,625.43,N/A,714.323,Alkaloid
Ethanol,C1H21N0O8,362.23,7.07,417.588,Hormone
Serotonin,C4H14N2O3,229.26,10.74,546.381,Hormone
Glucose,C15H15N4O10,861.56,N/A,647.804,Carbohydrate
Serotonin,C14H35N3O4,437.54,N/A,400.618,Lipid
Aspirin,C4H27N3O0,757.14,N/A,306.739,Hormone
Glucose,C1H1N2O4,506.77,10.44,729.778,Organic Compound
Aspirin,C2H31N2O7,953.11,N/A,45.591,Alkaloid
Urea,C16H2N5O5,957.42,N/A,581.365,Neurotransmitter
Urea,C13H23N2O8,291.51,9.04,484.359,Carbohydrate
Adenosine triphosphate,C9H32N5O1,493.77,2.14,407.421,Amide
Aspirin,C17H33N3O8,647.25,6.52,818.01,Amide
Adenosine triphosphate,C11H32N4O5,487.49,1.41,956.376,Hormone
Aspirin,C5H37N0O8,937.26,10.57,507.371,Carbohydrate
Adenosine triphosphate,C5H35N3O4,491.33,9.51,464.034,Alcohol
Adenosine triphosphate,C11H15N1O0,793.37,N/A,504.908,Amide
Caffeine,C6H22N5O1,312.64,2.24,465.009,Organic Compound
Serotonin,C15H12N1O1,349.43,10.06,978.193,Nucleotide
Caffeine,C8H32N1O0,758.98,N/A,515.371,Neurotransmitter
Caffeine,C6H36N0O7,201.86,3.09,73.709,Amide
Serotonin,C11H7N4O0,76.03,10.89,596.947,Alkaloid
Serotonin,C5H22N1O4,858.74,10.59,401.672,Carbohydrate
Caffeine,C11H36N5O4,826.92,6.75,407.934,Alcohol
Adenosine triphosphate,C13H30N2O3,906.38,5.05,767.926,Amide
Adenosine triphosphate,C8H4N0O6,853.9,3.56,712.45,Hormone
Ethanol,C15H26N1O3,752.78,1.98,782.123,Hormone
Urea,C16H33N5O10,755.45,N/A,101.864,Organic Compound
Serotonin,C15H7N3O2,183.56,9.51,647.826,Alcohol
Ethanol,C5H11N1O10,576.43,8.19,785.634,Organic Compound
Ethanol,C8H16N1O7,884.41,9.07,34.992,Carbohydrate
Dopamine,C1H36N4O8,138.01,8.76,73.538,Nucleotide
Caffeine,C8H34N0O6,178.6,10.88,895.728,Nucleotide
Urea,C11H28N5O5,425.83,11.38,251.217,Neurotransmitter
Serotonin,C7H6N5O4,712.61,12.46,467.236,Hormone
Cholesterol,C18H34N4O2,656.81,N/A,949.638,Organic Compound
Caffeine,C6H20N5O9,455.51,9.79,417.316,Neurotransmitter
Adrenaline,C3H28N2O4,507.43,13.02,925.953,Neurotransmitter
Glucose,C3H22N0O4,137.67,8.03,996.884,Organic Compound
Ethanol,C20H28N4O3,336.63,13.81,175.93,Lipid
Adrenaline,C15H32N3O9,334.9,7.04,902.063,Lipid
Caffeine,C14H2N2O10,457.15,6.2,812.813,Alkaloid
Serotonin,C4H13N3O7,568.13,1.0,194.061,Alcohol
Glucose,C18H2N4O8,627.78,6.14,135.98,Alkaloid
Serotonin,C1H8N4O8,845.93,11.56,603.146,Carbohydrate
Cholesterol,C13H16N2O6,341.59,3.62,428.955,Carbohydrate
Aspirin,C10H4N2O8,408.92,6.79,723.026,Lipid
Adrenaline,C2H35N1O3,772.86,1.98,79.118,Organic Compound
Cholesterol,C8H28N1O9,589.41,10.48,347.902,Hormone
Glucose,C9H22N0O1,791.24,4.32,169.255,Lipid
Adrenaline,C14H4N0O4,609.01,N/A,702.667,Alkaloid
Cholesterol,C5H28N4O8,747.55,3.37,286.406,Neurotransmitter
Adenosine triphosphate,C19H35N2O8,718.31,N/A,186.228,Hormone
Serotonin,C8H10N5O10,428.7,N/A,733.059,Organic Compound
Urea,C19H36N4O6,986.09,8.5,533.879,Neurotransmitter
Caffeine,C20H32N3O1,722.29,2.15,114.728,Alcohol
Glucose,C11H12N1O10,272.26,N/A,483.92,Organic Compound
Dopamine,C11H31N2O2,359.0,6.15,66.694,Neurotransmitter
Adenosine triphosphate,C10H30N5O6,953.06,N/A,686.847,Nucleotide
Glucose,C12H32N5O9,565.66,8.34,512.329,Lipid
Adenosine triphosphate,C4H37N1O7,750.84,5.79,596.712,Hormone
Urea,C4H39N3O1,881.3,1.38,788.207,Nucleotide
Ethanol,C12H12N0O2,649.82,2.16,39.24,Alcohol
Ethanol,C3H1N3O0,436.32,10.45,63.053,Lipid
Adrenaline,C12H39N5O3,362.1,N/A,417.352,Nucleotide
Ethanol,C20H11N5O5,209.02,N/A,483.8,Alkaloid
Adenosine triphosphate,C15H19N4O7,352.46,1.77,877.822,Organic Compound
Aspirin,C1H7N0O6,293.03,12.25,299.164,Carbohydrate
Glucose,C15H26N0O10,917.32,N/A,982.455,Alkaloid
Serotonin,C3H2N0O1,663.85,9.81,255.898,Alkaloid
Ethanol,C18H13N1O8,481.35,3.69,255.915,Alcohol
Cholesterol,C11H14N2O5,342.3,4.17,364.286,Carbohydrate
Adenosine triphosphate,C8H34N2O1,142.58,6.1,358.635,Lipid
Adrenaline,C20H23N0O10,869.41,2.99,548.827,Organic Compound
Serotonin,C10H15N0O9,524.53,10.13,486.028,Hormone
Dopamine,C12H5N2O2,845.11,2.2,478.283,Nucleotide
Dopamine,C6H38N5O0,961.1,1.37,670.472,Amide
Dopamine,C10H36N1O4,172.42,4.36,16.492,Organic Compound
Dopamine,C20H28N4O8,921.85,3.41,760.05,Lipid
Adrenaline,C17H35N2O6,853.01,6.56,803.195,Amide
Serotonin,C13H21N1O8,983.96,N/A,142.613,Alcohol
Adrenaline,C8H22N5O0,52.56,N/A,813.86,Alkaloid
Adenosine triphosphate,C9H16N0O9,129.77,9.99,896.467,Carbohydrate
Caffeine,C16H16N1O9,196.72,4.52,854.723,Neurotransmitter
Aspirin,C6H16N5O4,92.42,6.56,769.304,Neurotransmitter
Cholesterol,C7H1N5O3,707.0,6.51,674.035,Organic Compound
Cholesterol,C2H23N5O7,732.2,13.06,580.701,Carbohydrate
Glucose,C6H8N5O3,771.24,11.37,168.952,Alcohol
Dopamine,C4H37N0O5,595.04,6.88,595.225,Amide
Ethanol,C20H18N4O2,314.2,1.01,567.012,Lipid
Serotonin,C14H2N0O3,551.87,5.45,92.021,Hormone
Serotonin,C16H35N5O10,749.16,1.51,919.433,Alkaloid
Caffeine,C8H32N4O5,774.89,4.67,155.732,Amide
Dopamine,C9H17N0O3,879.62,3.63,971.353,Alkaloid
Urea,C18H9N1O4,924.95,11.9,622.879,Amide
Glucose,C19H38N0O2,376.25,12.67,691.529,Amide
Adrenaline,C9H13N3O1,649.54,N/A,601.47,Carbohydrate
Aspirin,C18H6N3O1,499.89,13.72,47.251,Lipid
Dopamine,C4H31N3O8,958.87,N/A,440.674,Alkaloid
Aspirin,C18H30N5O10,196.72,7.59,109.957,Amide
Aspirin,C5H13N3O4,178.96,13.15,107.767,Hormone
Caffeine,C20H29N1O5,410.25,3.68,235.22,Nucleotide
Dopamine,C3H27N3O0,170.75,N/A,185.362,Amide
Adenosine triphosphate,C13H31N0O1,365.4,4.95,396.943,Nucleotide
Glucose,C6H25N4O4,678.42,4.55,422.357,Hormone
Dopamine,C4H18N3O1,71.02,N/A,231.638,Neurotransmitter
Ethanol,C16H28N2O9,97.91,3.55,646.693,Nucleotide
Ethanol,C9H14N5O0,171.61,9.74,252.452,Neurotransmitter
Adrenaline,C12H26N1O5,758.33,6.01,863.011,Amide
Serotonin,C20H37N3O3,602.12,N/A,747.174,Amide
Urea,C8H35N2O5,337.64,1.8,531.275,Alkaloid
Glucose,C8H28N3O0,850.37,13.63,355.469,Organic Compound
Aspirin,C17H5N4O7,260.09,10.09,452.053,Hormone
Adrenaline,C18H31N5O4,537.46,1.92,339.564,Lipid
Serotonin,C16H7N1O8,514.48,12.88,311.436,Amide
Urea,C4H39N2O10,113.5,5.08,319.543,Hormone
Adrenaline,C18H15N2O6,783.27,13.33,190.654,Lipid
Urea,C5H16N0O1,53.13,11.68,514.885,Organic Compound
Adenosine triphosphate,C19H32N0O6,163.24,7.98,712.457,Organic Compound
Caffeine,C1H28N2O10,390.6,6.78,855.398,Hormone
Adrenaline,C10H12N3O6,737.49,12.81,631.5,Neurotransmitter
Aspirin,C13H16N0O3,536.2,11.17,518.788,Lipid
Adrenaline,C14H2N4O10,806.26,8.68,252.464,Organic Compound
Urea,C9H15N4O8,537.21,7.04,21.575,Amide
Adenosine triphosphate,C11H8N0O0,586.84,2.65,73.568,Lipid
Urea,C16H1N5O6,160.65,3.32,761.994,Amide
Adenosine triphosphate,C11H3N4O9,707.38,7.65,329.828,Amide
Dopamine,C2H25N5O8,589.63,2.37,53.544,Organic Compound
Adenosine triphosphate,C5H4N2O6,437.02,12.94,198.84,Amide
