compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C12H26N3O9,417.71,1.25,992.091,Carbohydrate
Glucose,C20H10N2O9,147.52,8.79,170.696,Amide
Aspirin,C4H11N2O4,357.11,9.87,113.978,Alcohol
Dopamine,C7H23N4O8,931.22,10.18,599.86,Nucleotide
Aspirin,C13H31N2O5,811.97,12.02,74.629,Hormone
Cholesterol,C19H39N0O1,818.77,12.51,771.622,Alkaloid
Adrenaline,C19H28N4O2,785.34,4.34,986.254,Carbohydrate
Aspirin,C19H3N3O2,164.69,7.02,867.009,Alkaloid
Cholesterol,C4H16N5O5,259.84,N/A,173.102,Hormone
Adrenaline,C19H2N1O0,57.62,6.81,989.218,Alkaloid
Serotonin,C19H31N2O8,366.73,N/A,397.57,Alcohol
Adenosine triphosphate,C16H7N0O4,473.28,7.42,900.236,Nucleotide
Dopamine,C8H18N4O7,404.8,N/A,487.884,Hormone
Cholesterol,C1H10N3O3,916.62,7.01,638.43,Carbohydrate
Dopamine,C6H8N0O10,417.22,7.84,362.57,Carbohydrate
Caffeine,C3H7N0O9,909.05,6.59,180.565,Organic Compound
Serotonin,C15H7N5O2,388.86,4.28,698.589,Alcohol
Dopamine,C4H40N2O10,262.07,10.23,133.269,Lipid
Adrenaline,C18H2N0O5,503.59,N/A,446.696,Alcohol
Ethanol,C13H32N5O2,125.37,12.64,414.716,Lipid
Glucose,C5H37N1O4,146.78,7.28,712.309,Alcohol
Urea,C10H30N5O1,858.66,N/A,818.006,Neurotransmitter
Ethanol,C12H27N4O3,53.78,3.06,732.079,Organic Compound
Aspirin,C1H4N1O0,113.58,N/A,380.749,Amide
Adenosine triphosphate,C8H25N3O7,258.37,9.05,345.209,Hormone
Urea,C6H9N5O2,478.57,2.76,871.59,Carbohydrate
Urea,C20H6N0O1,679.61,4.82,891.333,Nucleotide
Adenosine triphosphate,C1H33N2O9,349.61,4.57,774.105,Nucleotide
Ethanol,C10H18N1O0,948.12,9.08,992.546,Carbohydrate
Urea,C16H10N4O7,515.03,4.51,451.022,Carbohydrate
Dopamine,C18H27N4O7,409.2,6.85,485.998,Neurotransmitter
Urea,C19H36N4O7,114.8,5.66,518.058,Alkaloid
Cholesterol,C3H33N4O5,198.21,7.73,534.982,Organic Compound
Adrenaline,C10H13N2O8,147.44,N/A,485.085,Amide
Ethanol,C16H26N1O8,947.33,10.07,551.079,Alcohol
Serotonin,C14H5N3O10,981.34,N/A,215.265,Hormone
Serotonin,C4H16N2O7,736.44,5.53,525.401,Carbohydrate
Serotonin,C15H18N2O0,752.99,9.83,662.252,Alcohol
Ethanol,C8H8N0O2,861.71,10.84,206.775,Hormone
Ethanol,C5H29N5O3,975.13,6.59,967.675,Organic Compound
Caffeine,C2H20N5O10,642.23,8.23,974.516,Alcohol
Cholesterol,C18H24N5O7,580.54,10.35,48.395,Amide
Glucose,C5H5N4O4,371.29,12.06,673.611,Nucleotide
Adenosine triphosphate,C2H4N2O9,610.29,4.13,805.138,Lipid
Caffeine,C19H10N1O2,402.78,10.05,832.974,Neurotransmitter
Aspirin,C16H32N0O9,85.4,12.31,831.681,Carbohydrate
Aspirin,C13H27N2O5,88.99,9.79,160.337,Hormone
Adenosine triphosphate,C16H22N3O4,101.43,N/A,113.398,Carbohydrate
Urea,C3H38N0O1,625.6,4.72,580.063,Lipid
Caffeine,C4H40N2O1,401.53,N/A,643.506,Neurotransmitter
Caffeine,C6H31N1O9,150.24,2.87,879.436,Hormone
Adrenaline,C12H21N4O4,51.21,8.83,322.66,Hormone
Serotonin,C15H21N2O10,544.38,11.83,614.653,Neurotransmitter
Caffeine,C8H2N5O0,291.77,9.66,485.147,Amide
Adenosine triphosphate,C6H11N4O1,300.97,8.17,278.845,Hormone
Urea,C14H32N0O7,182.16,N/A,700.671,Amide
Dopamine,C19H12N0O5,92.18,7.79,55.777,Lipid
Adenosine triphosphate,C11H16N4O1,248.36,12.21,49.335,Carbohydrate
Dopamine,C4H32N5O10,305.29,10.8,586.032,Amide
Adenosine triphosphate,C14H2N0O3,611.63,5.12,77.67,Lipid
Serotonin,C1H15N3O7,573.25,8.32,995.183,Alcohol
Urea,C16H14N4O7,693.83,12.95,699.764,Lipid
Urea,C4H8N4O0,605.56,13.78,596.695,Hormone
Cholesterol,C19H2N0O5,648.45,13.86,145.771,Hormone
Aspirin,C7H27N1O2,282.74,N/A,226.033,Lipid
Glucose,C20H7N2O5,574.45,9.97,926.559,Alkaloid
Caffeine,C4H8N1O1,147.57,N/A,533.149,Alcohol
Dopamine,C6H33N2O8,547.63,3.13,951.969,Alkaloid
Ethanol,C5H24N2O0,776.16,3.44,815.665,Amide
Adenosine triphosphate,C5H37N5O5,983.37,3.02,766.594,Alcohol
Dopamine,C1H12N4O8,898.03,N/A,425.847,Alcohol
Cholesterol,C11H17N5O8,521.79,5.51,508.267,Alcohol
Serotonin,C1H3N4O8,516.47,N/A,368.84,Alkaloid
Glucose,C13H12N2O5,735.98,2.25,723.592,Hormone
Caffeine,C4H22N5O1,796.39,1.36,266.872,Amide
Caffeine,C7H25N1O7,654.92,11.06,907.72,Amide
Glucose,C15H16N3O8,399.12,11.09,388.434,Organic Compound
Adrenaline,C7H10N4O2,624.92,N/A,273.036,Lipid
