compound,formula,mw,pka,solubility_mg_ml,class
Urea,C6H28N2O4,933.01,10.25,104.872,Organic Compound
Adrenaline,C5H28N3O7,237.33,6.63,601.77,Hormone
Ethanol,C3H7N0O9,870.41,N/A,548.669,Organic Compound
Caffeine,C17H9N3O10,668.87,8.52,66.004,Alcohol
Urea,C14H34N5O0,61.62,N/A,824.483,Amide
Adrenaline,C10H3N3O3,585.2,10.64,69.912,Neurotransmitter
Dopamine,C12H9N3O7,372.63,N/A,259.536,Organic Compound
Urea,C9H16N3O8,211.47,N/A,608.114,Carbohydrate
Glucose,C20H19N4O9,665.81,N/A,819.522,Nucleotide
Aspirin,C20H30N1O0,210.53,N/A,136.572,Neurotransmitter
Cholesterol,C7H22N5O4,191.58,4.48,30.039,Organic Compound
Ethanol,C4H1N0O5,650.79,2.49,414.527,Organic Compound
Aspirin,C20H5N5O8,405.36,N/A,819.15,Organic Compound
Adrenaline,C11H24N4O1,455.76,10.04,301.55,Neurotransmitter
Caffeine,C1H22N1O7,313.71,9.28,872.971,Organic Compound
Adrenaline,C7H23N2O7,604.5,5.34,479.369,Amide
Adrenaline,C10H2N1O1,371.4,10.54,29.815,Alkaloid
Ethanol,C17H5N3O0,505.09,7.81,558.573,Alcohol
Dopamine,C4H5N4O5,517.47,6.89,838.576,Amide
Dopamine,C12H8N0O4,822.77,12.18,549.049,Carbohydrate
Dopamine,C13H25N2O2,860.44,13.15,857.122,Lipid
Adenosine triphosphate,C15H22N1O7,358.17,9.81,212.004,Lipid
Aspirin,C14H19N4O3,864.48,5.65,828.154,Organic Compound
Adrenaline,C18H38N2O7,820.08,6.35,767.732,Hormone
Adenosine triphosphate,C11H33N3O8,834.41,13.26,120.801,Neurotransmitter
Urea,C2H7N5O9,463.3,1.43,234.532,Lipid
Urea,C18H20N4O7,595.88,6.07,201.043,Carbohydrate
Adrenaline,C5H28N2O4,787.15,10.57,235.295,Alkaloid
Caffeine,C8H3N4O5,189.84,1.72,464.355,Carbohydrate
Ethanol,C2H36N2O0,980.07,N/A,949.18,Alkaloid
Glucose,C13H13N0O4,976.3,N/A,546.933,Alkaloid
Glucose,C11H34N3O7,283.34,N/A,440.078,Alcohol
Dopamine,C8H24N3O8,470.17,N/A,648.465,Alcohol
Glucose,C2H5N5O10,989.86,5.12,86.05,Organic Compound
Ethanol,C2H30N3O9,544.95,N/A,561.392,Nucleotide
Dopamine,C14H1N3O8,847.22,N/A,796.893,Alcohol
Aspirin,C1H19N0O2,458.11,3.7,286.566,Alcohol
Aspirin,C2H30N5O8,126.44,13.88,504.809,Alcohol
Adenosine triphosphate,C11H11N2O7,748.52,9.9,936.526,Lipid
Adenosine triphosphate,C5H37N2O7,393.06,8.48,952.899,Hormone
Adenosine triphosphate,C3H31N4O2,573.38,8.89,665.255,Nucleotide
Glucose,C1H8N1O2,536.74,2.35,311.626,Alcohol
Dopamine,C12H28N5O4,109.94,10.78,373.19,Neurotransmitter
Serotonin,C5H6N5O8,177.57,10.11,858.906,Lipid
Glucose,C1H34N1O7,674.12,8.64,268.962,Lipid
Adenosine triphosphate,C9H40N4O0,880.71,6.3,871.192,Carbohydrate
Caffeine,C18H16N0O9,401.11,N/A,509.449,Carbohydrate
Dopamine,C5H34N0O0,54.21,5.79,519.46,Alcohol
Cholesterol,C18H21N3O9,292.45,5.95,139.498,Neurotransmitter
Adrenaline,C4H11N5O5,645.48,2.55,63.513,Carbohydrate
Urea,C1H13N0O2,441.08,10.94,680.149,Neurotransmitter
Urea,C16H17N4O0,529.75,1.03,181.295,Neurotransmitter
Dopamine,C15H5N4O0,365.49,1.86,191.605,Carbohydrate
Aspirin,C7H14N2O2,685.33,9.13,457.694,Amide
Serotonin,C8H36N5O6,376.02,9.26,971.69,Hormone
Adenosine triphosphate,C1H2N1O4,56.76,N/A,669.816,Lipid
Urea,C8H6N1O10,822.27,10.89,448.514,Nucleotide
Dopamine,C20H31N1O8,698.33,9.16,594.641,Organic Compound
Adrenaline,C5H37N5O4,490.63,3.29,496.662,Alkaloid
Serotonin,C11H33N0O8,944.41,N/A,850.708,Amide
Caffeine,C6H15N3O10,514.75,6.83,909.383,Neurotransmitter
Aspirin,C15H28N0O5,565.1,8.31,72.59,Neurotransmitter
Dopamine,C18H33N0O8,334.75,N/A,723.248,Alkaloid
Glucose,C9H17N5O6,691.03,8.11,881.767,Lipid
Urea,C11H10N4O8,451.18,4.74,134.664,Lipid
Caffeine,C2H21N5O10,683.92,7.58,869.454,Carbohydrate
Serotonin,C2H18N3O9,83.07,8.38,52.635,Carbohydrate
Serotonin,C10H39N4O0,427.14,1.46,75.432,Nucleotide
Caffeine,C12H37N0O9,401.81,5.79,185.206,Hormone
Dopamine,C19H32N5O3,430.43,3.81,622.35,Alcohol
Serotonin,C12H8N3O10,599.53,9.04,249.152,Amide
Glucose,C17H8N0O0,716.84,9.89,982.114,Lipid
Glucose,C12H2N2O4,262.15,N/A,241.468,Amide
Serotonin,C1H29N3O8,421.25,9.3,585.538,Alcohol
Urea,C17H6N3O7,874.21,9.88,480.512,Lipid
Ethanol,C13H38N5O10,75.45,8.94,308.12,Alkaloid
Adrenaline,C8H2N3O5,361.59,13.73,952.922,Nucleotide
Cholesterol,C8H19N1O1,336.95,13.19,616.901,Alcohol
Ethanol,C11H6N4O0,855.37,2.11,447.127,Carbohydrate
Cholesterol,C7H27N0O1,126.54,8.95,444.883,Carbohydrate
Dopamine,C14H28N3O1,456.27,N/A,627.462,Neurotransmitter
Adrenaline,C20H37N3O9,214.2,12.37,324.062,Hormone
Glucose,C16H3N3O5,633.41,7.93,739.524,Alkaloid
Aspirin,C17H6N2O7,185.64,5.0,494.707,Nucleotide
Dopamine,C14H5N4O2,732.26,13.54,856.579,Alcohol
Adrenaline,C10H2N2O8,904.6,3.74,382.391,Alcohol
Cholesterol,C16H19N2O3,218.85,N/A,723.801,Alcohol
Serotonin,C8H3N4O1,744.04,3.54,194.769,Alcohol
Serotonin,C9H6N3O9,590.4,N/A,59.209,Carbohydrate
Cholesterol,C4H25N4O7,400.71,12.97,701.563,Organic Compound
Cholesterol,C15H24N3O9,845.06,12.7,959.311,Neurotransmitter
Adenosine triphosphate,C1H22N0O10,312.24,3.08,230.851,Lipid
Dopamine,C14H4N4O5,373.44,12.11,887.281,Alkaloid
Glucose,C9H36N5O8,185.43,4.69,786.908,Nucleotide
Cholesterol,C20H35N0O2,964.69,1.82,112.77,Lipid
Adrenaline,C9H8N4O9,969.59,N/A,71.267,Alcohol
Urea,C12H18N4O10,889.48,2.78,755.105,Lipid
Adrenaline,C20H10N3O1,836.69,5.62,194.17,Lipid
Dopamine,C1H23N4O2,822.88,8.98,914.252,Organic Compound
Cholesterol,C2H36N0O0,759.07,6.98,753.635,Carbohydrate
Serotonin,C15H5N5O1,615.91,7.95,474.69,Nucleotide
Adenosine triphosphate,C14H17N5O5,226.3,2.78,737.097,Alcohol
