compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C10H35N1O3,200.02,N/A,740.008,Amide
Serotonin,C12H30N5O10,385.58,1.26,478.94,Lipid
Dopamine,C4H5N1O5,183.5,2.69,63.411,Lipid
Glucose,C14H34N0O9,187.54,8.45,15.28,Alcohol
Ethanol,C6H9N5O0,786.39,N/A,962.772,Nucleotide
Dopamine,C20H8N4O7,990.48,9.6,45.287,Carbohydrate
Urea,C18H10N3O9,235.0,N/A,885.038,Organic Compound
Aspirin,C12H7N3O2,338.01,10.09,30.024,Nucleotide
Adrenaline,C1H13N0O10,778.29,2.23,442.433,Neurotransmitter
Urea,C7H25N1O3,672.85,12.02,75.732,Neurotransmitter
Glucose,C11H21N3O7,713.68,N/A,612.065,Lipid
Glucose,C1H35N1O4,682.32,5.24,817.714,Nucleotide
Adrenaline,C12H11N1O5,895.95,1.25,168.592,Organic Compound
Cholesterol,C12H25N4O8,856.58,12.66,112.032,Alkaloid
Urea,C5H40N5O7,887.25,6.28,949.676,Amide
Serotonin,C4H13N5O2,183.33,2.64,412.405,Carbohydrate
Glucose,C5H18N1O8,393.1,12.9,511.851,Amide
Ethanol,C1H25N3O7,423.31,5.84,723.212,Nucleotide
Adrenaline,C18H14N4O5,816.06,2.6,272.342,Neurotransmitter
Dopamine,C14H24N2O4,678.33,N/A,971.806,Neurotransmitter
Glucose,C15H7N0O7,382.63,8.15,949.857,Lipid
Aspirin,C6H33N0O9,377.06,7.46,346.267,Alcohol
Cholesterol,C5H33N3O4,553.35,N/A,860.872,Lipid
Serotonin,C10H28N0O9,155.78,5.63,120.413,Alkaloid
Serotonin,C11H38N0O3,809.08,13.83,306.276,Organic Compound
Serotonin,C13H5N1O1,707.56,13.34,113.537,Alkaloid
Ethanol,C1H23N3O3,497.31,6.28,114.668,Lipid
Aspirin,C19H10N5O6,276.88,2.49,766.924,Nucleotide
Urea,C7H26N1O0,628.74,3.42,360.878,Alcohol
Aspirin,C10H31N3O0,406.32,N/A,471.787,Alkaloid
Caffeine,C5H30N3O10,823.71,13.6,803.361,Hormone
Glucose,C18H21N2O7,806.02,12.96,957.065,Amide
Adenosine triphosphate,C2H34N4O9,266.81,11.74,537.951,Organic Compound
Serotonin,C19H9N5O10,604.34,7.94,778.091,Nucleotide
Ethanol,C8H21N1O8,871.32,12.21,544.069,Alkaloid
Cholesterol,C6H33N0O4,325.43,13.48,440.021,Alcohol
Cholesterol,C17H33N3O3,785.83,8.29,553.536,Amide
Ethanol,C1H13N1O8,101.63,N/A,687.387,Neurotransmitter
Dopamine,C11H22N1O1,833.44,1.24,595.472,Neurotransmitter
Ethanol,C7H35N5O10,739.66,4.92,67.138,Lipid
Adenosine triphosphate,C5H37N3O1,698.15,7.39,880.97,Neurotransmitter
Ethanol,C2H24N1O2,498.27,13.83,379.933,Neurotransmitter
Ethanol,C4H24N1O4,994.22,N/A,571.521,Neurotransmitter
Adenosine triphosphate,C3H13N5O2,81.37,13.1,411.85,Organic Compound
Cholesterol,C17H2N5O3,160.69,4.16,328.586,Carbohydrate
Glucose,C14H6N2O4,238.65,10.77,201.698,Hormone
Serotonin,C4H37N1O1,929.14,2.19,818.04,Organic Compound
Caffeine,C5H29N0O8,154.26,8.32,104.195,Hormone
Adrenaline,C10H33N5O8,231.93,6.67,193.49,Hormone
Adenosine triphosphate,C9H19N3O10,545.52,2.24,545.592,Amide
Ethanol,C3H34N4O5,492.62,4.17,371.037,Alcohol
Cholesterol,C4H12N0O7,356.53,8.93,325.845,Organic Compound
Glucose,C18H17N2O4,963.76,9.46,711.876,Organic Compound
Serotonin,C19H38N1O1,719.41,8.1,934.671,Carbohydrate
Cholesterol,C6H12N3O6,514.18,4.78,862.87,Alcohol
Ethanol,C19H35N1O0,453.7,5.11,155.377,Amide
Serotonin,C7H21N4O3,668.19,N/A,448.885,Nucleotide
Dopamine,C8H26N3O0,516.22,2.3,380.455,Hormone
Caffeine,C8H23N0O7,156.16,N/A,204.664,Lipid
Urea,C20H25N2O10,411.21,5.45,615.738,Organic Compound
Serotonin,C19H31N0O3,525.77,2.42,991.167,Amide
Serotonin,C5H23N4O6,262.82,10.63,123.784,Hormone
Urea,C10H40N3O1,521.0,11.11,426.05,Neurotransmitter
Adrenaline,C15H16N4O7,374.14,11.81,46.945,Nucleotide
Adenosine triphosphate,C8H30N2O1,145.35,12.1,206.082,Neurotransmitter
Caffeine,C6H27N5O0,218.26,12.82,868.401,Alkaloid
Adrenaline,C20H9N1O3,842.98,2.64,821.516,Amide
Glucose,C19H6N1O5,297.94,8.2,233.66,Carbohydrate
Ethanol,C10H34N3O5,618.66,7.98,609.283,Hormone
Serotonin,C11H19N5O8,406.17,5.18,270.219,Hormone
Glucose,C1H39N2O6,942.5,N/A,410.76,Neurotransmitter
Serotonin,C2H31N3O3,399.06,8.93,214.632,Hormone
Dopamine,C3H3N3O10,59.41,5.99,447.0,Alkaloid
Caffeine,C15H22N2O9,383.4,N/A,349.636,Neurotransmitter
Glucose,C13H40N1O8,73.06,3.48,530.732,Lipid
Urea,C2H33N0O2,689.02,12.17,120.621,Carbohydrate
Serotonin,C6H32N5O0,733.69,9.35,745.879,Organic Compound
Caffeine,C16H37N1O0,226.52,8.56,211.128,Nucleotide
Caffeine,C9H3N5O8,180.66,12.02,594.009,Organic Compound
Urea,C20H5N0O10,129.56,9.38,388.932,Alcohol
Cholesterol,C19H23N3O4,922.02,1.62,379.68,Carbohydrate
Adrenaline,C18H2N5O2,89.1,7.59,2.488,Neurotransmitter
Ethanol,C7H11N3O6,331.99,5.34,892.468,Lipid
Ethanol,C8H24N2O4,605.23,7.05,422.978,Neurotransmitter
Glucose,C2H14N1O7,314.76,13.86,343.619,Carbohydrate
Glucose,C7H18N5O9,253.95,11.33,827.274,Amide
Adrenaline,C2H3N2O3,150.89,13.79,15.284,Alcohol
Ethanol,C18H4N1O4,253.8,7.36,953.4,Organic Compound
Ethanol,C13H27N1O10,116.62,N/A,880.713,Lipid
Dopamine,C14H12N0O3,626.35,7.33,177.416,Alkaloid
Caffeine,C5H38N3O9,550.69,1.68,817.271,Organic Compound
Ethanol,C9H3N5O4,899.06,9.58,891.874,Lipid
Glucose,C17H31N0O6,879.41,N/A,961.449,Hormone
Adrenaline,C7H3N5O0,671.31,1.72,28.604,Alcohol
Aspirin,C8H29N2O3,775.79,4.44,37.099,Hormone
Adenosine triphosphate,C3H20N1O1,242.53,9.21,24.529,Alcohol
Glucose,C3H26N1O1,390.91,11.92,401.349,Hormone
Serotonin,C15H15N4O6,69.7,N/A,938.37,Hormone
Urea,C15H26N3O5,849.35,N/A,817.364,Carbohydrate
Urea,C6H26N0O6,929.22,9.43,833.252,Alkaloid
Adrenaline,C6H30N3O6,204.77,12.73,368.693,Organic Compound
Cholesterol,C4H7N4O4,782.95,13.08,496.83,Amide
Glucose,C2H2N4O9,378.05,11.37,976.783,Lipid
Ethanol,C1H39N1O8,142.01,2.85,120.807,Amide
Aspirin,C10H31N1O8,615.77,1.62,603.115,Amide
Dopamine,C5H10N0O9,855.06,N/A,842.492,Alkaloid
Caffeine,C1H1N0O4,251.57,3.3,293.149,Lipid
Adrenaline,C5H36N5O8,389.35,6.09,825.528,Carbohydrate
Cholesterol,C7H39N3O8,868.37,5.86,679.227,Amide
Adenosine triphosphate,C13H29N2O4,723.59,5.03,800.043,Alkaloid
Aspirin,C3H11N3O5,757.37,11.54,112.869,Hormone
Aspirin,C8H32N1O0,781.3,N/A,778.109,Alcohol
Aspirin,C17H40N5O6,313.73,12.47,915.471,Amide
Cholesterol,C12H29N5O4,780.66,13.0,545.747,Amide
Urea,C19H6N4O7,336.22,13.19,140.946,Alcohol
Adrenaline,C8H4N3O7,151.25,13.36,776.157,Carbohydrate
Cholesterol,C9H22N2O5,432.84,N/A,26.568,Alcohol
Serotonin,C4H25N3O5,575.88,10.45,396.324,Carbohydrate
Adrenaline,C18H38N2O3,664.0,10.11,903.282,Alcohol
Urea,C12H23N1O0,204.29,4.99,353.211,Alkaloid
Ethanol,C6H3N1O4,646.92,7.62,889.537,Organic Compound
Serotonin,C1H6N3O7,993.09,11.38,56.305,Alcohol
Adenosine triphosphate,C10H25N2O3,409.75,N/A,485.058,Carbohydrate
Adenosine triphosphate,C2H12N3O7,569.24,4.94,428.881,Organic Compound
Dopamine,C7H2N2O8,549.06,7.08,686.05,Amide
Aspirin,C9H30N5O1,851.08,5.02,296.892,Organic Compound
