compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C8H35N5O10,846.19,12.97,339.707,Organic Compound
Adenosine triphosphate,C16H35N1O8,161.74,10.25,47.918,Amide
Glucose,C18H5N2O10,196.71,13.11,367.13,Carbohydrate
Adrenaline,C5H28N1O5,152.82,N/A,202.609,Nucleotide
Caffeine,C15H27N5O4,647.16,5.64,667.993,Lipid
Caffeine,C12H14N3O3,96.52,7.07,745.514,Lipid
Glucose,C16H6N1O1,325.82,5.3,189.373,Organic Compound
Urea,C15H9N1O3,310.42,N/A,894.219,Organic Compound
Glucose,C20H17N3O5,832.18,2.35,584.973,Alkaloid
Glucose,C19H21N2O8,593.86,12.47,955.727,Neurotransmitter
Dopamine,C2H39N3O7,804.64,8.66,689.408,Hormone
Cholesterol,C11H25N5O1,450.44,3.6,611.384,Alcohol
Cholesterol,C13H27N2O1,525.98,N/A,657.346,Nucleotide
Dopamine,C3H6N5O6,881.36,N/A,41.315,Carbohydrate
Adrenaline,C17H3N4O8,872.99,6.82,30.54,Neurotransmitter
Dopamine,C18H22N0O5,490.53,10.54,928.831,Alkaloid
Cholesterol,C8H30N0O6,894.69,12.99,841.372,Hormone
Glucose,C16H33N0O7,52.19,12.41,808.396,Nucleotide
Glucose,C8H25N0O6,619.43,7.2,815.272,Alkaloid
Glucose,C9H8N3O4,414.27,7.61,533.829,Hormone
Serotonin,C13H24N4O7,988.11,4.11,756.146,Hormone
Ethanol,C1H1N1O2,275.81,8.07,260.69,Hormone
Caffeine,C5H23N3O0,764.43,11.07,728.481,Hormone
Serotonin,C13H2N3O6,392.74,13.57,917.309,Carbohydrate
Adrenaline,C2H32N5O10,740.44,1.07,75.976,Carbohydrate
Adrenaline,C2H28N0O7,194.09,N/A,738.771,Amide
Glucose,C1H5N5O0,894.08,1.2,494.301,Organic Compound
Adenosine triphosphate,C2H37N5O8,700.73,6.03,155.79,Carbohydrate
Urea,C10H17N1O7,835.75,3.79,738.716,Alcohol
Adenosine triphosphate,C6H9N4O4,447.03,4.99,965.672,Hormone
Cholesterol,C6H35N4O10,851.78,13.66,831.507,Organic Compound
Glucose,C12H31N2O10,479.75,3.64,199.548,Alcohol
Aspirin,C14H8N5O1,687.21,3.45,243.5,Amide
Dopamine,C13H15N2O2,445.03,5.51,297.28,Carbohydrate
Cholesterol,C11H16N0O5,105.81,6.83,240.305,Organic Compound
Cholesterol,C14H4N2O3,750.81,2.48,893.134,Lipid
Caffeine,C10H15N3O1,264.01,8.91,975.667,Alkaloid
Serotonin,C1H35N0O8,363.95,10.36,150.51,Alcohol
