compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C16H38N2O1,958.82,7.58,854.916,Organic Compound
Adrenaline,C20H31N1O1,192.18,5.48,788.781,Lipid
Aspirin,C11H28N0O3,614.38,N/A,200.895,Alcohol
Ethanol,C3H30N1O0,419.7,N/A,899.948,Alcohol
Urea,C17H29N1O1,262.63,3.96,490.141,Amide
Dopamine,C14H31N0O1,825.77,1.88,206.643,Organic Compound
Dopamine,C5H1N1O0,697.22,9.06,820.424,Amide
Ethanol,C7H1N4O4,106.3,3.05,747.63,Organic Compound
Glucose,C2H13N3O4,504.53,N/A,667.251,Nucleotide
Aspirin,C8H30N1O0,389.69,13.65,63.527,Alkaloid
Caffeine,C2H32N0O5,687.69,12.95,836.076,Amide
Serotonin,C5H20N2O10,793.89,9.3,258.785,Lipid
Urea,C12H10N4O4,934.72,11.4,502.066,Alkaloid
Aspirin,C5H9N5O9,582.45,12.44,634.11,Neurotransmitter
Serotonin,C3H7N0O9,239.08,2.79,37.154,Neurotransmitter
Adrenaline,C14H21N1O10,219.4,13.43,677.676,Alcohol
Glucose,C7H1N3O6,684.95,11.43,276.927,Alkaloid
Glucose,C17H26N5O0,980.69,12.01,517.001,Alkaloid
Adrenaline,C5H35N4O4,71.32,10.49,726.215,Amide
Adrenaline,C12H26N2O5,881.03,N/A,552.399,Lipid
Caffeine,C20H27N2O7,405.77,N/A,413.013,Carbohydrate
Urea,C2H7N5O9,346.74,N/A,766.646,Lipid
Cholesterol,C1H31N3O0,706.3,4.71,386.636,Hormone
Dopamine,C15H22N4O7,101.41,N/A,556.48,Nucleotide
Adrenaline,C9H16N3O3,402.07,6.03,270.16,Organic Compound
Aspirin,C10H5N5O10,551.69,N/A,394.011,Carbohydrate
Ethanol,C9H10N5O8,75.2,8.71,266.688,Neurotransmitter
Caffeine,C13H17N1O8,274.8,4.58,171.626,Alkaloid
Cholesterol,C12H30N4O4,765.23,1.97,696.564,Neurotransmitter
Adrenaline,C17H36N2O2,781.94,3.12,879.548,Amide
Glucose,C4H35N3O2,478.63,11.9,691.025,Organic Compound
Glucose,C19H17N1O1,874.31,10.82,707.853,Lipid
Glucose,C1H37N4O5,507.66,4.88,379.326,Nucleotide
Aspirin,C19H1N1O10,649.59,N/A,229.073,Amide
Glucose,C4H40N0O0,988.22,11.82,763.765,Hormone
Urea,C14H22N3O5,827.3,11.49,486.874,Amide
Caffeine,C1H26N2O8,399.71,4.27,336.479,Organic Compound
Adenosine triphosphate,C20H11N3O9,682.5,N/A,435.821,Hormone
Ethanol,C18H28N3O6,779.84,12.62,337.528,Alcohol
Ethanol,C17H3N1O10,213.24,2.39,487.509,Alkaloid
Adenosine triphosphate,C10H13N5O10,202.96,1.07,630.175,Organic Compound
Dopamine,C5H5N1O9,465.72,4.36,368.048,Neurotransmitter
Aspirin,C7H31N0O3,915.59,5.63,111.199,Alkaloid
Dopamine,C8H8N5O1,840.13,13.36,363.451,Amide
Urea,C8H11N5O5,357.56,8.93,372.066,Alkaloid
Cholesterol,C4H4N0O1,428.53,8.78,908.366,Carbohydrate
Serotonin,C2H27N1O5,903.11,4.98,663.48,Lipid
Dopamine,C13H31N1O7,809.89,N/A,133.7,Hormone
Dopamine,C16H14N3O3,910.78,N/A,530.315,Nucleotide
Cholesterol,C13H11N2O9,769.56,4.39,518.226,Carbohydrate
Adrenaline,C16H13N3O2,158.28,1.01,554.743,Organic Compound
Cholesterol,C20H15N1O10,860.02,6.01,865.613,Hormone
Urea,C20H6N2O8,902.58,5.66,306.321,Lipid
Glucose,C15H7N0O9,819.89,2.31,119.434,Neurotransmitter
Adrenaline,C14H26N0O9,398.3,12.14,870.297,Alcohol
Cholesterol,C11H8N2O0,105.62,8.71,659.392,Alkaloid
Caffeine,C3H34N4O7,751.99,9.63,311.836,Hormone
Dopamine,C10H37N0O7,902.7,N/A,376.195,Amide
Glucose,C15H39N3O2,462.83,1.2,756.144,Alcohol
Dopamine,C4H4N1O1,920.52,12.29,710.31,Lipid
Glucose,C9H16N3O0,152.57,N/A,64.978,Alkaloid
Adenosine triphosphate,C16H19N5O9,521.11,9.13,481.314,Lipid
Serotonin,C3H34N1O1,403.22,6.08,391.707,Amide
Cholesterol,C3H28N4O3,714.78,12.04,686.741,Organic Compound
Adrenaline,C18H33N2O5,739.93,1.28,464.89,Nucleotide
Urea,C15H38N3O4,152.43,2.44,634.704,Lipid
Dopamine,C1H37N5O9,546.1,13.58,831.288,Neurotransmitter
Cholesterol,C16H27N2O7,591.65,N/A,970.298,Amide
Adenosine triphosphate,C8H16N5O2,89.92,8.22,516.016,Organic Compound
Adrenaline,C13H3N4O9,454.78,N/A,548.374,Lipid
Ethanol,C7H32N4O9,901.76,N/A,499.113,Neurotransmitter
Serotonin,C4H22N4O5,936.89,2.52,777.28,Alkaloid
Urea,C12H27N0O2,151.18,6.49,920.559,Neurotransmitter
Glucose,C14H22N4O10,607.65,4.83,579.548,Lipid
Glucose,C14H6N1O5,996.28,4.7,621.386,Alkaloid
Adenosine triphosphate,C20H12N0O1,130.3,9.67,517.798,Nucleotide
Aspirin,C13H8N4O2,353.8,N/A,448.157,Alcohol
Urea,C16H13N0O3,852.68,3.48,804.945,Neurotransmitter
Adrenaline,C18H36N5O8,900.7,5.92,429.875,Lipid
Aspirin,C1H18N1O3,608.31,11.09,108.704,Organic Compound
Adrenaline,C17H20N2O0,510.0,7.34,249.802,Carbohydrate
Glucose,C15H40N2O1,956.32,9.8,415.071,Amide
Adrenaline,C4H8N2O4,929.46,10.89,701.483,Hormone
Ethanol,C6H26N5O9,183.55,3.45,203.944,Hormone
Aspirin,C2H8N4O7,154.91,N/A,756.395,Neurotransmitter
Urea,C15H20N0O3,858.46,2.91,427.973,Hormone
Ethanol,C10H14N0O6,541.08,13.24,267.09,Alcohol
Ethanol,C15H28N0O7,748.8,4.87,890.68,Hormone
Caffeine,C17H27N2O3,573.73,3.14,24.369,Alcohol
Serotonin,C4H36N1O9,96.86,N/A,131.175,Alcohol
Urea,C2H37N2O4,213.88,11.37,82.794,Nucleotide
Serotonin,C1H35N1O9,949.74,N/A,839.121,Nucleotide
Aspirin,C14H11N2O10,777.95,12.92,815.548,Neurotransmitter
Cholesterol,C3H19N5O0,835.94,9.76,341.357,Neurotransmitter
Cholesterol,C12H2N2O6,608.56,N/A,302.397,Carbohydrate
Caffeine,C17H4N5O5,379.61,5.2,793.943,Hormone
Cholesterol,C19H39N4O0,353.27,2.21,187.029,Carbohydrate
Urea,C6H37N5O6,87.73,N/A,728.067,Neurotransmitter
Urea,C9H35N0O10,938.38,10.82,443.424,Lipid
Aspirin,C15H8N1O4,829.44,N/A,437.213,Organic Compound
Dopamine,C18H1N3O5,256.73,9.3,427.169,Alkaloid
Adenosine triphosphate,C4H31N0O6,269.37,1.73,152.736,Alcohol
Glucose,C6H35N2O9,535.56,10.21,51.002,Alcohol
Adrenaline,C20H8N3O9,631.03,5.95,253.873,Lipid
