compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C5H9N5O7,895.85,6.13,27.277,Nucleotide
Urea,C18H2N1O3,339.96,2.04,873.599,Hormone
Urea,C9H40N3O5,815.85,3.67,36.299,Alkaloid
Ethanol,C13H12N4O0,141.93,13.09,748.062,Neurotransmitter
Caffeine,C1H25N4O7,914.45,7.37,986.701,Nucleotide
Cholesterol,C11H12N5O9,382.19,N/A,721.213,Lipid
Caffeine,C13H29N1O9,759.48,9.5,598.802,Hormone
Serotonin,C13H33N3O1,370.99,11.47,416.377,Amide
Urea,C13H2N3O9,671.14,N/A,525.601,Amide
Serotonin,C10H22N5O3,404.14,13.8,747.204,Neurotransmitter
Adenosine triphosphate,C3H23N3O9,406.24,9.66,790.631,Hormone
Dopamine,C12H24N2O6,704.26,N/A,944.511,Amide
Ethanol,C17H7N1O10,569.59,11.95,554.796,Amide
Adenosine triphosphate,C6H37N1O4,978.55,6.31,664.087,Alcohol
Serotonin,C12H30N0O9,229.7,6.14,303.735,Amide
Aspirin,C1H17N3O8,327.91,12.98,175.421,Alkaloid
Adenosine triphosphate,C17H9N0O6,70.83,N/A,699.055,Amide
Aspirin,C18H10N4O0,547.62,3.91,858.466,Carbohydrate
Dopamine,C6H17N4O4,205.66,13.09,709.614,Neurotransmitter
Dopamine,C15H28N5O8,394.86,13.0,281.798,Alcohol
Serotonin,C5H20N3O5,573.28,2.24,934.661,Neurotransmitter
Ethanol,C16H3N1O4,709.02,12.52,607.224,Nucleotide
Urea,C14H4N4O6,948.71,4.36,801.72,Lipid
Dopamine,C19H31N0O8,936.48,2.87,973.824,Nucleotide
Caffeine,C4H16N0O8,478.65,8.18,312.294,Alkaloid
Caffeine,C14H15N1O2,514.86,N/A,884.139,Hormone
Aspirin,C18H3N2O2,287.84,13.95,123.763,Carbohydrate
Serotonin,C15H5N3O5,928.45,4.45,674.165,Alcohol
Aspirin,C10H24N1O7,271.91,6.51,952.796,Nucleotide
Dopamine,C13H31N4O10,355.02,1.79,22.933,Hormone
Aspirin,C7H12N0O2,86.63,12.06,317.47,Alkaloid
Ethanol,C13H31N3O9,406.28,6.36,8.441,Carbohydrate
Urea,C15H10N5O5,55.17,9.14,842.587,Alcohol
Dopamine,C17H13N3O5,531.48,N/A,521.689,Hormone
Urea,C7H28N4O9,694.52,5.27,116.875,Neurotransmitter
Dopamine,C3H40N1O10,103.54,3.61,399.434,Carbohydrate
Adrenaline,C18H33N1O3,655.0,8.65,804.3,Neurotransmitter
Ethanol,C4H34N1O7,971.25,3.64,271.605,Lipid
Serotonin,C8H21N5O2,790.82,5.15,274.463,Nucleotide
Ethanol,C2H1N3O2,657.32,4.94,511.22,Nucleotide
Glucose,C3H3N4O9,769.37,8.26,290.755,Lipid
Adenosine triphosphate,C17H23N0O5,845.3,4.73,954.629,Hormone
Adrenaline,C19H19N1O5,863.05,N/A,251.911,Nucleotide
Aspirin,C17H9N1O2,765.46,9.54,177.09,Amide
Cholesterol,C5H13N5O4,513.74,7.14,192.147,Alkaloid
Ethanol,C11H38N5O5,113.03,N/A,13.379,Nucleotide
Aspirin,C15H23N2O1,523.87,7.59,578.516,Nucleotide
Cholesterol,C15H3N3O8,676.34,11.85,749.736,Neurotransmitter
Adenosine triphosphate,C17H3N3O3,275.72,3.73,989.631,Neurotransmitter
Adrenaline,C20H16N5O3,438.66,1.27,700.068,Organic Compound
Urea,C8H37N3O3,664.68,10.73,707.239,Amide
Urea,C16H2N0O3,730.06,1.56,256.573,Lipid
Adenosine triphosphate,C12H18N4O5,471.21,5.28,199.571,Alkaloid
Glucose,C12H4N0O8,218.56,N/A,934.761,Nucleotide
Adrenaline,C20H1N1O4,711.73,6.64,48.786,Carbohydrate
Urea,C18H20N5O9,296.18,3.36,550.123,Lipid
Aspirin,C12H27N4O9,256.54,6.84,180.254,Alkaloid
Cholesterol,C7H37N3O6,218.37,N/A,231.997,Neurotransmitter
Aspirin,C17H35N1O4,418.15,2.46,957.981,Alcohol
Glucose,C15H25N1O8,126.16,8.63,354.969,Alcohol
Ethanol,C8H6N1O7,175.27,N/A,805.494,Hormone
Urea,C12H40N0O3,818.78,9.05,568.888,Lipid
Glucose,C16H30N1O6,189.31,7.68,404.4,Carbohydrate
Urea,C11H37N1O4,164.22,N/A,134.215,Amide
Adenosine triphosphate,C9H3N4O2,413.74,7.42,598.101,Lipid
Serotonin,C4H34N5O3,668.95,8.27,891.408,Carbohydrate
Glucose,C20H31N1O5,990.12,N/A,904.181,Alcohol
Glucose,C8H38N1O5,625.29,12.82,26.034,Alcohol
Adrenaline,C4H22N4O2,96.74,3.33,880.412,Nucleotide
Cholesterol,C13H24N5O9,610.01,3.3,753.367,Hormone
Serotonin,C15H37N2O6,879.69,5.08,388.343,Alkaloid
Adenosine triphosphate,C17H26N5O7,268.03,11.08,437.403,Hormone
Cholesterol,C15H12N3O10,331.61,N/A,300.008,Alcohol
Serotonin,C13H15N0O6,562.53,7.58,834.788,Alkaloid
Adrenaline,C7H27N4O5,671.63,12.63,805.728,Carbohydrate
Cholesterol,C3H34N0O4,644.34,13.08,774.666,Amide
Adrenaline,C7H33N2O8,375.79,10.44,530.65,Hormone
Caffeine,C3H28N1O5,318.04,6.81,599.152,Nucleotide
Urea,C15H12N2O6,557.19,13.87,395.248,Amide
Cholesterol,C10H8N2O2,914.1,9.47,342.617,Organic Compound
Serotonin,C18H25N1O6,799.0,7.65,727.362,Hormone
Caffeine,C10H35N1O5,960.19,11.26,235.505,Amide
Ethanol,C10H38N1O9,747.53,3.33,974.242,Neurotransmitter
Caffeine,C19H39N3O7,519.9,3.43,318.871,Alcohol
Adenosine triphosphate,C5H25N0O8,309.43,8.52,548.237,Hormone
Adrenaline,C10H11N1O0,206.9,N/A,881.186,Hormone
Dopamine,C13H2N5O2,464.62,13.87,380.503,Amide
Adrenaline,C18H17N2O6,746.63,3.6,703.982,Lipid
Glucose,C18H40N4O5,399.73,7.67,395.538,Neurotransmitter
Urea,C5H6N5O7,294.36,13.81,457.957,Carbohydrate
Adenosine triphosphate,C10H4N4O6,704.28,4.4,768.644,Lipid
Glucose,C6H13N4O2,359.61,8.61,869.888,Alcohol
Caffeine,C15H29N1O1,605.57,N/A,245.693,Nucleotide
Glucose,C11H31N1O2,348.32,5.11,805.208,Neurotransmitter
