compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C3H21N0O6,207.29,8.87,660.848,Neurotransmitter
Adrenaline,C8H3N1O1,573.88,N/A,786.401,Hormone
Adrenaline,C20H33N3O0,464.38,4.71,69.124,Alcohol
Aspirin,C19H19N4O7,816.26,8.13,504.389,Alcohol
Adrenaline,C13H11N2O4,232.69,N/A,789.674,Alkaloid
Caffeine,C2H10N4O2,736.82,N/A,839.441,Alkaloid
Adenosine triphosphate,C8H31N5O1,602.24,11.97,266.912,Hormone
Glucose,C9H37N2O3,473.85,3.58,901.84,Neurotransmitter
Adenosine triphosphate,C4H24N0O0,190.81,6.53,749.978,Lipid
Cholesterol,C18H26N4O3,645.97,10.01,176.614,Nucleotide
Serotonin,C5H17N1O9,148.63,6.95,902.424,Carbohydrate
Ethanol,C5H1N4O7,214.98,N/A,567.89,Alcohol
Adenosine triphosphate,C2H2N3O1,972.0,9.14,523.019,Alkaloid
Aspirin,C7H11N1O0,58.58,12.17,653.589,Carbohydrate
Urea,C7H9N5O9,891.52,1.35,715.497,Amide
Glucose,C3H20N5O0,267.79,4.21,32.666,Amide
Dopamine,C4H32N5O3,862.08,1.47,97.355,Nucleotide
Cholesterol,C2H7N2O8,496.74,10.61,93.189,Carbohydrate
Adenosine triphosphate,C6H29N3O3,838.42,6.69,64.081,Hormone
Glucose,C19H24N1O1,749.24,N/A,135.701,Amide
Glucose,C1H40N3O8,124.5,9.54,254.136,Organic Compound
Caffeine,C10H10N5O8,210.74,1.09,122.586,Organic Compound
Cholesterol,C16H34N0O2,393.29,N/A,953.626,Neurotransmitter
Adenosine triphosphate,C10H38N5O5,733.65,2.41,481.525,Organic Compound
Adenosine triphosphate,C7H20N4O8,298.68,4.44,484.185,Organic Compound
Ethanol,C5H21N5O0,729.17,8.97,626.028,Nucleotide
Adrenaline,C10H34N0O2,936.04,N/A,952.847,Amide
Caffeine,C11H31N5O5,980.86,N/A,44.042,Carbohydrate
Urea,C9H2N1O8,234.82,13.76,918.55,Carbohydrate
Ethanol,C7H10N4O1,520.19,2.38,923.627,Organic Compound
Caffeine,C18H10N0O5,375.99,8.68,882.256,Alkaloid
Cholesterol,C11H10N3O10,359.13,N/A,406.068,Lipid
Glucose,C10H30N5O6,385.95,N/A,422.816,Organic Compound
Ethanol,C19H39N5O8,126.93,N/A,427.822,Carbohydrate
Glucose,C11H9N0O4,852.0,1.32,605.479,Alkaloid
Adenosine triphosphate,C7H13N3O5,455.04,10.52,269.977,Neurotransmitter
Urea,C10H15N1O9,604.34,7.85,313.197,Nucleotide
Glucose,C4H18N4O6,165.51,11.53,464.266,Alcohol
Cholesterol,C1H38N0O1,243.82,N/A,828.086,Alkaloid
Caffeine,C12H31N5O4,575.95,5.91,411.596,Organic Compound
Aspirin,C12H11N2O6,894.16,N/A,475.78,Lipid
Adenosine triphosphate,C7H18N0O10,746.65,N/A,988.632,Neurotransmitter
Serotonin,C2H35N0O4,104.68,12.12,737.28,Nucleotide
Adrenaline,C17H22N2O0,963.19,10.53,695.848,Organic Compound
Dopamine,C9H14N2O3,500.45,3.42,508.81,Alkaloid
Dopamine,C10H16N2O1,868.96,7.13,505.483,Nucleotide
Caffeine,C7H5N2O5,179.2,12.37,839.51,Hormone
Glucose,C1H5N1O2,969.64,13.6,450.723,Neurotransmitter
Aspirin,C13H21N0O4,633.36,10.74,925.675,Lipid
Cholesterol,C12H29N2O6,204.82,N/A,244.592,Alcohol
Dopamine,C4H20N4O9,128.07,4.18,118.881,Carbohydrate
Serotonin,C15H38N4O1,623.37,N/A,243.717,Lipid
Urea,C4H1N0O4,344.8,4.99,990.766,Nucleotide
Serotonin,C17H3N4O4,725.67,N/A,355.483,Carbohydrate
Cholesterol,C12H25N5O9,719.95,4.34,415.156,Neurotransmitter
Caffeine,C10H10N4O5,682.71,8.16,436.392,Alcohol
Cholesterol,C14H22N5O10,578.66,12.39,845.705,Lipid
Glucose,C2H23N3O6,381.61,N/A,874.363,Carbohydrate
Adrenaline,C11H13N1O4,620.86,6.42,962.757,Amide
Cholesterol,C1H38N0O5,127.29,10.86,365.784,Carbohydrate
Adrenaline,C16H26N2O10,397.41,N/A,285.031,Alkaloid
Urea,C11H23N2O0,121.58,12.35,25.14,Carbohydrate
Ethanol,C12H34N0O2,451.39,6.38,249.362,Alkaloid
Ethanol,C8H11N0O3,86.08,3.87,65.383,Organic Compound
Adrenaline,C6H7N4O8,608.64,11.68,477.052,Alcohol
Adenosine triphosphate,C10H30N2O1,639.2,N/A,186.303,Amide
Adrenaline,C9H14N3O1,322.28,6.66,190.719,Hormone
Serotonin,C13H22N0O6,951.17,5.42,766.789,Carbohydrate
Serotonin,C4H28N0O2,668.09,N/A,336.213,Hormone
Adrenaline,C11H15N3O2,62.06,3.34,158.976,Carbohydrate
Aspirin,C4H32N0O0,572.31,11.53,441.722,Neurotransmitter
Aspirin,C6H20N5O1,997.89,8.38,530.056,Hormone
Aspirin,C5H36N2O8,856.36,5.49,137.493,Hormone
Ethanol,C8H2N4O3,249.42,N/A,737.062,Organic Compound
Glucose,C15H27N4O8,53.36,13.18,239.25,Neurotransmitter
Adenosine triphosphate,C4H5N3O0,765.66,N/A,65.838,Hormone
Ethanol,C17H13N5O1,594.6,10.11,198.144,Alkaloid
Urea,C13H26N5O9,554.13,9.26,930.959,Alcohol
Caffeine,C18H12N4O9,441.22,4.85,574.578,Alkaloid
Serotonin,C14H23N5O6,924.49,12.79,470.495,Hormone
Serotonin,C5H16N3O1,664.93,N/A,78.663,Hormone
Glucose,C9H17N2O8,120.92,7.38,574.361,Hormone
Serotonin,C19H18N2O9,459.99,1.74,13.678,Lipid
Adrenaline,C2H14N3O2,700.33,4.06,771.264,Organic Compound
Adrenaline,C14H39N5O6,753.22,6.36,672.888,Lipid
Aspirin,C4H31N4O7,393.6,10.64,96.596,Neurotransmitter
Ethanol,C17H15N2O1,468.23,7.6,182.581,Alkaloid
Adenosine triphosphate,C6H4N4O10,711.9,9.22,448.194,Alcohol
Dopamine,C4H36N5O1,826.52,10.24,254.734,Nucleotide
Adenosine triphosphate,C5H10N2O7,969.08,4.93,545.248,Hormone
Cholesterol,C20H17N1O1,289.99,N/A,817.082,Neurotransmitter
Adenosine triphosphate,C4H14N4O0,904.66,N/A,119.91,Alkaloid
Adrenaline,C16H4N5O0,194.45,4.89,102.727,Amide
Adrenaline,C3H2N1O10,286.83,8.93,112.997,Lipid
Adenosine triphosphate,C19H32N5O3,810.99,8.68,911.529,Alcohol
Adenosine triphosphate,C5H22N3O4,231.27,5.43,304.57,Amide
Aspirin,C7H38N5O4,803.83,1.68,979.484,Alcohol
Dopamine,C12H14N4O8,740.32,1.74,867.621,Nucleotide
Urea,C6H9N2O1,862.97,N/A,736.505,Organic Compound
Dopamine,C13H17N5O6,93.12,12.34,938.72,Neurotransmitter
Adenosine triphosphate,C16H18N5O9,864.16,13.07,674.363,Amide
Serotonin,C3H34N2O9,622.59,11.35,52.694,Lipid
Aspirin,C5H2N4O0,617.17,N/A,271.132,Carbohydrate
Urea,C10H24N1O2,120.0,N/A,294.214,Hormone
Adenosine triphosphate,C8H12N1O3,123.01,12.51,318.54,Alkaloid
Aspirin,C14H13N0O0,730.26,N/A,860.922,Amide
Adrenaline,C14H21N1O0,124.9,12.83,300.265,Alkaloid
Caffeine,C19H9N3O5,553.36,N/A,818.737,Organic Compound
Urea,C5H17N5O6,581.94,12.86,596.852,Lipid
Adenosine triphosphate,C14H10N5O1,298.23,N/A,938.283,Carbohydrate
Aspirin,C20H21N2O2,349.48,10.33,491.426,Alkaloid
Ethanol,C16H1N3O6,657.43,11.46,330.248,Hormone
Caffeine,C1H22N2O3,741.01,5.93,177.379,Alcohol
Dopamine,C15H19N5O0,274.47,4.25,795.959,Alkaloid
Cholesterol,C3H16N0O4,750.48,7.42,826.909,Neurotransmitter
Urea,C1H33N2O6,659.44,2.92,833.937,Carbohydrate
Glucose,C16H14N4O3,597.41,3.6,436.139,Alkaloid
Cholesterol,C4H31N0O10,275.42,12.56,222.151,Carbohydrate
Serotonin,C10H25N2O3,222.19,5.31,436.932,Nucleotide
Dopamine,C1H24N2O9,429.48,8.66,929.722,Carbohydrate
Aspirin,C2H23N5O6,543.57,8.88,975.668,Hormone
Adenosine triphosphate,C15H5N5O2,674.72,10.34,541.917,Lipid
Ethanol,C8H31N4O3,98.92,N/A,450.82,Carbohydrate
Ethanol,C17H10N4O5,623.87,10.54,850.022,Nucleotide
Caffeine,C14H34N1O0,59.54,N/A,219.06,Nucleotide
Serotonin,C1H13N3O1,684.08,1.48,744.52,Lipid
Cholesterol,C5H25N3O10,718.61,4.2,887.415,Alkaloid
Aspirin,C19H21N2O7,351.69,N/A,702.268,Hormone
Serotonin,C13H37N4O2,447.76,13.56,701.83,Amide
Serotonin,C8H12N5O6,127.71,9.81,590.382,Carbohydrate
Caffeine,C4H28N1O1,666.99,8.67,757.826,Alkaloid
Adenosine triphosphate,C15H18N4O3,575.36,7.6,715.31,Alkaloid
Serotonin,C8H4N2O7,627.68,N/A,641.518,Hormone
Adrenaline,C17H14N0O5,112.78,N/A,443.609,Organic Compound
Caffeine,C1H35N0O3,718.63,N/A,484.194,Alkaloid
Aspirin,C5H35N4O8,945.13,N/A,12.233,Neurotransmitter
Dopamine,C19H15N4O8,176.33,5.63,655.156,Neurotransmitter
Urea,C1H18N5O0,731.54,11.54,503.115,Amide
Aspirin,C13H12N1O4,861.82,N/A,689.717,Amide
Aspirin,C7H14N2O4,870.12,7.36,265.575,Hormone
Adenosine triphosphate,C16H10N0O4,850.97,5.26,870.041,Organic Compound
Cholesterol,C15H16N1O8,82.6,10.98,915.766,Carbohydrate
Dopamine,C15H40N2O9,765.52,5.84,684.159,Neurotransmitter
Glucose,C10H4N3O9,616.4,2.63,980.032,Nucleotide
Serotonin,C13H32N4O3,284.79,5.82,395.538,Alcohol
Ethanol,C20H2N5O1,819.84,13.83,52.404,Nucleotide
Glucose,C4H24N0O3,911.36,8.07,511.527,Organic Compound
Urea,C14H35N4O2,519.84,11.14,309.571,Amide
Adrenaline,C1H15N1O7,620.88,1.58,605.566,Alcohol
Dopamine,C8H29N4O0,859.92,6.79,790.063,Lipid
Aspirin,C4H25N3O3,697.17,N/A,823.782,Neurotransmitter
Glucose,C9H7N5O6,634.83,9.17,572.941,Amide
Adrenaline,C3H21N0O6,935.15,12.96,595.208,Amide
Dopamine,C4H28N0O5,780.07,N/A,72.128,Amide
