compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C9H4N3O5,652.74,N/A,969.57,Neurotransmitter
Dopamine,C1H21N4O1,611.86,6.59,441.257,Hormone
Serotonin,C9H31N3O8,824.85,N/A,91.076,Neurotransmitter
Glucose,C11H25N1O4,440.25,N/A,511.178,Hormone
Cholesterol,C11H9N3O6,207.39,N/A,825.742,Hormone
Glucose,C7H6N0O4,902.8,11.32,396.461,Alkaloid
Urea,C2H10N5O10,146.09,11.47,796.235,Alkaloid
Cholesterol,C13H40N0O9,649.15,4.49,411.642,Hormone
Ethanol,C2H22N3O10,321.31,12.71,276.585,Carbohydrate
Serotonin,C5H29N2O7,746.26,3.2,688.448,Neurotransmitter
Glucose,C6H39N1O4,728.51,2.93,445.587,Alkaloid
Cholesterol,C1H16N5O7,778.44,10.37,72.589,Hormone
Urea,C1H7N0O10,889.5,10.29,687.825,Alkaloid
Adenosine triphosphate,C19H9N4O7,256.24,N/A,129.807,Amide
Glucose,C3H1N3O2,847.03,2.76,121.563,Alkaloid
Glucose,C15H23N1O3,587.54,N/A,698.058,Alkaloid
Glucose,C7H18N5O3,72.15,3.66,331.515,Amide
Glucose,C2H2N1O7,834.29,10.86,937.357,Alkaloid
Adenosine triphosphate,C9H18N3O7,687.96,N/A,358.375,Nucleotide
Serotonin,C2H24N3O1,201.96,3.1,998.743,Carbohydrate
Adrenaline,C14H29N0O1,986.72,4.55,313.877,Alcohol
Caffeine,C12H25N1O8,554.83,N/A,202.306,Neurotransmitter
Adenosine triphosphate,C15H21N4O4,398.88,9.66,208.089,Alcohol
Caffeine,C18H9N1O10,247.29,N/A,101.028,Nucleotide
Cholesterol,C19H24N4O2,498.25,11.8,447.225,Amide
Caffeine,C5H3N0O6,207.67,N/A,727.641,Amide
Ethanol,C14H14N2O1,194.09,2.03,832.755,Amide
Urea,C4H32N2O9,926.32,4.84,535.769,Neurotransmitter
Serotonin,C4H34N5O4,437.01,4.19,502.868,Neurotransmitter
Urea,C6H2N5O0,674.52,12.08,856.838,Alkaloid
Adenosine triphosphate,C2H19N0O0,607.0,8.54,766.516,Alcohol
Cholesterol,C10H11N3O9,824.29,N/A,724.305,Hormone
Caffeine,C2H3N5O2,216.1,N/A,244.106,Neurotransmitter
Caffeine,C6H7N3O8,673.31,5.07,396.957,Alkaloid
Glucose,C3H38N4O10,316.38,4.48,180.864,Lipid
Adrenaline,C2H22N3O1,283.37,3.22,979.366,Alcohol
Aspirin,C17H2N0O9,342.14,11.8,429.546,Organic Compound
Adrenaline,C7H32N0O1,207.65,10.91,630.379,Amide
Dopamine,C3H31N1O2,467.56,2.84,688.641,Amide
Urea,C2H4N1O8,77.41,3.74,215.929,Nucleotide
Cholesterol,C12H23N4O1,339.46,12.81,788.889,Nucleotide
Adrenaline,C6H37N0O8,423.08,N/A,424.643,Carbohydrate
Caffeine,C16H20N0O3,437.95,N/A,378.938,Neurotransmitter
Caffeine,C11H40N5O6,661.14,10.44,950.758,Lipid
Caffeine,C7H5N3O5,593.68,10.94,589.017,Alcohol
Urea,C12H10N1O9,406.73,6.67,920.9,Alkaloid
Serotonin,C8H34N4O1,613.85,6.45,37.131,Neurotransmitter
Caffeine,C17H5N1O9,567.18,N/A,555.201,Organic Compound
Adenosine triphosphate,C14H8N1O8,762.89,2.06,204.827,Amide
Adrenaline,C10H24N4O5,322.12,4.15,585.975,Lipid
Ethanol,C11H20N0O4,205.4,5.45,907.951,Alcohol
Urea,C2H14N4O6,769.93,8.99,693.195,Nucleotide
Glucose,C20H11N4O5,50.63,10.02,720.235,Lipid
Serotonin,C11H10N3O10,286.91,2.95,735.431,Neurotransmitter
Urea,C6H31N2O0,136.21,N/A,274.771,Carbohydrate
Adrenaline,C2H24N1O10,755.53,N/A,977.107,Organic Compound
Serotonin,C15H25N3O3,125.94,13.55,152.902,Amide
Cholesterol,C18H12N0O8,842.36,N/A,9.917,Amide
Caffeine,C16H15N2O6,403.13,N/A,28.546,Lipid
Ethanol,C17H24N1O9,432.05,8.92,979.747,Alkaloid
Urea,C17H18N4O2,904.28,9.39,975.825,Alcohol
Cholesterol,C16H19N3O0,656.65,6.26,933.816,Organic Compound
Adenosine triphosphate,C5H1N0O2,719.85,2.47,898.276,Amide
Cholesterol,C8H10N2O8,467.59,6.38,694.463,Amide
Aspirin,C16H7N5O9,394.69,N/A,814.837,Hormone
Dopamine,C14H17N1O2,416.34,11.88,356.296,Alkaloid
Aspirin,C11H34N3O6,277.72,12.49,13.056,Hormone
Glucose,C15H11N2O5,523.74,7.72,276.664,Carbohydrate
Serotonin,C20H1N4O4,595.81,5.57,100.162,Amide
Ethanol,C1H33N1O1,422.7,1.51,976.977,Organic Compound
