compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C17H19N3O5,704.44,3.03,94.692,Nucleotide
Aspirin,C15H14N0O4,779.15,9.04,785.166,Amide
Glucose,C12H8N5O0,232.93,11.75,263.744,Lipid
Cholesterol,C11H4N4O5,546.13,5.34,105.096,Lipid
Ethanol,C16H26N2O1,223.03,3.5,171.228,Organic Compound
Glucose,C12H21N3O1,737.3,1.88,142.431,Hormone
Aspirin,C4H40N4O10,311.53,2.63,754.974,Alcohol
Dopamine,C17H26N2O3,837.56,9.19,982.825,Alkaloid
Caffeine,C4H35N0O3,196.06,2.19,340.387,Nucleotide
Adrenaline,C17H1N0O9,679.68,N/A,374.398,Carbohydrate
Caffeine,C12H27N3O5,69.64,1.7,68.969,Nucleotide
Cholesterol,C8H24N2O9,805.86,9.54,573.583,Lipid
Adrenaline,C7H8N1O1,407.27,N/A,926.179,Lipid
Cholesterol,C18H18N5O1,129.29,N/A,879.908,Hormone
Dopamine,C7H17N3O1,559.34,N/A,86.541,Carbohydrate
Serotonin,C15H30N1O7,79.03,3.07,268.638,Alkaloid
Caffeine,C1H35N1O10,736.34,4.27,98.968,Alcohol
Adenosine triphosphate,C3H30N1O2,797.7,5.52,599.553,Alcohol
Aspirin,C15H32N4O2,204.57,11.34,368.106,Nucleotide
Ethanol,C2H30N5O9,131.0,10.79,427.375,Carbohydrate
Caffeine,C15H35N1O10,303.89,5.22,667.726,Carbohydrate
Adenosine triphosphate,C1H27N5O6,568.1,2.69,208.245,Carbohydrate
Cholesterol,C6H18N4O4,447.15,7.94,324.517,Alkaloid
Ethanol,C8H15N3O5,424.6,3.26,382.859,Nucleotide
Caffeine,C7H3N2O0,231.97,10.28,140.759,Carbohydrate
Urea,C20H9N0O2,178.37,5.13,92.667,Nucleotide
Adrenaline,C16H21N3O4,566.13,6.59,570.891,Alcohol
Adenosine triphosphate,C6H16N5O9,887.54,N/A,682.427,Hormone
Urea,C19H7N4O3,503.41,6.59,47.524,Alkaloid
Dopamine,C12H20N2O10,997.74,7.56,673.811,Carbohydrate
Cholesterol,C19H30N4O2,406.36,N/A,759.515,Amide
Urea,C3H4N0O1,590.77,4.53,778.428,Carbohydrate
Adrenaline,C4H18N5O4,405.46,10.37,743.347,Neurotransmitter
Aspirin,C12H34N3O8,130.71,1.09,399.093,Nucleotide
Adrenaline,C9H35N3O7,667.62,5.15,73.023,Alkaloid
Urea,C1H37N5O3,812.17,7.57,232.724,Nucleotide
Caffeine,C13H25N4O5,686.28,7.47,335.184,Organic Compound
Serotonin,C1H39N3O9,777.31,10.17,70.897,Lipid
Adenosine triphosphate,C8H1N4O6,245.0,3.1,28.059,Organic Compound
Caffeine,C3H34N0O0,965.07,6.52,948.622,Amide
Glucose,C4H20N2O10,569.19,5.78,79.31,Alkaloid
Caffeine,C19H11N1O7,569.01,11.69,732.269,Organic Compound
