compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C15H1N3O8,525.76,13.11,574.981,Hormone
Adrenaline,C7H27N0O7,341.45,N/A,123.615,Organic Compound
Adenosine triphosphate,C6H40N5O9,814.42,2.91,592.32,Organic Compound
Caffeine,C19H21N3O0,510.39,N/A,305.123,Nucleotide
Caffeine,C18H13N2O8,286.96,13.68,513.811,Alkaloid
Dopamine,C20H22N1O0,78.49,11.54,806.721,Amide
Cholesterol,C19H28N0O8,648.21,9.58,777.588,Neurotransmitter
Serotonin,C19H32N2O3,679.33,N/A,810.296,Neurotransmitter
Aspirin,C19H12N2O7,251.48,N/A,325.689,Nucleotide
Cholesterol,C19H1N1O7,601.4,5.77,561.164,Alcohol
Caffeine,C1H16N2O2,689.18,2.49,120.562,Amide
Caffeine,C20H36N5O5,733.45,5.0,7.027,Hormone
Ethanol,C5H14N4O10,876.24,4.69,251.356,Organic Compound
Adrenaline,C2H20N5O3,684.89,7.68,907.653,Neurotransmitter
Aspirin,C12H36N1O6,226.02,N/A,695.146,Lipid
Ethanol,C11H1N0O5,724.04,N/A,371.42,Lipid
Serotonin,C7H18N2O2,643.66,N/A,757.241,Alcohol
Ethanol,C13H18N3O5,425.57,N/A,215.743,Lipid
Serotonin,C3H39N0O1,759.96,10.89,416.261,Carbohydrate
Serotonin,C4H11N4O3,303.37,9.34,531.423,Alcohol
Adrenaline,C8H15N3O7,90.4,2.09,129.112,Carbohydrate
Caffeine,C7H7N0O6,407.98,7.05,179.538,Neurotransmitter
Urea,C19H11N5O8,838.24,13.83,539.222,Nucleotide
Urea,C13H34N4O0,804.67,10.41,430.939,Amide
Adenosine triphosphate,C17H33N4O3,201.42,1.96,991.946,Organic Compound
Adenosine triphosphate,C20H38N3O3,683.58,6.93,263.459,Alcohol
Dopamine,C8H35N2O8,791.97,4.33,936.453,Hormone
Cholesterol,C8H28N4O1,519.1,9.97,823.301,Carbohydrate
Aspirin,C10H20N5O4,245.9,5.71,888.417,Neurotransmitter
Aspirin,C7H36N5O3,254.75,13.11,469.409,Hormone
Adrenaline,C2H38N0O2,709.95,3.53,963.234,Alcohol
Aspirin,C5H27N0O8,158.42,3.23,544.258,Hormone
Adrenaline,C2H28N0O10,663.41,10.62,160.987,Alcohol
Urea,C6H7N2O7,635.44,7.44,547.344,Nucleotide
Serotonin,C6H27N3O0,906.01,13.3,423.252,Amide
Aspirin,C4H39N4O0,439.39,6.71,298.001,Alcohol
Urea,C2H20N4O2,538.69,3.45,57.198,Alkaloid
Caffeine,C19H32N3O5,641.77,1.25,685.83,Lipid
Adrenaline,C11H24N0O0,736.99,8.39,971.778,Hormone
Cholesterol,C14H30N1O5,505.57,9.93,945.749,Carbohydrate
Adenosine triphosphate,C14H1N5O4,278.19,8.12,72.865,Alkaloid
Dopamine,C20H3N5O10,614.41,13.38,57.24,Carbohydrate
Adrenaline,C2H24N5O2,340.79,N/A,145.343,Hormone
Urea,C12H28N0O8,715.25,1.34,770.604,Lipid
Ethanol,C4H39N4O3,417.61,13.13,340.771,Alcohol
Cholesterol,C13H19N5O6,836.7,10.31,418.932,Neurotransmitter
Dopamine,C19H34N1O0,530.88,3.69,195.272,Nucleotide
Ethanol,C6H4N0O7,560.01,7.84,982.636,Amide
Serotonin,C4H31N3O3,271.59,6.66,429.812,Neurotransmitter
Adrenaline,C18H38N0O7,177.4,N/A,490.905,Neurotransmitter
Ethanol,C15H16N2O1,422.23,N/A,775.255,Nucleotide
Urea,C18H12N1O1,956.75,N/A,878.986,Amide
Serotonin,C13H17N2O0,286.54,1.44,938.239,Lipid
Dopamine,C7H25N4O0,296.12,N/A,268.485,Alcohol
Glucose,C12H17N0O10,671.89,4.67,410.496,Alcohol
Cholesterol,C8H16N2O0,739.73,N/A,607.81,Organic Compound
Glucose,C11H30N4O10,405.11,4.23,184.087,Nucleotide
Dopamine,C8H31N0O6,931.46,7.18,249.477,Alkaloid
