compound,formula,mw,pka,solubility_mg_ml,class
Urea,C9H33N1O1,811.18,N/A,108.002,Hormone
Dopamine,C13H3N3O0,557.75,N/A,176.675,Alcohol
Dopamine,C17H30N0O7,220.04,13.31,555.045,Nucleotide
Dopamine,C14H32N2O6,702.55,10.29,171.794,Amide
Cholesterol,C14H12N0O4,266.85,N/A,351.338,Carbohydrate
Ethanol,C11H26N1O8,239.79,12.45,594.864,Alcohol
Adrenaline,C15H12N5O10,733.77,12.85,378.853,Alkaloid
Glucose,C1H19N4O5,388.06,9.35,232.229,Nucleotide
Caffeine,C13H31N0O2,962.82,4.09,34.854,Nucleotide
Caffeine,C9H37N1O1,99.48,8.36,932.702,Hormone
Dopamine,C5H1N2O2,256.86,12.93,860.366,Lipid
Serotonin,C12H25N1O6,206.02,10.07,174.673,Nucleotide
Serotonin,C16H38N3O1,499.57,6.96,559.866,Alcohol
Serotonin,C8H38N2O0,966.08,8.35,815.788,Neurotransmitter
Dopamine,C2H6N0O5,948.9,1.49,38.027,Amide
Urea,C4H5N5O8,535.89,6.91,123.98,Organic Compound
Serotonin,C3H36N4O10,861.2,N/A,9.107,Neurotransmitter
Urea,C8H3N0O10,712.44,10.72,325.858,Alcohol
Cholesterol,C10H39N0O10,605.9,2.76,935.803,Organic Compound
Aspirin,C3H34N4O1,522.73,7.78,765.795,Lipid
Ethanol,C19H7N3O8,691.38,N/A,118.92,Neurotransmitter
Adenosine triphosphate,C12H31N1O7,385.36,4.97,448.763,Neurotransmitter
Adenosine triphosphate,C4H1N2O3,529.0,3.19,856.282,Neurotransmitter
Caffeine,C5H25N2O7,693.91,7.83,784.559,Amide
Urea,C20H1N1O1,527.89,N/A,189.122,Neurotransmitter
Adrenaline,C16H18N5O5,444.56,9.14,824.034,Carbohydrate
Aspirin,C20H35N1O4,674.5,13.87,112.077,Alkaloid
Cholesterol,C8H18N0O10,423.21,11.03,923.585,Lipid
Glucose,C17H36N0O0,584.2,11.93,108.684,Alkaloid
Aspirin,C20H33N1O2,505.17,N/A,89.372,Amide
Ethanol,C17H27N2O10,162.28,1.01,931.748,Neurotransmitter
Dopamine,C18H2N2O1,681.72,5.08,585.265,Alcohol
Serotonin,C2H22N1O5,50.54,6.21,434.998,Nucleotide
Serotonin,C12H40N0O3,70.01,9.73,75.289,Lipid
Caffeine,C4H31N0O0,647.72,3.78,646.012,Alcohol
Adrenaline,C1H7N5O1,397.14,5.84,32.062,Lipid
Dopamine,C19H30N3O8,207.06,1.35,975.602,Alcohol
Cholesterol,C9H20N5O6,898.18,6.59,735.367,Neurotransmitter
Adenosine triphosphate,C8H12N5O3,807.68,12.57,121.225,Nucleotide
Dopamine,C3H15N3O9,112.93,1.0,260.064,Alcohol
Aspirin,C13H28N3O4,452.15,7.12,520.697,Lipid
Aspirin,C18H7N5O5,115.57,12.62,747.815,Neurotransmitter
Urea,C11H37N3O6,149.5,6.61,734.208,Carbohydrate
Ethanol,C1H39N4O1,69.03,4.77,868.163,Nucleotide
Adrenaline,C2H30N2O8,296.23,N/A,215.726,Neurotransmitter
Aspirin,C9H11N1O3,175.66,N/A,798.649,Carbohydrate
Aspirin,C3H34N3O9,367.09,13.49,333.102,Alkaloid
Urea,C17H5N4O8,159.25,12.97,631.127,Lipid
Dopamine,C1H23N5O8,167.57,N/A,484.24,Carbohydrate
Dopamine,C11H11N2O9,129.14,8.58,168.505,Organic Compound
Urea,C13H12N1O10,192.96,7.27,559.94,Hormone
Adenosine triphosphate,C2H29N4O3,384.87,4.86,392.841,Nucleotide
Glucose,C15H18N0O10,77.06,N/A,429.773,Organic Compound
Adenosine triphosphate,C15H5N2O2,635.04,1.15,896.072,Neurotransmitter
Caffeine,C6H38N5O6,464.97,8.35,60.055,Lipid
Serotonin,C4H31N5O6,751.14,7.99,200.28,Carbohydrate
Serotonin,C3H7N5O5,596.04,12.62,708.003,Neurotransmitter
Aspirin,C19H40N1O8,547.14,10.72,426.858,Alkaloid
Adrenaline,C11H32N4O9,488.67,9.25,27.949,Neurotransmitter
Urea,C20H9N3O8,493.39,9.92,394.753,Lipid
Cholesterol,C16H32N5O1,942.0,N/A,697.909,Amide
Urea,C8H20N5O9,198.67,9.15,263.724,Neurotransmitter
Dopamine,C16H10N5O1,841.03,N/A,729.467,Alcohol
Urea,C9H14N1O9,83.54,12.86,619.806,Organic Compound
Cholesterol,C13H32N3O1,184.22,13.54,608.877,Alkaloid
Glucose,C7H34N1O3,142.42,N/A,986.977,Amide
Serotonin,C6H15N0O6,163.18,1.07,304.203,Neurotransmitter
Urea,C19H23N4O10,946.75,12.81,76.886,Hormone
