compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C15H34N5O3,836.8,N/A,481.975,Carbohydrate
Adenosine triphosphate,C14H23N4O8,429.21,3.38,346.779,Neurotransmitter
Ethanol,C20H20N5O9,653.56,4.84,568.722,Alkaloid
Aspirin,C2H38N3O8,684.56,N/A,333.694,Alkaloid
Caffeine,C7H9N2O4,334.57,7.3,471.697,Lipid
Glucose,C4H8N0O6,107.54,11.91,82.296,Neurotransmitter
Ethanol,C7H22N4O1,80.45,9.23,720.102,Alcohol
Dopamine,C18H9N5O8,535.89,N/A,897.383,Organic Compound
Cholesterol,C15H39N2O8,830.53,10.04,865.99,Alcohol
Adrenaline,C6H23N1O4,537.63,4.96,845.024,Neurotransmitter
Glucose,C18H22N0O6,51.23,N/A,964.409,Amide
Ethanol,C5H7N2O6,602.76,8.02,369.749,Amide
Serotonin,C10H30N3O6,722.32,8.38,657.088,Hormone
Adenosine triphosphate,C12H17N5O4,634.82,10.83,546.496,Neurotransmitter
Caffeine,C14H39N3O2,344.7,12.12,20.886,Nucleotide
Urea,C4H6N5O0,697.33,N/A,728.661,Hormone
Dopamine,C4H38N4O2,930.68,12.24,264.222,Nucleotide
Glucose,C6H10N4O6,487.9,2.78,562.004,Hormone
Cholesterol,C11H8N3O5,438.69,8.85,259.079,Amide
Serotonin,C8H4N2O3,917.68,6.77,263.362,Carbohydrate
Aspirin,C4H32N5O5,652.05,3.56,503.929,Nucleotide
Dopamine,C17H14N3O3,883.31,N/A,285.21,Lipid
Adenosine triphosphate,C2H11N0O2,526.96,6.59,680.793,Carbohydrate
Urea,C14H29N1O4,950.05,1.73,498.553,Neurotransmitter
Adrenaline,C13H21N3O6,103.55,5.21,447.188,Alcohol
Caffeine,C2H16N0O10,197.93,12.8,81.511,Nucleotide
Glucose,C6H27N5O1,862.52,9.35,58.454,Alcohol
Dopamine,C14H14N2O9,938.23,4.7,507.824,Organic Compound
Caffeine,C2H19N4O9,158.46,N/A,265.088,Carbohydrate
Ethanol,C4H1N4O8,942.92,7.52,950.457,Nucleotide
Cholesterol,C18H33N3O8,295.57,1.94,879.664,Alcohol
Aspirin,C9H33N1O1,434.76,N/A,297.024,Carbohydrate
Ethanol,C18H20N0O7,917.56,N/A,579.68,Alcohol
Urea,C6H35N4O1,765.38,3.24,564.448,Amide
Serotonin,C6H25N3O7,833.63,1.31,790.383,Alcohol
Dopamine,C11H3N0O8,683.43,12.41,731.207,Nucleotide
Serotonin,C3H26N1O10,142.54,N/A,366.423,Alkaloid
Caffeine,C4H37N0O1,308.01,8.21,864.717,Alkaloid
Aspirin,C20H26N2O8,224.44,8.72,687.486,Nucleotide
Adenosine triphosphate,C6H11N0O7,792.94,2.13,740.775,Neurotransmitter
Dopamine,C19H37N4O10,574.06,1.75,458.478,Carbohydrate
Glucose,C19H18N3O7,192.56,N/A,54.75,Alcohol
Ethanol,C16H1N2O1,252.0,7.41,924.37,Nucleotide
Adenosine triphosphate,C11H32N5O3,367.52,12.23,861.733,Nucleotide
Caffeine,C12H13N2O6,692.34,3.1,411.038,Amide
Adrenaline,C11H33N5O10,581.5,4.58,67.288,Alcohol
Serotonin,C13H24N0O4,81.55,3.37,431.799,Alkaloid
Glucose,C5H23N0O6,760.35,5.46,135.545,Lipid
Urea,C9H11N1O10,937.68,2.51,788.529,Alcohol
Dopamine,C4H37N2O0,557.68,N/A,174.786,Carbohydrate
Ethanol,C13H2N5O8,112.13,9.42,967.266,Lipid
Adenosine triphosphate,C1H33N3O2,189.33,5.11,645.817,Hormone
Serotonin,C4H5N3O10,747.51,1.35,834.059,Alcohol
Ethanol,C5H9N0O8,354.63,6.73,827.678,Alkaloid
Ethanol,C5H10N5O5,791.2,1.18,490.538,Hormone
Urea,C16H16N3O0,86.65,12.01,969.827,Alcohol
Urea,C7H14N5O4,912.84,12.01,444.711,Amide
Adrenaline,C4H37N4O10,475.6,1.26,716.42,Organic Compound
Aspirin,C8H19N5O8,87.0,5.9,214.009,Lipid
Dopamine,C19H30N1O4,381.21,9.57,728.473,Amide
Dopamine,C8H15N0O3,388.49,12.31,442.847,Alcohol
Adenosine triphosphate,C9H7N1O0,238.17,11.92,974.846,Nucleotide
Adenosine triphosphate,C20H22N0O10,858.46,3.05,608.839,Nucleotide
Ethanol,C17H7N5O9,627.91,N/A,847.752,Neurotransmitter
Adenosine triphosphate,C11H3N2O1,262.48,N/A,860.499,Alcohol
Urea,C2H33N0O7,959.97,10.53,910.513,Alcohol
Adenosine triphosphate,C13H25N0O6,900.36,N/A,747.876,Organic Compound
Cholesterol,C14H34N1O10,464.86,N/A,882.155,Carbohydrate
Adenosine triphosphate,C5H21N4O0,381.55,N/A,60.757,Carbohydrate
Urea,C7H37N2O9,942.64,10.29,653.03,Organic Compound
Dopamine,C11H31N1O2,986.03,3.39,119.658,Lipid
Ethanol,C2H8N1O3,549.47,11.49,34.282,Amide
Serotonin,C6H20N4O7,810.1,6.97,248.699,Neurotransmitter
Adenosine triphosphate,C7H7N3O3,353.27,N/A,947.494,Alkaloid
Dopamine,C11H31N0O10,479.09,5.51,757.085,Carbohydrate
Dopamine,C1H32N3O10,875.84,5.23,723.941,Lipid
Cholesterol,C11H4N1O8,961.3,8.25,803.533,Lipid
Adenosine triphosphate,C14H35N5O2,363.16,N/A,86.553,Hormone
Cholesterol,C8H6N3O10,135.01,N/A,314.553,Carbohydrate
Urea,C17H35N2O3,419.6,8.54,307.457,Alkaloid
Glucose,C17H26N2O5,194.66,3.38,434.245,Lipid
Aspirin,C13H1N1O0,397.11,N/A,757.755,Nucleotide
Urea,C18H8N4O0,913.19,1.92,615.856,Alcohol
Dopamine,C5H15N2O0,710.81,5.51,789.113,Organic Compound
Adenosine triphosphate,C11H5N1O10,348.06,N/A,133.56,Nucleotide
Caffeine,C6H8N4O6,344.93,N/A,429.123,Alcohol
Adrenaline,C9H13N0O2,427.26,11.29,715.013,Nucleotide
Adrenaline,C4H22N4O10,393.88,13.9,552.274,Nucleotide
Dopamine,C17H29N2O3,74.65,10.84,488.162,Hormone
Cholesterol,C1H14N0O9,401.28,6.55,738.899,Lipid
Adenosine triphosphate,C12H24N5O8,119.58,N/A,619.253,Hormone
Aspirin,C3H10N4O10,596.74,1.68,158.936,Alkaloid
Glucose,C16H15N5O7,161.32,9.86,305.105,Neurotransmitter
Glucose,C11H14N5O3,482.2,4.41,530.053,Organic Compound
Caffeine,C18H16N4O5,620.26,13.51,220.807,Organic Compound
Aspirin,C15H21N2O2,112.75,7.06,245.417,Hormone
Glucose,C17H23N1O1,486.68,7.83,213.363,Neurotransmitter
Urea,C1H34N3O2,316.06,2.77,57.882,Neurotransmitter
Adenosine triphosphate,C1H36N5O9,468.25,5.65,422.178,Organic Compound
Aspirin,C4H29N1O3,85.92,1.45,221.901,Amide
Urea,C19H13N2O6,860.3,1.33,871.171,Alcohol
Glucose,C9H2N2O0,909.51,8.68,222.88,Amide
Adenosine triphosphate,C19H28N4O9,106.91,3.76,240.526,Alcohol
