compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C6H10N0O5,770.15,N/A,74.385,Carbohydrate
Glucose,C19H16N4O4,910.88,6.02,407.42,Organic Compound
Aspirin,C8H7N5O7,614.58,4.76,507.098,Alcohol
Dopamine,C15H28N4O3,871.72,11.44,490.843,Amide
Dopamine,C18H40N0O10,93.48,9.82,181.191,Hormone
Cholesterol,C19H8N1O0,868.61,N/A,224.673,Carbohydrate
Dopamine,C16H23N5O7,946.95,9.48,412.535,Organic Compound
Adenosine triphosphate,C2H31N3O7,746.12,5.71,517.078,Hormone
Adenosine triphosphate,C11H3N0O7,646.06,N/A,536.55,Neurotransmitter
Caffeine,C16H38N2O2,903.49,3.45,177.973,Hormone
Serotonin,C17H21N3O9,392.32,6.44,743.394,Alkaloid
Serotonin,C13H40N3O7,440.89,7.94,91.636,Nucleotide
Glucose,C3H37N5O5,234.18,6.37,621.306,Nucleotide
Cholesterol,C13H19N1O10,550.76,13.77,872.582,Hormone
Adrenaline,C9H13N4O1,991.3,N/A,425.458,Nucleotide
Adrenaline,C16H2N0O7,916.61,3.79,427.51,Alkaloid
Adenosine triphosphate,C17H21N0O8,130.19,10.93,474.076,Organic Compound
Dopamine,C15H29N2O8,668.42,2.58,799.138,Alcohol
Urea,C17H14N0O0,86.04,5.0,789.574,Amide
Aspirin,C7H5N1O2,582.39,N/A,741.866,Alcohol
Dopamine,C17H34N0O10,59.81,12.2,484.794,Neurotransmitter
Serotonin,C9H27N0O2,135.09,3.4,44.212,Alkaloid
Aspirin,C17H14N5O6,917.84,11.12,153.296,Hormone
Urea,C17H37N5O6,930.3,N/A,218.734,Carbohydrate
Adenosine triphosphate,C20H13N1O2,96.34,5.15,670.433,Carbohydrate
Ethanol,C6H36N5O3,694.73,11.16,494.511,Hormone
Ethanol,C9H14N1O9,504.28,11.22,783.259,Hormone
Adrenaline,C15H5N2O7,296.23,6.64,870.074,Neurotransmitter
Cholesterol,C8H16N4O4,467.55,13.02,750.293,Alkaloid
Glucose,C3H40N4O5,854.53,12.23,269.454,Hormone
Glucose,C6H24N4O0,760.7,N/A,861.003,Amide
Adrenaline,C20H3N2O4,164.25,N/A,225.715,Neurotransmitter
