compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C5H23N0O0,464.31,N/A,23.316,Carbohydrate
Cholesterol,C12H7N0O1,588.56,8.68,974.144,Carbohydrate
Ethanol,C10H8N0O7,148.31,4.69,567.056,Neurotransmitter
Adrenaline,C13H6N5O0,877.15,1.22,782.59,Nucleotide
Adenosine triphosphate,C10H32N4O0,93.71,4.55,533.219,Carbohydrate
Caffeine,C14H14N3O5,289.79,9.52,384.356,Alcohol
Cholesterol,C15H28N1O7,695.67,11.77,59.196,Amide
Dopamine,C9H18N2O7,817.96,4.79,54.586,Amide
Caffeine,C18H26N3O8,602.66,2.77,206.505,Amide
Ethanol,C7H6N5O8,875.5,6.02,897.254,Neurotransmitter
Adenosine triphosphate,C11H11N1O4,256.82,9.35,253.94,Amide
Adenosine triphosphate,C17H31N5O0,467.6,6.38,790.864,Nucleotide
Adenosine triphosphate,C16H36N0O7,62.85,N/A,300.592,Amide
Adenosine triphosphate,C10H29N0O5,927.12,N/A,802.025,Neurotransmitter
Serotonin,C19H15N1O8,796.47,N/A,641.194,Organic Compound
Glucose,C1H10N1O8,153.86,3.4,166.198,Amide
Serotonin,C20H11N4O4,274.83,5.57,57.932,Nucleotide
Aspirin,C13H16N5O2,208.13,2.39,108.966,Amide
Aspirin,C3H11N4O2,455.37,9.97,576.221,Neurotransmitter
Serotonin,C6H35N1O8,623.78,N/A,50.696,Lipid
Ethanol,C11H26N4O8,460.35,7.72,299.592,Organic Compound
Serotonin,C1H2N4O4,808.35,1.22,325.082,Organic Compound
Adenosine triphosphate,C16H8N5O7,680.62,12.87,116.382,Neurotransmitter
Adrenaline,C10H29N2O10,800.83,N/A,262.464,Hormone
Dopamine,C1H38N4O0,836.34,N/A,196.899,Nucleotide
Cholesterol,C6H12N0O3,285.22,1.36,761.268,Alkaloid
Glucose,C13H9N1O10,283.29,9.07,612.628,Alkaloid
Ethanol,C18H23N1O5,598.25,10.69,343.473,Amide
Glucose,C14H19N3O6,463.47,7.74,101.613,Neurotransmitter
Adenosine triphosphate,C5H39N5O1,735.02,N/A,774.11,Neurotransmitter
Adrenaline,C1H38N3O4,276.92,13.01,992.625,Alcohol
Caffeine,C2H17N5O9,830.5,N/A,631.109,Neurotransmitter
Caffeine,C10H31N4O2,671.46,N/A,855.652,Lipid
Aspirin,C4H6N3O7,616.11,5.85,937.866,Organic Compound
Glucose,C8H11N5O7,718.07,9.31,924.761,Neurotransmitter
Glucose,C15H3N0O8,361.3,12.99,179.392,Neurotransmitter
Caffeine,C6H40N4O9,831.81,N/A,462.896,Carbohydrate
Ethanol,C4H22N0O9,255.58,N/A,84.099,Neurotransmitter
Dopamine,C5H32N3O8,791.26,12.68,957.115,Amide
Cholesterol,C12H4N3O10,867.8,7.24,840.9,Alcohol
Dopamine,C5H39N3O10,356.52,2.64,312.819,Alcohol
Urea,C3H3N5O2,500.46,5.43,4.503,Nucleotide
Glucose,C1H8N4O8,703.51,N/A,171.687,Lipid
Cholesterol,C12H23N5O1,63.53,N/A,955.204,Neurotransmitter
Adenosine triphosphate,C6H28N5O5,346.55,N/A,105.79,Amide
Ethanol,C14H25N4O5,673.24,N/A,455.908,Amide
Dopamine,C4H22N1O3,161.28,7.43,653.954,Carbohydrate
Serotonin,C17H35N4O0,838.03,13.42,7.049,Alcohol
Ethanol,C1H17N4O5,872.17,9.5,138.061,Lipid
Cholesterol,C18H14N2O7,738.68,6.97,308.891,Nucleotide
Aspirin,C9H20N4O9,372.7,3.87,168.92,Alcohol
Serotonin,C16H18N0O2,827.4,N/A,629.536,Carbohydrate
Adenosine triphosphate,C13H17N2O8,799.09,N/A,300.243,Alcohol
Adrenaline,C6H17N4O4,302.22,2.72,84.338,Hormone
Dopamine,C17H26N4O10,872.58,6.79,571.157,Hormone
Cholesterol,C4H15N2O3,970.44,1.87,722.22,Organic Compound
Caffeine,C16H32N1O5,883.29,3.45,480.041,Nucleotide
Urea,C4H33N1O8,622.37,3.89,752.734,Lipid
Dopamine,C1H21N2O0,757.39,3.52,812.675,Nucleotide
