compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C2H12N0O4,602.18,12.62,923.377,Lipid
Cholesterol,C1H20N3O5,937.99,11.57,482.518,Amide
Caffeine,C16H6N5O8,959.57,6.28,51.437,Alcohol
Adenosine triphosphate,C5H2N1O7,857.11,8.73,290.721,Alcohol
Urea,C18H10N5O4,914.14,6.27,795.365,Lipid
Caffeine,C11H18N1O1,233.46,13.22,265.026,Carbohydrate
Caffeine,C15H26N3O8,825.58,8.8,264.203,Lipid
Glucose,C9H15N5O2,138.42,N/A,322.158,Organic Compound
Cholesterol,C5H32N5O2,486.72,12.79,815.106,Neurotransmitter
Adenosine triphosphate,C19H30N5O8,921.04,N/A,369.362,Alkaloid
Cholesterol,C9H39N0O4,986.1,11.74,837.618,Organic Compound
Adenosine triphosphate,C13H31N4O8,347.46,10.78,174.792,Organic Compound
Aspirin,C12H37N0O6,873.58,6.68,388.796,Neurotransmitter
Urea,C17H33N1O10,446.67,12.4,585.221,Nucleotide
Cholesterol,C12H7N5O1,756.95,N/A,753.882,Alkaloid
Caffeine,C2H23N5O4,337.8,11.43,371.25,Nucleotide
Serotonin,C18H34N0O10,965.95,7.66,662.6,Amide
Aspirin,C9H35N3O4,530.37,12.89,227.003,Alcohol
Adrenaline,C1H29N4O0,731.59,N/A,582.123,Alcohol
Dopamine,C17H23N5O10,863.65,N/A,358.724,Neurotransmitter
Caffeine,C2H18N4O4,160.57,7.9,702.844,Nucleotide
Caffeine,C10H6N0O1,947.1,4.39,992.226,Nucleotide
Ethanol,C10H20N0O5,984.42,7.79,578.705,Organic Compound
Caffeine,C7H23N2O5,916.16,8.37,825.515,Carbohydrate
Glucose,C8H4N2O6,740.16,N/A,722.422,Nucleotide
Aspirin,C2H38N2O5,675.93,1.48,384.486,Hormone
Aspirin,C3H11N1O7,600.16,N/A,948.26,Organic Compound
Dopamine,C11H39N1O4,791.85,1.75,515.686,Neurotransmitter
Serotonin,C10H37N2O7,82.93,3.71,276.412,Alcohol
Adrenaline,C18H23N1O4,251.51,2.21,147.569,Lipid
Adenosine triphosphate,C2H35N3O3,850.06,N/A,435.663,Nucleotide
Adenosine triphosphate,C17H23N3O8,112.05,8.91,420.412,Lipid
Urea,C6H31N3O8,415.31,10.79,513.346,Nucleotide
Glucose,C13H6N1O1,724.03,12.17,511.019,Carbohydrate
Caffeine,C6H16N0O9,249.37,5.97,783.295,Hormone
Aspirin,C18H26N3O6,431.64,5.48,343.518,Neurotransmitter
Aspirin,C8H27N3O2,779.13,13.46,154.069,Carbohydrate
Cholesterol,C14H30N4O2,603.51,N/A,662.187,Hormone
Urea,C1H18N2O7,864.76,12.68,309.604,Hormone
Dopamine,C11H17N3O5,529.69,9.23,701.436,Carbohydrate
Caffeine,C18H18N5O9,145.65,4.26,345.153,Nucleotide
Caffeine,C16H21N1O1,184.27,5.8,825.767,Amide
Caffeine,C14H4N3O5,873.89,N/A,157.428,Nucleotide
Aspirin,C4H14N3O2,710.34,4.47,859.474,Lipid
Caffeine,C14H26N0O8,447.93,5.93,285.53,Nucleotide
Glucose,C9H20N0O9,557.69,5.88,362.07,Organic Compound
Aspirin,C20H2N4O6,572.41,2.28,938.786,Hormone
Cholesterol,C5H32N1O8,138.91,2.17,387.123,Organic Compound
Ethanol,C16H19N3O10,402.2,12.89,403.318,Lipid
Adrenaline,C9H6N1O3,620.6,11.2,796.554,Alcohol
Aspirin,C4H40N1O10,172.13,7.39,639.539,Organic Compound
Adrenaline,C18H21N1O2,326.53,7.16,884.176,Alcohol
Urea,C19H30N1O3,877.36,4.5,858.992,Nucleotide
Adrenaline,C2H11N0O3,880.47,6.53,469.312,Alkaloid
Adrenaline,C9H31N1O7,667.82,6.88,881.405,Nucleotide
Dopamine,C5H14N1O6,159.91,13.51,704.515,Hormone
Ethanol,C6H37N3O7,792.68,12.18,427.573,Carbohydrate
Dopamine,C17H32N4O3,810.02,8.58,316.349,Hormone
Glucose,C4H11N5O1,872.37,1.4,571.687,Carbohydrate
Serotonin,C6H20N4O9,131.88,3.78,40.029,Hormone
Urea,C3H21N1O1,162.52,12.83,392.474,Hormone
Aspirin,C18H6N1O7,604.09,3.85,995.43,Carbohydrate
Glucose,C12H7N3O6,986.13,4.84,7.242,Organic Compound
Urea,C14H38N2O9,473.72,N/A,742.652,Neurotransmitter
Aspirin,C1H6N0O4,644.73,12.94,697.688,Lipid
Urea,C1H16N3O8,680.91,N/A,269.432,Amide
Cholesterol,C17H22N4O6,273.6,2.62,194.301,Hormone
Adenosine triphosphate,C17H25N1O4,476.8,8.69,540.374,Lipid
Adenosine triphosphate,C7H17N3O2,741.08,3.53,846.181,Alcohol
Caffeine,C9H10N5O10,720.8,10.05,236.229,Alcohol
Adenosine triphosphate,C3H9N2O1,911.56,9.48,55.607,Amide
Aspirin,C12H4N5O7,430.14,N/A,799.609,Nucleotide
Aspirin,C19H26N4O10,118.53,N/A,966.725,Carbohydrate
Adenosine triphosphate,C6H14N4O9,265.86,10.72,890.362,Alkaloid
Dopamine,C20H26N0O8,485.43,6.3,296.917,Lipid
Dopamine,C9H19N3O10,236.17,5.61,837.889,Hormone
Ethanol,C1H26N4O7,212.65,6.26,10.637,Lipid
Urea,C3H33N1O7,863.99,11.19,568.145,Alcohol
Glucose,C8H12N1O8,256.6,N/A,977.132,Hormone
Aspirin,C15H23N3O2,496.23,12.57,435.162,Hormone
Ethanol,C11H3N3O0,116.25,N/A,301.12,Carbohydrate
Ethanol,C13H20N1O1,577.31,6.88,934.33,Amide
Cholesterol,C8H26N0O3,820.35,N/A,95.109,Hormone
Adrenaline,C2H12N5O2,690.35,13.19,254.823,Organic Compound
Serotonin,C19H31N0O10,757.18,6.4,89.2,Alcohol
Urea,C8H25N1O3,400.56,1.6,781.853,Neurotransmitter
Ethanol,C2H37N2O10,452.91,6.36,507.059,Organic Compound
Dopamine,C1H23N0O10,754.4,4.24,243.716,Carbohydrate
Dopamine,C7H25N1O0,969.18,4.37,455.628,Lipid
Caffeine,C1H37N1O5,514.82,7.6,981.427,Neurotransmitter
Adrenaline,C3H24N5O4,350.76,1.45,991.221,Neurotransmitter
Dopamine,C16H12N2O3,417.62,12.39,687.55,Neurotransmitter
Serotonin,C8H15N3O2,586.5,N/A,636.14,Organic Compound
Urea,C4H14N2O1,704.14,N/A,809.527,Alkaloid
Dopamine,C15H18N4O3,384.94,4.52,742.393,Hormone
Caffeine,C8H11N2O4,684.19,5.6,736.215,Hormone
Glucose,C19H18N1O2,259.23,10.65,560.004,Lipid
Urea,C7H8N4O2,737.16,4.93,478.942,Organic Compound
Adrenaline,C11H32N1O4,497.23,7.8,236.535,Amide
Cholesterol,C7H27N3O1,450.12,N/A,841.723,Alkaloid
Glucose,C14H2N5O3,420.3,2.54,132.476,Nucleotide
Urea,C17H2N3O10,692.86,12.56,788.082,Lipid
