compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C16H17N3O6,302.3,12.08,413.969,Neurotransmitter
Aspirin,C15H14N0O1,538.32,N/A,427.464,Amide
Urea,C13H36N4O10,589.76,N/A,905.334,Alkaloid
Caffeine,C4H11N4O9,625.02,7.44,387.041,Alkaloid
Ethanol,C13H24N1O8,670.05,1.75,247.124,Alcohol
Caffeine,C5H21N0O6,598.31,N/A,266.453,Lipid
Dopamine,C3H6N3O5,402.4,6.45,281.9,Amide
Caffeine,C5H2N3O2,975.42,8.93,972.001,Organic Compound
Caffeine,C18H28N1O1,816.4,12.78,535.372,Lipid
Glucose,C6H3N5O0,522.07,2.68,684.063,Carbohydrate
Ethanol,C19H24N3O3,812.05,8.86,335.249,Amide
Cholesterol,C10H10N3O1,448.28,11.88,814.874,Carbohydrate
Caffeine,C3H22N4O1,429.44,N/A,601.645,Lipid
Caffeine,C2H31N5O9,101.57,6.04,680.967,Organic Compound
Glucose,C5H8N2O10,508.97,5.01,584.318,Lipid
Caffeine,C14H24N1O6,808.36,N/A,375.812,Nucleotide
Serotonin,C10H30N5O1,890.68,8.36,572.24,Hormone
Adrenaline,C19H22N5O10,686.25,N/A,392.236,Carbohydrate
Aspirin,C5H13N4O2,104.77,1.15,823.951,Nucleotide
Glucose,C6H26N5O5,693.02,11.36,545.582,Amide
Cholesterol,C7H18N3O6,747.83,12.21,640.461,Amide
Urea,C5H29N2O0,746.63,6.06,124.09,Hormone
Serotonin,C17H21N3O5,485.42,N/A,67.913,Hormone
Ethanol,C6H39N2O3,618.13,2.51,137.641,Amide
Cholesterol,C7H37N4O5,544.02,6.68,900.723,Alcohol
Urea,C13H30N1O5,236.49,N/A,616.902,Nucleotide
Aspirin,C4H40N4O5,874.85,8.9,951.715,Hormone
Serotonin,C7H36N0O6,498.25,N/A,163.611,Carbohydrate
Serotonin,C14H4N0O10,757.94,11.74,554.734,Lipid
Adenosine triphosphate,C11H40N2O4,707.74,8.05,590.658,Organic Compound
Adenosine triphosphate,C7H27N1O2,269.26,2.3,791.236,Lipid
Urea,C17H18N0O1,208.18,12.81,89.082,Hormone
Ethanol,C3H31N4O5,737.77,7.87,781.85,Alcohol
Ethanol,C16H21N1O0,58.94,12.33,754.418,Alkaloid
Ethanol,C12H21N4O4,900.31,9.28,25.928,Lipid
Caffeine,C2H2N2O7,106.27,N/A,298.344,Alcohol
Glucose,C12H9N5O1,488.88,7.46,313.619,Hormone
Caffeine,C12H13N3O5,867.16,13.41,797.929,Amide
Serotonin,C8H24N3O9,244.06,13.8,582.508,Hormone
Glucose,C13H34N3O7,168.9,N/A,261.708,Hormone
Adenosine triphosphate,C11H35N1O1,122.58,10.88,793.836,Hormone
Adenosine triphosphate,C2H15N5O6,183.24,6.0,51.844,Alkaloid
Urea,C18H23N0O6,678.42,3.42,0.329,Carbohydrate
Adenosine triphosphate,C4H39N2O8,77.21,N/A,416.192,Neurotransmitter
Aspirin,C15H30N4O3,204.83,3.34,508.281,Hormone
Serotonin,C18H28N5O2,800.15,5.38,330.386,Carbohydrate
Adrenaline,C6H3N2O1,455.21,8.18,276.274,Hormone
Caffeine,C17H28N0O0,454.53,1.87,867.43,Hormone
Serotonin,C8H12N4O3,312.45,12.03,231.403,Neurotransmitter
Caffeine,C10H22N0O1,252.44,7.29,680.392,Amide
Adrenaline,C18H17N1O9,658.48,13.49,279.985,Neurotransmitter
Dopamine,C4H40N0O4,415.51,N/A,106.908,Alcohol
Ethanol,C13H40N3O6,664.12,5.94,221.05,Organic Compound
Serotonin,C4H15N4O1,295.77,4.06,15.307,Alkaloid
Cholesterol,C3H18N2O7,573.3,11.25,754.294,Lipid
Adenosine triphosphate,C8H5N2O6,495.12,3.58,653.422,Nucleotide
Adenosine triphosphate,C18H39N5O7,197.51,7.57,482.884,Alkaloid
Serotonin,C15H22N1O3,559.1,8.7,884.354,Alkaloid
Cholesterol,C3H38N5O1,744.03,3.93,742.4,Hormone
Serotonin,C9H4N3O4,644.78,4.64,769.119,Nucleotide
Dopamine,C15H6N1O8,968.17,3.21,156.629,Lipid
Cholesterol,C18H9N3O5,748.87,N/A,287.788,Carbohydrate
Dopamine,C12H2N4O0,801.87,1.27,937.868,Hormone
Serotonin,C16H35N0O10,173.29,13.32,326.651,Organic Compound
Dopamine,C16H6N4O6,307.09,6.49,477.436,Hormone
Adenosine triphosphate,C16H33N0O6,817.74,1.84,868.093,Alkaloid
Adenosine triphosphate,C14H26N5O8,871.62,7.17,564.267,Hormone
Aspirin,C15H27N4O0,360.17,5.14,962.977,Alkaloid
Glucose,C4H1N3O10,241.88,10.35,323.087,Alcohol
Glucose,C16H21N3O2,603.85,2.13,617.214,Lipid
Caffeine,C18H16N5O5,218.52,8.98,541.769,Neurotransmitter
Aspirin,C7H26N4O7,472.89,12.74,855.794,Lipid
Urea,C5H6N3O10,303.78,N/A,199.926,Amide
Glucose,C13H28N2O8,131.5,2.41,415.787,Alcohol
Serotonin,C8H30N5O9,924.82,N/A,897.827,Neurotransmitter
Caffeine,C8H37N2O8,381.42,1.2,413.471,Lipid
Caffeine,C4H37N5O4,883.7,N/A,120.959,Alkaloid
Caffeine,C14H13N0O10,785.83,6.72,49.039,Hormone
Urea,C6H7N0O6,487.11,8.68,11.72,Alcohol
Ethanol,C16H25N0O6,443.35,11.36,628.112,Carbohydrate
Adrenaline,C18H33N5O10,263.11,3.75,649.089,Carbohydrate
Urea,C15H12N3O6,273.42,13.91,468.909,Hormone
Serotonin,C13H34N1O9,698.31,11.98,541.341,Neurotransmitter
Glucose,C16H21N5O1,421.89,10.2,691.292,Hormone
Serotonin,C20H11N4O4,517.35,8.15,939.939,Carbohydrate
Urea,C14H29N1O1,331.34,13.34,347.068,Carbohydrate
Adenosine triphosphate,C10H21N4O5,152.64,12.18,794.321,Hormone
Dopamine,C10H10N0O0,433.3,2.66,450.633,Neurotransmitter
Urea,C16H27N1O10,913.28,9.18,689.143,Neurotransmitter
Urea,C3H35N4O0,420.41,10.71,532.252,Alcohol
Ethanol,C7H39N3O1,76.1,9.27,862.153,Carbohydrate
Glucose,C13H24N3O5,302.64,3.28,813.169,Alcohol
Cholesterol,C17H35N4O6,841.18,3.19,778.057,Alcohol
Serotonin,C15H40N4O3,603.46,8.01,3.18,Neurotransmitter
Glucose,C18H9N2O4,106.43,8.52,471.805,Lipid
Caffeine,C16H15N0O7,99.82,8.06,876.714,Alkaloid
Cholesterol,C11H6N4O10,577.71,4.37,908.764,Organic Compound
Adrenaline,C1H9N2O0,593.11,N/A,959.738,Carbohydrate
Aspirin,C5H32N4O1,252.4,3.23,967.352,Hormone
Adenosine triphosphate,C7H29N5O0,962.53,N/A,154.75,Nucleotide
Urea,C15H19N1O5,650.36,12.48,324.543,Organic Compound
Adrenaline,C14H15N5O5,164.76,13.99,199.643,Nucleotide
Urea,C10H23N5O2,417.83,9.62,266.06,Alkaloid
Cholesterol,C4H21N2O4,897.49,5.1,799.8,Amide
Glucose,C11H33N5O2,186.89,12.49,739.874,Carbohydrate
Glucose,C5H11N1O5,494.55,7.04,787.058,Alkaloid
Adrenaline,C12H34N3O5,135.53,5.13,167.947,Organic Compound
Serotonin,C6H18N3O7,578.54,5.37,179.673,Carbohydrate
Adrenaline,C10H39N5O7,340.54,10.38,412.534,Carbohydrate
Aspirin,C4H39N3O6,929.22,N/A,771.287,Carbohydrate
Adenosine triphosphate,C11H32N2O4,827.84,N/A,729.155,Neurotransmitter
Adenosine triphosphate,C14H39N3O3,77.6,13.59,285.567,Lipid
Glucose,C1H16N1O0,789.37,10.59,201.264,Neurotransmitter
Serotonin,C19H8N5O10,561.83,N/A,909.569,Alcohol
Urea,C2H1N5O0,50.33,11.26,440.492,Organic Compound
Caffeine,C19H13N5O2,585.33,N/A,284.521,Nucleotide
Urea,C6H5N1O10,871.01,8.11,633.89,Organic Compound
Caffeine,C3H38N1O6,202.47,N/A,504.031,Alkaloid
Serotonin,C8H21N1O9,299.8,4.15,929.152,Alkaloid
Glucose,C9H22N5O7,117.42,6.94,493.53,Lipid
Cholesterol,C7H39N4O9,795.67,7.61,713.608,Carbohydrate
