compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C1H16N3O6,220.21,8.13,716.922,Amide
Adrenaline,C4H29N4O8,353.92,N/A,96.742,Nucleotide
Glucose,C9H28N4O6,290.13,8.56,966.889,Hormone
Dopamine,C19H8N1O3,168.75,8.23,955.521,Nucleotide
Glucose,C18H11N2O7,222.49,11.24,228.774,Alkaloid
Aspirin,C11H14N2O4,578.88,3.19,14.595,Lipid
Urea,C16H27N3O1,855.17,2.87,1.582,Alcohol
Aspirin,C13H33N0O1,715.21,6.59,622.074,Organic Compound
Urea,C20H36N3O10,438.45,N/A,729.918,Neurotransmitter
Caffeine,C2H21N4O8,987.32,11.79,843.832,Nucleotide
Aspirin,C6H5N0O7,847.39,N/A,300.671,Nucleotide
Adrenaline,C12H12N0O7,995.26,N/A,784.3,Organic Compound
Urea,C13H18N4O3,387.4,7.21,870.332,Hormone
Caffeine,C17H29N5O10,630.45,9.09,914.06,Organic Compound
Glucose,C18H5N1O5,871.97,1.36,626.849,Alcohol
Aspirin,C4H39N0O3,228.24,13.56,466.663,Carbohydrate
Cholesterol,C6H29N4O2,740.1,12.91,489.016,Alkaloid
Aspirin,C13H33N0O9,206.81,4.49,127.712,Alkaloid
Adenosine triphosphate,C6H29N4O9,911.65,2.95,256.849,Alkaloid
Cholesterol,C13H2N4O2,77.68,10.66,850.588,Alcohol
Urea,C8H12N1O8,782.3,N/A,391.834,Carbohydrate
Serotonin,C15H24N2O7,993.11,9.54,90.067,Amide
Serotonin,C17H9N0O9,623.73,3.02,543.573,Alkaloid
Serotonin,C5H34N1O2,68.36,1.77,435.885,Nucleotide
Adenosine triphosphate,C11H31N3O0,786.05,N/A,839.47,Neurotransmitter
Dopamine,C19H10N2O8,498.18,13.34,982.45,Alkaloid
Adrenaline,C1H24N2O7,800.84,1.5,718.198,Organic Compound
Aspirin,C8H36N1O3,898.09,11.32,539.845,Alcohol
Adenosine triphosphate,C10H28N2O2,649.21,11.48,582.135,Neurotransmitter
Adrenaline,C17H27N5O4,860.12,10.04,813.494,Hormone
Dopamine,C5H36N2O10,657.18,9.35,949.717,Amide
Caffeine,C6H28N4O7,853.15,7.02,627.308,Alkaloid
Adrenaline,C3H8N0O0,929.76,1.83,595.359,Carbohydrate
Adrenaline,C19H26N2O0,259.53,N/A,648.669,Nucleotide
Adrenaline,C18H1N0O5,239.73,N/A,409.012,Organic Compound
Dopamine,C3H5N5O3,562.56,7.41,606.902,Organic Compound
Glucose,C2H6N5O7,517.22,4.2,896.252,Lipid
Adrenaline,C13H15N1O10,732.13,11.76,828.903,Carbohydrate
Adrenaline,C6H34N4O3,552.0,N/A,981.283,Carbohydrate
Dopamine,C6H15N2O5,314.49,N/A,844.695,Lipid
Aspirin,C3H12N3O7,292.76,5.52,605.671,Nucleotide
Glucose,C17H34N5O4,352.36,N/A,964.542,Lipid
Aspirin,C2H6N2O4,834.79,6.2,335.475,Alkaloid
Urea,C4H23N5O7,131.3,8.35,269.888,Nucleotide
Aspirin,C11H33N5O2,703.06,7.49,226.705,Carbohydrate
Ethanol,C8H25N0O1,429.02,2.08,680.785,Hormone
Cholesterol,C11H23N5O1,336.35,4.91,201.253,Hormone
Adrenaline,C6H29N4O4,784.54,N/A,856.117,Hormone
Adrenaline,C18H26N4O10,747.04,5.64,612.582,Carbohydrate
Cholesterol,C20H2N5O5,127.32,4.59,311.054,Alkaloid
Urea,C10H27N2O2,50.32,5.82,713.477,Nucleotide
Ethanol,C18H8N3O0,669.41,12.56,502.565,Alcohol
Aspirin,C8H15N3O6,753.24,9.17,384.79,Amide
Cholesterol,C4H9N4O7,384.02,1.55,164.036,Alkaloid
Adrenaline,C9H32N3O6,253.13,10.22,401.929,Nucleotide
Aspirin,C10H40N3O5,764.01,12.79,817.802,Organic Compound
Adrenaline,C12H18N1O8,209.16,11.97,4.351,Lipid
Urea,C19H15N5O4,427.58,N/A,670.297,Organic Compound
Ethanol,C10H16N0O9,930.83,N/A,859.173,Lipid
Urea,C20H31N2O4,385.48,7.49,860.219,Hormone
Adrenaline,C20H21N5O3,973.67,13.49,12.088,Organic Compound
Cholesterol,C10H22N5O9,905.95,1.36,989.647,Organic Compound
Aspirin,C11H32N3O5,800.03,12.28,546.406,Nucleotide
Ethanol,C16H32N4O5,717.41,3.13,266.0,Alkaloid
Adenosine triphosphate,C3H39N0O9,151.82,1.98,165.165,Lipid
Adenosine triphosphate,C13H19N2O7,622.45,8.56,425.703,Carbohydrate
Caffeine,C6H33N1O3,408.7,N/A,262.616,Alkaloid
Adenosine triphosphate,C11H2N3O0,92.78,6.61,542.252,Alcohol
Adenosine triphosphate,C2H16N2O2,496.41,8.34,699.83,Nucleotide
Cholesterol,C17H37N5O5,885.83,1.82,362.724,Amide
Adrenaline,C4H33N4O4,790.48,N/A,651.306,Alkaloid
Urea,C8H23N5O2,131.74,11.14,108.674,Nucleotide
Dopamine,C10H34N0O1,88.03,11.16,187.633,Lipid
Glucose,C13H24N0O7,365.92,13.09,715.917,Alkaloid
Adrenaline,C16H6N5O5,131.09,11.84,584.466,Hormone
Serotonin,C8H21N1O4,740.01,7.92,929.042,Lipid
Adenosine triphosphate,C6H6N0O4,211.41,1.09,275.079,Organic Compound
Adenosine triphosphate,C14H30N0O3,381.47,7.65,321.685,Carbohydrate
Glucose,C9H8N4O4,559.18,N/A,845.777,Carbohydrate
Urea,C10H35N4O10,178.97,6.0,576.86,Nucleotide
Aspirin,C1H9N1O10,250.21,12.92,794.013,Neurotransmitter
Glucose,C8H20N4O1,512.4,8.19,533.207,Alkaloid
Adenosine triphosphate,C4H38N1O6,780.69,4.38,201.85,Carbohydrate
Urea,C10H6N1O9,519.81,N/A,492.259,Hormone
Adrenaline,C3H10N3O1,464.85,13.13,758.364,Alcohol
Adrenaline,C20H40N2O4,294.98,N/A,493.39,Alcohol
Dopamine,C14H4N0O6,175.68,3.28,97.24,Alkaloid
Ethanol,C14H39N2O10,587.0,1.36,652.119,Hormone
Serotonin,C5H15N5O7,184.32,8.31,523.843,Organic Compound
Adrenaline,C5H34N3O5,500.52,6.0,442.665,Organic Compound
Adenosine triphosphate,C9H13N2O3,382.94,N/A,160.929,Alcohol
Aspirin,C12H31N5O9,970.17,3.98,514.886,Alcohol
Glucose,C5H3N5O0,336.45,2.74,749.38,Alcohol
Serotonin,C8H39N4O9,729.52,10.92,912.103,Neurotransmitter
Ethanol,C13H30N1O0,476.09,N/A,761.867,Neurotransmitter
Cholesterol,C3H5N2O9,590.81,4.07,384.503,Nucleotide
Caffeine,C7H6N0O10,533.66,1.14,859.017,Amide
Dopamine,C10H38N0O2,797.63,9.26,298.069,Carbohydrate
Aspirin,C9H37N1O8,268.12,N/A,511.591,Hormone
Ethanol,C14H30N3O5,702.12,5.04,937.039,Alkaloid
Adrenaline,C11H37N4O7,801.63,N/A,940.412,Neurotransmitter
Glucose,C13H36N5O9,875.92,1.4,7.195,Organic Compound
Adrenaline,C11H14N0O0,584.13,N/A,519.181,Nucleotide
Urea,C12H23N5O4,673.34,11.25,293.693,Nucleotide
Serotonin,C13H5N3O3,804.68,1.55,355.549,Organic Compound
Aspirin,C16H29N1O0,740.09,N/A,972.162,Lipid
Adenosine triphosphate,C10H11N2O5,290.08,N/A,200.739,Amide
Adrenaline,C4H31N0O5,441.99,N/A,573.159,Nucleotide
Dopamine,C4H19N3O2,926.16,7.69,952.291,Alcohol
Adrenaline,C20H19N2O9,313.48,5.85,230.378,Nucleotide
Dopamine,C8H34N0O7,753.13,9.86,882.477,Nucleotide
Glucose,C17H18N1O2,385.66,11.29,561.66,Organic Compound
Glucose,C14H26N2O2,325.11,11.02,55.881,Hormone
