compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C16H18N1O3,324.11,8.06,811.922,Neurotransmitter
Serotonin,C7H4N5O4,256.12,10.77,93.525,Nucleotide
Caffeine,C10H29N2O7,636.47,6.42,911.287,Nucleotide
Aspirin,C1H28N3O8,375.87,9.15,675.408,Alkaloid
Dopamine,C2H9N1O4,123.58,5.28,910.726,Alcohol
Adrenaline,C6H13N3O9,557.54,N/A,397.994,Nucleotide
Ethanol,C18H14N2O5,824.66,11.81,964.141,Alcohol
Caffeine,C4H4N5O5,210.88,1.68,850.21,Alcohol
Serotonin,C14H18N1O0,253.38,10.29,873.391,Neurotransmitter
Adrenaline,C12H28N3O9,361.6,6.0,734.358,Alkaloid
Caffeine,C18H26N4O2,269.1,9.67,448.171,Organic Compound
Cholesterol,C8H28N2O4,554.1,11.37,363.883,Neurotransmitter
Cholesterol,C2H25N1O5,76.49,4.22,384.648,Organic Compound
Ethanol,C8H17N2O6,702.87,10.97,951.267,Amide
Urea,C5H27N0O8,592.26,4.67,276.392,Organic Compound
Cholesterol,C19H2N0O7,251.78,13.4,913.258,Organic Compound
Glucose,C12H19N1O1,415.13,4.63,391.364,Nucleotide
Serotonin,C2H18N4O0,756.09,8.02,256.147,Lipid
Dopamine,C20H1N4O3,830.5,13.36,463.035,Carbohydrate
Caffeine,C9H19N2O3,220.56,12.87,647.76,Lipid
Urea,C19H14N0O5,893.53,10.38,974.365,Lipid
Dopamine,C20H13N2O0,477.2,13.9,592.678,Amide
Adrenaline,C4H9N5O6,439.83,10.04,339.163,Amide
Glucose,C14H36N3O7,732.22,2.56,109.716,Nucleotide
Glucose,C12H29N5O3,941.06,1.34,948.803,Alcohol
Aspirin,C2H1N5O10,511.83,13.56,366.334,Neurotransmitter
Urea,C3H9N2O2,796.5,4.87,751.967,Carbohydrate
Adrenaline,C2H38N0O0,356.71,5.4,780.376,Alcohol
Glucose,C18H3N5O5,730.93,N/A,465.759,Amide
Aspirin,C9H23N3O5,772.74,11.05,214.185,Neurotransmitter
Cholesterol,C18H24N2O8,968.47,13.88,609.145,Amide
Caffeine,C20H1N1O10,213.42,11.2,824.905,Lipid
Caffeine,C13H2N3O1,500.25,5.1,910.776,Hormone
Aspirin,C2H9N0O7,223.92,N/A,890.681,Carbohydrate
Cholesterol,C11H24N2O9,121.41,6.0,256.261,Neurotransmitter
Ethanol,C8H27N4O7,715.95,6.21,582.726,Hormone
Glucose,C7H25N2O5,865.23,N/A,849.878,Amide
Glucose,C4H17N3O6,989.65,12.96,236.954,Neurotransmitter
Cholesterol,C5H40N1O1,214.4,2.26,10.489,Carbohydrate
Dopamine,C15H28N5O8,376.83,5.81,859.893,Lipid
Aspirin,C18H32N3O10,355.12,4.28,941.166,Hormone
Ethanol,C19H33N0O7,921.3,1.72,916.131,Hormone
Adrenaline,C17H11N2O10,471.21,12.67,417.595,Amide
Adenosine triphosphate,C4H12N3O6,304.13,7.17,505.608,Lipid
Serotonin,C3H10N0O3,156.57,N/A,858.618,Nucleotide
Glucose,C10H19N4O6,68.9,9.94,337.983,Lipid
Cholesterol,C13H22N4O5,645.24,N/A,298.496,Hormone
Serotonin,C9H5N0O0,372.84,2.49,329.616,Alkaloid
Urea,C4H27N4O10,435.13,N/A,529.454,Nucleotide
Serotonin,C4H28N3O8,563.49,7.48,777.299,Amide
Serotonin,C17H16N0O5,945.41,4.53,165.84,Neurotransmitter
Serotonin,C1H1N1O7,228.8,N/A,944.55,Carbohydrate
Ethanol,C15H34N4O3,362.74,7.18,1.957,Alcohol
Serotonin,C4H17N1O0,605.81,2.54,828.883,Alkaloid
Adenosine triphosphate,C14H5N5O7,482.79,13.3,825.504,Lipid
Glucose,C20H38N2O5,925.9,11.07,68.786,Hormone
Ethanol,C13H17N2O8,213.38,9.96,380.616,Alkaloid
Caffeine,C11H7N3O1,408.05,N/A,64.495,Neurotransmitter
Serotonin,C15H10N4O8,389.46,3.77,319.485,Alcohol
Adenosine triphosphate,C12H39N4O0,500.06,13.37,734.151,Alcohol
Aspirin,C19H35N0O7,223.17,N/A,209.949,Nucleotide
Adenosine triphosphate,C15H24N1O5,511.27,6.59,785.525,Hormone
Adenosine triphosphate,C1H10N1O8,307.85,12.32,397.206,Organic Compound
Urea,C3H1N2O4,602.59,4.76,960.634,Hormone
Urea,C5H18N1O1,591.57,N/A,868.572,Alcohol
Caffeine,C2H11N1O8,866.23,2.15,708.121,Amide
Adenosine triphosphate,C3H27N3O6,469.13,13.53,372.19,Amide
Glucose,C12H15N3O2,975.55,12.34,822.601,Organic Compound
Serotonin,C15H4N2O4,833.31,10.01,388.652,Hormone
Adrenaline,C12H25N1O1,267.89,13.81,180.356,Nucleotide
Caffeine,C8H35N0O4,197.82,N/A,207.774,Neurotransmitter
Ethanol,C1H39N0O7,994.68,N/A,734.582,Lipid
Serotonin,C4H23N3O8,338.36,N/A,581.726,Lipid
Adenosine triphosphate,C20H32N4O9,530.67,4.61,284.305,Alcohol
Cholesterol,C6H4N0O7,498.72,9.24,33.991,Hormone
Adenosine triphosphate,C3H10N0O2,655.31,8.71,413.085,Carbohydrate
Adenosine triphosphate,C8H20N2O6,117.77,6.23,229.247,Hormone
Aspirin,C9H20N3O3,887.22,N/A,89.024,Lipid
Dopamine,C1H4N2O1,903.02,N/A,599.546,Alcohol
Caffeine,C19H33N1O1,831.91,11.68,887.469,Carbohydrate
Ethanol,C20H23N0O4,74.96,9.8,973.527,Carbohydrate
Adenosine triphosphate,C16H4N5O10,984.46,6.53,804.27,Nucleotide
Adrenaline,C17H20N4O6,634.7,11.19,626.54,Carbohydrate
Glucose,C15H33N4O7,961.51,3.92,574.949,Alkaloid
Ethanol,C13H33N3O4,730.03,N/A,243.271,Nucleotide
Urea,C7H23N5O3,147.87,11.24,531.455,Alkaloid
Adenosine triphosphate,C19H32N1O10,192.62,3.78,106.585,Amide
Caffeine,C1H19N4O10,796.44,N/A,23.215,Alkaloid
Urea,C8H26N1O10,111.31,3.47,283.427,Alcohol
Urea,C1H11N2O8,518.63,5.29,390.136,Organic Compound
Caffeine,C11H39N0O8,157.3,5.22,694.249,Nucleotide
Caffeine,C10H21N0O3,994.49,13.06,766.144,Hormone
Serotonin,C6H25N3O9,244.31,10.67,151.393,Carbohydrate
Adrenaline,C16H14N0O9,526.56,6.9,722.377,Lipid
Serotonin,C9H6N4O2,738.34,4.59,5.204,Amide
Aspirin,C17H19N2O7,746.97,1.59,374.305,Carbohydrate
Adrenaline,C10H9N2O0,705.69,7.65,657.048,Organic Compound
Adenosine triphosphate,C20H19N3O6,525.13,7.36,430.912,Neurotransmitter
Glucose,C1H8N2O7,730.82,13.94,360.158,Nucleotide
Caffeine,C1H8N1O9,687.04,N/A,635.261,Amide
Urea,C2H33N2O0,961.21,8.31,444.178,Alcohol
Adrenaline,C10H25N0O10,234.32,6.28,908.324,Alkaloid
Caffeine,C4H17N0O2,458.64,6.82,67.219,Alkaloid
Adrenaline,C14H28N1O2,644.14,12.83,190.662,Neurotransmitter
Adenosine triphosphate,C11H27N5O10,432.59,N/A,442.291,Alkaloid
Glucose,C2H20N3O7,178.77,N/A,316.042,Carbohydrate
Adrenaline,C8H3N1O3,827.38,3.09,994.358,Alkaloid
Dopamine,C4H2N1O3,328.3,N/A,173.909,Neurotransmitter
Adenosine triphosphate,C17H35N4O10,514.77,N/A,467.557,Hormone
Ethanol,C13H6N0O2,272.56,10.22,607.234,Alcohol
Dopamine,C20H37N5O8,590.36,N/A,302.246,Alcohol
Serotonin,C20H25N2O3,54.89,5.34,865.31,Lipid
Adrenaline,C6H22N2O10,68.94,13.51,359.5,Amide
Adenosine triphosphate,C15H5N5O9,965.25,9.73,839.764,Carbohydrate
Adenosine triphosphate,C13H35N5O2,628.56,3.18,533.3,Alcohol
Cholesterol,C3H15N5O3,198.7,11.58,900.461,Organic Compound
Caffeine,C19H38N0O1,477.24,1.53,810.873,Neurotransmitter
Aspirin,C13H38N4O6,340.51,N/A,120.177,Hormone
Aspirin,C1H14N1O10,485.0,3.48,78.242,Hormone
Dopamine,C8H6N3O4,837.48,12.82,611.849,Organic Compound
Caffeine,C9H17N5O10,302.32,9.05,70.884,Amide
Cholesterol,C12H6N1O4,557.64,6.68,453.438,Alcohol
Aspirin,C2H27N2O0,112.81,N/A,499.959,Lipid
