compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C14H38N3O1,566.97,N/A,526.283,Alcohol
Urea,C2H33N5O8,812.33,8.22,89.283,Carbohydrate
Cholesterol,C12H37N3O5,842.93,4.83,387.929,Alkaloid
Ethanol,C12H8N4O0,647.27,N/A,236.607,Lipid
Urea,C17H40N1O3,598.79,N/A,913.264,Hormone
Ethanol,C14H34N2O5,50.37,7.01,188.061,Organic Compound
Caffeine,C16H1N0O0,681.74,11.55,964.696,Neurotransmitter
Dopamine,C12H21N3O10,84.12,8.27,511.75,Nucleotide
Adenosine triphosphate,C17H5N5O10,553.81,7.41,646.335,Organic Compound
Glucose,C1H25N4O3,285.97,N/A,1.197,Neurotransmitter
Adenosine triphosphate,C9H28N0O10,556.86,N/A,191.577,Alcohol
Dopamine,C6H17N3O10,376.4,10.7,274.453,Alcohol
Urea,C17H1N3O1,499.65,1.09,579.701,Amide
Serotonin,C2H2N5O1,355.17,5.56,127.679,Neurotransmitter
Serotonin,C12H11N5O3,271.86,4.62,958.716,Hormone
Caffeine,C6H1N4O1,791.47,12.98,81.642,Hormone
Cholesterol,C20H39N1O1,661.96,3.18,89.012,Carbohydrate
Adenosine triphosphate,C2H5N3O3,485.95,9.89,961.611,Neurotransmitter
Urea,C5H4N0O10,430.82,5.79,179.621,Nucleotide
Urea,C13H19N0O9,928.79,4.07,500.172,Alcohol
Urea,C12H18N2O8,968.32,5.65,722.826,Neurotransmitter
Serotonin,C4H29N0O5,806.09,8.68,717.188,Amide
Urea,C10H20N0O10,719.28,10.83,692.833,Nucleotide
Serotonin,C19H2N5O1,956.31,12.74,124.556,Lipid
Aspirin,C5H16N0O8,610.54,1.94,866.771,Amide
Adrenaline,C15H19N4O10,945.1,7.39,864.754,Carbohydrate
Cholesterol,C11H2N1O6,354.47,2.02,297.237,Lipid
Ethanol,C15H33N2O2,972.5,10.3,714.436,Lipid
Cholesterol,C19H16N1O8,152.44,6.99,19.57,Alcohol
Adrenaline,C4H28N3O1,614.06,8.45,425.417,Hormone
Caffeine,C10H21N2O2,936.83,7.31,283.148,Lipid
Caffeine,C12H34N0O5,787.23,8.13,374.749,Organic Compound
Serotonin,C9H14N0O10,254.97,N/A,10.024,Carbohydrate
Dopamine,C3H34N1O7,818.53,10.49,286.963,Alcohol
Caffeine,C19H1N2O10,246.49,10.6,564.826,Hormone
Caffeine,C11H4N3O1,312.29,11.88,401.924,Lipid
Ethanol,C8H23N5O0,662.08,10.73,459.711,Carbohydrate
Adrenaline,C18H16N4O9,172.83,2.33,632.09,Hormone
Ethanol,C1H16N0O6,491.81,N/A,811.122,Organic Compound
Ethanol,C3H17N2O6,297.46,N/A,843.322,Nucleotide
Adrenaline,C2H8N1O5,624.36,6.62,238.041,Lipid
Glucose,C11H5N5O3,971.09,11.73,382.056,Lipid
Ethanol,C18H23N2O9,54.98,13.93,626.027,Carbohydrate
Glucose,C9H18N2O0,558.96,11.42,221.973,Lipid
Dopamine,C16H15N4O2,431.55,4.48,251.343,Nucleotide
Dopamine,C13H30N4O10,159.51,N/A,844.939,Alcohol
Adrenaline,C13H35N4O9,550.05,10.26,974.193,Nucleotide
Cholesterol,C12H15N0O4,537.52,5.86,557.334,Alkaloid
Adenosine triphosphate,C2H22N5O7,721.18,13.49,60.886,Alkaloid
Cholesterol,C11H10N2O10,107.83,12.0,944.492,Neurotransmitter
Caffeine,C3H28N0O9,529.84,5.73,991.517,Hormone
Glucose,C10H19N2O1,540.95,11.54,487.556,Alkaloid
Adrenaline,C2H16N0O0,417.6,N/A,559.84,Hormone
Aspirin,C14H2N5O5,503.3,1.0,969.495,Organic Compound
Caffeine,C9H24N0O8,361.74,9.95,734.509,Carbohydrate
Caffeine,C10H35N2O3,826.89,9.82,761.821,Lipid
