compound,formula,mw,pka,solubility_mg_ml,class
Urea,C16H7N3O3,218.28,13.61,911.643,Amide
Glucose,C18H37N4O8,218.13,3.85,483.603,Carbohydrate
Glucose,C11H33N4O0,605.25,3.97,210.001,Hormone
Glucose,C8H14N2O0,194.2,11.34,727.007,Amide
Dopamine,C3H1N4O10,311.41,8.3,522.288,Nucleotide
Caffeine,C13H10N3O4,866.43,12.87,693.89,Lipid
Cholesterol,C5H30N5O6,976.04,N/A,928.48,Hormone
Caffeine,C11H26N2O7,985.27,N/A,608.539,Amide
Cholesterol,C8H32N0O1,820.6,N/A,252.526,Nucleotide
Glucose,C18H16N3O9,910.05,13.45,137.486,Hormone
Glucose,C12H38N1O0,481.57,N/A,450.339,Nucleotide
Dopamine,C8H38N4O6,75.62,7.45,960.705,Carbohydrate
Cholesterol,C1H13N4O3,176.75,13.19,726.298,Amide
Urea,C8H14N5O3,960.6,12.04,556.561,Hormone
Dopamine,C4H20N3O6,250.29,2.73,221.557,Neurotransmitter
Cholesterol,C8H22N5O2,930.4,5.91,891.961,Carbohydrate
Urea,C7H5N1O8,356.58,6.05,255.811,Neurotransmitter
Caffeine,C4H16N1O5,537.37,3.18,375.591,Organic Compound
Dopamine,C13H14N2O9,941.88,8.63,474.861,Lipid
Serotonin,C13H23N1O9,580.56,13.22,850.951,Neurotransmitter
Adenosine triphosphate,C3H2N1O0,562.47,13.19,899.827,Carbohydrate
Adenosine triphosphate,C11H12N2O10,609.37,N/A,493.617,Amide
Serotonin,C11H13N5O4,170.14,3.93,751.894,Organic Compound
Aspirin,C6H37N0O5,373.48,5.98,444.35,Neurotransmitter
Caffeine,C17H3N0O8,960.17,12.17,53.982,Amide
Aspirin,C6H6N4O2,622.06,10.97,463.406,Carbohydrate
Cholesterol,C15H31N2O8,934.74,1.45,259.741,Amide
Adenosine triphosphate,C11H2N4O0,265.71,10.07,533.541,Alcohol
Ethanol,C8H14N3O10,862.81,5.98,729.238,Nucleotide
Adrenaline,C4H15N5O4,234.5,N/A,635.004,Lipid
Aspirin,C9H36N3O6,619.19,12.47,940.827,Amide
Adenosine triphosphate,C7H36N2O10,962.11,10.23,734.387,Organic Compound
Adenosine triphosphate,C4H28N4O8,266.98,N/A,452.562,Neurotransmitter
Adenosine triphosphate,C10H19N0O3,560.65,9.6,365.479,Lipid
Serotonin,C4H14N4O10,450.97,N/A,570.937,Nucleotide
Serotonin,C3H18N5O5,750.46,5.33,223.852,Organic Compound
Adenosine triphosphate,C6H1N4O5,870.9,4.33,62.186,Hormone
Serotonin,C3H35N2O5,140.85,2.66,341.609,Lipid
Serotonin,C15H18N3O4,825.41,12.71,9.024,Organic Compound
Adenosine triphosphate,C7H28N4O7,386.32,3.51,253.48,Alcohol
Adenosine triphosphate,C13H9N5O7,550.99,7.47,117.106,Alcohol
Aspirin,C19H23N0O1,263.54,1.61,349.384,Carbohydrate
Dopamine,C5H4N1O4,889.33,5.02,630.649,Alcohol
Aspirin,C17H40N3O1,679.68,10.76,577.455,Alkaloid
Aspirin,C1H15N4O7,740.82,7.01,973.676,Lipid
