compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C18H26N5O8,781.73,11.15,237.303,Lipid
Adrenaline,C7H35N3O4,639.96,N/A,633.777,Organic Compound
Aspirin,C5H38N5O9,324.53,4.86,422.193,Neurotransmitter
Cholesterol,C14H12N4O5,282.89,11.22,93.976,Neurotransmitter
Ethanol,C7H3N5O10,772.08,N/A,418.57,Hormone
Serotonin,C10H24N0O6,85.73,2.27,613.723,Alcohol
Glucose,C3H9N5O6,613.98,N/A,597.393,Lipid
Adenosine triphosphate,C10H20N5O7,831.82,4.37,420.478,Organic Compound
Adenosine triphosphate,C13H37N5O7,422.39,1.94,285.309,Nucleotide
Aspirin,C17H21N1O8,933.91,12.49,73.934,Alkaloid
Urea,C17H33N1O9,473.5,11.38,154.199,Alkaloid
Ethanol,C1H18N4O6,225.98,N/A,897.047,Alcohol
Cholesterol,C3H5N3O9,73.1,1.37,328.587,Alkaloid
Caffeine,C7H22N2O8,468.14,N/A,675.866,Lipid
Adenosine triphosphate,C7H38N0O2,305.18,5.14,439.737,Neurotransmitter
Adrenaline,C5H24N4O6,91.61,N/A,540.661,Alcohol
Glucose,C16H19N0O8,803.8,13.77,831.987,Neurotransmitter
Glucose,C17H6N5O10,302.22,9.04,524.57,Hormone
Cholesterol,C8H14N4O8,281.07,N/A,2.407,Nucleotide
Adrenaline,C10H11N4O8,450.91,4.21,629.477,Nucleotide
Caffeine,C16H6N1O6,536.06,N/A,643.409,Hormone
Ethanol,C10H29N1O10,523.95,10.94,749.927,Alkaloid
Serotonin,C3H20N3O10,210.49,N/A,855.688,Amide
Serotonin,C3H29N2O6,968.85,11.19,87.253,Lipid
Glucose,C9H29N1O0,94.75,9.95,279.89,Hormone
Caffeine,C5H11N1O4,608.55,N/A,832.365,Amide
Dopamine,C10H22N2O10,596.66,10.9,579.186,Carbohydrate
Urea,C6H16N1O3,148.13,3.89,826.477,Hormone
Serotonin,C3H18N2O9,198.98,N/A,297.944,Carbohydrate
Dopamine,C12H13N2O5,277.03,N/A,272.248,Lipid
Ethanol,C18H32N3O6,240.88,5.73,21.532,Hormone
Adenosine triphosphate,C4H25N3O5,924.02,7.29,618.391,Alkaloid
Serotonin,C11H33N2O9,643.44,11.26,50.845,Nucleotide
Urea,C6H11N4O5,238.81,6.72,448.222,Nucleotide
Dopamine,C2H16N5O8,258.78,11.64,20.461,Alkaloid
Cholesterol,C19H9N2O1,868.02,10.31,892.57,Alkaloid
Cholesterol,C8H28N1O6,540.32,4.93,234.888,Lipid
Aspirin,C4H32N1O0,809.15,4.84,9.58,Hormone
Urea,C19H7N5O4,572.17,4.6,346.237,Neurotransmitter
Glucose,C12H20N2O9,743.24,11.35,313.192,Alcohol
Urea,C12H31N0O7,88.12,8.84,303.094,Organic Compound
Ethanol,C18H11N3O10,265.53,1.3,40.684,Nucleotide
Ethanol,C13H39N4O7,708.05,5.72,501.956,Neurotransmitter
Adenosine triphosphate,C17H27N3O0,576.73,12.63,462.739,Carbohydrate
Serotonin,C9H34N2O10,330.25,7.71,23.793,Lipid
Adenosine triphosphate,C10H24N0O10,912.1,8.37,711.89,Neurotransmitter
Aspirin,C2H18N5O4,442.12,11.73,307.337,Lipid
