compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C11H8N0O1,185.56,7.87,506.228,Lipid
Dopamine,C12H10N1O5,374.07,6.55,778.751,Alcohol
Cholesterol,C17H32N3O7,323.31,N/A,178.502,Hormone
Adenosine triphosphate,C11H15N1O1,324.82,12.73,308.486,Alkaloid
Ethanol,C11H20N2O8,853.01,10.16,956.518,Neurotransmitter
Adrenaline,C14H10N0O7,477.81,8.09,565.56,Alkaloid
Glucose,C1H22N2O2,860.2,11.36,8.354,Nucleotide
Serotonin,C15H7N0O9,611.03,6.17,584.635,Carbohydrate
Dopamine,C17H5N2O8,745.9,3.15,448.516,Amide
Ethanol,C2H3N4O10,135.14,2.05,365.529,Alcohol
Cholesterol,C13H10N3O2,992.56,2.36,741.408,Neurotransmitter
Ethanol,C18H22N3O8,879.09,8.16,363.176,Organic Compound
Adrenaline,C9H32N1O7,695.82,3.02,397.314,Amide
Cholesterol,C2H18N4O8,352.53,3.42,4.749,Amide
Adrenaline,C13H38N4O1,821.67,4.19,302.459,Hormone
Adrenaline,C7H6N1O1,901.35,N/A,669.923,Lipid
Glucose,C20H24N2O10,703.31,2.92,692.12,Hormone
Urea,C8H12N1O0,635.27,13.07,648.441,Alkaloid
Ethanol,C6H21N0O0,555.64,2.16,970.581,Carbohydrate
Serotonin,C18H36N5O8,622.13,N/A,298.608,Amide
Cholesterol,C20H3N1O0,125.09,2.73,452.941,Lipid
Dopamine,C4H11N4O0,613.73,10.6,726.758,Alkaloid
Cholesterol,C10H32N1O2,587.13,7.06,321.012,Nucleotide
Glucose,C5H29N1O4,239.6,6.43,42.808,Nucleotide
Serotonin,C15H17N1O2,979.68,8.76,607.673,Organic Compound
Glucose,C20H7N2O0,442.87,N/A,902.531,Alkaloid
Caffeine,C8H19N3O4,268.68,6.76,138.381,Organic Compound
Serotonin,C7H34N4O9,854.25,2.71,418.719,Alcohol
Serotonin,C20H23N1O8,199.32,8.21,349.287,Alcohol
Adrenaline,C13H29N4O10,991.46,13.62,93.787,Lipid
Ethanol,C2H12N0O6,728.67,13.41,789.814,Alkaloid
Adrenaline,C11H17N5O4,526.5,10.25,387.48,Carbohydrate
Aspirin,C4H32N3O4,267.22,10.85,518.533,Amide
Ethanol,C19H33N4O8,345.19,10.87,454.657,Nucleotide
Dopamine,C16H17N2O5,398.36,6.28,85.442,Lipid
Serotonin,C11H29N2O6,286.03,N/A,902.347,Organic Compound
Ethanol,C11H37N2O5,988.83,9.96,439.171,Carbohydrate
Adenosine triphosphate,C19H14N1O1,446.99,3.57,987.582,Nucleotide
