compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C19H20N3O1,663.25,1.21,187.892,Amide
Caffeine,C8H37N4O6,979.75,10.67,838.862,Amide
Aspirin,C13H17N1O0,51.16,1.27,848.082,Amide
Adrenaline,C8H38N4O0,454.82,N/A,698.988,Lipid
Adenosine triphosphate,C18H25N1O10,234.54,1.41,788.857,Amide
Glucose,C4H16N2O10,90.06,3.17,412.968,Organic Compound
Cholesterol,C18H6N3O4,332.9,N/A,601.394,Neurotransmitter
Caffeine,C16H22N2O2,630.1,13.98,526.28,Amide
Serotonin,C16H35N5O5,408.22,8.52,236.991,Carbohydrate
Cholesterol,C3H20N0O9,681.35,4.54,412.017,Nucleotide
Adenosine triphosphate,C16H39N0O6,99.09,N/A,193.789,Amide
Caffeine,C6H1N4O5,138.59,7.8,406.759,Amide
Adrenaline,C10H36N5O4,518.45,3.93,273.476,Alkaloid
Glucose,C3H36N3O1,696.74,N/A,24.49,Hormone
Dopamine,C7H40N2O5,791.53,N/A,939.44,Alkaloid
Glucose,C16H36N4O8,161.82,N/A,822.08,Organic Compound
Glucose,C18H23N2O2,371.1,1.48,78.147,Alkaloid
Adenosine triphosphate,C6H19N2O8,275.54,4.52,51.292,Neurotransmitter
Glucose,C2H17N4O7,549.59,7.02,446.258,Alkaloid
Cholesterol,C5H35N3O1,771.14,8.85,878.606,Neurotransmitter
Glucose,C11H19N0O10,258.95,10.45,86.068,Hormone
Dopamine,C5H4N5O5,222.89,N/A,353.725,Organic Compound
Dopamine,C9H15N3O4,120.98,N/A,373.511,Carbohydrate
Urea,C18H19N3O9,985.92,12.87,640.039,Alcohol
Ethanol,C17H2N5O4,757.11,8.47,842.27,Alkaloid
Glucose,C9H18N0O10,937.23,7.43,533.373,Alkaloid
Cholesterol,C19H14N2O5,62.73,8.66,766.73,Hormone
Serotonin,C19H7N1O9,682.58,N/A,978.606,Neurotransmitter
Caffeine,C15H19N4O5,344.6,12.68,682.566,Neurotransmitter
Glucose,C7H24N2O6,797.92,6.25,103.207,Alkaloid
