compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C1H19N5O10,484.64,9.16,188.146,Alcohol
Urea,C1H33N5O8,360.78,10.65,122.569,Hormone
Adenosine triphosphate,C9H1N3O5,506.47,N/A,11.271,Neurotransmitter
Ethanol,C5H22N3O8,454.26,12.57,560.503,Organic Compound
Aspirin,C16H19N1O1,982.73,N/A,283.672,Organic Compound
Caffeine,C8H25N2O7,198.83,N/A,108.842,Lipid
Aspirin,C6H13N2O2,384.03,7.81,669.378,Lipid
Dopamine,C6H20N3O4,505.97,3.71,677.257,Carbohydrate
Dopamine,C7H16N0O2,690.18,N/A,480.748,Nucleotide
Serotonin,C12H19N1O7,950.88,N/A,470.268,Alkaloid
Urea,C16H1N2O1,111.78,2.9,17.992,Alkaloid
Adenosine triphosphate,C5H19N5O9,289.47,13.54,549.157,Lipid
Urea,C11H27N5O2,312.62,6.18,232.227,Organic Compound
Adenosine triphosphate,C2H20N1O2,614.13,11.38,653.974,Lipid
Adenosine triphosphate,C4H19N0O0,59.63,4.93,429.862,Alcohol
Glucose,C13H7N1O5,380.85,8.66,492.501,Organic Compound
Cholesterol,C15H25N0O10,449.54,3.17,938.637,Organic Compound
Adenosine triphosphate,C3H13N4O9,345.55,5.73,178.318,Lipid
Caffeine,C3H21N2O8,620.91,9.15,270.28,Amide
Serotonin,C4H5N3O7,675.74,N/A,107.405,Nucleotide
Serotonin,C4H20N5O8,833.6,6.79,374.882,Nucleotide
Serotonin,C6H4N2O2,760.57,6.14,606.512,Organic Compound
Caffeine,C13H19N4O8,799.48,N/A,257.099,Nucleotide
Adrenaline,C12H4N2O4,126.24,N/A,907.411,Alkaloid
Serotonin,C12H11N5O5,628.86,8.35,675.808,Alcohol
Dopamine,C19H23N5O9,699.88,4.97,752.483,Carbohydrate
Cholesterol,C14H39N2O10,334.58,8.28,70.447,Alkaloid
Ethanol,C14H18N0O3,723.25,1.65,316.858,Alkaloid
Aspirin,C3H4N3O7,914.78,3.6,265.284,Lipid
Aspirin,C7H5N4O3,791.11,6.38,805.716,Nucleotide
Adenosine triphosphate,C9H20N0O3,445.3,8.23,128.262,Amide
Urea,C15H24N2O0,172.95,N/A,370.646,Neurotransmitter
Adrenaline,C9H2N1O0,416.99,8.53,212.731,Neurotransmitter
Dopamine,C6H33N4O4,561.7,3.42,353.083,Carbohydrate
Ethanol,C3H40N1O3,484.59,5.68,675.508,Nucleotide
Aspirin,C17H15N5O10,260.91,N/A,680.69,Carbohydrate
Serotonin,C9H1N5O0,867.2,3.7,569.042,Lipid
Adrenaline,C5H12N4O3,84.06,9.71,407.23,Organic Compound
Adrenaline,C2H31N1O7,224.26,12.18,549.176,Carbohydrate
Dopamine,C2H12N2O4,418.53,9.51,626.597,Nucleotide
Urea,C5H11N5O7,669.48,7.97,917.775,Carbohydrate
Glucose,C14H10N0O10,937.94,11.73,309.629,Neurotransmitter
Urea,C19H25N0O6,667.18,8.33,525.463,Carbohydrate
Ethanol,C17H8N0O1,943.12,3.44,910.843,Neurotransmitter
Serotonin,C9H24N0O4,994.75,3.9,937.561,Alkaloid
Aspirin,C3H35N2O8,459.77,7.05,892.704,Lipid
Urea,C12H23N1O8,99.33,12.7,403.202,Alcohol
Adrenaline,C1H10N3O7,887.22,11.24,32.724,Lipid
Dopamine,C17H5N1O8,334.33,7.36,492.427,Nucleotide
Serotonin,C10H6N3O3,514.02,4.89,844.667,Neurotransmitter
Serotonin,C13H11N4O0,987.79,12.54,517.954,Alcohol
Dopamine,C11H29N5O0,325.26,13.73,581.164,Organic Compound
Adenosine triphosphate,C11H18N3O7,259.66,4.05,124.207,Alkaloid
Cholesterol,C16H25N0O9,897.86,6.92,809.011,Alcohol
Urea,C3H1N4O8,977.72,8.74,812.974,Neurotransmitter
Aspirin,C15H24N5O2,544.38,10.36,83.287,Neurotransmitter
Serotonin,C2H16N1O10,503.09,1.61,847.625,Amide
Glucose,C8H34N2O10,236.79,7.75,941.97,Hormone
