compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C4H14N0O3,817.35,12.42,769.026,Nucleotide
Aspirin,C17H24N3O7,705.82,1.29,242.204,Amide
Dopamine,C2H27N3O3,478.33,4.0,605.296,Alkaloid
Serotonin,C20H21N2O1,635.6,11.11,76.198,Carbohydrate
Adenosine triphosphate,C1H23N0O7,999.68,13.26,819.941,Nucleotide
Adenosine triphosphate,C17H18N4O5,889.9,11.16,912.627,Alcohol
Adrenaline,C14H17N3O8,131.96,13.61,821.315,Carbohydrate
Glucose,C6H24N1O7,392.24,3.28,211.184,Carbohydrate
Adenosine triphosphate,C9H39N1O7,427.15,12.18,181.848,Neurotransmitter
Glucose,C13H5N1O6,933.71,13.57,319.505,Alcohol
Dopamine,C20H24N3O3,330.56,11.89,680.734,Nucleotide
Caffeine,C19H24N0O2,562.18,10.32,881.598,Neurotransmitter
Ethanol,C3H7N3O0,866.23,13.79,383.435,Alcohol
Cholesterol,C3H24N3O8,546.4,9.76,785.438,Alcohol
Ethanol,C1H22N3O2,838.78,5.59,684.948,Amide
Caffeine,C12H14N3O7,238.83,5.2,91.724,Amide
Adrenaline,C2H21N1O0,193.53,N/A,61.684,Alkaloid
Cholesterol,C13H23N2O6,526.62,6.33,648.988,Amide
Serotonin,C19H29N2O4,880.04,8.76,791.537,Amide
Ethanol,C10H17N5O7,406.17,9.98,66.414,Amide
Urea,C1H17N1O7,506.91,N/A,158.589,Lipid
Adenosine triphosphate,C18H18N2O6,545.56,11.21,698.081,Amide
Urea,C4H6N5O9,927.86,9.59,316.826,Hormone
Caffeine,C9H24N2O8,840.22,3.0,39.938,Organic Compound
Glucose,C1H27N5O2,780.97,11.97,45.746,Carbohydrate
Ethanol,C4H1N4O7,939.65,7.1,171.662,Amide
Cholesterol,C2H13N5O8,631.97,2.34,411.825,Amide
Glucose,C17H17N0O7,90.8,8.65,109.188,Alkaloid
Adrenaline,C18H33N3O5,972.63,N/A,259.383,Lipid
Ethanol,C17H22N2O5,126.19,6.09,443.717,Neurotransmitter
Serotonin,C16H1N3O0,820.35,1.93,528.25,Alkaloid
Aspirin,C5H27N3O4,351.01,12.52,450.28,Amide
Caffeine,C4H34N1O7,986.68,2.11,818.635,Carbohydrate
Dopamine,C15H31N3O2,53.98,7.92,329.492,Carbohydrate
Aspirin,C12H2N2O7,56.62,2.02,502.389,Carbohydrate
Serotonin,C1H6N1O4,108.33,7.96,638.742,Amide
Caffeine,C3H3N1O2,459.73,N/A,988.464,Alkaloid
Serotonin,C19H36N1O8,240.12,3.79,575.735,Lipid
Serotonin,C11H23N1O7,987.89,8.84,211.137,Organic Compound
Ethanol,C8H12N1O10,993.59,3.28,644.932,Alkaloid
Adenosine triphosphate,C17H37N2O8,512.18,11.34,870.793,Amide
Adenosine triphosphate,C14H8N4O4,728.08,10.51,647.011,Carbohydrate
Ethanol,C20H15N2O2,998.12,9.05,635.343,Carbohydrate
Adrenaline,C17H16N2O2,300.55,N/A,5.292,Nucleotide
Cholesterol,C13H25N4O2,857.98,11.56,875.198,Neurotransmitter
Serotonin,C5H34N1O3,429.85,N/A,247.547,Neurotransmitter
Caffeine,C10H8N4O9,116.17,8.98,163.19,Lipid
Cholesterol,C3H23N4O4,101.32,N/A,974.839,Amide
Glucose,C13H3N1O6,822.25,N/A,891.154,Organic Compound
Serotonin,C10H32N5O1,198.49,1.44,31.974,Amide
Glucose,C10H40N0O7,291.6,13.07,993.286,Nucleotide
Adenosine triphosphate,C7H24N3O8,390.88,11.52,531.558,Organic Compound
Urea,C15H33N0O7,895.61,4.07,282.204,Nucleotide
Ethanol,C4H8N0O10,947.55,3.44,162.52,Lipid
Adrenaline,C19H24N5O5,68.79,1.43,826.392,Alkaloid
Aspirin,C6H35N1O6,830.71,8.57,968.522,Alkaloid
Aspirin,C10H4N2O3,836.81,N/A,394.46,Organic Compound
Serotonin,C5H34N0O2,928.08,6.85,62.403,Hormone
Ethanol,C12H18N1O7,193.48,9.17,778.404,Alcohol
Caffeine,C3H13N0O0,804.9,10.84,890.76,Nucleotide
Glucose,C11H12N3O4,398.37,N/A,737.968,Amide
Glucose,C12H34N2O1,786.48,6.85,792.879,Lipid
Urea,C13H28N5O3,946.55,1.82,812.77,Carbohydrate
Serotonin,C14H20N5O7,730.73,11.64,337.059,Lipid
Aspirin,C12H7N1O7,665.64,N/A,376.557,Lipid
Glucose,C5H10N5O7,952.27,N/A,645.445,Amide
Glucose,C14H35N4O1,769.84,7.36,828.132,Lipid
Adenosine triphosphate,C11H13N1O1,132.42,12.01,527.065,Hormone
Serotonin,C17H40N5O1,612.09,12.73,644.948,Organic Compound
Dopamine,C10H24N0O7,95.34,5.33,79.054,Neurotransmitter
Adenosine triphosphate,C7H11N0O2,698.0,7.65,194.23,Carbohydrate
Adenosine triphosphate,C8H19N2O0,346.7,5.17,861.664,Alkaloid
Glucose,C18H11N2O8,676.92,2.2,650.899,Alkaloid
Aspirin,C11H11N5O6,309.74,13.29,540.043,Lipid
Cholesterol,C19H10N2O2,322.08,9.89,508.54,Neurotransmitter
Cholesterol,C14H9N1O3,862.66,9.46,4.307,Alcohol
Aspirin,C3H22N5O3,704.14,9.84,778.615,Alcohol
Glucose,C13H26N0O0,929.95,N/A,309.221,Carbohydrate
Glucose,C10H31N2O9,131.33,9.0,54.257,Hormone
Adrenaline,C3H20N2O10,864.67,N/A,308.929,Amide
Dopamine,C6H1N3O6,164.35,3.04,942.87,Alkaloid
Ethanol,C19H32N0O10,525.85,1.54,829.121,Lipid
Cholesterol,C4H17N0O1,767.79,8.27,189.258,Carbohydrate
Ethanol,C7H15N3O2,791.35,N/A,221.366,Hormone
Adrenaline,C13H22N3O1,787.18,N/A,232.231,Carbohydrate
Ethanol,C4H30N1O0,941.28,N/A,894.834,Neurotransmitter
Aspirin,C4H2N0O2,256.7,3.46,219.411,Lipid
Adrenaline,C3H40N5O0,141.43,4.45,168.055,Nucleotide
Caffeine,C4H17N2O2,551.76,1.84,455.266,Nucleotide
Serotonin,C20H7N4O8,215.35,6.1,817.569,Alkaloid
Ethanol,C6H10N4O7,802.59,9.58,302.987,Neurotransmitter
Glucose,C12H20N3O5,803.07,4.57,775.738,Carbohydrate
Glucose,C15H1N0O7,396.05,7.13,628.561,Carbohydrate
Caffeine,C3H26N0O1,881.81,N/A,286.851,Nucleotide
Adrenaline,C4H3N4O1,913.91,N/A,84.2,Lipid
Ethanol,C8H7N1O8,212.6,1.2,173.356,Organic Compound
Adrenaline,C2H3N5O0,898.53,6.23,462.208,Organic Compound
Urea,C14H20N4O3,546.38,11.3,747.936,Neurotransmitter
Cholesterol,C1H9N0O4,954.66,11.83,340.804,Neurotransmitter
Aspirin,C7H6N4O1,382.46,9.23,845.672,Lipid
Adenosine triphosphate,C5H26N0O3,258.06,8.3,37.998,Hormone
Adrenaline,C6H14N4O1,682.42,N/A,536.935,Lipid
Dopamine,C6H38N4O7,391.85,13.86,270.339,Alkaloid
Caffeine,C11H12N2O2,862.71,6.93,930.153,Lipid
Ethanol,C11H29N1O6,568.03,10.48,888.366,Hormone
Adrenaline,C16H19N1O0,57.78,13.5,904.051,Alcohol
Cholesterol,C12H19N5O1,369.19,2.8,867.385,Carbohydrate
Glucose,C17H36N0O4,992.33,3.54,416.858,Alkaloid
Aspirin,C2H22N1O6,330.85,7.78,933.493,Carbohydrate
Ethanol,C14H14N2O3,605.0,12.08,795.07,Lipid
Glucose,C3H35N2O2,60.94,3.18,73.716,Organic Compound
Caffeine,C18H22N1O0,298.02,4.13,641.147,Organic Compound
Ethanol,C20H18N2O4,663.46,4.19,296.284,Neurotransmitter
Serotonin,C19H6N4O6,106.86,1.94,454.282,Amide
Serotonin,C8H24N5O3,389.88,N/A,188.697,Neurotransmitter
Dopamine,C2H27N3O5,449.42,4.46,202.936,Carbohydrate
Cholesterol,C18H18N5O3,236.02,N/A,733.257,Amide
Ethanol,C16H18N3O6,535.34,10.48,813.182,Alkaloid
Adrenaline,C11H10N3O3,226.0,13.86,779.214,Carbohydrate
Glucose,C11H14N5O6,786.53,6.26,744.689,Lipid
Aspirin,C1H23N0O10,803.05,8.91,521.242,Nucleotide
Adrenaline,C12H22N4O9,280.51,5.2,347.63,Amide
Urea,C10H18N4O7,184.13,N/A,907.967,Nucleotide
Adrenaline,C5H37N3O5,916.87,5.61,904.891,Hormone
Caffeine,C4H3N2O7,618.85,9.35,549.723,Organic Compound
Ethanol,C1H31N2O4,884.93,3.83,619.885,Amide
Caffeine,C17H33N4O2,99.91,7.71,403.491,Organic Compound
Dopamine,C17H29N3O5,857.19,9.96,832.735,Organic Compound
Cholesterol,C11H31N0O2,298.93,6.01,875.394,Hormone
Cholesterol,C5H21N2O0,637.58,6.57,326.81,Alcohol
Glucose,C5H4N1O4,160.39,13.3,462.184,Amide
Urea,C1H25N2O1,618.23,10.27,165.465,Nucleotide
Adrenaline,C18H36N1O5,649.96,5.37,501.676,Carbohydrate
Adrenaline,C8H34N3O9,330.03,11.02,797.32,Nucleotide
Aspirin,C8H9N0O3,447.27,N/A,990.165,Amide
Adrenaline,C1H9N3O2,937.98,11.23,787.309,Alkaloid
Dopamine,C20H5N4O4,592.75,N/A,836.108,Organic Compound
Aspirin,C11H34N0O6,994.39,1.59,689.372,Alkaloid
Urea,C3H20N3O0,735.78,10.89,492.057,Organic Compound
Dopamine,C1H20N5O10,231.71,9.72,129.981,Alkaloid
Cholesterol,C12H12N4O6,720.31,9.26,199.633,Neurotransmitter
Aspirin,C2H11N2O5,66.5,11.79,130.263,Hormone
Adrenaline,C8H30N1O7,135.04,4.63,726.853,Nucleotide
Dopamine,C16H7N2O1,454.88,N/A,112.146,Amide
Aspirin,C8H21N2O6,274.76,4.08,61.321,Alkaloid
Aspirin,C15H15N1O4,97.57,N/A,519.944,Neurotransmitter
Urea,C1H7N1O10,637.89,10.75,30.102,Hormone
Ethanol,C9H1N0O1,499.15,6.25,929.241,Alcohol
Ethanol,C15H4N4O7,72.29,N/A,581.08,Organic Compound
Caffeine,C3H5N3O2,623.0,10.95,397.83,Organic Compound
Urea,C2H1N2O2,614.16,11.19,421.017,Lipid
Serotonin,C16H33N3O10,667.82,4.6,633.431,Lipid
Adenosine triphosphate,C17H13N3O5,903.73,N/A,404.926,Alcohol
Dopamine,C11H10N1O10,191.95,12.9,216.991,Lipid
Ethanol,C13H37N2O10,782.49,8.92,570.754,Amide
Glucose,C9H20N0O9,645.52,4.73,974.673,Carbohydrate
Urea,C14H17N5O5,596.2,11.55,359.806,Organic Compound
Serotonin,C13H25N1O3,291.9,N/A,45.517,Alkaloid
Serotonin,C17H4N4O2,463.75,3.6,470.125,Neurotransmitter
Serotonin,C15H7N4O3,718.96,N/A,747.931,Nucleotide
Glucose,C10H35N1O6,498.35,8.27,209.943,Nucleotide
Adrenaline,C1H19N1O2,826.96,3.44,784.715,Alcohol
Dopamine,C12H6N4O3,261.1,N/A,40.717,Hormone
Ethanol,C15H21N3O7,875.14,8.63,369.178,Carbohydrate
Urea,C13H10N4O2,466.51,3.69,122.524,Nucleotide
Urea,C10H20N2O10,918.73,7.62,548.277,Hormone
Adenosine triphosphate,C20H4N1O2,355.72,10.94,587.03,Lipid
