compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C10H19N0O4,852.07,N/A,619.205,Lipid
Serotonin,C9H34N2O5,836.39,5.06,954.325,Nucleotide
Caffeine,C19H35N1O10,428.75,11.12,372.51,Neurotransmitter
Serotonin,C19H7N2O3,370.74,3.62,909.627,Neurotransmitter
Glucose,C3H20N3O3,364.22,5.96,103.94,Carbohydrate
Adrenaline,C4H2N0O2,307.87,7.32,653.154,Hormone
Dopamine,C13H9N4O2,237.88,3.89,246.145,Lipid
Caffeine,C12H36N3O6,372.64,12.86,40.206,Alcohol
Adenosine triphosphate,C11H27N0O6,363.78,2.27,722.909,Neurotransmitter
Adrenaline,C5H2N5O9,688.91,4.03,160.356,Nucleotide
Glucose,C10H36N5O9,644.92,2.34,868.154,Carbohydrate
Cholesterol,C9H36N4O7,885.83,5.3,372.137,Lipid
Ethanol,C18H22N2O6,608.55,N/A,446.755,Nucleotide
Adrenaline,C12H21N5O3,362.59,11.94,591.2,Nucleotide
Serotonin,C11H16N3O8,855.08,5.45,842.258,Nucleotide
Adenosine triphosphate,C20H37N3O1,783.51,7.4,755.425,Lipid
Ethanol,C4H12N5O5,408.75,10.81,66.143,Amide
Dopamine,C1H38N5O3,298.91,N/A,784.976,Nucleotide
Glucose,C20H26N2O0,382.82,N/A,82.831,Carbohydrate
Dopamine,C19H21N1O9,538.62,6.19,784.753,Amide
Aspirin,C6H9N2O5,781.24,N/A,638.129,Nucleotide
Cholesterol,C16H36N2O5,528.52,N/A,498.75,Neurotransmitter
Caffeine,C20H17N1O10,480.31,N/A,225.304,Nucleotide
Glucose,C18H5N4O0,483.65,N/A,28.76,Nucleotide
Caffeine,C6H21N5O3,743.27,2.9,841.917,Hormone
Adenosine triphosphate,C3H12N5O10,104.59,10.36,115.893,Organic Compound
Glucose,C16H4N2O1,441.65,8.77,951.475,Lipid
Adrenaline,C12H34N1O3,296.23,4.78,666.313,Amide
Caffeine,C13H39N0O2,488.31,N/A,526.461,Organic Compound
Urea,C4H38N4O9,314.28,13.08,732.358,Organic Compound
Urea,C1H22N2O4,960.55,13.88,518.558,Lipid
Cholesterol,C19H16N3O3,482.27,4.42,301.654,Organic Compound
Cholesterol,C20H6N2O10,434.09,11.65,462.214,Neurotransmitter
Adrenaline,C8H1N4O10,531.65,13.96,890.271,Alkaloid
Dopamine,C11H17N3O5,286.27,12.38,653.396,Organic Compound
Cholesterol,C1H1N4O7,544.01,9.76,509.374,Carbohydrate
Caffeine,C15H10N0O7,735.89,10.22,944.095,Neurotransmitter
Cholesterol,C17H15N5O5,863.65,N/A,911.558,Hormone
Cholesterol,C17H8N5O0,514.63,3.57,389.454,Nucleotide
Serotonin,C5H5N1O5,111.54,5.3,417.729,Neurotransmitter
Dopamine,C9H30N3O0,90.2,4.04,119.728,Amide
Urea,C1H21N0O4,412.92,8.53,189.973,Neurotransmitter
Adrenaline,C11H4N1O8,394.65,N/A,639.16,Lipid
Adrenaline,C13H32N1O7,904.91,N/A,77.468,Amide
Cholesterol,C17H15N3O9,839.48,1.98,944.727,Alcohol
Serotonin,C17H26N1O0,143.58,4.58,55.544,Alkaloid
Aspirin,C16H8N0O4,589.33,2.31,325.859,Hormone
Cholesterol,C2H25N3O3,237.92,1.86,386.556,Carbohydrate
Ethanol,C8H37N0O10,129.28,12.17,259.47,Hormone
Urea,C11H10N4O1,143.12,2.79,81.273,Hormone
Cholesterol,C20H12N2O8,971.7,4.72,193.056,Carbohydrate
Adrenaline,C16H27N2O3,834.63,12.03,148.11,Nucleotide
Adrenaline,C4H1N2O10,464.78,12.18,45.923,Nucleotide
Cholesterol,C18H18N4O7,155.93,N/A,903.5,Hormone
Adrenaline,C3H17N1O7,940.86,6.37,19.975,Nucleotide
Dopamine,C3H32N0O0,805.52,N/A,575.565,Amide
Glucose,C2H27N0O5,859.21,9.14,826.195,Amide
Serotonin,C9H18N0O4,245.58,10.71,81.4,Amide
Adrenaline,C10H29N4O10,150.46,2.02,652.095,Nucleotide
Dopamine,C12H2N0O7,555.02,7.4,263.475,Hormone
Cholesterol,C16H10N1O9,932.82,N/A,400.249,Alcohol
Dopamine,C7H25N0O2,634.19,1.21,215.807,Organic Compound
Adenosine triphosphate,C4H10N4O0,544.88,9.39,374.691,Organic Compound
Caffeine,C19H38N4O6,709.44,N/A,312.495,Carbohydrate
Aspirin,C11H28N4O2,716.66,N/A,791.468,Lipid
Caffeine,C10H28N2O8,110.45,8.62,742.852,Lipid
Adrenaline,C11H5N2O3,64.51,2.56,296.526,Alcohol
Ethanol,C18H17N1O3,158.79,N/A,884.086,Hormone
Dopamine,C5H21N5O8,426.68,12.4,491.629,Neurotransmitter
Adrenaline,C1H20N4O7,192.06,5.46,535.205,Alkaloid
Aspirin,C7H23N3O8,246.34,N/A,58.552,Alkaloid
Ethanol,C19H30N4O1,301.97,5.23,514.798,Amide
Cholesterol,C17H20N4O0,817.03,1.67,517.283,Neurotransmitter
Cholesterol,C19H24N3O9,938.91,N/A,956.273,Nucleotide
Caffeine,C2H9N3O2,480.73,2.79,864.51,Alkaloid
Adenosine triphosphate,C16H39N1O5,432.21,7.93,582.644,Amide
Serotonin,C1H20N4O5,361.68,N/A,275.825,Nucleotide
Ethanol,C14H25N1O7,892.14,10.6,581.799,Hormone
Serotonin,C6H29N1O0,445.99,6.43,406.072,Alkaloid
Cholesterol,C6H24N2O1,451.87,12.19,160.24,Alcohol
Caffeine,C12H21N1O10,341.27,7.7,110.285,Organic Compound
Serotonin,C20H19N5O8,136.47,5.41,528.441,Lipid
Cholesterol,C10H31N4O5,135.54,5.98,657.878,Hormone
Urea,C18H7N1O0,253.4,8.2,477.29,Amide
Glucose,C8H25N2O1,558.82,9.46,927.638,Hormone
Ethanol,C13H3N0O5,709.33,N/A,276.809,Amide
Serotonin,C10H1N1O0,798.33,2.7,240.736,Hormone
Urea,C18H3N3O8,532.45,12.78,975.314,Alkaloid
Adenosine triphosphate,C19H1N2O6,96.85,4.1,967.553,Neurotransmitter
Glucose,C17H3N3O4,279.0,10.97,4.306,Amide
Adenosine triphosphate,C10H33N5O1,350.66,13.33,67.648,Alcohol
Cholesterol,C14H19N1O6,682.82,12.64,667.959,Carbohydrate
Ethanol,C10H1N2O4,947.71,12.88,442.883,Nucleotide
