compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C19H13N4O1,82.84,5.23,859.994,Nucleotide
Adenosine triphosphate,C9H30N3O4,414.84,13.61,990.637,Lipid
Cholesterol,C16H4N5O5,979.18,8.26,5.165,Organic Compound
Urea,C14H5N4O6,834.81,8.33,78.999,Alkaloid
Adrenaline,C13H20N0O0,490.01,N/A,648.517,Organic Compound
Dopamine,C18H9N4O1,54.9,6.84,51.689,Alkaloid
Adrenaline,C4H13N1O0,913.07,N/A,9.722,Neurotransmitter
Cholesterol,C3H10N0O6,207.92,N/A,716.233,Alcohol
Ethanol,C16H15N0O8,941.07,6.31,500.001,Hormone
Urea,C14H4N2O1,243.55,3.97,489.974,Neurotransmitter
Aspirin,C2H8N2O0,222.67,12.48,779.552,Hormone
Serotonin,C8H29N3O8,931.84,1.66,198.711,Neurotransmitter
Serotonin,C9H4N3O2,516.64,9.23,604.789,Carbohydrate
Urea,C17H11N1O1,354.16,11.18,914.201,Hormone
Adenosine triphosphate,C1H24N0O7,152.32,3.36,999.473,Hormone
Glucose,C7H18N1O10,964.7,3.97,54.356,Alcohol
Aspirin,C15H31N5O7,909.6,1.2,703.483,Hormone
Glucose,C14H38N5O10,307.52,3.93,560.963,Neurotransmitter
Urea,C11H35N0O1,98.66,12.94,940.997,Carbohydrate
Cholesterol,C7H1N1O9,70.36,1.84,938.847,Lipid
Cholesterol,C18H3N4O7,473.14,1.47,47.478,Organic Compound
Urea,C8H5N3O8,594.33,12.86,868.048,Lipid
Caffeine,C6H37N1O4,866.79,6.81,624.967,Carbohydrate
Caffeine,C18H31N3O5,984.24,2.79,785.018,Alkaloid
Cholesterol,C17H15N5O6,319.6,4.67,185.484,Amide
Dopamine,C7H37N5O7,290.47,N/A,713.603,Nucleotide
Glucose,C16H3N4O6,206.04,4.73,967.73,Carbohydrate
Dopamine,C11H37N1O1,336.99,12.56,823.017,Organic Compound
Adenosine triphosphate,C12H11N2O5,112.62,11.38,288.657,Lipid
Dopamine,C11H36N5O5,296.2,N/A,603.661,Alkaloid
Cholesterol,C15H10N1O9,85.63,7.11,499.831,Hormone
Ethanol,C5H22N3O3,149.27,4.97,653.105,Lipid
Adrenaline,C9H2N1O8,394.65,12.25,874.952,Amide
Dopamine,C15H22N0O3,686.04,11.26,828.771,Amide
Cholesterol,C16H31N0O0,828.91,N/A,949.611,Hormone
Urea,C6H23N2O5,884.63,11.27,231.893,Nucleotide
Dopamine,C13H16N5O4,253.77,7.35,983.682,Amide
Aspirin,C10H11N0O3,386.33,9.14,396.369,Neurotransmitter
Cholesterol,C14H12N1O1,316.76,1.66,923.036,Hormone
Adrenaline,C10H24N4O7,421.02,N/A,469.173,Nucleotide
Cholesterol,C3H14N3O5,920.49,10.41,271.138,Hormone
Dopamine,C9H18N2O1,225.53,6.76,956.027,Organic Compound
Serotonin,C1H6N4O7,149.98,13.69,957.859,Lipid
Caffeine,C1H38N5O6,286.5,N/A,581.115,Hormone
Aspirin,C18H2N3O5,224.59,11.04,268.578,Amide
Urea,C5H3N5O3,501.18,4.67,575.637,Nucleotide
Urea,C1H5N3O10,949.15,13.73,688.742,Alkaloid
Serotonin,C1H34N5O7,816.13,10.53,233.063,Organic Compound
Caffeine,C1H37N1O4,213.95,1.31,519.238,Nucleotide
Serotonin,C8H13N0O4,629.87,7.99,446.232,Carbohydrate
Ethanol,C8H9N2O9,528.54,13.28,199.405,Hormone
Cholesterol,C19H1N3O9,589.5,13.65,671.022,Hormone
Cholesterol,C7H17N0O10,428.39,10.29,131.049,Neurotransmitter
Serotonin,C19H8N4O1,268.36,N/A,398.454,Alcohol
Adenosine triphosphate,C13H32N4O1,421.26,5.61,516.77,Organic Compound
Urea,C19H6N3O9,515.01,N/A,573.285,Nucleotide
Dopamine,C15H7N3O4,647.15,N/A,524.212,Carbohydrate
Urea,C19H37N0O4,824.54,8.35,191.117,Carbohydrate
Serotonin,C17H24N5O6,989.25,5.48,857.614,Hormone
Cholesterol,C17H21N0O1,231.84,7.08,803.922,Hormone
Caffeine,C6H7N3O6,712.9,11.27,989.111,Nucleotide
Ethanol,C15H40N0O8,964.52,5.42,679.911,Amide
Adrenaline,C6H23N3O1,554.27,6.59,44.014,Nucleotide
Adrenaline,C19H2N0O0,874.23,2.77,528.813,Alcohol
Adenosine triphosphate,C20H10N3O9,349.17,6.05,230.943,Carbohydrate
Glucose,C15H31N1O10,717.78,1.61,869.134,Alcohol
Adrenaline,C14H9N3O0,585.38,N/A,421.4,Organic Compound
Adrenaline,C4H4N1O4,199.96,N/A,774.447,Hormone
Glucose,C13H13N4O5,855.25,N/A,791.083,Nucleotide
Adenosine triphosphate,C5H14N1O4,709.35,4.6,939.781,Organic Compound
Cholesterol,C16H26N2O3,296.72,1.64,732.342,Neurotransmitter
Dopamine,C10H10N5O6,293.12,9.95,511.831,Hormone
Cholesterol,C2H27N0O3,885.12,3.05,15.549,Amide
Ethanol,C1H36N2O6,421.98,N/A,740.178,Lipid
Serotonin,C19H1N0O6,360.44,6.47,942.073,Alkaloid
Ethanol,C4H23N1O3,681.45,6.08,461.302,Neurotransmitter
Dopamine,C10H22N4O7,767.64,11.27,804.24,Amide
Glucose,C18H9N2O6,116.47,12.68,122.884,Carbohydrate
Serotonin,C1H1N0O7,164.11,N/A,740.829,Hormone
Caffeine,C11H38N4O3,814.27,1.15,774.036,Organic Compound
Glucose,C18H7N0O9,829.79,4.18,803.985,Hormone
Caffeine,C16H15N2O2,338.98,13.31,99.54,Lipid
Dopamine,C20H2N3O5,88.09,13.87,245.492,Carbohydrate
Cholesterol,C10H7N1O10,167.73,8.1,993.573,Amide
Ethanol,C4H11N2O5,823.85,N/A,849.232,Amide
Cholesterol,C5H11N3O0,638.0,1.44,914.845,Amide
Glucose,C1H7N1O4,519.98,13.43,896.366,Hormone
Ethanol,C2H11N2O1,805.16,5.07,828.336,Alcohol
Aspirin,C19H28N0O5,347.86,8.08,613.629,Neurotransmitter
Urea,C3H17N4O6,63.9,1.43,376.142,Organic Compound
Serotonin,C1H25N2O8,382.23,7.95,66.142,Alkaloid
Ethanol,C2H30N0O8,732.5,N/A,202.334,Neurotransmitter
Aspirin,C15H1N0O5,622.58,11.15,945.008,Lipid
Glucose,C16H24N1O6,932.2,4.88,920.466,Alcohol
Cholesterol,C5H14N1O6,753.95,10.62,130.163,Organic Compound
Aspirin,C9H39N3O2,679.72,1.1,578.816,Alkaloid
Cholesterol,C12H22N1O8,59.76,13.09,424.384,Lipid
Dopamine,C16H25N4O3,274.48,11.47,815.724,Hormone
Aspirin,C5H30N5O3,815.49,10.27,991.875,Carbohydrate
Caffeine,C12H31N5O5,512.66,3.96,319.325,Alcohol
Caffeine,C8H36N5O4,826.71,11.27,624.679,Amide
Caffeine,C10H29N5O3,394.8,N/A,364.691,Nucleotide
Adrenaline,C14H23N5O0,595.52,8.26,398.873,Hormone
Aspirin,C17H2N3O9,544.65,N/A,381.011,Amide
Ethanol,C14H15N0O8,963.14,3.84,244.855,Alcohol
Cholesterol,C5H19N1O7,813.82,8.13,584.286,Alkaloid
Dopamine,C10H15N0O9,433.17,11.98,483.42,Carbohydrate
Glucose,C18H6N1O9,938.86,4.87,259.272,Amide
Adenosine triphosphate,C20H11N1O1,320.86,4.5,750.401,Alkaloid
Glucose,C11H26N4O5,168.19,11.73,255.446,Amide
Urea,C18H14N5O2,231.25,8.22,406.911,Nucleotide
Serotonin,C7H25N3O4,628.87,10.72,24.087,Alcohol
Caffeine,C18H12N0O4,521.98,4.4,421.7,Amide
Serotonin,C12H20N0O10,394.51,4.76,393.412,Carbohydrate
Ethanol,C19H31N0O10,493.98,7.31,633.596,Organic Compound
Glucose,C17H25N0O1,512.4,2.88,189.704,Alkaloid
Adrenaline,C13H21N3O2,316.29,8.55,378.143,Hormone
Adenosine triphosphate,C13H15N3O1,504.16,10.02,623.392,Organic Compound
Urea,C16H13N5O4,220.04,8.24,374.246,Amide
Ethanol,C7H29N2O2,757.0,11.27,937.465,Alkaloid
Serotonin,C16H36N2O7,684.08,13.47,886.378,Neurotransmitter
Serotonin,C7H19N3O4,542.63,4.81,980.2,Nucleotide
Glucose,C15H34N3O0,821.27,13.68,67.593,Amide
Ethanol,C10H35N0O4,69.93,1.48,909.472,Organic Compound
Aspirin,C19H28N0O9,745.62,5.14,552.091,Amide
Ethanol,C7H26N0O9,615.85,5.78,950.585,Nucleotide
Caffeine,C10H4N5O7,540.48,N/A,640.76,Alkaloid
Ethanol,C13H27N4O7,146.94,N/A,322.026,Hormone
Ethanol,C3H1N3O8,621.9,12.03,82.049,Nucleotide
Dopamine,C15H5N1O1,131.71,11.8,389.03,Amide
Glucose,C18H36N2O3,355.62,5.31,266.0,Organic Compound
Dopamine,C13H4N2O3,785.43,13.65,320.529,Alcohol
Ethanol,C14H31N4O0,219.47,2.65,411.31,Amide
Cholesterol,C15H35N2O2,603.42,11.59,827.038,Carbohydrate
Glucose,C19H37N3O0,676.99,5.18,360.673,Alcohol
Ethanol,C6H12N1O7,578.55,12.36,177.545,Alcohol
Serotonin,C3H29N5O4,812.62,12.82,63.251,Alcohol
Glucose,C14H23N1O5,250.48,6.97,893.937,Nucleotide
Ethanol,C4H6N5O9,277.6,N/A,567.451,Alkaloid
Adrenaline,C2H16N5O1,294.37,5.43,155.335,Amide
Serotonin,C19H40N3O10,720.45,7.99,574.122,Nucleotide
Adrenaline,C2H38N0O9,232.57,2.25,166.999,Alcohol
Dopamine,C9H13N5O0,663.13,12.24,375.215,Hormone
Adrenaline,C13H23N2O0,311.55,7.59,132.048,Nucleotide
Dopamine,C20H16N5O9,415.2,6.43,817.847,Lipid
Caffeine,C7H16N3O5,854.99,N/A,664.038,Alkaloid
Dopamine,C11H34N4O2,213.15,8.09,763.922,Hormone
Aspirin,C17H14N0O6,504.69,9.91,637.502,Nucleotide
Serotonin,C2H36N4O7,829.43,5.21,550.384,Amide
Aspirin,C13H2N5O0,869.1,4.48,153.615,Hormone
Caffeine,C7H4N5O1,866.88,8.24,91.644,Neurotransmitter
Urea,C18H29N5O8,380.46,11.15,543.238,Amide
Ethanol,C7H17N0O4,452.09,13.53,848.794,Neurotransmitter
Ethanol,C5H21N1O1,114.72,1.39,166.753,Carbohydrate
Adenosine triphosphate,C18H15N3O4,577.56,4.38,225.823,Alkaloid
Glucose,C10H26N0O7,68.65,1.58,813.06,Hormone
Adrenaline,C3H22N1O7,278.04,10.63,25.119,Carbohydrate
Aspirin,C14H23N2O5,383.05,2.82,171.693,Organic Compound
Serotonin,C6H19N3O1,338.73,11.26,638.211,Neurotransmitter
Adenosine triphosphate,C14H38N3O6,562.86,N/A,761.496,Neurotransmitter
Caffeine,C8H13N1O9,709.91,4.31,659.281,Hormone
Serotonin,C1H38N4O4,284.0,N/A,320.002,Alkaloid
Aspirin,C10H25N0O4,121.55,N/A,187.302,Alcohol
Aspirin,C3H9N1O2,327.84,10.75,732.859,Alkaloid
Ethanol,C2H8N3O2,817.28,2.78,740.081,Alcohol
Caffeine,C9H2N2O3,401.83,12.89,472.4,Neurotransmitter
Serotonin,C1H8N5O7,105.02,2.16,431.004,Nucleotide
Urea,C2H15N2O1,136.07,9.08,546.521,Nucleotide
Urea,C17H32N4O6,916.77,N/A,836.962,Hormone
Ethanol,C7H38N1O6,882.41,4.07,348.988,Alcohol
Adenosine triphosphate,C4H21N4O10,126.69,2.0,542.388,Alcohol
Adrenaline,C3H14N4O2,796.58,8.7,756.093,Amide
Serotonin,C15H35N3O10,509.31,8.52,72.748,Carbohydrate
Adenosine triphosphate,C20H10N1O3,651.3,6.01,935.611,Lipid
Adenosine triphosphate,C18H24N0O2,642.05,3.24,4.685,Amide
Adenosine triphosphate,C18H8N2O9,894.72,8.47,666.757,Nucleotide
Adenosine triphosphate,C12H40N1O1,318.56,4.09,738.597,Nucleotide
Dopamine,C12H36N1O1,205.55,6.55,459.464,Nucleotide
Aspirin,C20H7N2O10,130.57,N/A,996.785,Alcohol
Ethanol,C8H11N2O1,777.71,9.23,836.887,Lipid
Ethanol,C6H13N0O5,515.04,11.21,605.675,Neurotransmitter
Dopamine,C12H3N4O8,731.3,13.86,186.132,Carbohydrate
Cholesterol,C6H13N1O1,952.04,11.59,268.669,Neurotransmitter
Adenosine triphosphate,C14H22N5O5,113.56,N/A,503.289,Nucleotide
Dopamine,C14H27N5O6,635.35,10.93,725.51,Organic Compound
Serotonin,C12H28N2O3,432.85,13.23,715.484,Carbohydrate
Adrenaline,C18H36N4O9,401.21,10.96,523.755,Hormone
Serotonin,C2H17N4O6,946.0,N/A,835.704,Alcohol
Glucose,C6H5N4O1,504.65,9.4,728.205,Amide
Adrenaline,C14H15N2O0,201.61,N/A,69.874,Carbohydrate
Caffeine,C8H1N2O6,579.33,N/A,819.893,Carbohydrate
Serotonin,C12H24N1O9,85.8,N/A,322.809,Organic Compound
Serotonin,C7H3N4O5,140.54,N/A,92.375,Alcohol
Ethanol,C9H39N3O8,719.12,5.74,937.127,Lipid
Adenosine triphosphate,C12H2N1O10,456.23,5.82,971.139,Carbohydrate
Cholesterol,C11H33N5O1,918.19,3.88,349.535,Organic Compound
Urea,C1H6N3O5,894.48,13.75,446.823,Nucleotide
Aspirin,C20H40N2O6,418.45,10.27,982.211,Carbohydrate
Dopamine,C3H18N1O8,369.63,12.67,141.208,Nucleotide
Adrenaline,C7H21N5O3,652.93,4.71,85.722,Alkaloid
Urea,C5H8N4O4,948.41,13.48,870.315,Carbohydrate
Adenosine triphosphate,C5H26N1O0,856.55,7.17,639.019,Nucleotide
Cholesterol,C17H4N1O2,368.71,N/A,345.288,Carbohydrate
Adenosine triphosphate,C7H25N2O1,335.02,12.03,170.728,Alcohol
Serotonin,C3H3N3O2,339.4,2.52,677.663,Lipid
Adenosine triphosphate,C1H30N3O1,984.05,N/A,130.143,Neurotransmitter
Caffeine,C13H33N1O9,869.71,7.35,63.248,Alcohol
Adrenaline,C12H10N5O8,665.39,2.45,362.894,Amide
Cholesterol,C18H34N5O4,573.7,13.43,228.883,Neurotransmitter
Aspirin,C6H24N0O7,722.16,9.02,400.54,Hormone
Cholesterol,C16H5N3O7,228.53,7.73,511.079,Organic Compound
Dopamine,C1H21N2O1,530.08,13.18,442.334,Alkaloid
Glucose,C9H9N5O9,951.8,2.06,497.122,Neurotransmitter
Dopamine,C2H39N5O8,677.61,13.26,40.828,Alkaloid
Adenosine triphosphate,C5H38N2O4,125.81,11.91,630.79,Organic Compound
Dopamine,C18H40N1O7,698.23,10.8,742.305,Alkaloid
Dopamine,C18H8N2O8,620.07,2.62,716.528,Amide
Serotonin,C7H2N4O8,656.33,12.57,589.243,Lipid
Cholesterol,C3H40N0O10,209.82,N/A,73.429,Lipid
Serotonin,C16H19N4O0,382.27,8.1,922.073,Organic Compound
Glucose,C13H15N3O3,390.63,10.59,172.996,Alkaloid
Aspirin,C3H38N2O3,446.53,1.6,980.082,Amide
Serotonin,C19H27N4O2,58.86,1.92,811.447,Hormone
Glucose,C17H4N5O2,680.67,13.82,640.494,Amide
Cholesterol,C3H8N5O0,337.18,7.1,984.094,Alcohol
Serotonin,C16H38N3O7,798.95,11.04,919.857,Hormone
Cholesterol,C7H4N1O1,120.06,7.92,609.779,Lipid
Cholesterol,C19H3N0O8,740.55,5.93,9.101,Neurotransmitter
Caffeine,C10H16N4O10,775.0,12.98,10.872,Alkaloid
Adenosine triphosphate,C9H20N3O0,981.68,6.04,739.151,Nucleotide
Urea,C14H14N2O9,245.11,3.59,5.155,Carbohydrate
Dopamine,C7H15N2O10,418.16,8.67,840.461,Nucleotide
Glucose,C19H22N5O2,485.41,6.17,839.269,Lipid
Glucose,C16H25N0O2,912.15,8.31,957.013,Alkaloid
Glucose,C18H24N2O5,792.71,2.7,317.426,Organic Compound
Adenosine triphosphate,C12H9N3O6,915.62,1.64,544.522,Carbohydrate
Cholesterol,C15H1N0O3,200.46,N/A,510.183,Nucleotide
Aspirin,C14H38N1O5,161.35,4.45,375.561,Alcohol
Adenosine triphosphate,C6H4N3O7,251.52,N/A,755.492,Lipid
Caffeine,C20H27N2O6,89.85,10.38,401.883,Neurotransmitter
Ethanol,C2H9N0O9,218.87,5.59,19.574,Hormone
Dopamine,C20H11N0O1,581.0,4.36,169.985,Hormone
Cholesterol,C14H40N2O1,914.06,1.69,3.826,Carbohydrate
Caffeine,C18H8N0O9,732.83,N/A,388.846,Amide
Aspirin,C20H32N5O0,989.39,N/A,326.115,Lipid
Urea,C16H29N1O2,155.52,12.89,840.573,Nucleotide
Aspirin,C10H23N4O3,759.33,9.11,443.539,Carbohydrate
Adenosine triphosphate,C20H22N3O2,982.23,10.15,845.637,Nucleotide
Cholesterol,C19H32N5O3,57.12,13.63,106.473,Nucleotide
Cholesterol,C1H40N0O1,134.1,11.18,81.7,Neurotransmitter
Serotonin,C1H28N1O0,59.97,6.09,371.389,Carbohydrate
