compound,formula,mw,pka,solubility_mg_ml,class
Urea,C1H37N1O4,937.64,6.96,624.191,Lipid
Serotonin,C19H31N4O0,86.59,6.28,213.393,Neurotransmitter
Adenosine triphosphate,C4H37N0O8,182.25,N/A,721.562,Alcohol
Aspirin,C16H2N4O10,149.07,N/A,376.581,Alcohol
Urea,C16H26N2O5,838.57,9.22,691.777,Alkaloid
Urea,C12H15N5O6,701.78,N/A,687.921,Lipid
Cholesterol,C7H22N3O6,297.1,N/A,74.997,Organic Compound
Cholesterol,C12H15N5O9,823.13,1.0,817.236,Organic Compound
Ethanol,C20H15N3O3,782.96,N/A,7.323,Hormone
Dopamine,C20H19N0O8,498.71,5.58,52.663,Amide
Dopamine,C7H10N5O2,214.91,N/A,469.863,Organic Compound
Ethanol,C1H20N2O5,833.52,10.9,9.486,Lipid
Adrenaline,C16H11N0O6,837.25,N/A,489.201,Alcohol
Dopamine,C7H5N2O8,816.48,10.26,125.799,Alkaloid
Glucose,C4H30N0O6,96.95,7.78,227.638,Alcohol
Cholesterol,C2H5N3O0,568.91,N/A,795.486,Alcohol
Adrenaline,C2H38N2O2,803.72,12.26,88.029,Amide
Dopamine,C6H15N4O3,449.02,2.33,851.249,Nucleotide
Ethanol,C2H16N3O0,802.28,4.14,548.964,Alcohol
Aspirin,C9H38N0O10,243.6,1.42,386.817,Hormone
Caffeine,C11H16N1O0,528.91,N/A,261.247,Nucleotide
Cholesterol,C19H2N5O6,957.64,9.6,181.423,Carbohydrate
Adrenaline,C8H2N2O6,627.16,1.71,689.542,Alkaloid
Ethanol,C4H1N4O3,85.66,7.39,638.116,Alkaloid
Caffeine,C19H28N5O6,462.34,N/A,693.881,Organic Compound
Adrenaline,C1H4N0O3,429.31,N/A,600.234,Alcohol
Ethanol,C3H4N0O3,681.05,12.54,131.145,Neurotransmitter
Adenosine triphosphate,C12H28N2O0,218.26,7.74,484.967,Alkaloid
Cholesterol,C14H22N2O7,744.73,2.61,207.636,Amide
Aspirin,C3H12N1O2,994.97,13.95,427.337,Alcohol
Adrenaline,C9H14N0O1,835.73,8.59,162.874,Alkaloid
Adenosine triphosphate,C1H2N4O6,280.46,13.46,675.37,Alcohol
Serotonin,C11H35N1O8,887.72,N/A,971.253,Amide
Serotonin,C15H17N4O6,837.12,N/A,346.716,Carbohydrate
Adenosine triphosphate,C6H35N3O3,782.19,N/A,198.486,Hormone
Ethanol,C13H11N5O3,55.23,N/A,485.752,Hormone
Adenosine triphosphate,C3H8N0O6,444.57,6.72,966.209,Nucleotide
Dopamine,C8H33N0O9,311.56,6.0,677.359,Neurotransmitter
Cholesterol,C2H5N4O10,259.81,4.22,946.21,Neurotransmitter
Adenosine triphosphate,C20H32N4O7,886.89,9.94,28.195,Hormone
Aspirin,C1H5N2O9,731.84,1.2,454.12,Alcohol
Aspirin,C17H31N2O2,706.13,N/A,948.135,Neurotransmitter
Urea,C18H10N2O7,763.96,N/A,188.681,Alkaloid
Aspirin,C5H21N5O10,336.51,6.12,190.572,Organic Compound
Urea,C6H11N3O9,143.78,1.29,122.702,Organic Compound
Dopamine,C8H31N0O8,81.53,5.49,266.376,Alkaloid
Cholesterol,C18H24N2O6,934.64,12.29,409.083,Amide
Urea,C3H40N1O5,442.77,3.44,752.621,Organic Compound
Glucose,C15H10N1O3,947.2,10.26,669.057,Hormone
Dopamine,C12H9N4O2,271.61,6.81,992.793,Alcohol
Urea,C1H32N3O1,892.17,7.41,181.445,Lipid
Serotonin,C8H26N0O1,143.57,N/A,137.459,Alkaloid
Aspirin,C13H15N3O3,927.8,2.66,578.067,Nucleotide
Glucose,C11H9N2O0,764.26,N/A,888.123,Amide
Glucose,C1H5N5O8,970.39,N/A,154.375,Carbohydrate
Adrenaline,C11H11N4O1,574.7,9.7,435.705,Organic Compound
Cholesterol,C20H38N1O10,832.07,3.23,762.221,Alcohol
Caffeine,C8H30N5O6,427.43,12.63,96.783,Lipid
Ethanol,C6H6N2O9,756.54,8.02,825.405,Alcohol
Caffeine,C2H7N4O3,611.54,N/A,187.92,Neurotransmitter
Dopamine,C14H2N2O8,938.92,10.25,310.361,Lipid
Aspirin,C7H28N1O2,217.6,13.86,881.214,Organic Compound
Adenosine triphosphate,C3H2N3O8,991.09,11.17,395.625,Organic Compound
Dopamine,C13H19N5O1,301.42,5.33,418.924,Lipid
Aspirin,C1H23N1O7,675.24,N/A,137.951,Nucleotide
Ethanol,C2H19N4O7,219.91,3.64,849.785,Amide
Ethanol,C13H4N0O3,741.24,5.5,728.442,Organic Compound
Serotonin,C9H39N2O10,498.35,N/A,739.746,Neurotransmitter
Aspirin,C13H34N4O6,900.07,N/A,280.006,Alkaloid
Glucose,C11H29N4O1,993.36,N/A,583.858,Amide
Serotonin,C13H27N2O5,431.02,10.52,913.426,Organic Compound
Dopamine,C12H8N1O8,285.18,13.88,376.268,Amide
Dopamine,C20H34N0O4,314.35,12.55,363.81,Alkaloid
Caffeine,C3H26N1O9,206.33,3.15,40.889,Alcohol
Adenosine triphosphate,C1H11N0O4,988.88,8.8,83.107,Nucleotide
Ethanol,C19H9N0O10,783.12,12.15,381.62,Carbohydrate
Caffeine,C9H8N1O5,460.61,3.14,192.545,Alkaloid
Ethanol,C7H24N3O8,576.82,4.47,366.568,Lipid
Adenosine triphosphate,C5H15N0O7,568.34,9.1,869.88,Hormone
Glucose,C4H38N0O6,773.36,11.85,261.965,Organic Compound
Caffeine,C14H34N2O2,335.69,10.01,969.561,Lipid
Aspirin,C3H30N2O4,582.5,7.8,674.134,Alcohol
Aspirin,C15H6N2O9,916.41,N/A,844.677,Lipid
Ethanol,C10H22N0O8,566.44,2.75,884.076,Amide
Urea,C17H37N3O10,759.68,7.83,482.229,Organic Compound
Cholesterol,C11H13N3O2,63.15,N/A,730.773,Carbohydrate
Glucose,C20H6N2O8,621.47,2.21,439.673,Hormone
Adrenaline,C19H5N3O4,370.26,8.95,147.641,Nucleotide
Aspirin,C15H31N2O8,328.02,3.32,192.625,Lipid
Urea,C6H16N5O2,941.15,7.18,626.467,Hormone
Aspirin,C8H29N1O9,690.89,2.34,77.245,Lipid
Aspirin,C4H9N3O4,58.58,1.94,946.295,Alcohol
Aspirin,C19H7N3O4,824.44,5.24,844.753,Neurotransmitter
Adenosine triphosphate,C19H36N3O2,466.99,1.48,38.244,Organic Compound
Adenosine triphosphate,C7H34N0O9,738.02,12.76,31.375,Amide
Dopamine,C15H21N1O6,812.23,6.93,12.819,Alcohol
Urea,C2H25N3O6,428.52,11.02,562.956,Organic Compound
Cholesterol,C13H25N0O9,710.38,7.86,553.816,Nucleotide
Glucose,C6H23N1O9,976.75,7.56,453.496,Nucleotide
Cholesterol,C20H37N0O4,749.45,7.68,249.365,Neurotransmitter
Dopamine,C13H21N3O4,969.31,N/A,54.878,Neurotransmitter
Urea,C5H18N3O3,456.02,5.57,880.568,Alkaloid
Ethanol,C5H31N5O2,715.21,3.6,820.985,Lipid
Caffeine,C20H24N2O2,980.24,N/A,97.574,Nucleotide
Adrenaline,C11H3N2O10,116.97,10.78,229.349,Alcohol
Adenosine triphosphate,C7H23N2O10,659.76,1.32,825.193,Organic Compound
Adenosine triphosphate,C17H13N0O4,701.79,12.6,764.528,Lipid
Serotonin,C7H27N4O0,809.09,4.8,79.896,Alkaloid
Urea,C20H6N4O7,947.69,13.26,276.402,Hormone
Serotonin,C12H39N4O8,205.55,12.46,690.639,Nucleotide
Ethanol,C18H1N0O10,50.54,9.37,993.153,Lipid
Ethanol,C20H13N1O6,601.33,N/A,69.952,Lipid
Adrenaline,C4H28N3O9,950.91,11.02,448.415,Hormone
Dopamine,C9H23N1O6,590.05,N/A,793.692,Alkaloid
Serotonin,C12H26N5O9,733.19,11.18,686.641,Alkaloid
