compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C13H28N3O2,134.96,13.61,790.658,Alcohol
Dopamine,C14H8N0O5,507.92,N/A,112.044,Amide
Urea,C13H34N2O2,84.95,N/A,206.458,Hormone
Cholesterol,C12H32N1O6,991.94,9.32,147.043,Lipid
Urea,C1H24N3O4,938.41,3.33,53.551,Hormone
Cholesterol,C15H23N1O5,162.55,11.98,253.636,Organic Compound
Adenosine triphosphate,C11H5N5O9,882.96,1.27,690.675,Alcohol
Cholesterol,C16H14N5O0,385.31,12.37,891.573,Amide
Caffeine,C19H23N3O6,317.17,10.44,358.268,Organic Compound
Aspirin,C11H37N3O5,133.12,10.29,560.914,Carbohydrate
Cholesterol,C7H20N5O2,907.61,11.36,422.479,Carbohydrate
Aspirin,C17H40N1O2,690.76,1.48,64.64,Nucleotide
Glucose,C6H18N2O2,646.09,8.44,168.996,Amide
Serotonin,C11H23N3O2,188.49,7.76,66.668,Carbohydrate
Adenosine triphosphate,C7H28N0O4,305.94,2.58,733.255,Lipid
Urea,C10H13N4O10,248.43,4.54,372.175,Alcohol
Aspirin,C9H1N1O7,690.32,7.57,26.624,Neurotransmitter
Caffeine,C10H2N5O2,379.78,12.11,270.235,Hormone
Dopamine,C13H15N5O0,937.64,N/A,64.678,Carbohydrate
Ethanol,C9H23N1O7,596.09,7.66,399.097,Hormone
Caffeine,C8H17N3O5,266.55,10.2,599.282,Hormone
Aspirin,C18H30N5O2,714.12,7.48,785.725,Amide
Ethanol,C5H18N5O10,913.18,N/A,326.478,Lipid
Cholesterol,C10H3N5O3,719.31,12.62,677.924,Hormone
Urea,C1H38N3O9,585.88,3.43,131.632,Lipid
Adenosine triphosphate,C20H28N5O5,925.09,N/A,113.698,Alcohol
Aspirin,C1H2N2O0,923.76,8.01,773.649,Alcohol
Glucose,C3H35N1O0,965.48,N/A,64.287,Amide
Adrenaline,C13H37N5O3,812.68,3.37,52.769,Amide
Cholesterol,C8H14N2O3,710.51,7.94,95.191,Nucleotide
Adrenaline,C12H11N1O7,287.48,11.92,336.792,Alkaloid
Dopamine,C1H10N0O7,662.98,6.4,510.985,Nucleotide
Aspirin,C7H29N0O3,142.25,9.99,525.959,Alkaloid
Ethanol,C13H12N2O3,82.71,9.46,264.172,Lipid
