compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C14H12N3O5,745.32,N/A,498.287,Carbohydrate
Caffeine,C4H33N4O9,352.47,4.19,59.951,Hormone
Ethanol,C7H3N1O0,81.68,N/A,156.95,Lipid
Aspirin,C5H17N4O1,681.74,4.67,999.455,Amide
Caffeine,C9H17N2O6,960.57,7.88,466.098,Amide
Serotonin,C10H36N1O5,751.54,N/A,292.291,Alcohol
Glucose,C12H39N5O1,654.46,N/A,12.46,Organic Compound
Serotonin,C3H23N3O7,352.68,8.11,595.319,Lipid
Aspirin,C8H31N1O0,966.16,9.21,308.599,Alcohol
Cholesterol,C10H34N3O7,172.36,8.89,746.283,Alkaloid
Caffeine,C8H22N3O7,743.21,N/A,705.476,Neurotransmitter
Ethanol,C2H5N4O7,576.85,7.33,877.03,Nucleotide
Aspirin,C18H16N0O9,76.71,12.33,417.596,Lipid
Adrenaline,C17H29N5O10,402.73,2.43,949.884,Hormone
Serotonin,C5H18N5O9,905.54,N/A,93.213,Hormone
Urea,C15H12N0O3,353.94,7.49,936.371,Lipid
Cholesterol,C4H21N4O9,979.41,N/A,179.393,Amide
Urea,C5H18N0O0,728.51,9.02,497.609,Amide
Cholesterol,C3H22N3O1,435.14,N/A,988.268,Alcohol
Glucose,C20H26N5O8,879.4,11.19,946.549,Nucleotide
Adenosine triphosphate,C1H5N3O0,319.47,13.02,548.464,Alcohol
Adenosine triphosphate,C6H31N3O6,89.16,7.05,560.114,Neurotransmitter
Aspirin,C4H5N2O7,372.58,N/A,584.732,Amide
Cholesterol,C11H9N4O4,165.36,8.37,804.848,Nucleotide
Ethanol,C18H35N5O8,75.09,8.67,962.67,Neurotransmitter
Adenosine triphosphate,C9H22N4O6,407.08,1.24,157.39,Neurotransmitter
Cholesterol,C5H1N2O5,560.68,10.96,311.631,Carbohydrate
Serotonin,C20H11N5O3,283.0,10.04,345.189,Neurotransmitter
Urea,C8H15N5O3,552.96,1.41,733.294,Carbohydrate
Urea,C11H13N5O3,621.96,11.79,867.772,Lipid
Cholesterol,C5H7N5O7,216.6,N/A,169.734,Lipid
Ethanol,C1H18N4O4,732.32,4.03,897.909,Amide
Aspirin,C3H12N5O3,59.52,6.52,974.63,Organic Compound
Serotonin,C14H2N1O1,945.35,7.47,868.238,Organic Compound
Cholesterol,C5H25N4O8,185.13,10.02,573.299,Carbohydrate
Cholesterol,C19H39N2O1,481.73,6.76,364.816,Organic Compound
Adrenaline,C15H14N2O0,133.0,2.12,420.104,Organic Compound
Adrenaline,C20H8N4O10,676.01,12.07,700.185,Hormone
Cholesterol,C11H32N0O10,457.77,11.5,81.414,Amide
Adenosine triphosphate,C14H15N0O6,615.67,7.25,685.105,Alcohol
Dopamine,C13H1N2O3,115.45,3.29,143.615,Neurotransmitter
Ethanol,C16H10N1O7,327.79,5.34,642.511,Nucleotide
Glucose,C11H8N4O6,194.87,3.69,930.809,Carbohydrate
Glucose,C12H15N5O2,865.16,N/A,211.917,Hormone
Aspirin,C12H29N0O1,883.4,3.34,314.318,Carbohydrate
Cholesterol,C9H39N5O1,381.4,7.21,417.076,Organic Compound
Dopamine,C18H9N0O9,59.93,10.73,59.855,Amide
Glucose,C20H3N2O9,234.5,5.29,94.096,Organic Compound
Cholesterol,C16H34N4O4,322.8,N/A,132.282,Lipid
Ethanol,C14H24N1O9,284.54,2.83,384.314,Alcohol
Cholesterol,C10H30N4O2,911.7,5.07,751.412,Neurotransmitter
Urea,C6H38N4O5,881.97,N/A,527.102,Alkaloid
Serotonin,C9H32N1O7,528.47,3.2,392.119,Hormone
Urea,C17H2N2O9,150.3,10.93,159.366,Neurotransmitter
Urea,C8H19N4O9,116.25,N/A,66.861,Alcohol
Urea,C11H25N0O9,692.87,3.32,731.047,Alkaloid
Glucose,C4H6N5O4,751.27,3.04,267.199,Amide
Glucose,C3H33N3O2,686.35,1.15,150.856,Neurotransmitter
Serotonin,C10H11N2O7,704.5,10.78,629.983,Amide
Dopamine,C14H15N0O10,146.83,1.92,478.736,Lipid
Aspirin,C3H33N4O4,430.89,12.57,663.787,Nucleotide
Dopamine,C7H17N3O7,322.78,11.14,278.945,Nucleotide
Glucose,C1H31N4O10,471.61,2.51,333.153,Alkaloid
Adenosine triphosphate,C15H36N1O4,511.23,3.04,525.272,Lipid
Glucose,C12H28N1O6,894.14,3.19,767.46,Amide
Cholesterol,C18H1N0O2,410.56,6.23,589.81,Hormone
Dopamine,C2H17N5O1,578.29,1.36,638.412,Organic Compound
Adenosine triphosphate,C12H23N3O8,131.18,3.29,725.052,Carbohydrate
Adrenaline,C15H38N4O5,480.17,5.56,40.267,Organic Compound
Serotonin,C4H40N5O0,558.85,N/A,896.481,Alcohol
Ethanol,C3H34N2O6,193.34,N/A,31.812,Nucleotide
Caffeine,C3H13N4O9,541.41,4.42,108.123,Organic Compound
Serotonin,C5H31N4O0,221.62,13.06,192.164,Neurotransmitter
Adenosine triphosphate,C4H21N5O8,751.04,N/A,253.807,Carbohydrate
Serotonin,C12H8N4O0,744.34,N/A,287.05,Neurotransmitter
Ethanol,C13H15N5O6,639.19,5.53,591.404,Neurotransmitter
Serotonin,C14H10N0O3,763.58,1.31,451.473,Lipid
Urea,C7H10N4O8,728.76,N/A,219.662,Neurotransmitter
Aspirin,C11H9N0O3,860.97,5.35,647.756,Alkaloid
Adrenaline,C15H21N2O4,538.65,2.28,486.953,Nucleotide
Ethanol,C1H37N5O5,750.8,7.86,877.964,Alkaloid
Ethanol,C3H37N2O0,151.64,9.13,147.566,Alkaloid
Cholesterol,C20H30N2O8,174.56,1.41,799.022,Lipid
Urea,C3H18N0O10,180.76,10.69,132.807,Organic Compound
Serotonin,C7H11N2O8,209.35,5.18,988.346,Organic Compound
Urea,C20H16N0O9,732.97,3.86,108.265,Lipid
Adrenaline,C1H14N3O0,640.66,5.86,923.831,Carbohydrate
Dopamine,C11H12N3O10,933.71,N/A,672.403,Alcohol
Adenosine triphosphate,C4H21N4O10,854.29,7.96,108.842,Organic Compound
Glucose,C4H21N3O0,702.27,8.17,156.857,Lipid
Glucose,C10H34N0O0,989.6,N/A,711.391,Alcohol
Serotonin,C4H19N5O4,917.97,3.45,796.098,Carbohydrate
Serotonin,C3H2N4O6,801.32,4.81,774.884,Hormone
Dopamine,C4H35N5O10,874.79,N/A,485.383,Alkaloid
Adrenaline,C16H23N3O6,876.78,3.34,754.847,Nucleotide
Dopamine,C5H39N3O6,53.63,3.3,850.879,Lipid
Adrenaline,C5H16N2O10,708.2,N/A,849.264,Nucleotide
Adenosine triphosphate,C8H35N3O1,647.21,7.57,233.928,Lipid
Caffeine,C10H35N4O3,220.33,6.6,697.082,Alkaloid
Ethanol,C9H21N4O1,702.19,10.95,260.415,Amide
Serotonin,C3H3N4O3,911.61,13.38,16.929,Lipid
Urea,C6H38N0O8,972.2,12.05,870.902,Neurotransmitter
Urea,C8H24N2O9,557.03,5.04,825.116,Nucleotide
Adrenaline,C8H31N4O2,420.92,11.91,595.226,Hormone
Adrenaline,C19H14N3O1,687.49,7.68,25.723,Lipid
Urea,C19H26N5O3,852.39,N/A,585.35,Lipid
Serotonin,C7H20N4O10,429.54,N/A,381.199,Nucleotide
Adenosine triphosphate,C13H5N4O2,322.23,3.97,377.926,Lipid
Adenosine triphosphate,C15H6N1O2,978.92,11.35,748.001,Alcohol
Aspirin,C15H2N2O5,208.04,N/A,667.6,Neurotransmitter
Dopamine,C1H25N4O0,602.82,13.77,345.009,Carbohydrate
Ethanol,C15H28N3O8,742.11,3.21,531.076,Alcohol
Urea,C13H31N4O0,446.23,8.97,394.721,Nucleotide
Adrenaline,C13H30N4O7,753.87,1.34,314.691,Carbohydrate
Urea,C2H31N4O1,618.51,11.69,833.25,Nucleotide
Glucose,C16H30N4O6,66.81,3.23,536.21,Alcohol
Serotonin,C14H14N0O10,102.4,2.58,602.755,Organic Compound
Ethanol,C17H33N1O1,428.07,N/A,965.461,Carbohydrate
Caffeine,C6H39N5O10,292.4,10.5,447.647,Alcohol
Serotonin,C12H31N4O5,288.75,8.81,289.076,Amide
Urea,C6H21N4O0,91.49,13.05,132.237,Lipid
Serotonin,C20H5N3O1,326.44,8.43,388.675,Amide
Adenosine triphosphate,C1H34N2O9,255.46,1.22,91.183,Hormone
Urea,C5H36N4O5,663.68,12.1,650.315,Organic Compound
Adrenaline,C9H35N4O9,953.38,4.59,431.794,Lipid
Caffeine,C17H22N5O1,602.33,9.71,947.908,Lipid
Cholesterol,C1H5N0O8,938.03,13.82,188.627,Alcohol
Aspirin,C12H37N0O9,494.07,4.08,378.056,Alkaloid
Urea,C3H13N4O0,234.67,7.93,545.805,Neurotransmitter
Glucose,C15H37N5O3,234.07,N/A,185.83,Carbohydrate
Aspirin,C6H13N4O0,385.99,13.69,323.245,Amide
Urea,C4H1N5O10,370.77,5.93,806.539,Hormone
Cholesterol,C4H15N0O8,819.91,13.23,75.51,Nucleotide
Ethanol,C8H21N1O10,369.48,7.82,681.06,Neurotransmitter
Cholesterol,C1H30N1O9,350.21,6.68,125.095,Nucleotide
Glucose,C17H22N1O6,890.0,3.03,516.275,Nucleotide
Adenosine triphosphate,C5H6N5O2,760.62,12.68,545.246,Neurotransmitter
Urea,C9H23N3O7,423.49,2.92,75.949,Organic Compound
Aspirin,C18H19N4O8,938.62,9.58,797.22,Neurotransmitter
Serotonin,C13H13N3O3,563.06,3.31,34.96,Alkaloid
Adenosine triphosphate,C9H11N5O9,789.73,6.81,957.666,Lipid
Dopamine,C11H15N1O2,128.95,4.59,958.491,Hormone
Dopamine,C6H35N2O5,991.52,9.57,728.464,Carbohydrate
Dopamine,C18H31N3O10,383.37,9.48,389.237,Alcohol
Ethanol,C3H21N0O4,129.28,2.94,594.967,Alcohol
Adrenaline,C18H31N2O9,123.81,N/A,865.882,Alcohol
Aspirin,C14H4N5O10,628.82,N/A,306.01,Organic Compound
Urea,C20H28N0O9,791.12,5.98,499.354,Lipid
Aspirin,C13H16N3O5,607.64,N/A,972.342,Lipid
Dopamine,C6H21N2O4,277.17,11.64,543.203,Nucleotide
Adenosine triphosphate,C10H32N3O4,794.59,1.14,328.712,Hormone
Aspirin,C13H25N0O0,746.75,2.67,506.065,Alkaloid
Cholesterol,C2H30N0O3,651.19,N/A,694.121,Organic Compound
Urea,C20H38N0O3,378.18,4.28,233.718,Organic Compound
Urea,C11H22N4O9,959.37,10.28,398.876,Alkaloid
Aspirin,C4H1N0O4,588.63,N/A,384.3,Lipid
Ethanol,C19H24N4O2,955.91,9.8,272.416,Lipid
Adrenaline,C12H16N4O4,54.17,N/A,450.023,Hormone
Adrenaline,C16H22N3O8,819.3,9.59,520.517,Nucleotide
Caffeine,C19H2N0O2,194.14,N/A,737.723,Alkaloid
Caffeine,C16H6N3O4,346.96,2.27,284.692,Lipid
Adrenaline,C4H23N2O2,869.68,7.29,393.698,Alcohol
Ethanol,C20H3N4O7,354.71,9.83,138.378,Amide
Caffeine,C14H17N4O3,952.98,7.92,540.36,Hormone
Serotonin,C3H21N5O5,839.91,N/A,254.357,Alkaloid
Ethanol,C7H24N3O6,241.24,2.39,646.791,Hormone
Adenosine triphosphate,C4H33N2O9,710.79,N/A,765.249,Alcohol
Aspirin,C7H29N2O2,67.32,1.86,594.453,Carbohydrate
Ethanol,C3H33N4O1,830.95,8.49,53.396,Organic Compound
Adenosine triphosphate,C5H6N2O0,604.17,10.39,681.328,Alcohol
Adrenaline,C10H17N1O3,989.22,N/A,930.287,Amide
Serotonin,C14H28N1O9,714.61,N/A,810.516,Alcohol
Ethanol,C3H34N2O7,70.4,N/A,805.078,Organic Compound
Cholesterol,C18H14N3O8,500.54,N/A,278.798,Lipid
Urea,C11H16N5O5,533.89,5.34,286.189,Lipid
Dopamine,C19H15N0O7,350.99,9.96,896.245,Alkaloid
Caffeine,C17H20N0O5,154.42,N/A,79.334,Organic Compound
Serotonin,C7H37N1O0,59.02,3.36,225.818,Carbohydrate
Ethanol,C18H40N0O3,271.38,11.84,881.15,Organic Compound
Glucose,C5H30N4O7,906.09,2.82,383.499,Alcohol
Dopamine,C11H7N2O2,299.52,7.31,541.493,Hormone
Aspirin,C5H20N0O6,71.57,7.57,293.592,Lipid
Caffeine,C6H17N2O4,562.92,11.62,370.239,Neurotransmitter
Glucose,C11H15N2O7,744.96,4.28,876.818,Amide
Adrenaline,C20H3N1O1,856.52,5.4,429.185,Neurotransmitter
Urea,C1H11N4O5,318.07,1.74,48.51,Organic Compound
Adrenaline,C17H5N4O5,904.06,5.47,782.554,Alcohol
Caffeine,C15H12N2O1,178.21,12.77,803.614,Neurotransmitter
Dopamine,C19H33N2O6,380.22,11.13,121.346,Carbohydrate
Ethanol,C6H17N0O10,71.22,1.62,175.363,Amide
Adenosine triphosphate,C12H39N1O0,441.3,10.06,768.024,Carbohydrate
Ethanol,C19H14N1O10,373.71,5.7,802.729,Organic Compound
Urea,C18H21N4O0,180.44,9.49,820.52,Lipid
Adenosine triphosphate,C5H18N1O10,835.09,8.93,455.034,Alcohol
Urea,C4H39N5O6,899.34,N/A,527.222,Alcohol
Ethanol,C3H9N4O7,845.39,3.31,363.836,Alcohol
Aspirin,C8H27N3O9,529.88,7.28,518.587,Lipid
Adenosine triphosphate,C12H26N2O3,69.64,1.31,49.827,Amide
Urea,C19H13N2O1,822.53,10.4,42.176,Lipid
Aspirin,C20H25N1O7,928.29,3.97,340.002,Carbohydrate
Adenosine triphosphate,C5H10N3O3,262.08,10.97,111.686,Nucleotide
Aspirin,C15H27N2O5,69.66,11.91,271.794,Lipid
Ethanol,C12H1N5O2,149.25,5.05,664.627,Amide
Adrenaline,C8H21N0O7,793.58,5.88,228.978,Lipid
Serotonin,C10H15N5O6,353.08,6.76,541.88,Nucleotide
Glucose,C6H23N5O9,982.17,7.54,178.173,Organic Compound
Dopamine,C14H29N1O8,302.74,11.19,405.162,Organic Compound
Glucose,C9H38N5O8,242.01,N/A,591.528,Organic Compound
Adenosine triphosphate,C1H20N5O9,858.29,12.35,317.02,Carbohydrate
Adenosine triphosphate,C9H17N0O8,254.35,2.54,469.891,Alcohol
Cholesterol,C10H5N5O0,210.07,6.49,469.61,Alkaloid
Glucose,C14H4N0O6,526.26,9.38,755.352,Alkaloid
Ethanol,C16H7N1O10,595.06,N/A,940.284,Alcohol
Urea,C20H26N1O0,132.9,N/A,197.369,Amide
Glucose,C3H13N4O3,976.01,3.04,792.83,Carbohydrate
Urea,C4H29N2O8,796.43,N/A,153.338,Amide
Serotonin,C2H1N0O3,770.29,9.83,311.635,Amide
Caffeine,C18H32N1O7,461.2,8.0,223.289,Alkaloid
Serotonin,C19H25N4O10,792.69,12.69,704.33,Neurotransmitter
Serotonin,C20H35N1O3,762.23,1.85,349.872,Carbohydrate
Caffeine,C6H39N1O5,888.16,10.85,81.733,Nucleotide
Urea,C7H13N2O5,460.8,11.82,994.002,Lipid
Aspirin,C9H25N0O0,788.36,N/A,814.62,Nucleotide
Urea,C11H15N1O10,807.31,1.69,177.73,Alkaloid
Dopamine,C9H19N0O3,472.04,6.01,93.37,Alkaloid
Urea,C1H32N4O9,726.72,7.08,237.349,Alcohol
Ethanol,C3H5N1O1,269.78,8.03,145.463,Lipid
Caffeine,C3H37N5O7,940.17,N/A,489.393,Nucleotide
Aspirin,C19H40N0O0,75.52,5.33,620.61,Alkaloid
Cholesterol,C10H33N5O4,367.42,6.49,663.118,Carbohydrate
Adenosine triphosphate,C8H34N4O0,479.72,4.93,998.683,Organic Compound
Aspirin,C10H18N2O4,380.3,N/A,846.414,Alcohol
Urea,C4H35N1O1,521.58,N/A,801.571,Amide
Caffeine,C19H32N4O6,404.08,8.27,796.634,Alkaloid
Serotonin,C14H33N2O0,451.55,N/A,823.078,Lipid
Dopamine,C3H28N2O0,555.41,3.36,551.527,Nucleotide
Glucose,C18H33N3O8,970.94,9.84,603.565,Alcohol
Dopamine,C16H35N2O0,89.29,12.13,146.275,Hormone
Cholesterol,C6H27N1O6,627.68,8.97,489.353,Neurotransmitter
Caffeine,C20H17N0O1,951.05,8.89,587.664,Alcohol
Glucose,C16H24N0O9,835.32,N/A,693.205,Alcohol
Urea,C13H26N0O9,243.68,10.37,129.863,Amide
Ethanol,C10H7N0O4,735.33,6.88,569.69,Lipid
Ethanol,C1H15N5O3,135.42,3.25,636.395,Carbohydrate
Ethanol,C7H23N3O3,318.93,7.02,247.811,Alcohol
