compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C16H12N2O1,788.44,4.22,261.9,Hormone
Ethanol,C19H10N5O8,741.04,3.27,860.875,Neurotransmitter
Glucose,C3H14N3O9,834.54,5.3,771.615,Nucleotide
Cholesterol,C3H23N0O0,58.06,N/A,365.736,Organic Compound
Adenosine triphosphate,C10H16N4O5,928.21,5.76,681.345,Organic Compound
Ethanol,C12H21N4O8,463.54,8.74,731.87,Alkaloid
Urea,C17H15N2O6,161.16,13.33,315.626,Neurotransmitter
Cholesterol,C13H34N2O1,300.66,2.63,907.913,Alkaloid
Caffeine,C3H39N5O5,566.77,N/A,404.672,Organic Compound
Adenosine triphosphate,C16H28N0O6,337.72,8.85,722.969,Alkaloid
Adrenaline,C2H30N3O4,966.15,N/A,801.781,Organic Compound
Adrenaline,C8H12N0O4,567.35,N/A,753.319,Alcohol
Aspirin,C6H19N5O2,202.42,12.48,517.937,Neurotransmitter
Caffeine,C8H25N4O10,850.02,9.15,491.372,Alcohol
Caffeine,C12H37N0O7,349.09,N/A,867.915,Lipid
Ethanol,C6H8N0O5,390.66,N/A,111.026,Hormone
Glucose,C2H12N0O8,778.99,8.82,465.273,Alkaloid
Glucose,C8H35N5O5,522.19,8.62,851.19,Neurotransmitter
Glucose,C5H33N2O3,436.56,7.26,974.793,Lipid
Adenosine triphosphate,C10H11N2O4,357.03,6.44,333.695,Carbohydrate
Ethanol,C4H38N5O10,685.11,7.72,401.798,Hormone
Cholesterol,C16H24N1O0,399.49,3.28,143.235,Nucleotide
Ethanol,C19H20N0O10,553.11,N/A,644.988,Neurotransmitter
Urea,C11H29N0O9,180.24,N/A,126.751,Nucleotide
Ethanol,C5H8N0O2,261.28,6.15,435.569,Alcohol
Cholesterol,C4H31N3O4,597.76,5.08,54.876,Organic Compound
Glucose,C15H40N4O4,818.02,N/A,142.792,Alcohol
Serotonin,C10H15N3O1,593.38,6.11,139.694,Hormone
Dopamine,C15H7N5O4,115.63,11.99,774.509,Hormone
Glucose,C18H20N1O9,425.53,7.29,992.842,Neurotransmitter
Glucose,C6H27N1O6,946.1,1.93,189.954,Amide
Caffeine,C8H27N1O2,677.17,N/A,437.17,Alkaloid
Urea,C9H35N1O10,384.3,5.1,7.234,Organic Compound
Adenosine triphosphate,C8H4N4O1,339.33,6.39,697.472,Lipid
Adrenaline,C10H13N0O6,424.13,6.96,187.675,Nucleotide
