compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C14H36N4O7,846.96,9.68,424.222,Hormone
Dopamine,C2H33N5O9,412.47,10.13,102.233,Neurotransmitter
Urea,C13H2N1O8,198.73,12.19,239.115,Alkaloid
Ethanol,C11H14N4O10,527.47,13.11,66.491,Alkaloid
Cholesterol,C8H34N1O7,805.2,2.41,359.793,Nucleotide
Urea,C17H37N0O6,887.23,13.09,568.141,Alcohol
Adenosine triphosphate,C4H31N0O2,290.54,5.21,846.03,Alkaloid
Adenosine triphosphate,C13H24N4O2,577.83,4.95,576.764,Organic Compound
Cholesterol,C14H22N5O3,864.7,7.94,634.132,Lipid
Urea,C15H1N4O4,680.24,8.54,743.041,Hormone
Ethanol,C9H20N2O10,638.65,3.84,930.539,Lipid
Urea,C7H26N4O5,258.02,1.64,122.882,Organic Compound
Ethanol,C17H34N3O9,299.45,4.81,18.422,Alcohol
Urea,C17H6N1O4,205.96,N/A,34.432,Organic Compound
Caffeine,C18H35N4O1,205.96,N/A,597.036,Alcohol
Cholesterol,C5H7N1O8,313.09,11.96,222.094,Amide
Aspirin,C9H1N3O6,496.41,N/A,942.454,Hormone
Serotonin,C5H39N5O3,423.3,13.62,386.028,Alcohol
Adrenaline,C3H22N4O5,783.88,3.23,751.776,Carbohydrate
Urea,C13H10N1O6,883.16,13.26,542.742,Alkaloid
Ethanol,C8H39N1O7,98.94,6.42,473.564,Nucleotide
Ethanol,C20H36N5O1,109.36,5.47,30.64,Carbohydrate
Aspirin,C15H35N4O8,359.19,N/A,711.935,Alcohol
Serotonin,C12H6N2O8,654.24,N/A,155.26,Hormone
Urea,C1H38N3O2,84.82,10.71,184.99,Amide
Ethanol,C8H11N1O6,718.07,10.94,38.343,Hormone
Urea,C3H31N2O4,526.29,5.71,808.006,Amide
Aspirin,C9H37N3O6,686.0,11.55,479.315,Organic Compound
Ethanol,C20H25N0O10,723.25,8.33,830.635,Amide
Dopamine,C7H40N1O3,416.82,4.14,475.416,Amide
Ethanol,C6H5N2O6,891.02,4.73,603.772,Lipid
Glucose,C10H35N4O2,233.46,11.39,933.472,Amide
Glucose,C20H1N2O0,676.54,6.26,206.669,Lipid
Aspirin,C14H39N3O9,537.27,11.82,930.659,Hormone
Serotonin,C14H11N0O3,337.93,1.97,742.37,Amide
Cholesterol,C15H21N0O10,418.31,1.83,61.417,Lipid
Cholesterol,C8H20N5O6,625.24,10.79,916.953,Lipid
Adenosine triphosphate,C1H33N0O6,653.84,10.21,225.966,Amide
Urea,C20H25N5O7,235.17,13.06,175.747,Organic Compound
Adrenaline,C18H33N1O6,236.9,9.04,865.219,Carbohydrate
Aspirin,C4H32N4O2,599.84,6.68,491.631,Carbohydrate
Dopamine,C7H23N3O8,405.63,10.88,913.077,Alcohol
Cholesterol,C11H17N4O8,794.2,3.25,79.622,Alkaloid
Cholesterol,C10H18N2O8,171.63,9.42,727.79,Alkaloid
Caffeine,C8H4N5O4,630.44,N/A,475.2,Alcohol
Cholesterol,C7H2N0O2,494.48,N/A,831.537,Carbohydrate
Dopamine,C20H36N1O10,621.31,6.82,486.623,Nucleotide
Ethanol,C15H34N4O4,825.26,N/A,785.28,Carbohydrate
Glucose,C4H36N3O10,603.85,1.68,697.045,Nucleotide
Serotonin,C9H26N2O10,764.2,N/A,77.002,Hormone
Dopamine,C6H38N5O9,111.03,11.81,917.419,Carbohydrate
Serotonin,C10H22N4O4,350.14,2.9,515.924,Amide
Dopamine,C14H2N5O7,86.58,5.77,498.694,Carbohydrate
Ethanol,C11H27N4O5,62.44,1.48,982.52,Alkaloid
Aspirin,C16H14N4O0,966.13,1.92,836.418,Alkaloid
Adenosine triphosphate,C11H4N4O10,795.18,N/A,273.985,Hormone
Adenosine triphosphate,C14H25N3O0,74.27,7.18,388.511,Amide
Urea,C3H27N3O8,206.07,N/A,930.788,Amide
Cholesterol,C4H31N3O2,101.31,6.11,184.242,Alcohol
Aspirin,C18H21N3O4,663.37,11.72,764.488,Lipid
