compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C9H12N5O9,633.07,5.13,902.702,Carbohydrate
Adrenaline,C2H5N1O8,878.29,5.37,30.49,Alcohol
Adrenaline,C18H11N2O0,515.54,12.21,963.455,Alcohol
Serotonin,C6H17N1O1,646.05,8.4,838.765,Organic Compound
Adrenaline,C9H16N1O10,144.67,5.02,974.873,Alcohol
Serotonin,C15H36N0O6,478.35,5.31,153.386,Hormone
Ethanol,C13H3N3O4,133.08,N/A,783.449,Carbohydrate
Aspirin,C11H31N1O3,171.45,3.56,460.447,Hormone
Glucose,C12H34N5O7,82.55,N/A,273.417,Carbohydrate
Aspirin,C8H4N5O7,268.44,2.28,597.053,Lipid
Aspirin,C3H5N2O9,958.4,5.53,660.868,Organic Compound
Dopamine,C4H32N2O2,925.65,7.11,376.021,Carbohydrate
Ethanol,C18H26N5O10,571.61,4.41,763.223,Neurotransmitter
Adrenaline,C6H18N5O5,836.14,6.37,873.379,Alkaloid
Urea,C16H5N3O1,314.77,12.78,546.908,Carbohydrate
Adenosine triphosphate,C17H24N3O10,306.16,12.59,969.99,Amide
Dopamine,C15H18N2O0,123.77,3.76,449.523,Neurotransmitter
Dopamine,C13H39N4O3,398.95,6.54,715.514,Alkaloid
Ethanol,C20H19N3O7,696.5,N/A,532.285,Organic Compound
Serotonin,C4H30N1O0,519.58,13.94,349.183,Lipid
Adrenaline,C16H24N2O7,984.8,12.11,790.479,Alkaloid
Aspirin,C17H27N4O4,991.89,N/A,923.531,Hormone
Glucose,C11H15N4O5,183.42,6.44,36.918,Hormone
Adrenaline,C13H7N2O10,120.58,N/A,921.342,Amide
Serotonin,C17H24N1O1,961.13,11.43,308.261,Hormone
Serotonin,C19H10N0O0,645.0,N/A,997.972,Neurotransmitter
Dopamine,C11H28N2O4,304.07,10.79,497.736,Nucleotide
Caffeine,C2H2N5O6,691.82,5.52,616.652,Nucleotide
Dopamine,C11H33N1O0,363.49,6.01,382.052,Organic Compound
Aspirin,C8H37N5O3,540.84,7.05,17.078,Alcohol
Ethanol,C2H35N1O4,95.66,N/A,679.767,Neurotransmitter
Aspirin,C4H16N2O2,461.57,11.5,104.077,Amide
Serotonin,C15H4N1O4,604.29,N/A,914.44,Alcohol
Adenosine triphosphate,C16H17N0O6,616.14,9.33,922.231,Neurotransmitter
Ethanol,C11H14N4O1,195.71,4.92,663.824,Nucleotide
Adenosine triphosphate,C13H39N1O0,468.21,N/A,156.261,Hormone
Cholesterol,C1H36N0O7,573.18,8.41,427.237,Organic Compound
Caffeine,C13H40N3O5,348.4,7.73,515.2,Nucleotide
Glucose,C5H37N2O1,913.29,N/A,277.81,Amide
Serotonin,C9H30N5O1,491.69,N/A,103.941,Carbohydrate
Adenosine triphosphate,C20H38N3O1,372.88,10.84,119.501,Organic Compound
Dopamine,C4H22N3O9,744.78,6.28,333.261,Alkaloid
Serotonin,C9H12N3O3,521.71,7.15,943.979,Carbohydrate
Urea,C11H33N4O5,749.86,5.06,755.618,Amide
Dopamine,C11H22N3O2,646.1,3.46,652.232,Carbohydrate
Serotonin,C8H38N3O1,965.05,1.95,149.817,Alcohol
Ethanol,C2H5N0O7,276.91,7.02,549.869,Amide
Dopamine,C7H14N1O2,834.43,11.59,801.122,Amide
Urea,C13H2N4O7,129.14,1.57,612.735,Alcohol
Aspirin,C1H28N1O7,246.38,4.69,352.704,Organic Compound
Ethanol,C2H27N1O4,707.24,9.22,623.959,Alcohol
