compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C11H6N0O1,639.33,4.4,476.004,Alcohol
Glucose,C14H29N4O2,230.3,5.78,51.157,Hormone
Cholesterol,C1H36N3O9,991.29,12.05,830.295,Nucleotide
Adrenaline,C14H17N4O5,866.41,N/A,930.295,Neurotransmitter
Dopamine,C11H12N2O3,221.33,11.99,72.34,Alcohol
Serotonin,C16H5N3O0,947.84,10.83,604.972,Neurotransmitter
Urea,C14H12N4O10,272.27,6.38,811.481,Alcohol
Dopamine,C3H25N1O6,882.66,N/A,706.924,Carbohydrate
Serotonin,C20H30N1O1,216.26,2.8,255.68,Neurotransmitter
Cholesterol,C18H11N0O2,88.35,9.79,704.516,Organic Compound
Glucose,C14H37N3O7,663.16,10.91,174.219,Alcohol
Adrenaline,C6H1N1O9,297.78,6.77,702.372,Nucleotide
Glucose,C9H36N5O3,144.11,3.87,851.597,Lipid
Urea,C4H40N4O1,638.52,4.59,901.546,Carbohydrate
Adenosine triphosphate,C7H23N2O0,878.02,6.33,672.75,Amide
Urea,C2H7N2O7,714.11,3.63,96.334,Organic Compound
Cholesterol,C3H32N2O5,156.23,9.21,557.051,Alcohol
Dopamine,C16H32N5O9,847.87,10.73,895.787,Alcohol
Serotonin,C10H27N5O5,757.5,12.79,69.84,Carbohydrate
Urea,C9H25N5O2,972.58,13.56,424.023,Alkaloid
Ethanol,C17H29N5O8,613.98,10.85,516.14,Neurotransmitter
Adrenaline,C13H36N1O6,732.18,7.86,987.248,Organic Compound
Caffeine,C3H8N1O8,249.77,5.55,834.844,Alkaloid
Cholesterol,C9H11N0O10,448.2,3.23,754.986,Lipid
Glucose,C10H4N1O6,481.6,13.23,525.491,Alcohol
Dopamine,C16H36N0O4,761.71,N/A,702.036,Lipid
Adenosine triphosphate,C10H7N3O6,390.87,5.35,793.048,Carbohydrate
Adenosine triphosphate,C3H37N2O5,458.01,2.18,678.535,Carbohydrate
Caffeine,C2H15N3O10,312.49,10.79,995.926,Neurotransmitter
Adrenaline,C8H2N5O10,741.38,1.66,359.726,Nucleotide
Adrenaline,C8H22N1O1,567.55,4.55,539.254,Lipid
Glucose,C5H11N4O4,908.05,7.32,420.093,Amide
Aspirin,C17H22N2O2,979.75,2.23,988.484,Hormone
Urea,C10H38N0O6,52.92,6.35,139.25,Alcohol
Serotonin,C16H22N1O1,373.65,N/A,463.313,Carbohydrate
Caffeine,C5H40N1O3,345.85,N/A,531.476,Organic Compound
Glucose,C19H33N0O2,535.09,N/A,572.463,Lipid
Cholesterol,C5H39N2O5,600.79,8.32,591.547,Alkaloid
Cholesterol,C1H2N2O2,317.24,N/A,313.488,Alcohol
Caffeine,C2H11N1O10,486.26,N/A,893.148,Alkaloid
Urea,C4H31N4O3,309.86,3.94,983.53,Nucleotide
Cholesterol,C6H38N4O3,451.6,N/A,651.616,Neurotransmitter
Aspirin,C13H28N0O8,521.7,2.01,454.304,Carbohydrate
Aspirin,C14H8N1O6,504.95,3.91,122.827,Neurotransmitter
Adenosine triphosphate,C7H31N5O6,50.69,9.65,540.604,Alcohol
Serotonin,C7H32N2O4,244.02,N/A,994.621,Amide
Aspirin,C1H26N1O4,412.35,12.11,697.472,Alcohol
Serotonin,C6H18N1O1,158.71,N/A,723.107,Hormone
Ethanol,C2H5N1O2,578.35,4.37,722.452,Lipid
Serotonin,C1H19N4O2,192.91,1.72,421.199,Nucleotide
Cholesterol,C5H29N2O5,847.69,N/A,5.001,Organic Compound
Urea,C16H26N0O6,86.38,7.06,128.741,Nucleotide
Cholesterol,C19H19N0O8,279.8,2.58,98.82,Neurotransmitter
Serotonin,C16H24N5O9,252.41,12.04,630.042,Carbohydrate
Cholesterol,C9H38N1O10,99.2,11.22,475.12,Organic Compound
Adrenaline,C16H12N4O5,802.66,1.89,121.417,Alcohol
Adrenaline,C18H27N5O4,578.06,8.46,294.504,Organic Compound
Cholesterol,C18H9N1O2,657.86,5.46,667.552,Alkaloid
Serotonin,C7H27N4O5,815.03,N/A,898.704,Neurotransmitter
Aspirin,C4H1N4O10,643.87,11.17,164.991,Organic Compound
Serotonin,C5H32N1O6,534.61,10.51,537.644,Hormone
Adrenaline,C6H29N3O4,414.41,5.75,403.569,Hormone
Cholesterol,C3H5N0O9,651.22,1.54,492.803,Amide
Aspirin,C19H38N5O7,773.34,8.34,565.842,Organic Compound
Aspirin,C14H13N4O5,523.14,4.27,221.189,Hormone
Aspirin,C6H34N4O2,159.87,10.45,675.099,Hormone
Dopamine,C1H20N2O0,504.32,6.14,440.458,Neurotransmitter
Adrenaline,C16H14N0O0,685.74,10.17,697.634,Amide
Adenosine triphosphate,C4H7N2O4,116.01,N/A,830.239,Alcohol
Glucose,C1H15N2O4,555.75,N/A,144.891,Neurotransmitter
Adrenaline,C10H40N0O9,354.54,5.07,359.973,Carbohydrate
Ethanol,C16H6N4O9,88.54,2.29,998.779,Nucleotide
Serotonin,C8H15N2O10,463.66,11.7,797.287,Nucleotide
Ethanol,C2H40N1O4,136.37,5.0,794.038,Neurotransmitter
Serotonin,C18H25N5O1,218.04,6.38,391.256,Nucleotide
Glucose,C8H40N2O3,295.25,9.36,963.019,Carbohydrate
Adenosine triphosphate,C7H22N0O4,441.59,5.29,962.068,Carbohydrate
Glucose,C13H21N0O2,358.94,N/A,479.612,Amide
Aspirin,C9H38N4O3,174.44,2.28,939.41,Alcohol
Ethanol,C4H24N3O5,240.22,6.03,473.486,Amide
Caffeine,C8H28N2O2,143.78,5.12,892.027,Carbohydrate
Adrenaline,C8H2N2O0,815.19,N/A,463.533,Alkaloid
Glucose,C10H34N1O8,521.13,N/A,146.638,Amide
Caffeine,C8H40N1O4,270.23,N/A,661.214,Neurotransmitter
Urea,C20H2N2O6,839.39,3.73,782.027,Lipid
Caffeine,C17H2N3O10,951.32,9.06,615.223,Nucleotide
Aspirin,C12H26N0O7,859.46,6.54,322.948,Hormone
Glucose,C9H14N3O10,507.35,4.18,281.684,Alcohol
Glucose,C9H2N3O2,639.31,2.77,85.033,Hormone
Caffeine,C12H3N3O2,262.31,N/A,794.093,Amide
Aspirin,C15H36N2O9,224.19,11.22,362.781,Neurotransmitter
Adenosine triphosphate,C6H38N1O10,377.42,2.03,624.116,Lipid
Aspirin,C11H4N0O6,147.09,9.6,613.333,Nucleotide
Caffeine,C1H21N4O9,738.67,4.82,583.472,Amide
Dopamine,C8H6N0O2,852.11,9.8,422.802,Alcohol
Serotonin,C11H14N4O8,687.61,9.49,193.222,Lipid
Caffeine,C19H14N2O2,937.52,7.14,89.644,Alkaloid
Serotonin,C13H35N5O8,164.11,N/A,868.935,Hormone
Glucose,C13H8N1O4,820.64,4.5,580.017,Lipid
Caffeine,C18H3N3O10,412.64,4.48,567.583,Amide
Adrenaline,C2H14N1O1,77.33,5.95,117.016,Amide
Serotonin,C3H18N2O2,276.32,N/A,306.177,Hormone
Serotonin,C9H3N2O8,638.18,11.56,669.414,Hormone
Adrenaline,C3H17N5O8,810.68,N/A,663.841,Alcohol
Cholesterol,C4H30N5O6,243.23,2.32,171.008,Alcohol
Ethanol,C16H20N4O9,77.03,N/A,893.99,Organic Compound
Dopamine,C14H1N4O1,685.85,N/A,229.053,Neurotransmitter
Glucose,C8H11N4O6,658.18,7.3,563.76,Lipid
Aspirin,C10H10N3O1,342.54,9.05,861.611,Hormone
Glucose,C10H29N3O9,740.62,N/A,428.149,Carbohydrate
Glucose,C12H33N4O2,115.68,12.07,701.22,Organic Compound
Adenosine triphosphate,C14H22N1O6,355.57,6.22,676.451,Alkaloid
Adrenaline,C7H18N1O9,907.03,4.69,190.737,Carbohydrate
Aspirin,C19H22N3O4,536.6,N/A,590.463,Nucleotide
Ethanol,C18H16N3O1,52.88,3.3,461.64,Amide
Caffeine,C17H15N3O6,100.39,10.78,352.834,Organic Compound
Caffeine,C11H25N1O6,332.25,10.81,963.201,Neurotransmitter
Adenosine triphosphate,C6H26N3O4,241.04,8.39,30.871,Neurotransmitter
Ethanol,C13H27N3O1,304.09,12.71,484.317,Nucleotide
Glucose,C3H38N4O10,308.61,11.83,29.463,Nucleotide
Dopamine,C16H21N0O10,704.64,1.76,953.053,Lipid
Dopamine,C5H19N3O8,741.62,10.84,960.802,Hormone
Aspirin,C15H28N0O6,551.61,N/A,114.045,Alkaloid
Cholesterol,C13H39N1O8,79.09,3.13,164.738,Nucleotide
Serotonin,C9H31N5O9,243.86,4.66,847.556,Hormone
Ethanol,C7H21N4O9,168.96,6.5,853.287,Organic Compound
Aspirin,C10H7N1O3,649.6,10.03,671.398,Organic Compound
Adrenaline,C18H19N0O0,575.73,N/A,687.914,Nucleotide
Caffeine,C13H26N1O1,293.04,6.97,84.9,Carbohydrate
Glucose,C11H15N5O8,458.75,7.15,973.678,Amide
Adenosine triphosphate,C15H8N3O4,628.32,10.66,588.697,Organic Compound
Cholesterol,C19H17N4O5,867.86,8.71,579.512,Alcohol
Urea,C4H12N2O9,538.0,3.33,761.435,Organic Compound
Serotonin,C1H12N5O7,352.61,12.35,182.224,Alcohol
Serotonin,C4H3N1O4,333.23,6.92,877.269,Lipid
Glucose,C12H18N1O4,717.44,5.92,107.292,Alkaloid
