compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C19H40N5O1,92.62,N/A,910.976,Nucleotide
Ethanol,C2H7N5O7,699.05,N/A,531.0,Alcohol
Aspirin,C12H40N3O6,109.07,8.48,842.782,Lipid
Dopamine,C1H25N4O4,485.02,7.24,539.722,Alcohol
Urea,C4H27N5O3,119.19,2.79,310.304,Nucleotide
Adrenaline,C13H11N4O4,899.11,N/A,884.853,Neurotransmitter
Serotonin,C15H3N2O10,407.39,8.29,768.744,Hormone
Caffeine,C3H34N4O8,955.38,10.19,180.117,Neurotransmitter
Caffeine,C3H33N5O4,403.59,11.33,983.997,Amide
Caffeine,C3H31N3O8,112.86,N/A,790.942,Nucleotide
Adrenaline,C11H17N4O5,860.4,8.44,962.442,Lipid
Adenosine triphosphate,C8H33N4O2,548.09,13.56,740.205,Lipid
Dopamine,C5H16N2O1,541.47,4.16,931.792,Alkaloid
Aspirin,C6H32N2O6,786.64,3.67,491.05,Lipid
Serotonin,C13H6N1O3,184.47,9.02,502.417,Lipid
Glucose,C15H40N5O1,213.48,3.61,868.777,Alkaloid
Dopamine,C19H17N5O6,243.33,3.0,881.143,Amide
Adrenaline,C20H10N0O7,403.08,11.93,545.309,Alkaloid
Urea,C13H19N1O1,83.63,5.1,966.52,Neurotransmitter
Adrenaline,C20H34N5O1,219.1,1.75,520.474,Alcohol
Adenosine triphosphate,C12H10N5O4,460.95,9.02,353.111,Hormone
Aspirin,C17H6N3O5,867.23,2.64,199.115,Alkaloid
Serotonin,C17H1N2O5,667.49,8.03,206.369,Nucleotide
Glucose,C6H29N1O3,844.44,5.08,533.619,Amide
Aspirin,C19H32N5O5,882.97,N/A,139.707,Alcohol
Glucose,C2H31N2O0,953.18,5.78,101.317,Amide
Glucose,C6H33N4O3,58.92,4.6,921.2,Carbohydrate
Adrenaline,C11H38N1O9,489.67,N/A,519.179,Organic Compound
Aspirin,C14H27N0O7,215.67,2.32,995.873,Hormone
Aspirin,C17H39N0O7,284.79,N/A,608.758,Carbohydrate
Adenosine triphosphate,C18H4N4O7,148.3,11.55,132.641,Amide
Serotonin,C1H19N3O5,771.98,2.14,504.105,Neurotransmitter
Caffeine,C11H17N0O9,988.97,11.88,95.304,Carbohydrate
Glucose,C7H9N2O2,834.2,7.63,207.559,Hormone
Caffeine,C11H25N2O3,830.44,N/A,270.079,Lipid
Urea,C3H21N0O7,239.23,13.19,849.116,Nucleotide
Aspirin,C7H10N5O6,491.54,3.77,321.261,Amide
Ethanol,C7H23N4O9,479.69,N/A,501.765,Amide
Glucose,C3H29N4O10,393.79,4.89,305.93,Lipid
Serotonin,C17H28N0O5,902.8,9.97,812.124,Amide
Aspirin,C15H33N4O8,197.4,12.35,620.152,Alcohol
Caffeine,C12H10N0O2,217.82,1.33,851.193,Nucleotide
Cholesterol,C3H25N4O3,161.53,12.77,690.606,Hormone
Aspirin,C9H12N2O1,159.73,2.3,373.895,Neurotransmitter
Caffeine,C18H24N0O2,834.88,7.15,85.445,Hormone
Adrenaline,C6H33N1O8,928.89,7.21,72.967,Alkaloid
Adenosine triphosphate,C10H3N3O6,621.76,5.53,186.735,Alcohol
Cholesterol,C3H17N3O2,162.28,N/A,408.047,Neurotransmitter
Urea,C9H12N3O7,580.38,7.7,68.618,Hormone
Aspirin,C5H2N4O5,683.14,12.57,349.24,Carbohydrate
Glucose,C7H1N5O0,496.86,1.77,57.276,Lipid
Cholesterol,C9H33N2O4,924.83,6.85,336.353,Carbohydrate
Glucose,C20H34N3O1,923.17,9.9,734.227,Nucleotide
Urea,C16H2N3O1,337.7,5.63,764.135,Neurotransmitter
Adrenaline,C4H4N4O7,716.36,7.4,536.977,Hormone
Glucose,C1H23N5O1,477.92,13.65,473.33,Lipid
Adenosine triphosphate,C5H30N4O6,164.77,11.49,886.87,Neurotransmitter
Serotonin,C3H19N1O9,363.35,10.77,857.572,Nucleotide
Adrenaline,C14H36N5O1,480.12,10.45,730.0,Amide
Cholesterol,C13H39N1O8,65.28,13.4,240.764,Nucleotide
Serotonin,C9H4N0O0,143.79,9.14,915.49,Neurotransmitter
Aspirin,C2H1N2O1,853.45,9.49,547.184,Amide
Ethanol,C18H22N1O0,748.76,7.78,114.112,Lipid
Ethanol,C8H22N3O6,662.77,10.37,849.936,Neurotransmitter
Glucose,C1H7N4O10,367.44,4.07,613.937,Lipid
Cholesterol,C1H10N0O4,120.25,12.07,948.018,Lipid
Adenosine triphosphate,C6H8N1O8,874.84,N/A,126.633,Amide
Glucose,C8H17N2O8,163.25,3.08,185.912,Amide
Ethanol,C20H7N1O9,390.38,N/A,80.426,Alcohol
