compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C6H9N1O8,490.18,6.23,620.454,Hormone
Caffeine,C11H31N3O5,276.24,11.1,913.685,Alcohol
Glucose,C17H35N1O5,168.12,N/A,211.093,Hormone
Caffeine,C9H9N2O2,64.69,2.14,363.28,Hormone
Dopamine,C8H24N3O0,164.19,11.37,350.138,Alkaloid
Ethanol,C10H11N5O9,601.96,9.74,193.452,Nucleotide
Caffeine,C2H17N0O7,454.23,3.92,94.032,Alkaloid
Aspirin,C11H14N4O1,715.65,10.36,480.249,Alkaloid
Adenosine triphosphate,C11H6N0O2,904.93,1.6,786.566,Carbohydrate
Cholesterol,C18H38N2O7,501.26,4.75,522.275,Hormone
Cholesterol,C15H27N5O4,345.71,13.27,23.784,Hormone
Urea,C4H25N3O7,207.82,6.81,432.291,Carbohydrate
Urea,C17H2N4O8,189.56,N/A,317.633,Lipid
Adenosine triphosphate,C4H11N5O6,458.72,9.55,441.648,Carbohydrate
Adrenaline,C11H33N5O0,434.78,4.95,763.153,Neurotransmitter
Adrenaline,C5H32N0O2,501.16,2.31,210.67,Nucleotide
Glucose,C7H10N3O8,419.96,3.47,483.054,Lipid
Urea,C19H3N5O9,935.34,13.0,592.715,Amide
Urea,C3H24N5O6,87.87,12.14,710.161,Organic Compound
Adrenaline,C15H19N0O9,507.55,7.11,889.834,Carbohydrate
Glucose,C18H14N4O8,813.27,2.98,134.306,Amide
Urea,C3H10N3O1,331.64,5.08,761.535,Alkaloid
Aspirin,C2H7N5O9,127.95,N/A,719.815,Organic Compound
Serotonin,C7H35N0O9,137.96,5.34,841.825,Carbohydrate
Glucose,C4H22N2O4,211.83,9.82,298.371,Alkaloid
Urea,C10H2N0O10,275.81,7.22,18.506,Hormone
Adenosine triphosphate,C9H1N5O8,517.44,10.66,729.103,Hormone
Cholesterol,C11H22N0O4,465.58,3.55,303.398,Lipid
Adenosine triphosphate,C5H6N3O2,216.82,3.09,282.717,Organic Compound
Dopamine,C20H12N5O9,871.48,10.44,979.348,Nucleotide
Dopamine,C16H38N2O3,380.64,8.6,88.203,Lipid
Cholesterol,C9H39N4O8,148.77,12.1,452.41,Carbohydrate
Glucose,C11H17N5O0,466.76,13.26,217.258,Nucleotide
Caffeine,C16H31N2O2,84.81,12.55,501.846,Carbohydrate
Ethanol,C17H20N2O10,217.58,6.38,282.766,Neurotransmitter
Dopamine,C15H38N3O5,671.77,N/A,555.053,Alkaloid
Adrenaline,C16H10N5O1,248.79,6.73,326.152,Hormone
Serotonin,C10H12N5O5,176.63,2.06,593.987,Hormone
Aspirin,C2H15N3O5,315.59,12.22,354.831,Alkaloid
Serotonin,C20H32N4O0,475.0,13.39,219.98,Lipid
