compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C6H38N3O5,558.96,12.49,856.416,Nucleotide
Adenosine triphosphate,C12H28N0O9,150.24,6.57,55.591,Lipid
Adenosine triphosphate,C1H10N4O10,400.31,N/A,752.182,Alcohol
Adrenaline,C17H32N5O1,191.26,1.3,876.744,Alkaloid
Urea,C1H19N5O10,111.34,N/A,192.213,Carbohydrate
Aspirin,C5H17N3O3,678.89,4.25,280.197,Nucleotide
Caffeine,C2H9N3O5,74.39,9.61,343.35,Lipid
Adenosine triphosphate,C15H37N3O2,454.5,4.98,93.497,Alcohol
Dopamine,C11H14N2O7,871.93,11.33,429.944,Lipid
Serotonin,C10H36N0O9,489.99,4.55,515.335,Nucleotide
Adrenaline,C1H6N0O4,644.78,7.82,473.95,Alcohol
Glucose,C10H28N5O6,236.67,N/A,128.567,Neurotransmitter
Dopamine,C15H24N2O6,962.18,7.13,638.402,Organic Compound
Adrenaline,C16H25N1O5,749.8,13.21,193.721,Alcohol
Caffeine,C8H21N1O5,302.81,4.07,927.093,Lipid
Adenosine triphosphate,C5H29N3O8,446.55,3.8,963.626,Lipid
Dopamine,C16H3N1O10,915.22,N/A,787.177,Neurotransmitter
Urea,C14H39N5O6,603.8,N/A,268.067,Carbohydrate
Urea,C5H11N4O3,897.53,11.55,132.659,Alkaloid
Glucose,C6H8N3O9,276.23,N/A,690.945,Amide
Cholesterol,C9H35N2O0,201.86,N/A,542.927,Amide
Adrenaline,C6H19N1O0,160.06,13.43,562.151,Alkaloid
Aspirin,C8H21N1O4,660.3,N/A,702.66,Alcohol
Dopamine,C10H27N1O9,341.19,N/A,684.778,Organic Compound
Adrenaline,C13H17N2O3,877.99,2.59,51.802,Amide
Adenosine triphosphate,C19H36N5O4,495.16,8.08,247.159,Hormone
Adenosine triphosphate,C17H26N5O1,739.02,13.89,817.802,Lipid
Serotonin,C6H10N4O0,863.83,N/A,143.388,Organic Compound
Glucose,C17H9N4O3,866.4,2.84,706.024,Alkaloid
Aspirin,C3H9N1O2,306.54,3.84,995.975,Lipid
Adrenaline,C9H22N4O1,514.26,3.09,148.461,Hormone
Caffeine,C18H24N5O10,377.2,5.58,410.808,Alcohol
Dopamine,C9H23N0O0,789.8,7.61,316.799,Amide
Adenosine triphosphate,C8H6N1O1,743.13,11.67,791.225,Hormone
Aspirin,C3H10N4O2,331.09,11.8,262.114,Alkaloid
Serotonin,C17H9N2O9,443.56,7.69,49.188,Lipid
Adenosine triphosphate,C11H36N4O1,156.12,7.6,129.278,Amide
Aspirin,C5H12N0O7,276.11,5.57,693.151,Nucleotide
Adenosine triphosphate,C12H18N3O1,652.11,6.27,671.741,Nucleotide
Caffeine,C17H18N5O5,616.15,12.13,26.713,Carbohydrate
Caffeine,C15H23N2O8,509.69,11.82,494.594,Amide
Caffeine,C3H32N3O10,221.66,10.9,622.405,Alcohol
Glucose,C5H32N3O4,271.48,13.59,569.166,Alkaloid
Cholesterol,C12H17N1O10,729.74,9.1,58.579,Neurotransmitter
Dopamine,C5H40N2O9,244.63,2.31,661.477,Carbohydrate
Caffeine,C7H37N1O9,755.41,7.52,113.356,Alcohol
Aspirin,C1H17N1O1,803.51,9.36,345.174,Alkaloid
Cholesterol,C17H38N4O10,737.86,N/A,831.183,Nucleotide
Cholesterol,C6H6N3O0,84.88,5.32,564.568,Alcohol
Urea,C11H35N1O7,626.18,7.72,915.99,Lipid
Serotonin,C16H20N4O5,569.68,12.55,716.07,Organic Compound
Cholesterol,C10H35N1O2,372.45,4.09,904.046,Carbohydrate
Dopamine,C7H18N4O8,497.12,6.34,189.079,Organic Compound
Aspirin,C1H37N0O7,280.39,N/A,891.421,Alcohol
Glucose,C2H7N5O4,509.69,1.33,834.945,Alcohol
Urea,C19H24N5O6,844.64,5.95,823.235,Alkaloid
Dopamine,C19H15N4O0,653.41,2.01,337.683,Alkaloid
Adrenaline,C13H8N5O5,294.06,1.99,775.587,Hormone
Adrenaline,C20H6N0O5,417.71,2.83,212.397,Nucleotide
Cholesterol,C7H19N2O9,423.88,10.42,530.133,Neurotransmitter
Aspirin,C7H12N1O3,75.64,3.79,411.577,Amide
Cholesterol,C8H30N2O10,270.85,2.75,893.553,Lipid
Caffeine,C12H1N1O0,965.07,3.17,480.86,Neurotransmitter
Dopamine,C3H31N0O10,195.5,13.51,647.679,Hormone
Caffeine,C8H13N0O7,820.3,3.19,911.01,Amide
Adrenaline,C8H3N0O9,862.25,10.4,182.661,Hormone
Serotonin,C5H4N0O2,481.72,N/A,124.423,Carbohydrate
Adenosine triphosphate,C2H28N4O9,728.0,10.93,741.957,Lipid
Cholesterol,C11H21N0O0,72.61,9.08,392.625,Organic Compound
Ethanol,C16H20N5O3,565.15,12.15,47.461,Alkaloid
Aspirin,C5H23N2O9,885.62,5.59,706.348,Carbohydrate
Dopamine,C9H21N0O0,68.72,2.3,415.956,Carbohydrate
Adrenaline,C15H29N2O2,121.49,5.88,22.355,Organic Compound
Adenosine triphosphate,C3H3N3O5,539.52,5.83,114.827,Nucleotide
Dopamine,C19H11N4O8,589.63,N/A,267.78,Neurotransmitter
Caffeine,C6H37N1O6,667.76,N/A,536.057,Hormone
Urea,C12H32N2O9,719.16,6.19,528.044,Lipid
Glucose,C2H29N3O6,491.1,2.17,234.253,Alkaloid
Caffeine,C2H23N4O8,628.13,6.36,617.923,Nucleotide
Dopamine,C1H38N3O0,173.34,N/A,497.594,Amide
Urea,C11H29N0O1,291.82,13.32,171.254,Lipid
Caffeine,C5H24N5O7,654.75,4.31,872.82,Hormone
Adenosine triphosphate,C12H12N2O3,678.48,6.19,832.396,Carbohydrate
Ethanol,C16H29N3O8,736.16,4.25,840.65,Alcohol
Caffeine,C17H20N5O1,806.69,N/A,46.504,Neurotransmitter
Ethanol,C14H17N3O5,453.7,6.23,712.553,Hormone
Serotonin,C9H26N0O0,426.08,1.02,231.731,Carbohydrate
Adrenaline,C4H14N1O7,680.73,8.1,47.76,Carbohydrate
Glucose,C6H29N1O3,233.31,11.13,367.376,Hormone
Urea,C12H30N1O9,419.41,N/A,445.637,Carbohydrate
Ethanol,C19H22N4O4,548.54,12.77,432.598,Hormone
Adenosine triphosphate,C3H18N5O3,578.32,7.01,340.062,Amide
Ethanol,C13H2N4O5,437.26,13.88,990.223,Nucleotide
Glucose,C13H2N1O5,684.74,8.17,762.113,Neurotransmitter
Ethanol,C2H8N2O8,629.84,13.13,998.069,Carbohydrate
Adenosine triphosphate,C18H33N5O4,414.55,8.53,820.968,Organic Compound
Caffeine,C10H38N4O1,350.37,11.04,903.283,Carbohydrate
Serotonin,C14H32N3O8,541.32,12.02,676.88,Organic Compound
Adenosine triphosphate,C3H18N0O5,590.16,3.6,130.621,Alkaloid
Adrenaline,C4H38N3O1,689.03,2.46,583.673,Hormone
Cholesterol,C6H24N4O10,961.83,4.44,633.765,Organic Compound
Adrenaline,C7H25N2O4,197.2,7.8,924.244,Hormone
Dopamine,C19H16N5O2,356.61,2.9,53.767,Hormone
Serotonin,C13H32N4O4,609.99,2.9,580.55,Carbohydrate
Serotonin,C1H38N3O7,449.49,7.07,372.295,Alkaloid
Adenosine triphosphate,C17H21N0O5,466.63,12.05,391.5,Neurotransmitter
Glucose,C6H5N5O10,93.35,11.85,893.323,Alkaloid
Dopamine,C15H22N1O6,872.16,1.26,507.657,Lipid
Cholesterol,C17H12N2O4,314.28,12.37,515.579,Lipid
Glucose,C8H29N4O4,341.25,10.51,554.414,Carbohydrate
Caffeine,C11H6N4O7,124.33,4.23,860.831,Carbohydrate
Ethanol,C7H37N2O10,515.16,13.71,342.798,Nucleotide
Caffeine,C12H1N2O3,396.65,5.96,719.322,Amide
Adenosine triphosphate,C16H5N3O2,245.88,2.94,648.827,Lipid
Aspirin,C10H4N1O6,307.02,7.0,409.134,Hormone
Ethanol,C4H11N1O8,246.0,N/A,193.701,Nucleotide
Dopamine,C3H21N2O9,109.11,13.84,895.62,Hormone
Ethanol,C5H34N2O4,63.76,9.24,972.098,Carbohydrate
Cholesterol,C17H40N1O9,989.09,6.65,502.085,Amide
Aspirin,C15H40N1O8,372.41,N/A,302.941,Alcohol
Cholesterol,C3H20N1O8,128.83,N/A,109.395,Carbohydrate
Ethanol,C19H20N4O2,134.09,8.36,8.413,Nucleotide
Cholesterol,C9H16N4O8,586.86,11.29,309.091,Alkaloid
Adenosine triphosphate,C15H33N4O0,895.14,3.96,747.858,Lipid
Glucose,C15H39N1O3,330.42,2.94,244.561,Alkaloid
Cholesterol,C4H36N2O10,396.02,11.12,78.312,Hormone
Serotonin,C19H11N3O5,941.56,N/A,62.972,Carbohydrate
Serotonin,C14H13N2O3,78.68,1.16,758.514,Nucleotide
Adrenaline,C14H34N4O1,451.73,8.87,921.426,Carbohydrate
Glucose,C17H29N2O3,422.17,10.51,691.196,Amide
Ethanol,C19H5N5O6,833.47,13.05,878.176,Alcohol
Serotonin,C14H23N5O8,895.07,12.34,583.118,Amide
Caffeine,C8H10N4O8,557.7,11.0,907.954,Organic Compound
Ethanol,C13H33N3O8,783.47,11.53,127.557,Lipid
Serotonin,C8H35N3O7,911.13,11.54,522.192,Organic Compound
Adenosine triphosphate,C9H38N5O0,277.85,9.51,391.623,Nucleotide
Adrenaline,C17H5N0O5,437.83,6.61,150.694,Hormone
Cholesterol,C4H39N0O7,91.75,4.24,34.575,Nucleotide
Aspirin,C9H29N1O7,214.52,3.4,379.463,Neurotransmitter
Urea,C11H18N3O0,744.34,1.66,95.497,Carbohydrate
Serotonin,C2H9N5O9,592.52,3.99,271.017,Alcohol
Cholesterol,C8H15N5O2,828.14,5.79,380.409,Hormone
Aspirin,C5H24N2O5,502.46,8.79,148.708,Carbohydrate
Dopamine,C10H28N2O8,781.4,4.0,779.918,Alkaloid
Adrenaline,C17H8N4O1,767.2,13.0,856.17,Carbohydrate
Dopamine,C5H6N1O7,803.08,6.8,307.822,Organic Compound
Dopamine,C17H28N2O4,241.77,N/A,761.348,Amide
Adenosine triphosphate,C2H10N2O10,715.52,N/A,929.014,Carbohydrate
Adrenaline,C14H28N1O6,973.97,5.65,449.348,Alcohol
Serotonin,C7H20N3O5,299.09,13.35,544.096,Neurotransmitter
Dopamine,C9H20N1O2,361.64,11.13,85.221,Amide
Adenosine triphosphate,C14H40N1O1,471.26,9.6,670.467,Amide
Adenosine triphosphate,C8H28N3O2,568.07,8.6,900.415,Hormone
Adrenaline,C15H11N1O8,96.16,9.06,777.211,Alcohol
Caffeine,C8H12N4O8,377.62,N/A,285.62,Lipid
Cholesterol,C20H29N2O4,726.25,7.88,876.945,Organic Compound
Glucose,C2H30N3O10,426.27,5.86,670.488,Neurotransmitter
Cholesterol,C10H3N3O5,668.8,2.1,866.982,Hormone
Glucose,C18H35N3O9,190.54,7.6,206.658,Lipid
Cholesterol,C14H21N5O4,79.43,N/A,375.185,Carbohydrate
Glucose,C12H35N0O2,810.36,2.19,993.86,Hormone
Aspirin,C4H27N3O9,567.0,8.03,157.821,Neurotransmitter
Dopamine,C13H34N4O5,323.54,4.73,87.672,Amide
Dopamine,C17H3N3O2,148.8,13.11,509.23,Organic Compound
Serotonin,C7H33N1O10,439.81,2.25,47.112,Hormone
Glucose,C5H22N4O10,424.93,14.0,495.114,Alkaloid
Adenosine triphosphate,C20H32N1O4,917.83,1.36,0.505,Alcohol
Urea,C15H29N4O8,887.95,7.64,859.898,Nucleotide
Glucose,C9H16N2O9,344.38,3.03,811.972,Amide
Caffeine,C7H31N4O5,681.99,6.26,324.385,Organic Compound
Cholesterol,C8H23N3O8,59.77,N/A,868.572,Amide
Dopamine,C20H2N2O4,563.01,6.9,740.682,Amide
Serotonin,C13H38N4O1,517.3,2.16,222.278,Nucleotide
Adenosine triphosphate,C14H34N1O9,716.64,N/A,802.326,Alkaloid
Dopamine,C17H10N4O0,983.4,N/A,257.386,Amide
Aspirin,C12H21N1O0,64.66,2.72,979.837,Alcohol
Dopamine,C19H16N1O10,986.25,N/A,222.952,Organic Compound
Dopamine,C17H13N3O3,85.61,8.5,763.134,Alkaloid
Glucose,C11H17N4O5,621.99,10.19,354.997,Alkaloid
Serotonin,C7H16N2O3,698.1,9.33,277.546,Lipid
Dopamine,C15H18N4O6,683.08,9.4,640.671,Organic Compound
Ethanol,C14H35N5O8,518.99,N/A,794.38,Amide
Caffeine,C18H40N1O6,876.8,N/A,964.195,Alcohol
Glucose,C13H31N2O3,511.26,3.49,466.736,Carbohydrate
Serotonin,C20H28N2O7,161.13,6.9,581.859,Nucleotide
Serotonin,C3H12N0O7,531.35,11.62,467.142,Lipid
Adenosine triphosphate,C17H25N2O5,593.39,13.57,757.818,Alcohol
Dopamine,C19H40N0O0,872.73,N/A,464.506,Organic Compound
Dopamine,C7H26N1O0,530.9,10.27,941.374,Organic Compound
Cholesterol,C20H38N4O2,527.43,5.83,594.679,Nucleotide
Adenosine triphosphate,C12H34N5O5,77.45,13.12,469.346,Nucleotide
Serotonin,C6H4N3O9,324.71,10.34,977.53,Carbohydrate
Adrenaline,C19H6N5O3,415.14,2.12,770.481,Neurotransmitter
Dopamine,C4H1N1O8,970.89,9.37,900.466,Organic Compound
Dopamine,C18H9N3O0,393.69,8.73,192.418,Lipid
Serotonin,C6H25N4O10,800.35,4.53,387.916,Carbohydrate
Glucose,C3H18N3O10,850.49,N/A,468.797,Lipid
Aspirin,C7H38N0O4,677.63,8.74,334.806,Nucleotide
Cholesterol,C19H32N4O0,736.96,6.84,575.688,Organic Compound
Ethanol,C13H26N0O0,822.3,3.54,539.122,Amide
Urea,C5H13N1O7,195.64,2.92,526.471,Neurotransmitter
Cholesterol,C6H4N2O9,942.95,9.17,194.92,Amide
Urea,C11H23N1O8,309.79,5.24,56.195,Hormone
Caffeine,C17H25N2O9,349.58,N/A,75.409,Alkaloid
Urea,C3H23N1O5,869.56,3.67,893.732,Alkaloid
Cholesterol,C12H10N1O1,412.77,13.81,125.935,Hormone
Aspirin,C15H19N2O0,272.01,11.33,697.873,Alkaloid
Glucose,C6H14N5O7,871.74,N/A,189.401,Carbohydrate
Urea,C2H24N1O8,371.92,2.46,900.99,Carbohydrate
Aspirin,C16H21N2O4,690.25,12.29,681.177,Lipid
Serotonin,C10H14N4O3,907.32,7.49,888.791,Hormone
Ethanol,C2H39N2O3,949.9,2.69,575.317,Organic Compound
Caffeine,C16H14N2O0,179.63,4.1,278.59,Amide
Adrenaline,C5H17N5O6,392.95,10.0,904.604,Nucleotide
Adrenaline,C2H39N0O3,175.55,6.22,605.655,Amide
Caffeine,C11H5N0O10,275.86,N/A,520.565,Amide
Adenosine triphosphate,C11H27N4O5,379.79,7.25,376.538,Alkaloid
Serotonin,C14H39N0O8,471.23,12.86,122.021,Organic Compound
Cholesterol,C10H18N5O5,935.77,N/A,985.882,Alkaloid
Caffeine,C9H18N1O8,927.85,3.2,760.493,Nucleotide
Urea,C9H12N3O4,135.63,2.87,74.022,Lipid
Adrenaline,C14H10N2O10,296.15,N/A,803.964,Hormone
Serotonin,C18H21N1O3,238.66,N/A,707.074,Alcohol
Ethanol,C7H40N3O6,868.68,3.78,171.75,Amide
Ethanol,C12H30N5O1,496.18,5.06,831.643,Organic Compound
Adrenaline,C9H4N3O6,985.25,4.91,982.396,Lipid
Adenosine triphosphate,C18H18N0O5,684.87,N/A,242.066,Lipid
Urea,C12H38N0O6,551.46,5.48,1.213,Neurotransmitter
Adrenaline,C19H29N1O7,617.04,1.75,872.868,Carbohydrate
Adrenaline,C19H22N0O1,892.27,3.81,195.817,Organic Compound
Serotonin,C19H13N3O10,543.32,6.6,562.52,Alkaloid
Cholesterol,C7H12N2O8,984.53,1.61,61.851,Organic Compound
Caffeine,C1H25N4O8,298.78,N/A,265.686,Organic Compound
Urea,C3H17N5O3,141.55,3.73,410.8,Hormone
Aspirin,C13H20N1O2,62.8,10.63,460.918,Organic Compound
Dopamine,C7H26N3O9,746.47,11.36,199.32,Nucleotide
Urea,C20H15N0O2,98.98,1.87,13.15,Lipid
Serotonin,C7H16N1O1,303.64,N/A,117.338,Alcohol
Glucose,C7H15N4O2,965.96,7.73,473.868,Carbohydrate
Cholesterol,C3H37N3O6,155.9,9.51,449.907,Neurotransmitter
Serotonin,C10H4N5O0,311.03,3.64,431.4,Alkaloid
Glucose,C8H7N2O4,807.26,9.33,100.912,Nucleotide
Urea,C4H27N0O4,427.93,12.92,360.456,Carbohydrate
Adenosine triphosphate,C15H33N1O10,149.48,N/A,882.237,Alkaloid
Glucose,C3H22N1O3,328.28,10.03,99.446,Organic Compound
Adenosine triphosphate,C2H7N4O0,333.9,12.97,734.884,Lipid
Adrenaline,C11H22N1O10,959.16,6.7,288.504,Organic Compound
Urea,C3H21N1O10,359.22,9.94,154.253,Neurotransmitter
Cholesterol,C3H7N2O6,956.92,11.41,761.225,Alkaloid
Ethanol,C5H36N4O8,651.41,N/A,153.781,Alcohol
Dopamine,C2H29N3O5,438.78,8.81,692.58,Alkaloid
Ethanol,C12H37N5O6,934.21,N/A,92.732,Alkaloid
Urea,C6H9N1O5,944.74,11.83,129.721,Hormone
Adrenaline,C12H2N3O0,810.32,13.58,815.905,Alkaloid
Adenosine triphosphate,C2H16N2O2,590.98,9.11,663.732,Alcohol
Glucose,C5H40N3O10,698.02,N/A,812.501,Amide
Caffeine,C5H35N3O10,734.79,N/A,253.839,Organic Compound
Glucose,C11H13N5O6,477.9,N/A,766.962,Lipid
Adenosine triphosphate,C5H3N3O4,512.39,6.36,684.985,Alkaloid
Ethanol,C4H37N0O0,781.61,1.07,180.207,Nucleotide
Aspirin,C13H29N0O0,917.65,2.09,885.752,Neurotransmitter
Aspirin,C12H1N3O3,370.42,6.71,644.886,Carbohydrate
Caffeine,C12H14N5O9,627.99,13.57,870.149,Nucleotide
Glucose,C9H36N2O10,936.69,N/A,383.346,Nucleotide
Dopamine,C20H23N2O9,137.34,N/A,72.056,Carbohydrate
Caffeine,C7H29N0O4,563.16,N/A,800.6,Neurotransmitter
Adenosine triphosphate,C20H16N4O8,477.96,2.35,914.9,Lipid
Serotonin,C9H34N0O0,530.25,13.92,230.887,Alcohol
Adrenaline,C3H29N1O7,184.17,N/A,48.359,Lipid
Aspirin,C17H21N4O6,768.91,4.91,178.379,Carbohydrate
Cholesterol,C4H25N0O8,612.04,5.49,546.776,Alkaloid
Urea,C3H39N4O9,896.56,N/A,348.776,Amide
Adrenaline,C9H16N0O8,565.6,7.52,64.362,Hormone
Serotonin,C19H33N5O2,440.44,11.61,666.346,Alcohol
Cholesterol,C13H28N5O4,521.21,1.58,735.627,Carbohydrate
Serotonin,C13H34N2O4,874.43,6.46,523.411,Carbohydrate
Adenosine triphosphate,C16H16N0O4,841.05,6.7,217.808,Lipid
Cholesterol,C6H16N5O3,456.55,6.29,289.858,Organic Compound
