compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C11H18N0O4,287.06,8.55,181.866,Lipid
Cholesterol,C9H32N1O8,824.59,N/A,38.115,Nucleotide
Cholesterol,C20H1N2O8,824.51,8.43,825.094,Organic Compound
Urea,C11H13N5O3,881.17,10.16,551.994,Alkaloid
Caffeine,C19H17N1O4,383.21,7.3,688.258,Alcohol
Dopamine,C18H17N5O2,793.39,1.03,173.66,Nucleotide
Urea,C16H26N2O7,980.7,2.3,4.199,Carbohydrate
Ethanol,C20H22N4O10,720.38,4.47,24.053,Alkaloid
Cholesterol,C4H28N2O5,780.34,10.22,288.529,Alkaloid
Adrenaline,C19H23N1O4,283.12,6.5,264.162,Alcohol
Cholesterol,C8H32N1O6,295.99,3.76,753.101,Carbohydrate
Aspirin,C18H14N1O0,822.81,12.03,18.491,Carbohydrate
Caffeine,C20H26N3O1,866.76,N/A,633.051,Alcohol
Adrenaline,C16H2N0O1,928.24,12.47,359.037,Alkaloid
Ethanol,C8H25N4O3,281.21,11.72,5.742,Amide
Aspirin,C1H9N2O4,404.67,13.71,103.384,Alkaloid
Adenosine triphosphate,C13H23N5O4,346.77,4.62,936.451,Alcohol
Caffeine,C5H23N1O9,276.69,4.68,822.516,Hormone
Ethanol,C7H11N0O6,834.27,3.32,372.74,Alcohol
Aspirin,C1H34N0O7,484.33,N/A,336.932,Carbohydrate
Serotonin,C20H18N2O4,440.29,11.73,365.579,Alcohol
Ethanol,C14H36N3O7,509.82,4.28,265.28,Neurotransmitter
Cholesterol,C3H34N2O6,490.6,7.57,436.505,Amide
Adrenaline,C17H10N4O10,828.58,10.85,273.74,Organic Compound
Aspirin,C8H1N5O8,984.82,11.14,71.974,Carbohydrate
Adrenaline,C1H5N3O3,505.97,8.92,442.292,Lipid
Dopamine,C6H10N2O5,53.0,5.59,253.946,Lipid
Aspirin,C16H23N1O8,844.71,6.8,690.057,Hormone
Serotonin,C6H17N2O5,429.17,4.86,138.509,Alcohol
Caffeine,C18H40N0O9,599.49,6.91,14.219,Neurotransmitter
Caffeine,C2H16N1O8,983.29,N/A,542.629,Organic Compound
Aspirin,C1H27N2O5,362.85,13.55,720.013,Amide
Adrenaline,C15H27N3O9,307.22,N/A,765.473,Carbohydrate
Ethanol,C10H4N1O2,727.82,5.7,820.789,Nucleotide
Urea,C20H16N4O3,633.33,12.23,720.421,Hormone
Dopamine,C1H21N1O0,195.77,11.57,526.985,Alcohol
Ethanol,C2H7N2O9,167.89,10.7,468.352,Amide
Cholesterol,C2H6N3O9,578.57,4.13,934.976,Alkaloid
Ethanol,C2H31N0O6,160.04,5.14,145.649,Neurotransmitter
Ethanol,C19H1N4O2,978.93,6.71,19.2,Lipid
Dopamine,C1H40N2O9,494.32,8.81,14.308,Organic Compound
Serotonin,C12H27N0O4,404.53,9.47,514.372,Nucleotide
Serotonin,C15H34N4O9,405.12,7.6,17.416,Nucleotide
Glucose,C19H26N0O9,635.63,7.09,752.2,Carbohydrate
Serotonin,C10H31N1O7,448.68,1.79,692.992,Lipid
