compound,formula,mw,pka,solubility_mg_ml,class
Urea,C12H10N3O0,738.05,11.6,362.098,Neurotransmitter
Adenosine triphosphate,C10H7N0O3,108.35,N/A,564.927,Neurotransmitter
Ethanol,C6H34N4O3,566.17,7.95,31.106,Organic Compound
Dopamine,C20H39N5O10,297.28,10.97,153.066,Organic Compound
Adenosine triphosphate,C7H2N1O3,976.05,N/A,469.079,Lipid
Glucose,C12H8N2O5,674.51,N/A,66.484,Alkaloid
Ethanol,C3H6N5O0,173.58,11.07,880.532,Alcohol
Adrenaline,C14H39N2O10,163.58,N/A,712.729,Organic Compound
Adenosine triphosphate,C9H9N2O9,138.35,9.98,202.522,Organic Compound
Serotonin,C18H29N0O3,232.93,4.41,111.279,Nucleotide
Caffeine,C9H25N3O7,669.1,9.5,850.062,Amide
Ethanol,C20H1N1O10,921.23,6.98,938.354,Carbohydrate
Adrenaline,C4H5N4O3,131.35,1.5,279.639,Hormone
Ethanol,C7H34N2O5,254.18,1.47,508.318,Nucleotide
Dopamine,C19H37N4O8,820.33,12.63,520.892,Alcohol
Glucose,C17H7N0O3,727.45,7.39,578.266,Hormone
Aspirin,C7H37N4O7,516.29,1.27,755.386,Lipid
Adenosine triphosphate,C16H35N4O10,901.81,9.46,830.722,Carbohydrate
Adenosine triphosphate,C8H30N3O1,823.75,N/A,804.678,Lipid
Ethanol,C3H5N3O2,645.41,10.8,488.36,Carbohydrate
Dopamine,C20H19N3O9,730.07,8.27,702.596,Nucleotide
Urea,C15H34N3O1,349.44,10.16,530.396,Organic Compound
Dopamine,C12H33N4O10,383.59,7.1,295.313,Organic Compound
Adrenaline,C3H33N2O8,260.81,8.17,12.348,Neurotransmitter
Cholesterol,C16H37N4O6,347.07,9.44,560.302,Organic Compound
Caffeine,C13H36N0O9,282.83,11.04,168.691,Amide
Caffeine,C10H1N3O0,465.58,2.17,742.078,Carbohydrate
Cholesterol,C1H18N0O7,829.76,7.63,869.309,Alkaloid
Cholesterol,C15H36N1O2,302.46,10.97,270.14,Alcohol
Adenosine triphosphate,C9H4N4O5,804.42,11.0,293.284,Amide
Cholesterol,C7H26N3O8,80.07,2.15,472.928,Alcohol
Dopamine,C9H21N5O5,336.35,13.78,211.496,Nucleotide
Urea,C8H25N0O7,678.25,9.52,223.166,Nucleotide
Serotonin,C15H28N5O7,125.35,6.53,448.321,Nucleotide
Ethanol,C15H27N5O8,237.69,1.5,6.374,Hormone
Urea,C8H13N5O7,913.73,7.63,856.693,Alcohol
Adenosine triphosphate,C13H1N1O10,151.89,5.17,911.917,Carbohydrate
Urea,C17H16N4O1,86.49,13.14,454.108,Alkaloid
Glucose,C5H26N4O1,677.34,N/A,420.419,Lipid
Ethanol,C18H26N2O9,285.58,5.87,225.088,Neurotransmitter
Adenosine triphosphate,C6H5N2O4,121.15,3.9,765.598,Alkaloid
Cholesterol,C13H16N5O6,329.21,1.42,266.977,Neurotransmitter
Ethanol,C13H10N0O6,172.74,N/A,490.331,Organic Compound
Dopamine,C13H22N3O8,641.5,N/A,607.594,Lipid
Serotonin,C16H39N3O10,164.76,N/A,529.856,Alkaloid
Dopamine,C11H25N3O0,552.21,11.38,339.242,Lipid
Dopamine,C15H4N4O8,303.31,5.61,971.442,Alkaloid
Dopamine,C13H8N5O0,266.87,7.37,19.075,Organic Compound
Adenosine triphosphate,C9H24N5O4,625.11,11.25,501.574,Amide
Urea,C15H24N0O7,318.29,1.51,786.574,Organic Compound
Dopamine,C16H14N1O7,622.6,11.15,358.731,Alcohol
Cholesterol,C12H8N2O2,332.17,N/A,458.659,Alkaloid
Aspirin,C2H2N1O1,750.43,5.62,336.281,Alkaloid
Glucose,C7H39N5O3,792.02,7.19,982.212,Alcohol
Urea,C3H23N2O3,698.05,3.53,377.797,Lipid
Aspirin,C2H10N2O5,942.94,3.88,464.272,Nucleotide
Dopamine,C15H30N3O9,598.69,3.03,252.262,Neurotransmitter
Caffeine,C12H25N3O6,133.59,6.13,222.066,Lipid
Glucose,C9H40N3O5,515.19,11.87,13.838,Lipid
Adrenaline,C3H21N0O2,331.55,1.54,209.136,Neurotransmitter
Caffeine,C20H36N3O8,455.35,9.53,376.522,Hormone
Serotonin,C3H36N5O5,882.52,13.95,617.825,Nucleotide
Serotonin,C6H2N3O1,184.87,N/A,417.586,Neurotransmitter
Dopamine,C19H38N3O7,275.48,8.67,268.96,Alkaloid
Aspirin,C1H27N0O5,536.86,N/A,974.964,Carbohydrate
Adrenaline,C18H1N1O6,125.19,5.08,730.32,Alkaloid
Caffeine,C14H18N3O10,133.25,2.03,821.279,Organic Compound
Caffeine,C16H16N4O0,310.86,12.75,4.557,Amide
Aspirin,C10H13N3O8,697.86,13.8,690.288,Alcohol
Adenosine triphosphate,C13H18N5O2,624.2,N/A,821.992,Alcohol
Adrenaline,C14H18N3O9,591.01,3.32,135.657,Alkaloid
Dopamine,C12H1N2O6,136.11,4.0,647.601,Organic Compound
Serotonin,C9H4N2O10,434.43,12.82,710.299,Organic Compound
Adenosine triphosphate,C17H11N0O0,804.86,3.0,14.885,Hormone
Serotonin,C14H19N0O10,515.11,5.79,932.486,Carbohydrate
Cholesterol,C7H31N4O10,689.63,4.42,922.551,Neurotransmitter
Ethanol,C15H4N2O8,712.63,1.91,353.784,Carbohydrate
Serotonin,C13H32N5O1,911.03,12.4,985.079,Carbohydrate
Caffeine,C3H39N4O7,755.44,12.36,317.319,Amide
Caffeine,C3H30N0O0,895.07,4.97,807.307,Alcohol
Urea,C19H11N5O4,903.68,1.36,584.729,Organic Compound
Aspirin,C12H5N0O10,125.57,N/A,552.187,Lipid
Urea,C11H25N0O2,589.07,N/A,56.375,Alcohol
Cholesterol,C2H19N3O1,820.15,N/A,692.614,Alkaloid
Cholesterol,C5H12N3O1,166.6,7.02,671.04,Nucleotide
Urea,C1H26N5O9,591.98,N/A,684.515,Carbohydrate
Cholesterol,C5H8N1O3,647.32,3.44,860.445,Hormone
Dopamine,C12H4N2O2,797.42,2.1,177.672,Carbohydrate
Urea,C20H25N0O2,523.09,2.66,504.409,Hormone
Adenosine triphosphate,C14H30N5O5,329.94,2.29,198.131,Organic Compound
Caffeine,C4H6N2O2,894.02,8.77,552.976,Alcohol
Dopamine,C19H38N4O4,783.03,2.14,70.518,Neurotransmitter
Adrenaline,C8H20N5O5,263.16,9.48,500.514,Amide
Dopamine,C1H13N3O7,954.32,1.98,466.114,Hormone
Urea,C18H26N5O7,797.78,6.83,717.68,Organic Compound
Adenosine triphosphate,C19H25N5O0,246.16,N/A,233.132,Alkaloid
Cholesterol,C3H18N5O5,585.59,N/A,982.982,Alkaloid
Caffeine,C3H27N3O3,82.5,13.43,362.8,Alkaloid
Glucose,C4H30N1O0,564.26,6.28,5.302,Alkaloid
Adenosine triphosphate,C9H28N5O8,875.06,7.96,386.382,Amide
Adrenaline,C2H23N5O1,971.44,7.56,250.189,Alcohol
Caffeine,C4H13N1O10,180.51,1.76,917.063,Organic Compound
Aspirin,C12H11N2O1,265.83,N/A,475.6,Amide
Aspirin,C18H19N2O5,181.25,11.44,361.866,Hormone
Glucose,C16H36N2O2,68.4,8.2,829.891,Alkaloid
Serotonin,C12H9N3O1,223.67,8.28,34.02,Hormone
Caffeine,C9H36N0O8,729.28,10.39,798.859,Lipid
Ethanol,C19H31N5O0,992.44,7.8,757.831,Neurotransmitter
Urea,C2H18N1O10,845.22,9.59,810.501,Alcohol
Aspirin,C6H6N3O8,431.08,7.02,387.324,Organic Compound
Adrenaline,C20H32N0O8,470.31,10.85,956.867,Nucleotide
Cholesterol,C19H4N3O4,246.28,N/A,930.761,Carbohydrate
Serotonin,C15H27N3O8,301.95,8.95,938.228,Alkaloid
Adenosine triphosphate,C11H8N3O4,553.16,8.44,576.929,Alcohol
Adrenaline,C6H16N4O8,667.87,N/A,228.684,Organic Compound
Caffeine,C7H22N3O3,615.77,8.71,727.573,Lipid
Aspirin,C15H16N2O2,682.4,13.88,543.204,Alcohol
Adenosine triphosphate,C13H29N1O8,306.3,N/A,755.786,Carbohydrate
Ethanol,C8H14N3O7,294.74,5.18,87.739,Hormone
Glucose,C10H36N2O2,755.74,1.9,248.179,Lipid
Caffeine,C18H24N4O8,121.17,N/A,523.268,Nucleotide
