compound,formula,mw,pka,solubility_mg_ml,class
Urea,C10H32N3O10,145.15,10.91,91.272,Carbohydrate
Aspirin,C13H8N3O4,91.23,N/A,967.904,Neurotransmitter
Ethanol,C2H25N4O8,972.15,2.15,552.814,Nucleotide
Urea,C6H18N2O3,204.69,4.43,858.594,Neurotransmitter
Adenosine triphosphate,C11H37N2O7,762.7,1.01,295.391,Lipid
Caffeine,C15H19N5O3,940.38,N/A,367.123,Lipid
Aspirin,C7H1N2O5,300.21,N/A,139.897,Hormone
Adenosine triphosphate,C14H37N0O2,779.59,6.33,968.281,Alcohol
Urea,C11H23N5O8,485.2,7.25,672.267,Alcohol
Serotonin,C14H33N3O10,483.04,2.55,395.779,Hormone
Cholesterol,C17H31N1O4,230.57,1.81,75.189,Neurotransmitter
Serotonin,C12H9N4O9,800.31,11.29,436.956,Alkaloid
Urea,C6H32N0O10,896.86,N/A,979.248,Alcohol
Cholesterol,C11H6N1O3,843.16,11.39,609.679,Lipid
Adrenaline,C8H40N0O9,500.02,6.49,445.37,Hormone
Glucose,C7H9N1O9,935.66,12.9,291.839,Carbohydrate
Adenosine triphosphate,C19H16N3O6,174.53,9.81,610.317,Amide
Urea,C17H7N5O1,456.46,1.0,921.423,Alcohol
Ethanol,C4H38N5O7,937.58,1.17,676.502,Nucleotide
Adenosine triphosphate,C9H9N1O3,336.19,9.13,180.302,Hormone
Adenosine triphosphate,C8H12N0O9,94.15,N/A,987.434,Alkaloid
Urea,C3H7N4O0,638.74,8.67,904.622,Neurotransmitter
Adenosine triphosphate,C5H35N1O9,907.04,6.65,320.486,Amide
Aspirin,C18H40N3O0,744.72,6.29,5.888,Alkaloid
Serotonin,C9H5N3O9,167.11,1.29,817.352,Amide
Adenosine triphosphate,C2H12N4O6,839.08,5.92,958.158,Organic Compound
Ethanol,C6H8N3O5,666.47,10.98,671.852,Alcohol
Dopamine,C16H22N0O7,150.17,N/A,877.94,Amide
Ethanol,C5H33N5O7,283.8,N/A,308.075,Alkaloid
Urea,C13H8N3O5,516.61,10.51,751.086,Nucleotide
Adrenaline,C8H12N2O3,307.44,10.18,608.424,Nucleotide
Adrenaline,C15H7N5O0,391.37,N/A,860.898,Carbohydrate
Serotonin,C9H29N1O8,664.21,3.88,679.09,Hormone
Glucose,C10H32N2O10,857.84,2.2,322.183,Hormone
Ethanol,C13H30N3O0,918.82,10.78,406.594,Neurotransmitter
Dopamine,C14H40N5O10,319.69,N/A,70.299,Alkaloid
Adrenaline,C14H7N2O6,157.19,3.14,85.574,Hormone
Urea,C15H16N3O9,157.48,7.85,978.753,Neurotransmitter
Caffeine,C18H10N3O6,520.63,5.04,71.702,Nucleotide
Adrenaline,C14H37N2O5,988.29,11.89,224.36,Hormone
Ethanol,C2H32N5O4,638.94,N/A,682.458,Alkaloid
Cholesterol,C17H29N2O6,595.38,2.24,381.246,Lipid
Aspirin,C10H16N3O8,955.16,6.67,403.905,Hormone
Caffeine,C13H9N2O4,57.24,4.92,436.37,Neurotransmitter
Caffeine,C13H7N4O0,68.21,10.56,990.38,Amide
Glucose,C10H9N0O0,55.06,3.35,152.699,Amide
Aspirin,C19H26N1O1,687.83,5.72,990.865,Hormone
Caffeine,C8H38N3O10,653.95,N/A,411.27,Carbohydrate
Caffeine,C15H21N3O4,57.85,13.25,745.493,Organic Compound
Serotonin,C18H10N5O7,431.05,10.48,116.301,Hormone
Cholesterol,C17H31N1O7,511.46,3.39,848.079,Carbohydrate
Adenosine triphosphate,C20H16N0O10,764.21,4.56,154.023,Neurotransmitter
Glucose,C5H2N2O9,774.05,8.42,966.722,Nucleotide
Cholesterol,C1H19N2O1,525.05,4.05,907.662,Neurotransmitter
Adrenaline,C15H16N2O6,908.41,6.16,148.394,Alcohol
Ethanol,C16H20N5O6,605.4,1.06,459.589,Hormone
Cholesterol,C1H32N5O10,613.42,9.97,765.989,Neurotransmitter
Cholesterol,C18H39N4O6,735.73,6.09,127.789,Alcohol
Caffeine,C4H19N1O10,798.59,11.17,567.77,Organic Compound
Urea,C4H27N5O0,221.72,2.12,815.834,Amide
Urea,C7H16N4O8,824.93,10.98,270.525,Alkaloid
Adenosine triphosphate,C17H8N3O2,269.47,N/A,972.603,Alkaloid
Glucose,C10H34N0O9,67.48,5.65,200.345,Alkaloid
Dopamine,C18H26N1O4,169.78,12.45,784.233,Carbohydrate
Serotonin,C2H23N1O2,475.89,N/A,473.453,Carbohydrate
Urea,C13H26N1O1,363.43,N/A,57.912,Carbohydrate
Adrenaline,C12H3N2O0,926.0,2.69,419.868,Carbohydrate
Adrenaline,C16H31N2O9,619.79,1.39,550.535,Nucleotide
Urea,C4H9N4O5,961.14,12.96,304.243,Carbohydrate
Caffeine,C12H10N5O4,937.13,2.38,11.293,Hormone
Adenosine triphosphate,C16H28N4O8,526.71,11.57,623.982,Organic Compound
Caffeine,C4H32N3O0,535.38,10.73,414.623,Alcohol
Adenosine triphosphate,C5H6N5O8,218.73,3.76,932.513,Organic Compound
Aspirin,C12H37N2O0,730.69,N/A,781.046,Alcohol
Urea,C4H9N4O3,513.62,8.3,923.062,Alkaloid
Cholesterol,C9H17N5O10,584.68,8.01,513.208,Amide
Adenosine triphosphate,C12H28N4O6,383.07,12.21,549.359,Alcohol
Glucose,C11H13N3O8,859.36,11.4,350.124,Hormone
Ethanol,C19H4N3O9,982.37,N/A,691.049,Lipid
Serotonin,C16H38N1O3,848.55,N/A,504.722,Organic Compound
Glucose,C9H16N0O8,202.83,1.18,56.266,Hormone
Urea,C4H40N1O10,63.72,9.59,153.803,Neurotransmitter
Ethanol,C19H17N4O4,808.55,1.42,68.87,Alcohol
Caffeine,C7H20N2O6,90.36,N/A,793.283,Alkaloid
Adrenaline,C14H38N3O5,819.44,9.73,525.132,Alcohol
Glucose,C6H31N2O8,731.88,10.0,749.86,Alkaloid
Serotonin,C19H21N5O5,226.99,10.46,859.558,Hormone
Cholesterol,C12H8N4O9,947.86,5.38,611.533,Alcohol
Cholesterol,C18H15N0O3,956.84,10.07,644.771,Carbohydrate
Cholesterol,C5H21N5O1,878.5,7.84,674.116,Nucleotide
Cholesterol,C16H35N5O4,978.18,13.78,269.203,Nucleotide
Dopamine,C16H27N1O3,156.6,9.47,576.508,Lipid
Ethanol,C16H11N0O9,377.33,13.71,548.334,Alkaloid
Cholesterol,C14H2N2O10,263.92,11.24,21.169,Organic Compound
Urea,C11H15N4O3,164.54,6.09,361.88,Neurotransmitter
Glucose,C15H9N0O10,432.7,6.58,586.205,Hormone
Adenosine triphosphate,C13H9N1O4,557.05,7.42,451.553,Amide
Cholesterol,C11H22N1O3,657.95,7.23,582.274,Amide
Serotonin,C9H19N4O8,813.3,N/A,127.437,Neurotransmitter
Aspirin,C14H5N1O9,695.38,3.95,632.405,Alcohol
Urea,C17H12N0O5,887.39,7.07,2.58,Hormone
Serotonin,C1H14N2O0,631.86,5.27,180.26,Hormone
Glucose,C12H26N0O10,991.59,8.36,522.923,Carbohydrate
Ethanol,C5H9N4O4,605.12,7.82,757.458,Hormone
Ethanol,C8H13N4O10,445.74,9.91,346.979,Neurotransmitter
Glucose,C13H7N4O7,182.2,4.39,880.612,Carbohydrate
Serotonin,C5H31N4O8,412.97,9.45,407.309,Neurotransmitter
Adenosine triphosphate,C18H39N5O1,665.82,N/A,787.538,Neurotransmitter
Cholesterol,C5H23N2O8,164.34,4.1,21.211,Alkaloid
Aspirin,C9H34N4O8,140.22,N/A,380.562,Hormone
Ethanol,C19H8N2O4,921.97,5.87,948.908,Carbohydrate
Cholesterol,C13H16N4O8,356.87,13.82,836.7,Lipid
Cholesterol,C19H21N0O6,410.98,12.3,674.752,Lipid
Serotonin,C16H16N1O2,401.88,11.89,978.154,Neurotransmitter
Urea,C1H32N2O3,748.76,4.8,737.398,Amide
Adenosine triphosphate,C10H8N2O10,71.68,8.66,977.461,Amide
Caffeine,C8H14N2O5,413.05,N/A,910.234,Lipid
Dopamine,C3H20N3O6,107.89,10.51,171.889,Amide
Aspirin,C18H3N1O7,365.12,N/A,762.738,Hormone
Adenosine triphosphate,C19H2N5O7,498.68,N/A,255.404,Alcohol
Aspirin,C13H6N1O5,894.45,6.42,322.964,Organic Compound
Urea,C2H10N1O4,293.19,11.6,461.982,Organic Compound
Urea,C14H13N4O3,594.88,1.55,204.253,Neurotransmitter
Ethanol,C19H27N3O2,191.82,6.62,401.101,Lipid
Dopamine,C11H36N5O8,536.12,5.13,930.322,Alcohol
Serotonin,C8H40N0O9,863.05,12.97,817.694,Neurotransmitter
Urea,C6H35N0O3,214.89,3.94,55.31,Organic Compound
Glucose,C12H17N2O2,83.36,4.03,993.207,Lipid
Dopamine,C11H34N3O5,863.67,9.6,346.467,Lipid
Caffeine,C1H37N0O7,382.58,13.23,435.382,Alcohol
Glucose,C5H2N5O3,520.16,5.71,231.365,Alcohol
Adenosine triphosphate,C19H16N4O10,96.41,5.2,140.426,Alcohol
Serotonin,C13H31N2O0,926.79,N/A,590.808,Lipid
Ethanol,C6H7N0O4,263.3,5.03,71.661,Carbohydrate
Aspirin,C7H7N2O2,130.52,13.65,735.548,Alkaloid
Serotonin,C13H26N1O4,649.98,12.08,788.989,Carbohydrate
Glucose,C18H15N2O9,120.51,3.22,513.326,Alcohol
Dopamine,C19H28N5O9,633.18,6.54,985.902,Hormone
Dopamine,C19H30N1O3,615.53,N/A,716.29,Alcohol
Adenosine triphosphate,C6H20N1O10,168.3,10.7,450.549,Hormone
Caffeine,C6H20N2O5,376.36,9.06,694.857,Amide
Cholesterol,C1H17N1O6,910.45,7.37,616.466,Amide
Caffeine,C6H29N3O9,137.89,11.02,341.058,Neurotransmitter
Glucose,C8H11N3O1,944.58,3.66,843.724,Amide
Adrenaline,C3H7N0O0,528.66,6.02,641.965,Lipid
Aspirin,C2H26N4O3,690.29,8.57,657.828,Hormone
Adenosine triphosphate,C17H26N3O6,639.13,N/A,553.103,Alcohol
Glucose,C8H38N0O9,153.22,10.91,782.29,Carbohydrate
Serotonin,C10H29N3O5,543.92,N/A,51.605,Amide
Cholesterol,C18H32N2O6,477.36,N/A,898.96,Lipid
Cholesterol,C2H12N0O8,557.43,5.56,264.225,Nucleotide
Caffeine,C16H23N2O1,892.19,2.37,57.191,Neurotransmitter
Cholesterol,C6H30N2O1,949.92,1.08,891.049,Neurotransmitter
Serotonin,C4H15N2O4,148.89,6.7,255.896,Neurotransmitter
Urea,C7H29N5O9,221.59,4.23,729.886,Hormone
Adenosine triphosphate,C6H4N1O8,486.06,6.64,74.867,Amide
Serotonin,C13H17N3O2,819.53,11.95,63.887,Carbohydrate
Caffeine,C4H18N0O10,884.2,7.08,239.16,Neurotransmitter
Cholesterol,C14H20N3O6,541.7,N/A,938.279,Hormone
Dopamine,C12H39N1O5,855.85,N/A,475.522,Hormone
Caffeine,C14H4N3O4,887.13,8.95,892.803,Neurotransmitter
Adenosine triphosphate,C4H40N2O7,571.83,7.69,676.525,Neurotransmitter
Adrenaline,C15H20N3O10,77.34,10.06,736.141,Hormone
Ethanol,C4H39N4O9,258.95,7.72,167.789,Lipid
Glucose,C20H36N1O10,570.83,9.96,287.108,Neurotransmitter
Adrenaline,C4H36N5O4,353.14,5.68,59.908,Alcohol
Aspirin,C8H5N1O4,358.59,8.5,11.602,Alkaloid
Aspirin,C17H12N5O8,755.27,9.46,569.545,Organic Compound
Adrenaline,C7H33N5O5,650.21,12.44,610.106,Amide
Dopamine,C2H23N4O7,297.91,10.35,821.299,Hormone
Glucose,C13H24N1O6,732.42,7.79,871.951,Alcohol
Urea,C9H5N4O3,787.0,N/A,117.012,Alcohol
Dopamine,C12H20N0O4,881.36,10.49,45.701,Alkaloid
Caffeine,C1H29N2O6,116.34,13.38,846.592,Hormone
Ethanol,C8H7N1O0,649.43,12.77,198.235,Neurotransmitter
Glucose,C17H27N2O2,247.42,10.12,145.304,Organic Compound
Aspirin,C17H7N0O7,332.63,4.63,719.541,Hormone
Dopamine,C17H19N4O8,296.28,11.4,67.605,Lipid
Adenosine triphosphate,C5H27N0O0,351.25,4.01,863.918,Neurotransmitter
Dopamine,C20H5N4O6,185.0,N/A,948.286,Nucleotide
Ethanol,C17H4N4O9,893.95,6.56,535.678,Organic Compound
Aspirin,C12H2N1O3,543.38,N/A,39.078,Carbohydrate
Urea,C6H32N5O7,697.27,6.25,257.276,Hormone
Adrenaline,C10H22N0O4,528.33,5.53,226.649,Carbohydrate
Cholesterol,C15H5N4O0,439.17,2.33,50.408,Amide
Adrenaline,C10H23N4O5,457.75,2.26,93.944,Organic Compound
Dopamine,C12H38N0O6,431.0,9.6,665.73,Hormone
Ethanol,C12H17N1O3,817.19,N/A,857.861,Neurotransmitter
Glucose,C12H17N4O6,703.36,N/A,560.008,Alcohol
Glucose,C14H40N2O5,425.76,4.75,749.364,Alcohol
Urea,C12H28N3O10,428.12,9.98,205.418,Amide
Serotonin,C9H29N4O3,440.69,6.51,130.892,Nucleotide
Serotonin,C15H26N5O0,989.98,10.59,640.236,Neurotransmitter
Aspirin,C15H29N2O7,649.49,5.17,430.993,Neurotransmitter
Cholesterol,C10H23N2O10,242.3,11.98,104.76,Alcohol
Ethanol,C8H29N0O8,382.33,7.73,798.762,Alcohol
Aspirin,C9H39N1O4,557.51,N/A,160.565,Alkaloid
Cholesterol,C20H25N5O5,672.16,N/A,48.457,Lipid
Ethanol,C12H13N5O9,71.37,6.31,764.624,Alkaloid
Aspirin,C19H33N2O10,433.82,5.08,92.299,Nucleotide
Ethanol,C6H22N3O3,607.41,8.86,667.73,Amide
Ethanol,C6H5N5O4,833.18,4.26,586.217,Amide
Aspirin,C1H10N1O0,856.71,2.2,229.089,Hormone
Urea,C17H22N2O1,424.65,N/A,983.53,Amide
Adenosine triphosphate,C6H24N5O7,815.3,3.55,211.114,Lipid
Adenosine triphosphate,C15H4N3O2,471.14,3.61,373.939,Neurotransmitter
Caffeine,C9H33N2O0,916.59,12.65,129.449,Lipid
Ethanol,C16H30N1O3,915.86,9.06,655.065,Organic Compound
Cholesterol,C19H37N1O0,661.9,4.33,777.184,Lipid
Ethanol,C16H33N0O9,554.44,N/A,455.031,Alcohol
Serotonin,C3H35N0O1,888.86,13.32,638.855,Carbohydrate
Glucose,C13H35N0O10,276.23,2.08,265.046,Nucleotide
Caffeine,C10H3N3O4,204.49,8.92,425.619,Alcohol
Cholesterol,C11H34N3O2,119.83,5.02,620.687,Lipid
Glucose,C2H4N5O8,529.93,N/A,375.811,Neurotransmitter
Adenosine triphosphate,C16H25N4O1,844.31,8.6,92.388,Hormone
Caffeine,C8H12N1O1,421.89,5.58,768.788,Alkaloid
Cholesterol,C17H8N4O8,247.58,7.31,319.457,Carbohydrate
Glucose,C16H5N1O5,248.1,3.91,996.599,Alcohol
Cholesterol,C9H10N2O6,985.76,6.27,694.231,Carbohydrate
Ethanol,C13H4N3O9,966.01,5.42,389.933,Carbohydrate
Ethanol,C12H10N0O0,753.39,10.15,938.808,Carbohydrate
Adenosine triphosphate,C1H24N1O1,169.82,N/A,487.455,Neurotransmitter
