compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C19H29N4O10,139.32,4.45,515.472,Alcohol
Adenosine triphosphate,C19H23N1O1,76.1,4.69,898.052,Lipid
Aspirin,C18H20N1O3,794.28,1.4,894.227,Hormone
Ethanol,C1H1N0O8,720.67,N/A,906.233,Alkaloid
Serotonin,C7H39N2O2,663.36,2.23,62.199,Carbohydrate
Adenosine triphosphate,C18H37N2O9,787.51,9.63,196.504,Amide
Adenosine triphosphate,C2H5N1O4,238.33,N/A,978.02,Hormone
Ethanol,C4H11N4O9,329.49,N/A,143.743,Nucleotide
Serotonin,C8H22N4O8,906.16,3.32,154.786,Lipid
Glucose,C3H16N0O3,860.24,1.52,853.73,Neurotransmitter
Dopamine,C6H5N3O4,406.35,8.39,975.814,Carbohydrate
Cholesterol,C3H27N2O1,371.46,N/A,139.266,Organic Compound
Adrenaline,C12H18N4O7,288.43,2.49,314.346,Carbohydrate
Caffeine,C2H15N1O4,465.85,5.33,164.852,Alkaloid
Dopamine,C1H36N5O3,268.59,11.09,304.822,Nucleotide
Adenosine triphosphate,C10H31N2O6,895.44,4.71,516.108,Hormone
Caffeine,C1H1N4O3,969.55,N/A,419.166,Amide
Glucose,C15H29N0O0,55.63,10.53,391.341,Lipid
Ethanol,C2H6N2O1,413.84,4.8,965.866,Alkaloid
Adenosine triphosphate,C12H22N2O6,546.4,6.81,924.995,Amide
Aspirin,C14H18N4O3,497.21,1.5,612.758,Nucleotide
Aspirin,C11H26N3O5,435.79,N/A,262.701,Nucleotide
Ethanol,C6H10N4O6,168.56,N/A,93.789,Alcohol
Adrenaline,C20H3N1O2,312.41,11.34,979.229,Amide
Adrenaline,C12H10N4O1,945.73,N/A,505.603,Amide
Adenosine triphosphate,C3H32N3O0,645.09,N/A,491.455,Alkaloid
Cholesterol,C11H19N1O1,957.58,4.58,841.449,Organic Compound
Serotonin,C13H17N2O2,742.75,3.14,513.129,Carbohydrate
Glucose,C11H14N3O1,71.6,N/A,40.423,Lipid
Caffeine,C10H9N0O2,209.17,4.52,349.572,Carbohydrate
Adenosine triphosphate,C18H39N5O6,346.99,N/A,283.473,Organic Compound
Urea,C15H16N1O4,116.22,7.68,193.591,Lipid
Urea,C6H21N4O5,324.92,N/A,681.825,Amide
Adrenaline,C4H12N4O2,814.41,11.82,368.296,Organic Compound
Adrenaline,C12H1N5O4,847.58,8.95,958.77,Organic Compound
Adrenaline,C6H7N4O8,120.67,7.93,305.437,Nucleotide
Cholesterol,C16H40N1O8,987.95,1.37,630.682,Lipid
Dopamine,C11H20N3O1,285.81,N/A,501.434,Organic Compound
Adenosine triphosphate,C4H23N5O6,352.62,5.88,658.416,Neurotransmitter
Cholesterol,C20H23N2O4,382.66,13.05,925.785,Organic Compound
Adrenaline,C1H35N2O3,126.73,1.1,409.2,Nucleotide
Caffeine,C7H8N0O6,67.32,8.57,242.55,Hormone
Adenosine triphosphate,C1H25N3O3,301.29,12.86,708.157,Alcohol
Ethanol,C7H31N1O9,357.0,10.35,876.971,Hormone
Caffeine,C2H21N0O7,902.67,N/A,302.823,Hormone
Dopamine,C17H14N2O1,318.25,3.71,122.749,Organic Compound
Dopamine,C10H31N4O7,964.79,N/A,318.054,Alkaloid
Adrenaline,C15H18N2O4,997.34,13.32,424.278,Hormone
Glucose,C3H11N4O5,432.0,2.85,536.047,Hormone
Urea,C9H2N1O8,704.42,9.63,418.306,Alkaloid
Ethanol,C10H23N0O4,940.13,N/A,966.024,Nucleotide
Ethanol,C1H38N0O0,905.82,2.58,150.75,Carbohydrate
Ethanol,C5H10N0O8,610.26,11.39,154.344,Alkaloid
Aspirin,C5H33N1O8,797.84,13.53,637.284,Alkaloid
Caffeine,C20H13N2O0,314.16,13.29,811.145,Alkaloid
Adrenaline,C17H15N5O10,834.8,12.25,127.084,Nucleotide
Adrenaline,C6H8N5O2,609.79,7.47,92.628,Carbohydrate
Adrenaline,C7H35N2O7,692.36,N/A,953.185,Lipid
Glucose,C20H22N3O8,589.24,8.65,562.5,Amide
Urea,C18H12N0O10,366.67,9.88,532.043,Organic Compound
Cholesterol,C19H18N1O1,371.46,10.98,762.524,Alkaloid
Caffeine,C19H36N1O1,541.58,11.88,681.169,Hormone
Aspirin,C8H1N3O5,141.88,1.6,81.049,Alcohol
Adenosine triphosphate,C1H7N3O9,731.77,9.92,786.7,Alcohol
Ethanol,C6H10N5O7,934.24,N/A,212.049,Organic Compound
Adenosine triphosphate,C13H4N1O2,570.02,N/A,936.334,Alcohol
Ethanol,C16H15N4O7,614.09,2.62,98.507,Alcohol
Adrenaline,C3H40N3O4,547.31,2.81,673.868,Lipid
Glucose,C19H26N1O7,297.1,N/A,770.57,Alkaloid
Urea,C18H32N0O5,690.37,2.86,335.57,Nucleotide
Serotonin,C15H24N1O5,92.97,2.69,793.738,Alkaloid
Ethanol,C8H19N5O2,798.12,N/A,152.842,Hormone
Adrenaline,C6H4N3O6,904.18,10.8,974.199,Carbohydrate
Dopamine,C1H22N4O6,345.13,5.64,343.137,Organic Compound
Adenosine triphosphate,C13H21N5O9,89.33,1.38,356.014,Hormone
Caffeine,C9H30N1O1,520.57,11.63,592.848,Amide
Aspirin,C6H16N1O1,714.68,10.0,323.873,Carbohydrate
Ethanol,C18H23N4O5,385.58,1.29,585.675,Lipid
Aspirin,C3H39N2O2,353.66,10.81,648.882,Nucleotide
Urea,C16H3N4O0,97.94,N/A,839.951,Organic Compound
Dopamine,C15H17N5O5,910.38,12.54,322.313,Neurotransmitter
Dopamine,C5H35N3O7,970.29,4.58,245.197,Hormone
Urea,C17H37N1O6,898.26,N/A,659.257,Nucleotide
Ethanol,C7H4N2O1,87.5,4.63,553.491,Neurotransmitter
Adenosine triphosphate,C4H38N0O4,185.86,3.2,941.4,Amide
Adrenaline,C10H24N2O4,408.06,13.07,5.933,Nucleotide
Adrenaline,C10H28N1O9,302.47,4.94,613.119,Alcohol
Ethanol,C3H8N4O4,412.68,N/A,132.823,Lipid
Serotonin,C10H9N3O4,183.85,N/A,227.571,Alkaloid
Dopamine,C11H31N0O9,702.01,5.97,441.189,Alcohol
Cholesterol,C6H9N1O7,974.1,5.93,491.135,Alkaloid
Serotonin,C13H27N2O2,696.13,4.01,807.224,Neurotransmitter
Adrenaline,C3H16N3O1,385.33,8.03,150.558,Alcohol
Dopamine,C4H26N2O4,505.73,4.92,621.731,Alkaloid
Urea,C4H35N5O1,232.88,10.88,341.801,Carbohydrate
Glucose,C9H25N3O1,441.55,9.01,350.238,Lipid
Caffeine,C6H3N3O0,443.34,3.78,553.774,Nucleotide
Caffeine,C5H16N1O9,354.63,4.26,140.387,Carbohydrate
Glucose,C1H17N4O0,289.22,5.53,786.502,Neurotransmitter
Aspirin,C4H5N1O1,95.16,N/A,865.817,Lipid
Caffeine,C6H3N5O8,118.37,6.34,402.691,Alkaloid
Serotonin,C6H24N3O0,167.84,7.85,334.189,Neurotransmitter
Ethanol,C3H40N5O8,480.96,1.99,821.813,Carbohydrate
Serotonin,C16H32N4O9,410.17,13.17,635.517,Organic Compound
Aspirin,C9H1N5O5,840.46,6.75,703.105,Lipid
Adrenaline,C8H16N4O10,380.1,3.25,897.173,Amide
Adrenaline,C8H7N2O9,251.12,6.69,705.991,Lipid
Glucose,C20H29N3O9,474.61,N/A,730.632,Nucleotide
Cholesterol,C9H33N5O9,255.0,N/A,758.109,Nucleotide
Glucose,C11H29N1O6,229.73,N/A,991.482,Amide
Adenosine triphosphate,C9H25N0O3,702.16,8.01,590.618,Amide
Cholesterol,C7H14N2O3,346.66,5.48,571.252,Alcohol
Ethanol,C15H22N1O3,666.36,4.56,955.965,Nucleotide
Aspirin,C12H21N3O4,735.93,11.47,439.437,Amide
Caffeine,C18H12N5O3,928.41,13.39,300.818,Hormone
Serotonin,C14H36N5O10,384.44,13.0,652.334,Amide
Adenosine triphosphate,C2H15N2O5,443.3,2.74,500.656,Carbohydrate
Aspirin,C11H40N0O5,888.23,14.0,849.723,Alkaloid
Adrenaline,C5H13N2O4,481.93,1.36,211.918,Hormone
Caffeine,C18H21N1O7,439.24,10.46,534.25,Alkaloid
Dopamine,C12H3N3O0,318.32,N/A,199.972,Neurotransmitter
Aspirin,C6H15N3O5,510.63,13.95,837.789,Lipid
Cholesterol,C20H37N2O3,171.1,1.2,288.057,Hormone
Serotonin,C10H3N2O5,774.21,7.33,446.544,Alcohol
Serotonin,C3H28N4O5,622.19,3.54,800.007,Nucleotide
Ethanol,C14H21N0O1,285.52,13.69,951.8,Hormone
Urea,C13H13N2O9,240.35,N/A,194.651,Neurotransmitter
Urea,C5H39N4O3,84.97,12.23,279.578,Carbohydrate
Ethanol,C8H26N3O0,409.56,2.14,138.501,Alcohol
Adenosine triphosphate,C7H25N4O5,334.55,N/A,247.423,Nucleotide
Aspirin,C18H19N3O7,526.22,1.81,884.307,Organic Compound
Ethanol,C18H36N3O9,854.53,N/A,246.602,Alkaloid
Aspirin,C5H19N4O0,704.24,13.6,460.394,Neurotransmitter
Ethanol,C12H26N2O5,587.57,11.61,751.1,Lipid
Glucose,C14H15N2O8,495.52,5.1,709.516,Hormone
Urea,C4H6N5O4,426.95,5.6,287.644,Organic Compound
Ethanol,C15H36N4O9,85.52,4.3,31.413,Amide
Adrenaline,C15H35N1O3,57.34,9.46,597.98,Organic Compound
Serotonin,C16H26N1O10,817.65,13.69,613.477,Neurotransmitter
Ethanol,C11H30N4O4,860.17,13.45,691.684,Nucleotide
Aspirin,C3H22N0O2,957.37,1.01,439.188,Nucleotide
Urea,C1H8N4O7,389.71,9.48,639.36,Alcohol
Caffeine,C6H23N3O5,51.79,3.87,596.856,Alcohol
Caffeine,C17H27N3O10,70.97,12.79,55.316,Neurotransmitter
Urea,C7H17N5O2,794.58,8.16,189.258,Organic Compound
Urea,C8H6N1O3,733.53,10.45,662.288,Organic Compound
Serotonin,C13H37N2O3,134.46,9.44,999.101,Neurotransmitter
Caffeine,C18H4N5O6,992.18,2.64,230.757,Alcohol
Dopamine,C8H10N3O6,888.98,1.27,725.884,Organic Compound
Aspirin,C15H1N3O10,78.46,N/A,301.206,Neurotransmitter
Caffeine,C9H31N0O10,553.02,7.19,664.993,Alkaloid
Urea,C17H14N3O8,796.54,1.41,37.48,Nucleotide
Aspirin,C18H24N0O9,851.43,13.3,360.396,Carbohydrate
Adrenaline,C5H21N4O7,464.23,1.05,474.665,Nucleotide
Serotonin,C11H8N4O10,494.88,N/A,203.511,Carbohydrate
Serotonin,C13H6N0O3,510.98,N/A,102.103,Alcohol
Urea,C1H12N4O7,743.67,10.1,162.176,Lipid
Dopamine,C18H26N4O4,631.95,1.07,977.441,Organic Compound
Serotonin,C17H11N0O6,438.89,2.21,812.327,Carbohydrate
Dopamine,C19H38N5O9,101.5,10.28,493.5,Lipid
Dopamine,C1H12N4O6,427.4,6.56,642.305,Amide
Glucose,C10H35N0O9,574.07,11.8,958.161,Carbohydrate
Cholesterol,C13H40N0O9,858.44,N/A,587.397,Nucleotide
Serotonin,C1H28N0O6,640.22,10.71,82.37,Nucleotide
Serotonin,C14H19N2O1,574.07,N/A,221.458,Neurotransmitter
Urea,C20H29N0O8,315.18,13.48,313.417,Lipid
Adenosine triphosphate,C10H13N5O2,219.22,1.88,401.038,Alcohol
Cholesterol,C5H12N2O1,665.54,9.54,984.25,Alkaloid
Aspirin,C7H33N2O9,211.94,N/A,153.842,Carbohydrate
Cholesterol,C20H26N0O3,971.23,N/A,991.702,Nucleotide
Glucose,C16H25N1O1,945.43,5.64,878.296,Alkaloid
Aspirin,C4H18N0O3,569.42,1.03,269.812,Amide
