compound,formula,mw,pka,solubility_mg_ml,class
Urea,C5H27N2O5,178.72,6.77,953.957,Neurotransmitter
Ethanol,C6H5N4O6,684.79,N/A,133.51,Carbohydrate
Dopamine,C20H6N1O10,340.28,6.71,232.645,Alkaloid
Urea,C17H24N1O8,832.1,9.4,101.796,Lipid
Adenosine triphosphate,C3H30N4O8,533.12,7.58,598.076,Neurotransmitter
Adenosine triphosphate,C20H3N0O8,479.01,11.68,502.407,Alcohol
Glucose,C3H2N5O3,544.28,N/A,523.981,Organic Compound
Aspirin,C3H5N5O7,947.51,N/A,732.763,Nucleotide
Adenosine triphosphate,C20H10N0O2,159.28,9.77,209.218,Nucleotide
Cholesterol,C2H29N4O8,353.31,N/A,98.634,Carbohydrate
Caffeine,C12H5N2O10,695.66,7.94,983.432,Lipid
Glucose,C9H25N0O8,292.88,N/A,248.175,Nucleotide
Urea,C12H23N1O1,336.37,6.19,728.035,Amide
Glucose,C9H32N3O2,553.85,N/A,882.165,Organic Compound
Aspirin,C4H16N0O5,79.18,N/A,492.816,Organic Compound
Adrenaline,C9H24N2O0,497.07,1.43,114.983,Nucleotide
Aspirin,C8H25N0O0,243.26,3.49,885.856,Hormone
Glucose,C18H16N2O1,981.31,N/A,37.771,Alcohol
Ethanol,C13H33N4O5,918.21,11.34,807.822,Hormone
Glucose,C10H27N4O2,411.13,13.51,622.109,Lipid
Aspirin,C18H14N5O3,300.49,8.33,218.413,Hormone
Aspirin,C9H5N0O2,94.36,2.17,936.283,Amide
Ethanol,C18H30N5O4,613.66,N/A,378.069,Amide
Serotonin,C2H22N1O3,131.81,5.54,294.749,Amide
Urea,C16H31N1O2,337.66,7.56,804.715,Amide
Dopamine,C10H40N4O9,143.25,N/A,179.136,Lipid
Adenosine triphosphate,C4H36N3O1,529.53,2.42,849.662,Lipid
Urea,C10H2N3O2,259.07,1.63,900.505,Alcohol
Serotonin,C20H8N3O8,442.41,N/A,433.355,Nucleotide
Adrenaline,C10H31N0O9,297.61,6.24,561.33,Organic Compound
Aspirin,C9H11N5O4,535.25,2.79,798.871,Hormone
Cholesterol,C11H37N1O8,767.82,4.06,915.44,Alkaloid
Aspirin,C5H22N1O6,654.76,8.66,305.189,Hormone
Serotonin,C7H37N5O4,461.12,3.28,864.166,Lipid
Dopamine,C6H24N1O4,886.03,N/A,707.071,Amide
Serotonin,C1H9N4O6,889.86,1.13,882.919,Amide
Ethanol,C15H32N1O8,969.02,11.53,30.955,Nucleotide
