compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C12H34N0O8,721.51,1.73,42.483,Neurotransmitter
Cholesterol,C1H18N0O9,621.22,13.74,789.717,Alkaloid
Dopamine,C11H25N3O5,251.4,8.88,142.703,Neurotransmitter
Urea,C6H22N4O6,798.16,3.86,382.943,Alkaloid
Caffeine,C4H28N2O4,353.58,13.67,977.555,Alcohol
Serotonin,C5H27N2O5,647.56,13.76,750.708,Hormone
Cholesterol,C15H23N3O4,719.94,13.2,821.894,Neurotransmitter
Adrenaline,C9H5N2O6,137.27,10.62,960.309,Alkaloid
Caffeine,C12H27N3O2,821.83,13.8,181.631,Amide
Dopamine,C13H38N5O10,918.68,N/A,469.205,Carbohydrate
Serotonin,C16H25N1O5,629.68,N/A,295.766,Amide
Urea,C11H17N5O9,994.5,13.13,22.259,Amide
Ethanol,C1H35N0O4,470.79,8.56,276.952,Carbohydrate
Adrenaline,C7H11N1O2,312.15,9.48,379.971,Hormone
Dopamine,C17H10N3O4,986.0,N/A,978.436,Nucleotide
Serotonin,C5H19N1O1,205.09,N/A,323.245,Neurotransmitter
Ethanol,C12H9N5O9,409.12,2.52,776.031,Lipid
Adenosine triphosphate,C13H37N3O7,344.76,12.48,209.85,Neurotransmitter
Aspirin,C4H7N0O0,774.05,3.8,891.856,Nucleotide
Aspirin,C1H27N3O5,639.17,12.06,40.156,Amide
Glucose,C14H24N5O8,642.55,8.95,264.652,Lipid
Serotonin,C19H26N1O1,389.33,11.75,197.18,Amide
Dopamine,C19H5N2O0,768.9,8.39,965.795,Hormone
Adrenaline,C8H7N0O6,485.52,N/A,334.947,Amide
Serotonin,C2H37N4O3,866.26,13.5,343.024,Lipid
Cholesterol,C16H9N0O4,253.77,9.2,497.756,Alkaloid
Adrenaline,C14H14N3O8,470.12,N/A,851.185,Alcohol
Urea,C3H11N2O2,452.16,12.14,774.801,Alcohol
Urea,C4H39N0O2,699.06,12.47,93.31,Neurotransmitter
Serotonin,C4H11N3O4,826.13,5.98,47.096,Organic Compound
Aspirin,C2H5N4O7,506.24,7.27,704.656,Amide
Adrenaline,C2H35N1O8,774.34,1.73,380.704,Alcohol
Glucose,C10H23N4O6,912.72,11.16,104.289,Neurotransmitter
Caffeine,C19H35N5O7,122.95,11.65,823.445,Hormone
Cholesterol,C14H5N3O5,367.16,4.16,625.422,Alcohol
Glucose,C12H32N3O0,991.81,N/A,141.799,Carbohydrate
Glucose,C7H15N0O7,525.46,2.91,555.189,Amide
Adenosine triphosphate,C5H29N0O5,701.52,2.45,476.024,Alcohol
Ethanol,C10H15N4O8,593.32,8.87,921.368,Nucleotide
Cholesterol,C16H15N1O4,245.67,4.0,132.372,Lipid
Dopamine,C5H3N0O9,629.81,11.56,694.805,Alkaloid
Urea,C3H3N1O7,472.34,12.29,365.943,Hormone
Glucose,C8H18N2O3,663.6,1.74,211.933,Amide
Cholesterol,C5H4N4O0,435.18,N/A,852.981,Alkaloid
Adenosine triphosphate,C14H36N0O2,518.35,6.84,296.574,Neurotransmitter
Glucose,C5H24N4O4,780.61,13.79,25.633,Neurotransmitter
Adenosine triphosphate,C14H23N2O5,341.9,2.99,456.981,Carbohydrate
Adrenaline,C17H21N0O2,94.54,13.34,857.087,Hormone
Serotonin,C19H21N4O3,917.11,6.91,377.236,Alcohol
Cholesterol,C11H9N5O7,886.87,2.2,451.104,Hormone
Aspirin,C8H16N1O4,978.56,8.86,673.183,Lipid
Adenosine triphosphate,C15H22N4O9,622.07,N/A,109.393,Organic Compound
Ethanol,C12H34N4O1,460.46,1.17,771.727,Lipid
Adrenaline,C1H36N1O10,221.43,8.94,837.772,Amide
Dopamine,C8H38N4O10,204.13,4.49,422.874,Hormone
Ethanol,C6H37N0O7,497.55,6.48,638.511,Alcohol
Adrenaline,C6H13N5O5,810.54,12.8,751.14,Carbohydrate
Serotonin,C6H25N4O1,359.28,N/A,180.948,Hormone
Adrenaline,C12H14N0O3,537.77,10.75,944.068,Amide
Ethanol,C5H39N0O6,170.34,2.11,700.336,Organic Compound
Glucose,C16H15N0O0,249.6,2.26,73.916,Carbohydrate
Dopamine,C12H11N5O6,335.53,1.34,20.725,Neurotransmitter
Adrenaline,C11H29N3O10,296.93,12.65,731.964,Alkaloid
Aspirin,C4H21N5O8,905.69,1.67,24.871,Neurotransmitter
Aspirin,C6H22N5O4,377.71,13.64,239.278,Alkaloid
Urea,C2H30N0O6,607.46,11.3,913.999,Lipid
Serotonin,C16H10N0O6,983.44,11.17,832.318,Alkaloid
Urea,C2H28N3O10,846.38,8.89,258.126,Neurotransmitter
Serotonin,C10H34N4O9,461.42,4.82,930.924,Neurotransmitter
Serotonin,C13H30N5O3,513.06,1.12,651.925,Carbohydrate
Aspirin,C4H4N1O8,89.3,6.11,645.997,Nucleotide
Adenosine triphosphate,C6H4N3O9,341.92,N/A,60.579,Amide
Glucose,C7H7N3O9,713.32,11.18,559.059,Alcohol
Ethanol,C19H11N0O4,535.01,4.1,643.36,Lipid
Adenosine triphosphate,C15H3N5O6,919.71,N/A,800.636,Nucleotide
Serotonin,C4H28N0O2,517.31,1.58,747.59,Organic Compound
Serotonin,C4H6N3O9,50.6,9.81,359.589,Alkaloid
Glucose,C7H5N0O3,318.23,13.61,691.659,Alcohol
Cholesterol,C8H39N0O3,697.96,3.63,928.178,Hormone
Adrenaline,C18H30N4O8,372.67,6.37,670.843,Lipid
Ethanol,C16H33N1O2,799.07,N/A,257.099,Neurotransmitter
Dopamine,C17H9N3O8,589.8,6.28,234.099,Organic Compound
Glucose,C15H22N4O2,208.76,13.58,56.26,Amide
Cholesterol,C2H2N0O8,873.57,10.14,128.917,Alkaloid
Caffeine,C15H13N2O0,626.96,N/A,534.202,Neurotransmitter
Dopamine,C15H35N0O8,891.96,N/A,692.856,Carbohydrate
Dopamine,C4H40N3O8,343.35,5.49,447.617,Amide
Cholesterol,C11H30N4O5,641.0,4.32,419.36,Nucleotide
Adrenaline,C11H23N5O5,419.57,9.94,306.746,Hormone
Caffeine,C8H3N4O1,216.84,N/A,579.631,Carbohydrate
Cholesterol,C6H29N0O1,493.46,5.56,37.557,Carbohydrate
Dopamine,C20H35N3O10,443.23,4.42,952.059,Carbohydrate
Cholesterol,C14H18N2O8,805.69,8.41,699.189,Alcohol
Dopamine,C14H38N5O7,291.98,5.35,32.131,Alcohol
Caffeine,C10H22N5O10,647.85,7.7,71.882,Neurotransmitter
Glucose,C4H29N1O5,180.25,N/A,826.715,Hormone
Caffeine,C10H35N2O6,210.97,9.12,529.904,Organic Compound
Caffeine,C18H8N3O10,399.45,N/A,380.741,Organic Compound
Glucose,C19H25N1O4,531.43,10.45,265.767,Organic Compound
Serotonin,C7H20N2O10,761.99,N/A,247.338,Alcohol
Adenosine triphosphate,C13H9N0O4,132.72,9.73,614.827,Carbohydrate
Adenosine triphosphate,C14H38N2O8,311.78,4.94,941.637,Alcohol
Serotonin,C2H4N5O5,784.9,7.01,11.882,Lipid
Aspirin,C16H10N4O6,89.02,11.7,550.522,Alkaloid
Adrenaline,C3H35N1O0,370.36,11.92,458.619,Organic Compound
Adrenaline,C9H4N5O9,712.01,N/A,301.44,Hormone
Serotonin,C19H32N5O9,614.47,13.49,990.858,Neurotransmitter
Ethanol,C8H18N4O6,685.39,4.28,853.151,Hormone
Urea,C6H18N4O6,903.18,N/A,900.935,Hormone
Glucose,C15H22N0O4,908.2,7.64,968.454,Amide
Aspirin,C19H38N1O4,334.46,N/A,696.497,Hormone
Aspirin,C7H9N5O0,178.83,12.56,351.64,Nucleotide
Adenosine triphosphate,C14H34N0O1,198.92,7.52,374.164,Neurotransmitter
Adenosine triphosphate,C18H36N3O8,226.53,7.17,180.497,Alkaloid
Adrenaline,C1H2N5O8,113.24,10.29,75.302,Alcohol
Adrenaline,C17H30N4O0,445.0,5.92,967.025,Organic Compound
Cholesterol,C2H29N3O5,84.53,N/A,229.993,Alcohol
Adenosine triphosphate,C9H25N0O10,856.77,6.88,334.453,Alkaloid
Adenosine triphosphate,C8H33N4O1,964.74,6.37,219.364,Lipid
Cholesterol,C19H13N5O5,198.92,4.2,583.358,Hormone
Aspirin,C15H32N4O10,515.36,7.42,980.583,Amide
