compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C20H29N4O1,842.21,3.8,723.755,Alcohol
Glucose,C18H21N5O4,737.84,3.79,990.803,Hormone
Adenosine triphosphate,C6H33N4O6,474.17,N/A,205.478,Nucleotide
Aspirin,C15H7N0O3,245.17,6.68,205.492,Alcohol
Adrenaline,C13H3N5O9,302.97,9.67,343.937,Amide
Cholesterol,C3H13N2O0,584.89,10.95,133.699,Lipid
Cholesterol,C8H28N3O2,351.09,8.79,683.438,Nucleotide
Cholesterol,C12H20N3O9,476.98,11.32,469.2,Amide
Glucose,C7H37N5O10,134.0,N/A,334.017,Hormone
Glucose,C2H17N3O5,428.99,N/A,682.465,Neurotransmitter
Caffeine,C13H35N5O9,517.29,N/A,276.793,Organic Compound
Cholesterol,C13H3N1O0,910.25,8.88,441.001,Carbohydrate
Serotonin,C9H29N3O10,416.54,6.54,43.527,Neurotransmitter
Adrenaline,C5H19N0O0,325.96,11.07,513.232,Alkaloid
Aspirin,C14H32N0O7,176.66,2.9,764.534,Lipid
Serotonin,C8H40N2O0,229.95,N/A,495.182,Alcohol
Urea,C15H11N1O10,351.67,6.06,363.258,Neurotransmitter
Cholesterol,C16H12N4O1,717.41,13.56,555.169,Nucleotide
Urea,C15H7N1O5,711.29,9.94,982.693,Alkaloid
Serotonin,C8H19N5O6,342.52,13.54,225.13,Nucleotide
Adrenaline,C20H13N1O3,956.41,12.38,219.8,Carbohydrate
Adenosine triphosphate,C9H11N2O8,293.83,8.38,537.532,Organic Compound
Aspirin,C13H18N1O3,791.65,13.67,187.265,Organic Compound
Dopamine,C19H6N0O3,904.03,N/A,688.537,Carbohydrate
Dopamine,C11H24N1O0,442.3,7.54,292.564,Amide
Caffeine,C5H8N3O6,189.06,1.47,183.887,Amide
Serotonin,C9H5N5O2,130.18,7.22,678.608,Amide
Ethanol,C5H34N1O8,285.5,5.37,482.444,Lipid
Glucose,C19H12N3O10,870.54,5.25,345.728,Amide
Ethanol,C6H3N1O2,200.65,1.73,371.274,Amide
Caffeine,C17H25N3O7,465.44,13.39,198.917,Organic Compound
Ethanol,C7H18N0O2,903.64,6.89,973.632,Lipid
Adrenaline,C17H22N1O6,636.38,12.17,525.901,Hormone
Glucose,C9H19N1O8,420.33,13.27,318.264,Lipid
Ethanol,C20H16N1O9,560.64,5.57,176.078,Alkaloid
Urea,C7H3N3O6,141.54,N/A,314.331,Organic Compound
Cholesterol,C1H25N3O4,856.87,5.78,924.241,Alcohol
Caffeine,C14H1N4O9,523.56,7.99,425.146,Carbohydrate
Ethanol,C3H12N3O8,735.17,8.25,670.251,Alcohol
Aspirin,C13H21N4O2,361.76,12.31,642.406,Nucleotide
Glucose,C4H18N2O5,965.19,3.69,793.961,Nucleotide
Caffeine,C6H3N5O8,192.05,2.42,950.726,Amide
Aspirin,C14H11N0O4,550.52,N/A,145.221,Amide
Dopamine,C2H5N2O5,726.42,11.21,709.466,Alcohol
Urea,C2H32N2O5,500.4,9.93,464.394,Lipid
Ethanol,C20H15N0O3,53.48,2.18,578.776,Alcohol
Aspirin,C6H18N0O5,174.79,12.85,251.159,Alkaloid
Urea,C2H4N0O0,962.4,7.8,888.784,Alkaloid
Adenosine triphosphate,C6H6N3O0,254.3,13.58,363.651,Hormone
Adenosine triphosphate,C16H11N5O8,690.23,N/A,777.358,Nucleotide
Adrenaline,C16H28N4O4,53.4,7.73,425.28,Organic Compound
Aspirin,C20H38N4O0,957.32,N/A,357.151,Alcohol
Aspirin,C1H38N2O1,890.8,N/A,772.037,Alcohol
Dopamine,C18H20N0O10,905.48,1.94,195.993,Nucleotide
Dopamine,C9H9N4O7,127.36,13.65,813.62,Nucleotide
Adenosine triphosphate,C9H26N0O4,848.73,2.94,907.801,Alcohol
Adenosine triphosphate,C15H32N5O6,815.38,9.14,437.066,Alcohol
Adenosine triphosphate,C5H3N1O9,395.78,9.95,540.099,Neurotransmitter
