compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C7H14N5O0,639.01,8.95,894.242,Carbohydrate
Ethanol,C12H36N2O6,661.48,11.0,373.254,Nucleotide
Adenosine triphosphate,C11H4N0O8,420.58,N/A,696.003,Hormone
Cholesterol,C17H29N0O5,833.81,N/A,770.437,Lipid
Adenosine triphosphate,C4H30N4O8,630.15,N/A,154.155,Alkaloid
Ethanol,C14H32N4O7,183.16,9.77,627.883,Alkaloid
Cholesterol,C14H33N0O2,971.72,2.57,19.279,Hormone
Dopamine,C11H10N3O7,55.74,8.94,321.82,Carbohydrate
Glucose,C12H11N1O10,626.78,10.23,738.265,Alkaloid
Adenosine triphosphate,C18H5N1O9,265.72,13.27,822.307,Hormone
Dopamine,C8H35N3O5,428.12,11.63,962.793,Hormone
Adrenaline,C11H40N5O7,517.07,8.77,900.576,Neurotransmitter
Adenosine triphosphate,C5H23N3O1,203.44,13.98,138.773,Neurotransmitter
Adenosine triphosphate,C17H13N0O4,897.86,N/A,231.101,Hormone
Dopamine,C8H23N5O8,247.75,11.19,360.764,Amide
Adrenaline,C14H24N4O8,851.59,12.29,628.395,Alcohol
Dopamine,C15H38N1O9,430.78,2.03,925.04,Carbohydrate
Serotonin,C3H33N3O0,485.14,6.42,946.382,Hormone
Glucose,C7H6N5O1,805.61,5.09,855.584,Organic Compound
Caffeine,C3H21N5O1,383.78,8.18,133.907,Alcohol
Urea,C14H9N3O8,861.22,5.51,38.469,Carbohydrate
Ethanol,C14H18N2O2,749.88,3.55,765.104,Alkaloid
Aspirin,C17H6N3O3,805.12,N/A,586.939,Neurotransmitter
Urea,C9H37N4O4,258.86,6.72,195.162,Nucleotide
Urea,C1H40N4O1,935.33,1.8,589.078,Alcohol
Urea,C20H16N0O7,800.78,13.89,552.815,Carbohydrate
Aspirin,C12H24N0O6,570.56,9.29,987.393,Carbohydrate
Glucose,C11H30N3O3,601.87,9.82,219.314,Alcohol
Cholesterol,C3H26N0O7,726.04,1.3,147.214,Carbohydrate
Adrenaline,C19H21N1O9,519.45,10.19,41.328,Alcohol
Urea,C18H35N5O3,144.91,13.32,980.684,Nucleotide
Ethanol,C9H37N1O5,969.18,10.04,559.737,Neurotransmitter
