compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C4H39N3O6,910.93,2.4,93.321,Lipid
Serotonin,C18H28N3O4,183.8,N/A,77.21,Alcohol
Caffeine,C11H31N2O2,977.2,2.97,937.756,Amide
Adenosine triphosphate,C5H32N4O7,569.24,13.31,97.781,Lipid
Ethanol,C13H8N4O4,387.71,2.03,565.984,Alkaloid
Caffeine,C3H16N1O9,162.12,7.16,48.041,Neurotransmitter
Urea,C17H27N5O9,408.97,5.08,667.818,Neurotransmitter
Serotonin,C4H6N2O4,997.9,N/A,243.385,Organic Compound
Adrenaline,C17H17N3O7,665.38,3.58,907.738,Organic Compound
Serotonin,C7H4N3O2,633.02,11.02,226.422,Alcohol
Cholesterol,C1H2N3O5,154.05,13.01,52.415,Carbohydrate
Adenosine triphosphate,C10H37N0O2,525.56,1.45,491.788,Carbohydrate
Urea,C17H13N0O10,297.79,14.0,533.554,Hormone
Serotonin,C8H3N4O4,974.83,N/A,651.864,Nucleotide
Urea,C13H21N1O6,861.82,8.78,454.301,Nucleotide
Caffeine,C19H35N4O8,51.99,8.84,63.175,Lipid
Aspirin,C3H23N5O3,625.29,5.99,466.013,Amide
Aspirin,C9H22N1O8,382.15,12.51,924.564,Alcohol
Glucose,C7H19N0O5,520.87,11.41,419.945,Hormone
Serotonin,C7H39N2O3,970.2,N/A,787.139,Lipid
Urea,C16H6N0O0,971.3,10.43,117.777,Neurotransmitter
Cholesterol,C18H15N1O6,75.65,9.86,85.622,Alkaloid
Dopamine,C3H25N2O8,704.46,N/A,977.586,Carbohydrate
Dopamine,C19H36N0O5,720.01,12.16,0.98,Alkaloid
Serotonin,C18H5N4O5,249.95,9.56,190.791,Organic Compound
Aspirin,C6H35N2O7,561.68,7.44,159.092,Alkaloid
Serotonin,C17H35N4O2,600.31,3.72,803.851,Lipid
Caffeine,C20H26N0O5,894.61,5.88,429.534,Alcohol
Dopamine,C10H19N4O1,698.19,8.95,81.527,Organic Compound
Caffeine,C17H30N2O2,165.82,11.64,480.672,Neurotransmitter
Cholesterol,C2H14N1O10,552.74,5.48,686.46,Nucleotide
Adenosine triphosphate,C18H6N5O9,996.89,12.77,244.917,Alkaloid
Glucose,C14H29N4O8,241.18,9.51,665.954,Neurotransmitter
