compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C18H39N3O5,605.37,8.75,392.569,Organic Compound
Caffeine,C14H33N2O6,95.33,5.94,286.928,Organic Compound
Dopamine,C6H15N3O10,714.98,9.65,2.821,Carbohydrate
Adrenaline,C17H9N0O3,576.41,7.97,190.049,Neurotransmitter
Serotonin,C11H22N1O1,840.24,1.51,588.355,Carbohydrate
Adrenaline,C17H6N2O10,218.9,1.4,869.056,Nucleotide
Caffeine,C1H2N3O3,892.18,6.23,207.429,Amide
Adenosine triphosphate,C15H8N5O8,590.44,12.08,245.029,Nucleotide
Cholesterol,C14H13N1O6,862.0,9.06,932.765,Lipid
Caffeine,C19H23N1O8,521.41,8.26,857.648,Amide
Adrenaline,C14H25N0O9,102.35,N/A,139.799,Amide
Ethanol,C20H7N3O1,874.93,2.17,470.779,Nucleotide
Adrenaline,C9H12N4O6,768.38,5.09,28.583,Lipid
Urea,C12H1N3O5,132.76,N/A,27.883,Hormone
Adenosine triphosphate,C4H39N3O9,896.72,1.57,939.454,Neurotransmitter
Aspirin,C17H27N3O0,198.56,9.49,127.669,Alcohol
Aspirin,C8H26N5O7,448.06,6.43,147.665,Nucleotide
Serotonin,C16H24N3O2,714.78,13.66,30.555,Alcohol
Urea,C2H37N3O9,454.4,10.78,106.326,Organic Compound
Serotonin,C13H39N1O8,291.17,4.9,180.534,Organic Compound
Cholesterol,C1H22N1O0,116.65,5.36,600.639,Hormone
Caffeine,C15H13N0O10,993.79,13.15,38.335,Hormone
Adenosine triphosphate,C8H31N5O8,444.52,2.37,375.814,Nucleotide
Glucose,C16H14N1O3,102.41,2.2,821.514,Lipid
Glucose,C19H11N3O3,466.37,2.14,112.717,Nucleotide
Cholesterol,C16H17N2O9,187.65,11.07,140.45,Hormone
Adenosine triphosphate,C1H37N1O0,218.74,N/A,244.271,Amide
Aspirin,C19H18N5O2,61.37,N/A,815.151,Lipid
Aspirin,C18H33N4O7,166.39,N/A,590.422,Lipid
Adenosine triphosphate,C16H20N5O3,497.73,12.3,164.555,Carbohydrate
Caffeine,C11H35N1O9,185.54,9.06,913.136,Organic Compound
Cholesterol,C14H8N1O10,123.07,1.36,968.026,Hormone
Glucose,C14H32N3O1,900.06,8.91,109.063,Nucleotide
Ethanol,C11H37N5O1,864.37,4.38,630.411,Lipid
Aspirin,C15H27N4O1,985.0,6.35,386.592,Amide
Aspirin,C16H18N4O5,812.26,12.28,203.199,Alcohol
Caffeine,C6H29N5O8,173.91,2.46,564.336,Alcohol
Aspirin,C14H13N4O2,878.69,7.36,783.4,Lipid
Serotonin,C20H4N2O4,343.6,6.85,906.427,Lipid
Urea,C17H8N5O2,684.94,13.17,744.755,Alcohol
Aspirin,C12H29N0O6,946.15,9.06,533.997,Amide
Caffeine,C8H31N0O1,254.71,3.09,659.84,Amide
Caffeine,C2H38N5O6,397.25,11.33,619.341,Alcohol
Caffeine,C7H6N3O8,724.16,3.32,972.737,Alcohol
Urea,C16H34N2O4,883.18,13.91,130.471,Nucleotide
Caffeine,C6H29N3O5,854.19,11.29,977.558,Amide
Urea,C1H22N5O7,299.14,6.79,433.76,Amide
Cholesterol,C1H26N1O2,212.85,6.18,626.739,Organic Compound
Ethanol,C8H39N0O10,454.68,7.83,37.281,Carbohydrate
Dopamine,C16H34N3O8,254.78,3.51,54.393,Hormone
Urea,C13H13N5O1,602.31,2.04,634.597,Amide
Glucose,C15H21N5O5,784.42,9.0,67.773,Alkaloid
Serotonin,C9H24N5O4,963.38,9.48,93.049,Lipid
Cholesterol,C17H10N0O7,486.35,N/A,986.504,Carbohydrate
