compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C8H6N1O3,763.13,6.49,443.313,Organic Compound
Adrenaline,C4H33N3O5,592.77,11.02,226.089,Organic Compound
Ethanol,C6H39N2O8,256.97,N/A,719.659,Lipid
Cholesterol,C1H6N4O4,182.61,1.87,756.669,Hormone
Urea,C14H26N4O3,738.67,1.62,800.255,Organic Compound
Aspirin,C6H15N3O3,552.8,4.26,21.191,Amide
Urea,C2H14N5O1,470.03,8.48,158.238,Alkaloid
Dopamine,C16H37N1O4,653.59,3.03,315.247,Lipid
Caffeine,C20H4N0O4,657.68,11.75,98.624,Amide
Serotonin,C14H14N4O2,427.23,N/A,840.042,Neurotransmitter
Adrenaline,C6H14N5O0,668.11,7.95,301.174,Hormone
Ethanol,C5H33N1O4,875.14,5.71,935.93,Amide
Ethanol,C8H16N3O4,97.88,7.65,468.13,Alkaloid
Caffeine,C2H29N2O1,570.0,8.17,720.191,Neurotransmitter
Serotonin,C16H1N0O7,582.4,9.06,849.678,Organic Compound
Adrenaline,C10H19N1O10,965.73,1.04,858.013,Organic Compound
Glucose,C8H5N5O0,831.24,4.11,226.244,Carbohydrate
Caffeine,C12H22N1O9,549.85,N/A,25.334,Amide
Dopamine,C12H25N4O9,445.73,4.61,524.574,Hormone
Caffeine,C11H6N4O10,793.76,1.8,145.863,Neurotransmitter
Ethanol,C15H9N3O10,196.72,10.36,48.723,Organic Compound
Adenosine triphosphate,C13H34N1O7,443.8,N/A,904.027,Nucleotide
Urea,C9H29N4O0,238.18,13.9,435.148,Lipid
Cholesterol,C19H26N5O3,97.68,14.0,466.804,Lipid
Glucose,C13H31N0O9,269.21,7.24,663.195,Organic Compound
Aspirin,C7H27N1O9,104.65,7.31,356.595,Lipid
Cholesterol,C2H21N3O0,907.19,5.57,466.134,Alkaloid
Glucose,C19H21N2O0,228.33,5.11,98.173,Amide
Dopamine,C1H23N2O3,720.93,N/A,276.833,Alcohol
Caffeine,C10H35N1O6,112.32,12.53,799.671,Amide
Urea,C18H13N1O4,215.37,N/A,305.396,Lipid
Glucose,C9H23N5O6,276.23,4.13,211.31,Carbohydrate
Adenosine triphosphate,C18H31N5O9,911.31,12.54,748.501,Lipid
Aspirin,C3H37N5O2,641.6,N/A,499.245,Hormone
Serotonin,C4H11N0O9,58.84,5.06,333.595,Nucleotide
Caffeine,C12H3N3O8,810.65,N/A,17.058,Organic Compound
Urea,C16H33N0O9,681.75,4.94,16.371,Organic Compound
Dopamine,C17H21N4O4,720.91,10.79,550.976,Alcohol
Adrenaline,C19H3N0O5,449.72,N/A,912.404,Neurotransmitter
Ethanol,C7H21N1O5,251.9,12.58,304.947,Hormone
Dopamine,C17H9N4O1,388.28,N/A,77.068,Alcohol
Urea,C8H14N1O7,548.96,2.97,948.15,Amide
Glucose,C6H1N1O2,293.82,12.76,76.84,Organic Compound
Adenosine triphosphate,C11H20N1O10,771.22,2.15,878.877,Organic Compound
Glucose,C16H22N5O9,316.19,7.72,959.677,Neurotransmitter
Ethanol,C14H36N5O2,453.38,3.17,975.548,Alcohol
Adenosine triphosphate,C12H33N5O3,468.68,N/A,65.07,Alkaloid
Urea,C18H8N0O7,92.43,4.76,795.494,Organic Compound
Cholesterol,C19H29N1O9,355.62,6.23,713.247,Nucleotide
Urea,C16H19N2O4,877.2,8.78,360.199,Nucleotide
Dopamine,C9H11N3O1,400.36,3.65,350.698,Amide
Serotonin,C17H35N3O6,990.3,1.53,325.283,Amide
Adenosine triphosphate,C15H12N5O9,173.06,11.29,247.72,Neurotransmitter
Urea,C13H39N4O8,905.27,11.6,359.507,Alcohol
Urea,C1H22N3O5,877.34,N/A,338.109,Alcohol
Urea,C9H26N4O3,248.17,8.43,324.666,Alkaloid
Urea,C17H36N2O4,948.43,9.64,237.048,Amide
