compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C2H39N3O9,250.33,7.38,126.768,Hormone
Ethanol,C15H3N3O10,749.17,11.92,516.614,Alkaloid
Cholesterol,C19H22N0O0,154.18,9.84,165.402,Neurotransmitter
Adenosine triphosphate,C14H33N2O4,720.67,2.07,271.349,Hormone
Cholesterol,C19H29N4O5,256.38,N/A,902.947,Alcohol
Ethanol,C8H6N3O4,564.41,N/A,721.195,Hormone
Caffeine,C10H9N4O2,773.29,11.74,29.631,Carbohydrate
Adenosine triphosphate,C16H24N5O8,466.28,N/A,760.562,Nucleotide
Urea,C4H23N1O4,672.79,N/A,626.787,Carbohydrate
Aspirin,C7H12N4O10,899.83,12.8,846.822,Alkaloid
Glucose,C17H28N3O10,335.26,13.87,7.341,Lipid
Serotonin,C4H18N2O10,913.79,10.36,783.532,Neurotransmitter
Dopamine,C2H27N0O9,548.04,N/A,260.761,Alkaloid
Urea,C4H12N2O2,239.62,4.8,448.358,Alcohol
Urea,C19H39N2O6,369.67,1.62,365.588,Alkaloid
Cholesterol,C18H15N2O3,251.64,4.25,370.177,Lipid
Ethanol,C15H34N1O2,93.49,13.87,35.864,Alkaloid
Serotonin,C13H5N1O3,676.06,7.84,241.38,Organic Compound
Caffeine,C18H34N2O6,762.62,11.1,524.764,Alcohol
Adenosine triphosphate,C18H29N0O10,817.01,4.9,745.846,Nucleotide
Dopamine,C13H23N3O6,89.24,8.77,513.501,Alkaloid
Cholesterol,C8H20N4O7,73.38,1.43,491.847,Nucleotide
Urea,C5H10N4O8,887.8,13.98,812.206,Alcohol
Cholesterol,C14H6N2O0,846.1,6.29,986.579,Alkaloid
Dopamine,C15H9N2O2,65.46,2.36,14.606,Amide
Adrenaline,C9H35N4O9,935.12,11.1,776.017,Neurotransmitter
Caffeine,C1H24N0O9,996.84,N/A,369.069,Alkaloid
Caffeine,C1H18N1O8,430.99,6.27,255.882,Lipid
Caffeine,C14H29N5O9,764.39,N/A,466.657,Amide
Urea,C17H3N2O3,513.48,11.4,261.278,Nucleotide
Adenosine triphosphate,C12H28N2O7,783.36,N/A,312.865,Alkaloid
Caffeine,C7H27N1O7,723.41,10.16,47.843,Organic Compound
Adrenaline,C16H38N4O4,890.58,1.76,455.07,Alcohol
Glucose,C18H18N4O1,612.37,N/A,431.104,Lipid
Urea,C8H12N4O2,816.97,N/A,266.537,Hormone
