compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C11H18N4O4,802.15,6.95,952.315,Neurotransmitter
Glucose,C2H5N4O9,849.97,3.35,596.177,Neurotransmitter
Adenosine triphosphate,C12H39N4O4,958.76,4.84,772.453,Carbohydrate
Serotonin,C19H11N0O0,96.23,9.37,121.546,Nucleotide
Cholesterol,C19H32N1O3,452.39,13.83,982.926,Alcohol
Adrenaline,C14H38N2O0,954.74,N/A,600.904,Organic Compound
Serotonin,C16H22N1O10,780.85,13.15,858.583,Amide
Adenosine triphosphate,C10H16N1O3,112.92,N/A,855.275,Carbohydrate
Cholesterol,C20H15N2O1,812.34,2.92,342.858,Alkaloid
Glucose,C19H27N5O2,395.4,7.4,665.915,Lipid
Dopamine,C1H32N0O4,824.96,11.82,183.425,Nucleotide
Urea,C12H25N5O3,778.78,4.25,264.309,Lipid
Adenosine triphosphate,C15H35N3O3,182.39,4.15,457.588,Lipid
Serotonin,C13H14N1O0,461.41,7.13,293.553,Nucleotide
Serotonin,C18H15N2O9,214.26,11.63,399.708,Neurotransmitter
Adenosine triphosphate,C19H8N0O5,390.93,12.2,379.341,Organic Compound
Serotonin,C10H11N0O5,830.37,2.81,758.414,Organic Compound
Aspirin,C10H1N4O2,210.5,N/A,969.234,Alcohol
Adrenaline,C12H8N2O7,422.31,N/A,665.187,Carbohydrate
Adenosine triphosphate,C4H24N4O3,911.1,8.37,676.871,Lipid
Cholesterol,C10H23N0O10,783.09,N/A,500.567,Alkaloid
Aspirin,C6H15N3O4,509.4,5.76,636.522,Lipid
Adrenaline,C11H5N3O10,734.29,N/A,495.736,Amide
Aspirin,C1H14N2O5,991.13,7.26,220.284,Nucleotide
Caffeine,C6H27N2O10,556.51,8.85,200.042,Organic Compound
Ethanol,C19H40N4O2,184.07,7.76,490.116,Hormone
Cholesterol,C14H29N0O6,793.66,N/A,613.067,Neurotransmitter
Caffeine,C2H9N2O5,926.55,10.16,364.709,Alkaloid
Glucose,C17H21N4O5,586.69,N/A,110.991,Hormone
Aspirin,C2H20N0O0,498.88,8.67,423.994,Alkaloid
Cholesterol,C12H34N0O1,918.07,13.53,674.514,Alcohol
Serotonin,C9H7N1O1,645.68,N/A,214.827,Hormone
Aspirin,C17H7N3O9,334.95,6.53,379.064,Carbohydrate
Dopamine,C13H30N5O5,954.82,N/A,171.304,Organic Compound
Ethanol,C9H11N0O8,331.36,5.54,354.385,Nucleotide
Adrenaline,C17H14N0O6,931.14,13.6,30.886,Amide
Ethanol,C7H10N0O6,754.95,11.9,182.09,Hormone
Serotonin,C4H29N5O7,235.17,N/A,651.681,Lipid
Cholesterol,C2H28N3O9,226.27,12.45,278.236,Alcohol
Cholesterol,C8H24N0O7,313.28,3.11,849.204,Amide
Caffeine,C15H24N4O9,620.52,N/A,993.408,Carbohydrate
Caffeine,C2H40N1O10,206.93,2.36,732.867,Amide
Adenosine triphosphate,C12H4N4O4,606.1,4.0,683.327,Alkaloid
Cholesterol,C4H4N2O8,187.68,3.54,364.482,Nucleotide
Urea,C15H34N0O1,273.73,N/A,253.301,Hormone
Adrenaline,C20H3N5O7,375.86,8.28,136.107,Hormone
Cholesterol,C9H28N1O5,111.33,6.29,515.953,Hormone
Caffeine,C9H28N2O8,892.98,12.43,327.658,Nucleotide
Aspirin,C13H13N2O2,673.75,1.69,375.502,Amide
Caffeine,C18H4N3O8,102.51,12.58,234.172,Carbohydrate
Caffeine,C20H8N3O3,806.08,1.57,904.077,Lipid
Glucose,C6H20N0O10,357.93,4.51,506.586,Alkaloid
Aspirin,C12H20N3O7,103.35,10.51,805.851,Alcohol
Glucose,C20H17N0O7,919.86,N/A,571.97,Organic Compound
Cholesterol,C16H12N1O3,680.23,13.91,774.188,Neurotransmitter
Urea,C6H1N3O3,309.32,13.5,703.31,Alkaloid
Serotonin,C9H9N1O9,172.59,10.86,169.005,Alcohol
Dopamine,C17H35N0O2,968.96,8.74,407.892,Lipid
Serotonin,C1H12N4O0,826.58,8.46,685.907,Lipid
Adrenaline,C15H30N5O9,808.87,1.19,380.785,Amide
Ethanol,C16H15N5O8,512.81,N/A,410.449,Alkaloid
Adenosine triphosphate,C4H30N4O10,561.4,8.9,678.139,Amide
Caffeine,C19H5N1O9,411.21,4.64,694.92,Carbohydrate
Ethanol,C11H21N0O5,332.41,N/A,574.302,Amide
Ethanol,C10H35N1O1,558.84,N/A,342.389,Alkaloid
Glucose,C5H7N4O8,794.63,2.14,545.244,Hormone
Caffeine,C17H16N5O5,526.45,11.32,161.043,Carbohydrate
Ethanol,C19H18N3O10,539.33,4.1,173.598,Lipid
Dopamine,C13H38N1O0,873.88,1.17,663.646,Amide
Cholesterol,C16H38N3O6,936.93,N/A,878.828,Carbohydrate
Ethanol,C4H25N4O5,383.95,4.55,593.566,Alkaloid
Adenosine triphosphate,C14H3N1O6,695.11,11.46,995.246,Neurotransmitter
Cholesterol,C13H13N3O0,625.93,11.81,513.08,Amide
Caffeine,C11H14N0O10,155.44,N/A,911.62,Alkaloid
Glucose,C5H16N5O7,888.25,11.64,582.845,Amide
Ethanol,C11H25N0O6,104.17,N/A,348.552,Alcohol
Ethanol,C12H34N3O6,408.54,N/A,336.249,Lipid
Ethanol,C16H20N3O4,482.04,2.8,233.597,Neurotransmitter
Dopamine,C9H28N0O2,772.71,11.09,936.603,Neurotransmitter
Glucose,C15H34N2O2,85.08,N/A,199.566,Lipid
Adrenaline,C9H25N0O3,975.53,9.51,437.181,Hormone
Cholesterol,C8H28N2O1,344.5,13.08,231.989,Carbohydrate
Caffeine,C5H19N4O5,531.02,N/A,842.875,Lipid
Aspirin,C9H9N1O8,867.39,7.28,540.689,Amide
Caffeine,C15H37N5O1,63.28,10.96,377.785,Hormone
Caffeine,C13H2N4O8,919.79,13.17,589.255,Hormone
Cholesterol,C5H33N3O9,662.6,7.22,176.66,Alkaloid
Adrenaline,C15H30N1O10,245.96,5.68,452.716,Lipid
Cholesterol,C11H32N1O9,130.06,N/A,972.289,Organic Compound
Dopamine,C13H22N2O4,445.3,8.99,855.291,Neurotransmitter
Cholesterol,C12H10N4O3,707.71,8.89,390.684,Organic Compound
Adrenaline,C16H19N3O5,258.94,4.15,669.224,Amide
Cholesterol,C14H38N1O0,975.19,8.93,33.868,Neurotransmitter
