compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C1H39N5O5,459.05,2.79,816.679,Amide
Caffeine,C11H8N5O5,573.93,1.44,875.76,Hormone
Glucose,C8H36N2O3,54.87,N/A,949.895,Neurotransmitter
Ethanol,C4H21N3O8,420.43,4.77,228.627,Lipid
Cholesterol,C20H2N4O9,895.65,6.98,372.915,Alkaloid
Serotonin,C5H38N2O10,705.72,11.21,25.773,Amide
Adenosine triphosphate,C6H7N0O8,501.7,11.46,7.045,Organic Compound
Glucose,C5H4N4O1,182.84,4.54,333.937,Alkaloid
Aspirin,C1H35N3O1,499.96,12.01,853.507,Hormone
Urea,C18H31N4O1,285.16,8.47,559.988,Amide
Adenosine triphosphate,C1H17N4O5,400.99,12.46,745.272,Lipid
Serotonin,C4H14N5O9,707.7,8.3,241.996,Hormone
Caffeine,C18H31N1O7,744.67,13.6,669.564,Alkaloid
Adenosine triphosphate,C11H3N1O9,72.62,N/A,351.592,Alcohol
Adrenaline,C9H16N5O3,704.87,N/A,180.035,Amide
Ethanol,C3H4N0O7,293.91,N/A,746.486,Neurotransmitter
Caffeine,C6H14N5O8,163.19,3.43,392.607,Alcohol
Urea,C8H19N1O5,490.53,8.06,790.124,Amide
Cholesterol,C1H25N4O7,896.6,5.68,457.09,Neurotransmitter
Dopamine,C9H11N2O9,361.41,3.43,503.485,Hormone
Serotonin,C4H28N0O5,64.06,N/A,609.149,Lipid
Aspirin,C19H24N2O10,695.63,8.05,935.173,Organic Compound
Aspirin,C8H30N3O2,667.49,N/A,201.866,Neurotransmitter
Adrenaline,C13H6N5O7,940.32,13.1,948.091,Amide
Adenosine triphosphate,C10H3N2O10,577.16,8.25,878.797,Alcohol
Ethanol,C1H5N1O5,608.91,11.28,777.727,Carbohydrate
Cholesterol,C5H9N3O9,106.92,6.16,13.776,Alcohol
Caffeine,C5H35N5O5,310.53,8.23,968.447,Carbohydrate
Serotonin,C9H34N5O9,472.47,7.96,174.977,Hormone
Serotonin,C9H14N2O3,872.6,3.61,627.473,Organic Compound
Ethanol,C10H6N0O8,377.83,7.09,228.484,Alcohol
Serotonin,C12H35N0O4,872.48,13.58,79.451,Alcohol
Serotonin,C16H21N1O10,118.73,N/A,473.291,Nucleotide
Caffeine,C7H14N0O4,541.75,3.72,341.265,Organic Compound
Caffeine,C5H2N5O4,481.15,11.78,328.246,Alkaloid
Ethanol,C10H18N2O10,956.69,6.64,716.967,Alkaloid
Glucose,C20H21N1O4,434.88,2.34,622.89,Alcohol
Caffeine,C6H1N1O10,273.22,10.15,599.464,Amide
Glucose,C10H19N4O2,916.09,13.16,843.349,Hormone
Glucose,C11H12N5O4,359.36,7.81,117.244,Neurotransmitter
Aspirin,C8H32N1O1,722.81,10.69,104.079,Carbohydrate
Cholesterol,C3H19N1O9,311.97,5.82,643.296,Alkaloid
Dopamine,C19H8N3O0,706.82,5.78,956.214,Neurotransmitter
Glucose,C1H35N0O7,828.14,13.42,101.094,Amide
Dopamine,C12H6N1O7,292.83,N/A,202.824,Lipid
Dopamine,C1H23N5O10,514.19,6.37,328.551,Alkaloid
Serotonin,C1H9N5O6,215.21,2.3,427.314,Amide
Ethanol,C8H16N2O7,788.81,4.26,363.416,Hormone
Cholesterol,C9H36N4O8,705.09,5.69,70.506,Hormone
Caffeine,C1H40N2O7,876.75,N/A,448.784,Organic Compound
Caffeine,C5H7N4O7,526.49,N/A,804.575,Carbohydrate
Aspirin,C6H24N1O9,543.74,10.5,206.408,Lipid
Ethanol,C9H8N5O0,813.29,N/A,197.268,Alcohol
Cholesterol,C15H32N2O9,720.54,2.5,68.473,Organic Compound
Urea,C18H22N3O3,467.85,4.75,257.782,Carbohydrate
Aspirin,C17H28N2O8,107.0,N/A,345.539,Lipid
Cholesterol,C6H27N2O7,405.02,6.77,770.972,Carbohydrate
Serotonin,C3H2N3O2,117.11,9.4,663.827,Organic Compound
Dopamine,C8H34N0O2,352.19,2.11,679.901,Alcohol
Aspirin,C13H11N2O0,375.35,12.68,238.704,Amide
Serotonin,C16H21N0O3,458.23,1.14,539.919,Neurotransmitter
Dopamine,C19H38N4O7,263.13,13.11,520.335,Alcohol
Adrenaline,C5H31N5O10,276.34,5.62,114.067,Alkaloid
Ethanol,C18H29N5O7,330.12,N/A,112.017,Organic Compound
Aspirin,C10H15N2O3,915.89,8.0,461.736,Lipid
Adenosine triphosphate,C10H22N3O6,592.89,N/A,903.496,Nucleotide
Caffeine,C14H18N5O9,388.42,9.33,645.7,Amide
Aspirin,C8H16N4O8,77.07,1.4,750.381,Lipid
Aspirin,C15H17N3O10,94.79,9.89,558.864,Lipid
Aspirin,C3H25N2O10,714.01,10.81,119.532,Neurotransmitter
Glucose,C2H7N1O7,692.15,4.11,317.255,Neurotransmitter
Adrenaline,C1H1N1O7,846.66,8.63,187.933,Lipid
Cholesterol,C20H8N3O0,362.5,9.2,359.123,Hormone
Caffeine,C7H30N2O2,216.13,2.68,170.243,Organic Compound
Urea,C13H7N4O8,217.97,N/A,154.598,Amide
Dopamine,C7H17N4O7,178.1,11.91,529.147,Neurotransmitter
Ethanol,C11H26N4O5,695.4,5.26,322.496,Lipid
Aspirin,C4H40N5O8,261.95,N/A,540.337,Neurotransmitter
Adrenaline,C9H7N5O7,895.09,7.28,718.634,Neurotransmitter
Urea,C12H11N1O9,254.37,3.8,771.564,Hormone
Glucose,C1H22N3O8,71.05,2.89,270.026,Neurotransmitter
Adenosine triphosphate,C4H36N0O8,135.26,N/A,830.179,Amide
Dopamine,C3H21N0O0,396.23,13.3,344.686,Carbohydrate
Glucose,C1H32N3O7,344.43,5.34,247.781,Neurotransmitter
Dopamine,C17H8N4O4,659.37,12.52,97.735,Alkaloid
