compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C14H8N2O8,298.7,N/A,738.278,Carbohydrate
Adenosine triphosphate,C12H18N0O4,439.56,2.86,819.418,Alkaloid
Serotonin,C20H38N0O8,728.41,N/A,868.932,Nucleotide
Adenosine triphosphate,C3H17N4O3,862.54,1.68,698.737,Organic Compound
Caffeine,C16H19N5O5,499.73,N/A,312.224,Alkaloid
Dopamine,C6H25N3O4,89.74,3.59,46.915,Lipid
Adenosine triphosphate,C8H17N4O3,353.72,6.45,91.024,Neurotransmitter
Cholesterol,C12H23N2O3,907.06,4.04,604.929,Nucleotide
Caffeine,C19H38N0O7,216.97,10.03,761.355,Alcohol
Adenosine triphosphate,C20H34N2O4,780.47,N/A,833.547,Lipid
Caffeine,C9H37N2O7,168.9,12.89,154.53,Alkaloid
Urea,C18H32N3O7,350.39,N/A,487.691,Hormone
Aspirin,C17H23N4O4,966.66,12.22,982.747,Hormone
Adrenaline,C2H7N4O1,685.82,1.03,261.536,Lipid
Serotonin,C14H25N0O1,696.28,N/A,495.541,Amide
Cholesterol,C2H1N0O5,629.66,11.89,315.335,Nucleotide
Serotonin,C9H29N5O6,270.61,7.9,762.764,Nucleotide
Dopamine,C2H35N5O7,77.55,9.2,850.206,Amide
Cholesterol,C5H18N5O7,253.08,N/A,583.503,Alkaloid
Ethanol,C18H29N1O2,571.26,5.36,618.124,Alkaloid
Serotonin,C18H24N5O2,578.32,12.87,86.703,Neurotransmitter
Ethanol,C4H10N3O2,64.32,9.38,613.733,Nucleotide
Ethanol,C17H11N1O7,782.58,1.79,468.787,Nucleotide
Urea,C10H4N1O0,592.01,N/A,88.975,Amide
Urea,C14H25N5O4,157.94,6.93,593.925,Hormone
Caffeine,C11H25N3O6,991.52,6.63,998.176,Alcohol
Aspirin,C3H6N0O7,769.21,12.67,264.302,Hormone
Serotonin,C8H1N3O4,264.03,9.82,824.334,Hormone
Adrenaline,C19H24N5O10,447.62,1.49,568.633,Alcohol
Dopamine,C13H33N5O9,888.64,10.11,696.48,Alkaloid
Adrenaline,C11H5N2O8,254.84,4.69,693.131,Carbohydrate
Glucose,C11H33N4O2,820.39,N/A,566.009,Carbohydrate
Adenosine triphosphate,C2H3N2O10,731.15,N/A,911.406,Amide
Aspirin,C8H36N5O0,194.2,6.94,602.701,Alcohol
Aspirin,C16H33N4O2,562.9,12.65,96.74,Hormone
Urea,C7H4N0O9,498.58,8.68,532.146,Nucleotide
Adenosine triphosphate,C8H10N5O10,433.74,11.65,523.601,Neurotransmitter
Adrenaline,C11H22N2O0,919.7,6.12,774.392,Alkaloid
Glucose,C17H19N0O9,565.28,7.58,306.243,Nucleotide
Dopamine,C4H36N1O5,928.16,12.37,766.422,Lipid
Cholesterol,C7H19N2O4,337.91,6.29,350.124,Lipid
Urea,C14H6N1O3,802.55,5.52,362.872,Alkaloid
Caffeine,C20H11N5O1,607.11,13.29,948.739,Carbohydrate
Glucose,C19H5N0O9,619.61,12.46,627.238,Nucleotide
Glucose,C12H15N1O10,267.65,12.18,611.156,Hormone
Ethanol,C18H39N1O0,829.67,5.77,784.112,Amide
Urea,C3H23N1O7,689.87,1.59,934.267,Alkaloid
Aspirin,C1H18N2O0,392.4,9.31,395.387,Neurotransmitter
Urea,C13H15N2O7,171.46,N/A,150.404,Organic Compound
Aspirin,C7H4N2O1,823.53,5.89,366.712,Alkaloid
Serotonin,C19H16N1O9,76.23,1.26,424.677,Alkaloid
Aspirin,C8H24N3O7,408.33,8.85,589.837,Organic Compound
Cholesterol,C10H28N5O6,574.47,2.73,575.857,Lipid
Caffeine,C19H7N0O4,225.03,6.64,359.084,Amide
Glucose,C10H9N5O0,768.48,N/A,522.392,Alkaloid
Serotonin,C8H29N5O7,173.31,1.26,786.809,Hormone
Urea,C10H17N1O10,119.05,N/A,177.309,Neurotransmitter
Adenosine triphosphate,C16H31N4O2,922.72,8.63,752.955,Neurotransmitter
Glucose,C17H30N4O7,764.37,N/A,185.758,Lipid
Caffeine,C11H29N2O7,346.02,N/A,115.965,Nucleotide
Dopamine,C9H32N3O1,871.06,N/A,127.668,Lipid
Caffeine,C9H22N4O6,838.89,9.02,494.3,Hormone
Caffeine,C8H12N0O3,371.99,3.51,582.425,Alcohol
Serotonin,C1H28N4O10,637.83,13.6,961.526,Alkaloid
Ethanol,C5H1N0O7,759.33,11.04,647.99,Hormone
Serotonin,C16H11N0O8,336.78,2.42,479.9,Hormone
Aspirin,C6H26N3O10,958.6,2.19,421.865,Hormone
Aspirin,C12H15N2O0,248.96,13.98,427.11,Amide
Adenosine triphosphate,C13H31N1O4,402.71,13.07,683.835,Alkaloid
Urea,C19H34N3O10,461.4,N/A,237.777,Carbohydrate
Dopamine,C10H18N5O8,761.68,12.59,471.704,Neurotransmitter
Cholesterol,C3H2N0O10,213.92,7.77,557.617,Organic Compound
Urea,C19H21N2O10,721.55,4.14,940.987,Nucleotide
Serotonin,C20H20N3O4,52.54,8.9,540.652,Carbohydrate
Cholesterol,C4H29N3O5,75.89,8.58,256.107,Nucleotide
Cholesterol,C6H25N4O2,368.75,4.48,919.483,Amide
Aspirin,C8H23N5O8,983.93,9.93,489.791,Nucleotide
Adenosine triphosphate,C7H40N2O3,411.83,N/A,309.124,Amide
Dopamine,C15H23N1O3,775.91,N/A,65.425,Alcohol
Ethanol,C19H32N1O8,950.72,2.49,753.814,Lipid
Urea,C3H20N5O3,672.81,5.56,94.502,Amide
Ethanol,C2H1N4O3,758.88,5.67,612.727,Neurotransmitter
Glucose,C11H17N0O4,372.46,9.76,839.691,Organic Compound
Serotonin,C8H15N4O9,398.12,1.8,920.113,Organic Compound
Glucose,C17H40N3O2,228.15,5.02,871.944,Hormone
Adrenaline,C2H24N5O10,55.6,9.42,663.941,Amide
Adrenaline,C18H25N1O3,483.97,2.07,933.352,Amide
Adrenaline,C8H31N1O5,800.88,9.57,540.462,Alcohol
Adrenaline,C13H20N5O6,530.98,1.84,180.503,Neurotransmitter
Urea,C11H23N1O8,632.16,8.44,260.093,Nucleotide
Dopamine,C13H33N0O4,976.97,N/A,150.501,Hormone
Glucose,C3H15N1O8,459.68,N/A,790.516,Organic Compound
Serotonin,C20H38N4O0,353.16,5.63,48.264,Lipid
Aspirin,C13H40N2O8,692.16,10.74,550.604,Organic Compound
Dopamine,C12H36N0O4,990.9,11.68,801.183,Hormone
Urea,C19H3N5O0,848.65,N/A,753.734,Alcohol
Adrenaline,C14H13N4O5,733.01,7.26,871.969,Nucleotide
Dopamine,C19H29N1O4,749.9,N/A,596.172,Carbohydrate
Urea,C13H20N0O0,306.72,13.14,693.535,Lipid
Adenosine triphosphate,C9H40N2O10,368.42,12.59,309.915,Neurotransmitter
Cholesterol,C5H9N4O5,999.96,N/A,689.881,Amide
Caffeine,C19H23N3O9,795.9,8.04,241.971,Alkaloid
Ethanol,C13H28N3O8,709.49,8.77,250.898,Alcohol
Cholesterol,C3H20N1O10,935.4,2.34,531.384,Nucleotide
Adrenaline,C15H9N0O9,413.98,N/A,327.72,Amide
Adrenaline,C20H36N4O2,790.9,6.84,312.111,Hormone
Ethanol,C9H31N5O10,629.19,2.37,53.197,Nucleotide
Caffeine,C20H13N4O6,499.39,9.16,28.11,Carbohydrate
Adrenaline,C17H19N3O8,382.55,12.46,696.493,Lipid
Caffeine,C12H20N0O1,578.29,2.0,677.647,Amide
Aspirin,C14H3N4O5,439.31,12.19,31.58,Alkaloid
Adenosine triphosphate,C2H19N3O10,939.69,N/A,642.213,Alkaloid
Aspirin,C17H38N4O6,88.03,N/A,39.244,Hormone
Ethanol,C2H10N4O4,757.32,12.73,117.699,Hormone
Serotonin,C13H1N2O5,697.39,11.03,70.988,Organic Compound
Adrenaline,C16H23N5O3,709.7,3.78,467.746,Lipid
Serotonin,C4H26N4O7,559.68,6.19,501.059,Amide
Serotonin,C7H34N5O8,59.61,6.94,923.448,Lipid
Dopamine,C20H30N4O3,414.07,12.64,352.197,Carbohydrate
Glucose,C2H20N3O4,892.7,10.53,847.747,Nucleotide
Aspirin,C7H31N1O10,904.32,N/A,766.56,Nucleotide
Glucose,C14H1N2O8,132.28,N/A,134.647,Neurotransmitter
Cholesterol,C16H13N4O5,173.6,12.97,557.857,Hormone
Serotonin,C6H21N2O4,189.72,2.88,527.839,Nucleotide
Adenosine triphosphate,C2H16N4O8,684.03,8.69,397.669,Hormone
